sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*, seed
3, 2335972, 681, 1161764, 1161214, 267, 6023, 6023, 4132405300
1, 2337734, 1162914, 634, 227, 1162171, 5894, 5894, 1217413360
4, 2336652, 1162366, 668, 273, 1161781, 5782, 5782, 2823608317
11, 2337866, 720, 1162619, 1162177, 310, 6020, 6020, 2798050987
6, 2338095, 1163044, 628, 248, 1162471, 5852, 5852, 2840305418
8, 2335153, 1161127, 638, 247, 1160623, 6259, 6259, 1095820416
5, 2336827, 1162432, 621, 276, 1161948, 5775, 5775, 1847840078
7, 2338369, 803, 1163079, 1162648, 419, 5710, 5710, 3742269110
2, 2335289, 747, 1161589, 1161158, 331, 5732, 5732, 3322840182
10, 2337253, 735, 1162117, 1161671, 310, 6210, 6210, 2818867968
9, 2340702, 1164503, 588, 198, 1163885, 5764, 5764, 3031592875
0, 2336196, 698, 1161541, 1161103, 286, 6284, 6284, 3699161119
12, 2339627, 719, 1163436, 1162834, 312, 6163, 6163, 3349645355
18, 2337074, 753, 1161913, 1161338, 362, 6354, 6354, 3572769299
20, 2335002, 843, 1161307, 1160495, 435, 5961, 5961, 3419356549
16, 2335793, 1161067, 944, 532, 1160648, 6301, 6301, 2731033313
17, 2336539, 651, 1161806, 1161374, 232, 6238, 6238, 2237716849
19, 2336003, 1160851, 831, 398, 1160291, 6816, 6816, 664255994
13, 2338126, 1162289, 885, 453, 1161829, 6335, 6335, 2870374294
21, 2336005, 1162052, 691, 284, 1161460, 5759, 5759, 1668417143
14, 2337425, 1162872, 708, 293, 1162428, 5562, 5562, 191516628
24, 2337878, 690, 1162773, 1162201, 332, 5941, 5941, 1545446084
15, 2336557, 713, 1161915, 1161475, 320, 6067, 6067, 3900559011
22, 2336012, 1161623, 894, 479, 1161078, 5969, 5969, 3937497887
23, 2337995, 682, 1162709, 1162291, 311, 6001, 6001, 1086675960
25, 2338618, 729, 1163173, 1162739, 339, 5819, 5819, 2285013764
26, 2336866, 804, 1161801, 1161299, 400, 6281, 6281, 4202665575
28, 2338392, 1163430, 570, 167, 1162915, 5655, 5655, 3733629203
30, 2337177, 724, 1162356, 1161836, 303, 5979, 5979, 2019099249
29, 2337600, 1162948, 612, 237, 1162387, 5708, 5708, 3095631186
27, 2335758, 1161716, 836, 453, 1161247, 5753, 5753, 3443545247
31, 2338022, 1163048, 728, 351, 1162429, 5733, 5733, 3615010939
33, 2339063, 1163894, 545, 222, 1163392, 5505, 5505, 3698851710
37, 2337786, 1162265, 658, 242, 1161871, 6375, 6375, 481551334
34, 2336754, 1161458, 859, 410, 1161061, 6483, 6483, 705219787
35, 2339538, 1163813, 638, 239, 1163278, 5785, 5785, 1893635022
32, 2338108, 1162743, 850, 429, 1162338, 5874, 5874, 3334395399
38, 2338018, 1162550, 679, 300, 1162031, 6229, 6229, 594201828
