sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*, seed
1, 6643929, 508, 3316391, 3314808, 78, 6072, 6072, 209622743
11, 6643331, 532, 3315873, 3314612, 82, 6116, 6116, 3448140155
3, 6644279, 571, 3316221, 3315092, 101, 6147, 6147, 2443538626
0, 6639130, 505, 3313713, 3312541, 63, 6154, 6154, 2568356416
4, 6638495, 3313219, 585, 80, 3312245, 6183, 6183, 1458146608
2, 6646529, 3317386, 523, 72, 3316250, 6149, 6149, 1387649897
13, 6645738, 3317143, 479, 72, 3315882, 6081, 6081, 1061087811
6, 6647847, 3318232, 534, 69, 3317294, 5859, 5859, 3350255298
10, 6644687, 3316610, 554, 84, 3315489, 5975, 5975, 95041068
7, 6643158, 3315755, 498, 75, 3314688, 6071, 6071, 791506972
9, 6643660, 3315667, 474, 44, 3315015, 6230, 6230, 2442244101
8, 6646889, 480, 3317322, 3316855, 42, 6095, 6095, 4135715750
12, 6644749, 3316208, 578, 90, 3315475, 6199, 6199, 3428821171
5, 6647462, 3317705, 546, 106, 3316945, 6080, 6080, 1655763003
17, 6641069, 3314921, 497, 76, 3312975, 6300, 6300, 1700095374
18, 6644372, 500, 3316182, 3315273, 67, 6175, 6175, 3008063261
20, 6645795, 3316977, 563, 99, 3315786, 6185, 6185, 2328104320
26, 6646451, 518, 3317734, 3316140, 71, 5994, 5994, 2024952645
25, 6643889, 3316101, 498, 61, 3314933, 6148, 6148, 1130153093
22, 6638180, 3313339, 521, 57, 3311917, 6173, 6173, 1841364157
24, 6648194, 3318109, 526, 76, 3317089, 6197, 6197, 1946096133
21, 6641439, 487, 3314601, 3314089, 62, 6100, 6100, 69705370
16, 6642218, 578, 3315092, 3314361, 127, 6030, 6030, 3369528857
14, 6641565, 3314754, 516, 81, 3314264, 5975, 5975, 2062467701
19, 6643903, 3315903, 519, 63, 3315068, 6175, 6175, 2274941684
23, 6644751, 564, 3316167, 3315601, 79, 6170, 6170, 3873244064
15, 6640276, 524, 3313971, 3313526, 89, 6083, 6083, 687545195
29, 6641709, 569, 3315482, 3313428, 82, 6074, 6074, 4108272051
27, 6640476, 3314114, 574, 81, 3313241, 6233, 6233, 1395853656
28, 6640827, 3314639, 518, 76, 3313396, 6099, 6099, 1060073165
31, 6639156, 492, 3313842, 3312350, 74, 6199, 6199, 3362631253
30, 6643059, 504, 3315543, 3314940, 70, 6001, 6001, 149779986
34, 6646267, 531, 3317128, 3316290, 68, 6125, 6125, 3297692949
36, 6638013, 3313365, 550, 71, 3311529, 6249, 6249, 3380015900
44, 6634767, 560, 3311460, 3310465, 102, 6090, 6090, 2930463668
39, 6638066, 556, 3312634, 3312017, 81, 6389, 6389, 695121561
35, 6651094, 3319580, 519, 93, 3318816, 6043, 6043, 3316839048
33, 6643556, 3315524, 546, 81, 3315103, 6151, 6151, 2296929696
43, 6643910, 3316058, 585, 88, 3315277, 5951, 5951, 3082589473
40, 6637723, 3312598, 485, 57, 3312117, 6233, 6233, 1934231534
41, 6636643, 3312214, 558, 84, 3311367, 6210, 6210, 3688674414
38, 6638018, 3312381, 577, 98, 3311924, 6519, 6519, 1339233986
32, 6646344, 3317525, 483, 63, 3316287, 5993, 5993, 1382565869
42, 6647802, 3318045, 564, 97, 3316982, 6057, 6057, 1188658543
37, 6638825, 3312929, 579, 110, 3312429, 6389, 6389, 1362992702
50, 6641177, 538, 3315154, 3313429, 78, 5989, 5989, 309594429
45, 6634524, 600, 3310856, 3310201, 93, 6387, 6387, 2277341237
47, 6642557, 3314993, 559, 93, 3314126, 6393, 6393, 2479312589
57, 6643839, 605, 3316441, 3314501, 110, 6091, 6091, 2591591907
46, 6642916, 525, 3315302, 3314741, 78, 6135, 6135, 2420886436
56, 6640070, 547, 3314094, 3313173, 92, 6082, 6082, 1559030391
53, 6638761, 3313405, 554, 92, 3312182, 6264, 6264, 2405953798
48, 6636736, 560, 3312481, 3311417, 78, 6100, 6100, 258023109
52, 6638558, 3313085, 530, 85, 3312324, 6267, 6267, 1202386103
59, 6639432, 577, 3313376, 3312696, 107, 6338, 6338, 2641817536
54, 6637201, 3312498, 482, 70, 3311855, 6148, 6148, 3324550742
55, 6638237, 530, 3313056, 3312510, 89, 6026, 6026, 1457839725
49, 6646131, 3317195, 542, 77, 3316397, 5960, 5960, 3588003369
61, 6643903, 3315876, 541, 64, 3315182, 6120, 6120, 3543134133
51, 6638058, 3312835, 524, 75, 3311976, 6324, 6324, 802503165
64, 6638827, 3313667, 533, 90, 3312141, 6198, 6198, 3651258804
60, 6642342, 525, 3315616, 3314086, 85, 6015, 6015, 3167569258
62, 6648214, 3318209, 544, 74, 3316913, 6237, 6237, 3952234985
66, 6638671, 512, 3313233, 3312393, 81, 6226, 6226, 69833162
58, 6653643, 3320946, 562, 90, 3319853, 6096, 6096, 3388351505
68, 6643134, 547, 3315640, 3314669, 86, 6096, 6096, 372683459
67, 6647647, 595, 3317636, 3317048, 104, 6132, 6132, 3053126392
71, 6637071, 529, 3312497, 3311707, 76, 6131, 6131, 1524188224
63, 6638872, 558, 3313348, 3312658, 88, 6110, 6110, 946375914
77, 6645051, 504, 3317083, 3315168, 80, 6108, 6108, 2571559035
74, 6634655, 569, 3311332, 3310238, 70, 6223, 6223, 3146516574
69, 6642945, 586, 3315540, 3314225, 70, 6262, 6262, 202317339
73, 6641210, 3314623, 534, 54, 3313453, 6273, 6273, 1409784554
72, 6645929, 513, 3317302, 3315821, 67, 6113, 6113, 2124911950
65, 6643137, 561, 3315276, 3314784, 88, 6214, 6214, 386473666
70, 6648120, 509, 3318473, 3317483, 63, 5796, 5796, 3501179364
75, 6642698, 3315513, 520, 85, 3314626, 5977, 5977, 4006820302
81, 6640103, 565, 3314269, 3312836, 87, 6173, 6173, 970592183
79, 6642601, 3315702, 542, 101, 3314372, 5942, 5942, 1682411732
