sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC, seed
5, 2068545, 470384, 457522, 454194, 467123, 109661, 109661, 3290799216
8, 2074113, 414708, 522426, 519186, 411959, 102917, 102917, 810828562
4, 2073363, 408339, 524452, 521313, 405573, 106843, 106843, 1763746522
9, 2069351, 446296, 480582, 477443, 443146, 110942, 110942, 1733494939
0, 2070364, 465364, 447384, 444537, 462407, 125336, 125336, 171887084
3, 2073552, 468467, 443569, 440840, 465200, 127738, 127738, 2350750595
1, 2073546, 417565, 497185, 493989, 414645, 125081, 125081, 2925590724
10, 2071694, 440331, 476318, 473011, 437368, 122333, 122333, 1423869898
6, 2069386, 488047, 410579, 407535, 484829, 139198, 139198, 1501502923
7, 2073355, 449195, 462838, 459774, 446044, 127752, 127752, 1903482048
2, 2072524, 473422, 451473, 448384, 470333, 114456, 114456, 2891185815
11, 2069939, 460497, 430756, 427694, 457208, 146892, 146892, 1284215213
13, 2071774, 487545, 442326, 439368, 484221, 109157, 109157, 3806287305
15, 2074409, 475175, 428281, 425408, 471969, 136788, 136788, 808869680
14, 2070561, 474942, 439911, 436880, 471774, 123527, 123527, 3491058516
18, 2069961, 490747, 423740, 420603, 487377, 123747, 123747, 4047440379
16, 2075178, 449729, 480875, 477688, 446664, 110111, 110111, 1847146350
17, 2072575, 465899, 450109, 447240, 462785, 123271, 123271, 2568593555
12, 2072941, 489471, 447683, 444681, 486292, 102407, 102407, 2642442807
19, 2070036, 517736, 410260, 407358, 514350, 110166, 110166, 3762127991
22, 2071740, 437887, 463050, 459847, 434720, 138118, 138118, 989577372
20, 2073233, 404196, 487527, 484182, 401292, 148018, 148018, 2484784966
23, 2074212, 509893, 417223, 414270, 506586, 113120, 113120, 2078869846
21, 2073399, 499108, 432934, 429974, 496067, 107658, 107658, 2775714316
24, 2072737, 467264, 460153, 457031, 463923, 112183, 112183, 3532427242
25, 2073012, 508489, 432796, 429867, 505082, 98389, 98389, 1133021719
27, 2070068, 449615, 473431, 470252, 446432, 115169, 115169, 3027798507
26, 2071425, 458848, 459251, 456059, 455819, 120724, 120724, 3739660473
32, 2072842, 461095, 461075, 457918, 457932, 117411, 117411, 2565580180
30, 2069782, 393788, 524892, 521520, 390758, 119412, 119412, 302666666
31, 2077319, 388999, 541605, 538427, 386362, 110963, 110963, 1927466208
28, 2074984, 503814, 419912, 416947, 500419, 116946, 116946, 2367398321
33, 2070388, 473645, 462036, 458804, 470337, 102783, 102783, 4277339123
29, 2071943, 421457, 519368, 516192, 418588, 98169, 98169, 2393201906
34, 2076014, 496129, 443475, 440372, 493102, 101468, 101468, 3566269398
35, 2071961, 469755, 463379, 460340, 466839, 105824, 105824, 1583186737
37, 2073374, 441229, 481725, 478697, 437987, 116868, 116868, 510789306
38, 2069495, 428930, 503924, 500478, 425813, 105175, 105175, 2062372780
40, 2073562, 421022, 506800, 503580, 417956, 112102, 112102, 41222072
36, 2074104, 399751, 515132, 511848, 396991, 125191, 125191, 1530276960
39, 2072669, 496918, 431304, 428122, 493723, 111301, 111301, 1794245246
43, 2070623, 471114, 466012, 462839, 468022, 101318, 101318, 1705385097
45, 2069980, 518925, 393478, 390269, 515746, 125781, 125781, 2320558726
44, 2075039, 447940, 469988, 467066, 444965, 122540, 122540, 2389768267
41, 2072516, 428473, 484414, 481093, 425260, 126638, 126638, 1031675892
42, 2072494, 543026, 387625, 384711, 539636, 108748, 108748, 1470346602
46, 2070654, 488344, 432108, 429000, 485026, 118088, 118088, 3444964007
47, 2072226, 451772, 473838, 470588, 448736, 113646, 113646, 1091378101
49, 2073865, 402145, 516035, 512792, 399339, 121777, 121777, 1649111920
48, 2071475, 525553, 415744, 412834, 522142, 97601, 97601, 3371198970
50, 2071859, 440047, 491463, 488121, 436920, 107654, 107654, 3762858977
51, 2073777, 477043, 456826, 453690, 473902, 106158, 106158, 3294606077
52, 2073294, 372951, 546489, 543296, 370128, 120215, 120215, 2617533597
53, 2072103, 537018, 374717, 371887, 533731, 127375, 127375, 134768034
55, 2073153, 397771, 495936, 492736, 394902, 145904, 145904, 2459068866
54, 2070609, 449416, 473055, 469884, 446230, 116012, 116012, 2358603579
56, 2073681, 411868, 502927, 499588, 408902, 125198, 125198, 810272139
57, 2075580, 413934, 503837, 500835, 411154, 122910, 122910, 3792816695
58, 2073569, 416042, 510472, 507267, 413000, 113394, 113394, 1885976714
59, 2071536, 423429, 487548, 484340, 420531, 127844, 127844, 2895759433
60, 2072502, 479221, 453380, 450168, 476053, 106840, 106840, 2950659282
63, 2071699, 444382, 473970, 470746, 441239, 120681, 120681, 3061881148
61, 2071500, 503308, 432268, 429051, 499985, 103444, 103444, 732872958
64, 2074721, 564759, 382715, 379814, 561381, 93026, 93026, 3703366432
62, 2071404, 498140, 439302, 436237, 494731, 101497, 101497, 3276815723
65, 2070795, 459483, 460500, 457247, 456459, 118553, 118553, 745679440
66, 2074521, 416682, 520552, 517269, 413806, 103106, 103106, 2970560354
68, 2073127, 365205, 543038, 539824, 362266, 131397, 131397, 808975341
67, 2071694, 476630, 425032, 422127, 473389, 137258, 137258, 3798092016
69, 2073718, 499487, 428834, 426087, 496404, 111453, 111453, 1380604900
70, 2074910, 486569, 455478, 452445, 483518, 98450, 98450, 690916996
71, 2072098, 498762, 429270, 426321, 495571, 111087, 111087, 3508759983
72, 2073968, 394344, 535262, 531881, 391511, 110485, 110485, 3455444146
73, 2074430, 499467, 439116, 436072, 496245, 101765, 101765, 1773122111
75, 2071899, 410338, 485996, 482707, 407344, 142757, 142757, 3017590823
77, 2072610, 390819, 523630, 520046, 387823, 125146, 125146, 1838769569
76, 2071226, 393321, 532637, 529153, 390427, 112844, 112844, 609753874
74, 2074343, 469678, 460201, 457112, 466626, 110363, 110363, 3876089003
78, 2072962, 478417, 436011, 432874, 475398, 125131, 125131, 3788677716
80, 2073350, 529571, 387247, 384386, 526322, 122912, 122912, 3584298698
79, 2076161, 506468, 408676, 405787, 503424, 125903, 125903, 1957258999
81, 2070966, 417409, 490736, 487492, 414593, 130368, 130368, 773635055
82, 2068946, 418247, 502854, 499382, 415259, 116602, 116602, 4211713335
84, 2070719, 483160, 444055, 441016, 479992, 111248, 111248, 3143976275
83, 2073341, 530369, 391196, 388171, 527127, 118239, 118239, 1599661048
85, 2074601, 391324, 533640, 530362, 388375, 115450, 115450, 3544991875
86, 2072500, 423160, 486772, 483556, 420072, 129470, 129470, 4009069261
88, 2072319, 470855, 409621, 406638, 467793, 158706, 158706, 1932847421
87, 2074641, 438311, 471683, 468493, 435392, 130381, 130381, 2107380366
90, 2071964, 351670, 565669, 562111, 349042, 121736, 121736, 2504055427
89, 2074628, 440047, 488272, 485358, 437121, 111915, 111915, 748672970
91, 2072633, 436813, 469465, 466141, 433756, 133229, 133229, 1948480596
92, 2070746, 480933, 433484, 430338, 477749, 124121, 124121, 2775129707
93, 2068472, 536888, 374351, 371305, 533416, 126256, 126256, 2322092723
94, 2074319, 423590, 506719, 503609, 420731, 109835, 109835, 2048268242
95, 2076176, 387482, 533781, 530521, 384464, 119964, 119964, 247185807
96, 2072393, 445954, 477662, 474273, 442860, 115822, 115822, 1650513529
97, 2071589, 460860, 435830, 432640, 457767, 142246, 142246, 2337847644
98, 2072236, 495510, 433552, 430727, 492287, 110080, 110080, 4164304183
99, 2069147, 485151, 442056, 439000, 482046, 110447, 110447, 3898830699
101, 2072047, 513849, 411267, 408425, 510332, 114087, 114087, 1498649459
100, 2070356, 516189, 406805, 403923, 512855, 115292, 115292, 4138813234
102, 2073811, 524508, 391660, 388659, 521164, 123910, 123910, 1484873911
103, 2069624, 435248, 487883, 484473, 432102, 114959, 114959, 2100198305
105, 2072417, 411478, 512349, 508869, 408545, 115588, 115588, 1481191424
104, 2075632, 427604, 482903, 479785, 424508, 130416, 130416, 3334016321
106, 2071251, 460433, 477809, 474444, 457259, 100653, 100653, 3376015240
108, 2071847, 482678, 430972, 427805, 479352, 125520, 125520, 2418840116
107, 2072866, 465673, 456526, 453330, 462515, 117411, 117411, 3065811348
109, 2071895, 412733, 508060, 504555, 409871, 118338, 118338, 3968594368
110, 2073593, 495689, 417615, 414763, 492460, 126533, 126533, 1647126196
111, 2073614, 364814, 551427, 548198, 361977, 123599, 123599, 555437575
112, 2076711, 534455, 415131, 412157, 531040, 91964, 91964, 2416497534
113, 2074141, 422090, 508277, 505111, 419195, 109734, 109734, 1878505306
114, 2074967, 388622, 538579, 535336, 385720, 113355, 113355, 1856022684
115, 2071757, 476180, 461804, 458599, 472804, 101185, 101185, 217180263
116, 2070648, 456253, 474277, 470961, 453059, 108049, 108049, 3316738180
117, 2070575, 439872, 471426, 468175, 436788, 127157, 127157, 1173941201
120, 2073533, 470360, 458897, 455732, 467308, 110618, 110618, 1536765407
118, 2072651, 460429, 453290, 450146, 457276, 125755, 125755, 2671285124
119, 2073225, 466962, 456640, 453485, 463596, 116271, 116271, 931192176
122, 2073133, 442802, 480876, 477785, 439818, 115926, 115926, 1391486868
121, 2073698, 448672, 479063, 475906, 445635, 112211, 112211, 2512310217
124, 2071039, 356810, 539025, 535655, 354083, 142733, 142733, 1541984880
126, 2072364, 429351, 481002, 477715, 426374, 128961, 128961, 3885852656
128, 2071089, 429307, 475862, 472422, 426322, 133588, 133588, 3626451218
125, 2074227, 435232, 466752, 463560, 431983, 138350, 138350, 3180571639
123, 2071304, 482830, 466963, 463644, 479621, 89123, 89123, 1105729684
127, 2072899, 508879, 424954, 421854, 505508, 105852, 105852, 1736175415
129, 2073645, 519493, 405413, 402511, 516220, 115004, 115004, 2102843240
130, 2070710, 443145, 478320, 475154, 440125, 116983, 116983, 3030860016
132, 2073447, 454872, 465872, 462705, 451750, 119124, 119124, 1186862264
131, 2070813, 488765, 415630, 412833, 485505, 134040, 134040, 2817881120
133, 2071111, 379206, 537842, 534286, 376431, 121673, 121673, 137457464
134, 2069203, 457109, 467351, 463952, 453839, 113476, 113476, 2610648999
137, 2070228, 496655, 434356, 431122, 493435, 107330, 107330, 3699808669
135, 2074360, 437124, 491050, 487853, 434231, 112051, 112051, 1649556608
136, 2073202, 501688, 417826, 414838, 498444, 120203, 120203, 3413667775
139, 2073253, 441538, 490118, 486732, 438467, 108199, 108199, 3443885247
140, 2073850, 470541, 460014, 456838, 467197, 109630, 109630, 4162541145
138, 2071852, 514898, 394597, 391672, 511585, 129550, 129550, 1349131452
141, 2072435, 470586, 457150, 454020, 467303, 111688, 111688, 2763866486
144, 2074923, 438339, 485279, 481904, 435369, 117016, 117016, 1534907178
145, 2071678, 480278, 420193, 417136, 477093, 138489, 138489, 3045709133
142, 2073362, 455676, 480119, 477035, 452762, 103885, 103885, 1051265917
143, 2073885, 480790, 447750, 444839, 477732, 111387, 111387, 1304814174
148, 2071759, 437929, 492100, 488857, 435127, 108873, 108873, 2780470321
150, 2072627, 470253, 457448, 454437, 467001, 111744, 111744, 2607306157
147, 2075549, 553440, 392939, 390123, 550101, 94473, 94473, 1559072146
146, 2074309, 555698, 373010, 370154, 552227, 111610, 111610, 3288822350
151, 2072730, 449424, 462483, 459193, 446660, 127485, 127485, 945593541
149, 2073234, 478496, 442547, 439423, 475260, 118754, 118754, 807647689
152, 2070783, 475648, 446361, 443227, 472397, 116575, 116575, 2647277240
153, 2073402, 499556, 414521, 411643, 496216, 125733, 125733, 4015156050
155, 2072599, 447720, 478489, 475195, 444605, 113295, 113295, 541139401
154, 2071951, 467871, 472504, 469522, 464774, 98640, 98640, 3810700596
156, 2069481, 460502, 463216, 460096, 457343, 114162, 114162, 1556932585
157, 2072134, 420310, 506597, 503384, 417253, 112295, 112295, 4247629347
159, 2072834, 478606, 453183, 450043, 475440, 107781, 107781, 3077880631
160, 2070853, 441313, 482741, 479467, 438378, 114477, 114477, 2501176671
161, 2071869, 425782, 506139, 502950, 422788, 107105, 107105, 2935448606
163, 2071744, 375097, 551976, 548595, 372308, 111884, 111884, 1884877565
162, 2071288, 483881, 451068, 447891, 480560, 103944, 103944, 2688912178
158, 2072711, 497436, 417723, 414770, 494246, 124268, 124268, 3835937604
165, 2073452, 482163, 445964, 442975, 478996, 111677, 111677, 1602679567
164, 2071401, 478775, 432997, 429870, 475641, 127059, 127059, 3718045188
167, 2070894, 426854, 506724, 503353, 423669, 105147, 105147, 3114836971
166, 2073521, 501822, 445079, 441964, 498414, 93121, 93121, 180995220
170, 2072720, 441078, 480560, 477326, 438248, 117754, 117754, 3466743119
168, 2070244, 497325, 428076, 424869, 493926, 113024, 113024, 403291902
171, 2072916, 487848, 446665, 443605, 484656, 105071, 105071, 3773185320
169, 2071411, 451565, 474745, 471718, 448479, 112452, 112452, 2229294115
174, 2071114, 471121, 438504, 435320, 467989, 129090, 129090, 1630504326
175, 2071126, 410024, 507997, 504607, 406936, 120781, 120781, 2871237556
172, 2073442, 440671, 483128, 479806, 437491, 116173, 116173, 3805909377
173, 2069750, 516705, 422839, 419786, 513290, 98565, 98565, 346797032
176, 2070722, 443933, 479354, 476358, 440841, 115118, 115118, 2297355140
177, 2072760, 525808, 398362, 395486, 522430, 115337, 115337, 107591268
178, 2070231, 400890, 499926, 496585, 398052, 137389, 137389, 3478100262
179, 2072616, 459930, 455541, 452629, 456618, 123949, 123949, 3251947740
181, 2074017, 443147, 497433, 494495, 440252, 99345, 99345, 1788923620
180, 2071194, 573535, 362577, 359594, 570212, 102638, 102638, 2319104201
183, 2073914, 476498, 456532, 453125, 473375, 107192, 107192, 404134347
184, 2072968, 492821, 434912, 431801, 489568, 111933, 111933, 2630363437
187, 2071314, 384986, 547893, 544406, 382023, 106003, 106003, 3499692181
182, 2069101, 385272, 510723, 507426, 382168, 141756, 141756, 2539469507
186, 2070544, 496367, 429622, 426491, 493240, 112412, 112412, 1976124319
185, 2070980, 482894, 444820, 441821, 479595, 110925, 110925, 3142720693
188, 2072782, 518714, 412765, 409826, 515449, 108014, 108014, 1674405711
189, 2074663, 436721, 487771, 484711, 433620, 115920, 115920, 3607992396
190, 2070491, 471901, 469394, 466292, 468598, 97153, 97153, 752890423
191, 2071922, 473197, 452017, 448922, 470038, 113874, 113874, 3038355227
193, 2072516, 423094, 489390, 486177, 419731, 127062, 127062, 1007304307
192, 2072867, 442669, 465157, 461884, 439557, 131800, 131800, 3438327882
194, 2072685, 522305, 402519, 399550, 519239, 114536, 114536, 2481190925
196, 2073492, 459517, 451875, 448785, 456295, 128510, 128510, 25259340
197, 2071165, 467263, 436426, 433266, 463950, 135130, 135130, 76601502
198, 2071791, 460792, 465976, 462773, 457536, 112357, 112357, 1190491802
195, 2073283, 490870, 423577, 420704, 487746, 125193, 125193, 2209657935
200, 2075299, 522714, 407661, 404807, 519463, 110327, 110327, 1449107496
199, 2074604, 548416, 387649, 384653, 545086, 104400, 104400, 1811214985
201, 2074382, 459189, 477804, 474707, 456238, 103222, 103222, 3573311363
202, 2074461, 429207, 487269, 484086, 426559, 123670, 123670, 3824369552
203, 2073082, 509981, 420817, 417870, 506846, 108784, 108784, 3534930666
204, 2076288, 440631, 494596, 491273, 437650, 106069, 106069, 221583468
206, 2075598, 498204, 424828, 421825, 494881, 117930, 117930, 484458055
205, 2074076, 491622, 426675, 423501, 488604, 121837, 121837, 3927389337
207, 2070007, 441177, 475846, 472773, 438189, 121011, 121011, 2945438664
210, 2072687, 495048, 417218, 414406, 491581, 127217, 127217, 491959332
208, 2072871, 495406, 441186, 438098, 492219, 102981, 102981, 563017431
