sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC, seed
4, 3354689, 785407, 789449, 786951, 782912, 104985, 104985, 1523075418
11, 3355606, 609870, 940022, 937310, 607880, 130262, 130262, 1675982997
3, 3352410, 767393, 784793, 782385, 764887, 126476, 126476, 1987660203
9, 3356925, 799146, 710258, 707859, 796422, 171620, 171620, 4252859085
5, 3356653, 984621, 581605, 579481, 981840, 114553, 114553, 1832649694
7, 3353501, 668991, 868741, 866264, 666663, 141421, 141421, 3334363727
0, 3356217, 686551, 865918, 863271, 684321, 128078, 128078, 2611634880
1, 3352730, 916418, 624946, 622678, 913808, 137440, 137440, 2004956174
10, 3352898, 664526, 883241, 880540, 662187, 131202, 131202, 4199182335
12, 3354359, 649317, 935157, 932733, 647122, 95015, 95015, 3742202366
13, 3350145, 893430, 657905, 655698, 890774, 126169, 126169, 118168280
2, 3357074, 867230, 689740, 687472, 865004, 123814, 123814, 3387056887
6, 3358719, 689044, 860711, 858249, 686833, 131941, 131941, 1684681896
8, 3357775, 805713, 724807, 722642, 803507, 150553, 150553, 568888981
17, 3355868, 345553, 1193977, 1191267, 343725, 140673, 140673, 2070489470
14, 3357541, 847761, 729659, 727327, 845148, 103823, 103823, 3799257632
23, 3356076, 836469, 738244, 735891, 833856, 105808, 105808, 796741962
20, 3353157, 785041, 705864, 703463, 782567, 188111, 188111, 936731721
16, 3358762, 831227, 716745, 714160, 828690, 133970, 133970, 2878476966
15, 3356352, 909271, 625154, 623030, 906529, 146184, 146184, 939690542
19, 3355329, 817821, 654675, 652236, 815389, 207604, 207604, 1956975536
24, 3357353, 712880, 811538, 809049, 710874, 156506, 156506, 2189381354
22, 3356183, 883003, 665842, 663776, 880628, 131467, 131467, 2264324976
21, 3359210, 1037285, 489200, 487201, 1034692, 155416, 155416, 768914539
18, 3353888, 782655, 776475, 774208, 780238, 120156, 120156, 151048515
26, 3352487, 764547, 795301, 792834, 762183, 118811, 118811, 2337838880
25, 3357376, 900605, 655066, 652739, 898434, 125266, 125266, 3690007706
27, 3358788, 764616, 803493, 801145, 762148, 113693, 113693, 4021732403
29, 3352186, 599099, 945246, 942413, 596846, 134291, 134291, 1222007690
28, 3356638, 725411, 847548, 845019, 722976, 107842, 107842, 4117128039
31, 3356295, 822706, 717493, 715057, 820183, 140428, 140428, 3274871118
32, 3355413, 787374, 771398, 769002, 784677, 121481, 121481, 3391810011
30, 3353073, 783152, 768201, 765739, 780679, 127651, 127651, 3856008615
36, 3355554, 671224, 855567, 853067, 668848, 153424, 153424, 346371139
33, 3357123, 778055, 738531, 736098, 775653, 164393, 164393, 440390402
38, 3352978, 783312, 781764, 779383, 780897, 113811, 113811, 1135175550
37, 3357127, 747637, 798603, 796264, 745395, 134614, 134614, 3553496549
35, 3358964, 871052, 720421, 718182, 868565, 90372, 90372, 3186464728
41, 3355043, 723222, 841434, 838694, 721043, 115325, 115325, 1862456167
39, 3354654, 873252, 696193, 694032, 870751, 110213, 110213, 2021476770
34, 3355038, 914403, 616343, 614117, 911917, 149129, 149129, 1006124275
40, 3356072, 899701, 653421, 651081, 897151, 127359, 127359, 1053469549
46, 3356917, 926596, 625813, 623612, 924034, 128431, 128431, 1889812992
42, 3353746, 783707, 727267, 724953, 781385, 168217, 168217, 1781352326
43, 3353316, 1061113, 518123, 516011, 1058439, 99815, 99815, 3770977216
47, 3352986, 829836, 735586, 733110, 827282, 113586, 113586, 3000147074
45, 3354727, 800492, 752686, 750488, 798005, 126528, 126528, 1204955241
48, 3352971, 577709, 982409, 979779, 575510, 118782, 118782, 4085658539
44, 3354258, 773689, 741568, 739299, 771110, 164296, 164296, 3762674604
49, 3354998, 805727, 731784, 729281, 803226, 142490, 142490, 1941538885
52, 3356550, 798718, 738152, 735864, 796454, 143681, 143681, 2918781617
50, 3352946, 771814, 807785, 805425, 769530, 99196, 99196, 1940370114
53, 3358433, 713684, 840132, 837822, 711493, 127651, 127651, 3452930352
51, 3358999, 788569, 762894, 760569, 786227, 130370, 130370, 375154141
54, 3357720, 963876, 569035, 566861, 961266, 148341, 148341, 4072018296
55, 3355814, 862848, 704464, 702219, 860483, 112900, 112900, 352794040
56, 3358492, 773981, 764330, 761529, 771418, 143617, 143617, 2366118569
57, 3358097, 710880, 836376, 833879, 708602, 134180, 134180, 2120549403
60, 3355945, 878982, 697133, 694534, 876624, 104336, 104336, 1709470959
61, 3356998, 849146, 698796, 696434, 846684, 132969, 132969, 4143699562
59, 3360710, 676823, 865091, 862629, 674543, 140812, 140812, 3748686723
62, 3356217, 896130, 604894, 602788, 893443, 179481, 179481, 2389002663
63, 3359138, 791802, 777256, 774787, 789399, 112947, 112947, 3126863997
58, 3355936, 770324, 771791, 769418, 768015, 138194, 138194, 161154829
65, 3354615, 853487, 694198, 692130, 850954, 131923, 131923, 238697704
64, 3358305, 837650, 729133, 726907, 835233, 114691, 114691, 4091527289
67, 3352908, 891216, 667627, 665352, 888835, 119939, 119939, 2447751236
66, 3354367, 476335, 1069778, 1066997, 474249, 133504, 133504, 846715078
68, 3354473, 834967, 735825, 733483, 832404, 108897, 108897, 289452581
69, 3358150, 926191, 554984, 552875, 923792, 200154, 200154, 3031234778
70, 3355960, 599776, 961360, 958968, 597572, 119142, 119142, 2773904830
71, 3349697, 802122, 750416, 747885, 799482, 124896, 124896, 2637615724
72, 3356393, 820653, 720960, 718586, 818302, 138946, 138946, 3439270562
74, 3352987, 844550, 660421, 658146, 842094, 173888, 173888, 2466478766
73, 3357096, 788062, 756636, 754158, 785620, 136310, 136310, 3405496692
76, 3361987, 845246, 691286, 689076, 842849, 146765, 146765, 3316938002
75, 3352386, 725268, 830804, 828279, 723091, 122472, 122472, 1289391138
77, 3355213, 843271, 641918, 639548, 840482, 194997, 194997, 1639519958
78, 3354608, 654516, 909129, 906730, 652261, 115986, 115986, 3433172394
80, 3352856, 625062, 889945, 887383, 622618, 163924, 163924, 2817062419
79, 3354513, 788061, 762907, 760647, 785502, 128698, 128698, 3696900774
82, 3354548, 819215, 756861, 754549, 816637, 103643, 103643, 2815042608
81, 3354247, 798069, 758364, 755925, 795821, 123034, 123034, 1542204059
83, 3353778, 832195, 728071, 725866, 829450, 119098, 119098, 4069076184
84, 3353262, 745437, 756396, 754339, 742868, 177111, 177111, 3314998144
85, 3354965, 821191, 741458, 738884, 818846, 117293, 117293, 585726703
86, 3357102, 652830, 890332, 887826, 650542, 137786, 137786, 660795817
87, 3353392, 959746, 609850, 607685, 957005, 109553, 109553, 3906936977
88, 3353051, 719039, 846319, 843941, 716958, 113397, 113397, 2411154216
89, 3353898, 791708, 757740, 755313, 789141, 129998, 129998, 1448345328
94, 3356089, 747012, 812204, 809720, 744605, 121274, 121274, 1343539039
92, 3354304, 653944, 889002, 886468, 651634, 136628, 136628, 1523188375
90, 3353007, 716916, 839565, 837088, 714600, 122419, 122419, 3061553808
