sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*
0, 2907717, 599807, 607439, 585611, 578200, 268330, 268330
1, 2903307, 621592, 590226, 568366, 599487, 261818, 261818
2, 2902661, 604790, 606504, 584420, 582811, 262068, 262068
3, 2906700, 609167, 601017, 579449, 587027, 265020, 265020
4, 2910062, 608714, 600089, 579040, 586477, 267871, 267871
5, 2903558, 623526, 581940, 560338, 601604, 268075, 268075
6, 2905684, 579427, 629405, 607264, 557828, 265880, 265880
7, 2901161, 605716, 611595, 589319, 583751, 255390, 255390
8, 2901056, 625391, 580768, 559256, 602745, 266448, 266448
9, 2907093, 612843, 602240, 580980, 591066, 259982, 259982
10, 2904195, 608200, 601391, 579611, 586113, 264440, 264440
11, 2903916, 582322, 625122, 602873, 560891, 266354, 266354
12, 2905447, 594939, 618085, 596078, 573509, 261418, 261418
13, 2906059, 592430, 616377, 594418, 570672, 266081, 266081
14, 2900889, 603935, 600240, 578410, 581786, 268259, 268259
15, 2901425, 607655, 597936, 576257, 585445, 267066, 267066
16, 2908096, 590187, 622153, 600358, 568642, 263378, 263378
17, 2907012, 605263, 601513, 579782, 583888, 268283, 268283
18, 2903250, 582667, 610623, 588984, 560898, 280039, 280039
19, 2901384, 596698, 610265, 588158, 574657, 265803, 265803
20, 2901411, 588517, 614929, 592689, 566948, 269164, 269164
21, 2901950, 588088, 605658, 583689, 566609, 278953, 278953
22, 2905733, 604090, 601586, 579785, 582070, 269101, 269101
23, 2905465, 596389, 605362, 583781, 574857, 272538, 272538
24, 2901985, 607430, 592664, 570239, 585734, 272959, 272959
25, 2902586, 605048, 591111, 569166, 583159, 277051, 277051
26, 2907604, 583131, 640049, 618159, 561863, 252201, 252201
27, 2905532, 598970, 611921, 590072, 577071, 263749, 263749
28, 2902438, 604550, 607229, 585209, 582516, 261467, 261467
29, 2908773, 597138, 621115, 599205, 575629, 257843, 257843
30, 2902539, 596008, 604954, 582757, 574002, 272409, 272409
31, 2901536, 612034, 594664, 572494, 589806, 266269, 266269
32, 2903609, 619629, 591210, 569520, 597728, 262761, 262761
33, 2907660, 617275, 586303, 565058, 595740, 271642, 271642
34, 2905835, 600737, 609868, 588180, 579166, 263942, 263942
35, 2905535, 600594, 611756, 589931, 578710, 262272, 262272
36, 2909266, 611884, 590979, 569403, 590310, 273345, 273345
37, 2900274, 604822, 605751, 583578, 583343, 261390, 261390
38, 2907903, 607886, 599394, 577784, 586477, 268181, 268181
39, 2905838, 599760, 605061, 583284, 578107, 269813, 269813
40, 2907050, 606913, 607419, 585294, 584930, 261247, 261247
41, 2901418, 610937, 598257, 576388, 589016, 263410, 263410
42, 2907140, 589879, 621361, 599479, 568059, 264181, 264181
43, 2907079, 605347, 599275, 577800, 583353, 270652, 270652
44, 2907386, 605795, 610551, 588937, 584235, 258934, 258934
45, 2907755, 616077, 603129, 581097, 594244, 256604, 256604
46, 2902901, 588542, 626443, 603348, 567246, 258661, 258661
47, 2900676, 593097, 618171, 596190, 571218, 261000, 261000
48, 2907914, 615198, 593547, 571930, 593429, 266905, 266905
49, 2908798, 605357, 603961, 582219, 583925, 266668, 266668
50, 2905877, 621363, 590890, 569395, 599157, 262536, 262536
51, 2901162, 604561, 603044, 580917, 582792, 264924, 264924
52, 2906883, 620455, 584779, 563436, 598555, 269829, 269829
53, 2905848, 589210, 625916, 603765, 567723, 259617, 259617
54, 2902858, 634521, 578809, 557216, 612022, 260145, 260145
55, 2902050, 599540, 612406, 590343, 577867, 260947, 260947
56, 2904742, 620753, 593492, 571866, 598735, 259948, 259948
57, 2905497, 583188, 625498, 603685, 561690, 265718, 265718
58, 2904854, 589862, 615722, 594232, 568236, 268401, 268401
59, 2906111, 594094, 610703, 588577, 572531, 270103, 270103
60, 2909652, 629771, 582378, 561125, 607662, 264358, 264358
61, 2904595, 598503, 611496, 589834, 576698, 264032, 264032
62, 2910964, 598224, 611551, 589917, 576742, 267265, 267265
63, 2908134, 611230, 608848, 587449, 589397, 255605, 255605
64, 2903315, 571399, 628874, 606444, 550052, 273273, 273273
65, 2906907, 605355, 606819, 585562, 583559, 262806, 262806
66, 2901861, 607875, 599222, 577372, 586174, 265609, 265609
67, 2908053, 614290, 596249, 574972, 592574, 264984, 264984
68, 2902935, 627946, 593605, 571885, 605545, 251977, 251977
69, 2905007, 613565, 595745, 574321, 591574, 264901, 264901
70, 2904115, 597821, 616032, 594195, 575897, 260085, 260085
71, 2903766, 603409, 594244, 572552, 581625, 275968, 275968
72, 2904545, 603354, 614608, 592729, 581452, 256201, 256201
73, 2903774, 593797, 614089, 592250, 572112, 265763, 265763
74, 2904482, 589341, 627503, 605216, 567598, 257412, 257412
75, 2905430, 590949, 622367, 600413, 569525, 261088, 261088
76, 2907692, 617792, 585272, 564126, 596124, 272189, 272189
77, 2899731, 604565, 593870, 571828, 582504, 273482, 273482
78, 2902607, 581577, 624453, 602524, 560073, 266990, 266990
79, 2904457, 571753, 634954, 613083, 550027, 267320, 267320
80, 2909415, 579119, 629544, 607749, 557743, 267630, 267630
81, 2903177, 615794, 590524, 568735, 593762, 267181, 267181
82, 2907909, 617498, 589184, 567702, 595513, 269006, 269006
83, 2904290, 627937, 589940, 568384, 605801, 256114, 256114
84, 2908266, 594758, 613964, 592521, 573215, 266904, 266904
85, 2904592, 585675, 620867, 598926, 563894, 267615, 267615
