sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC
0, 2892595, 593628, 601259, 585203, 577785, 267360, 267360
1, 2887807, 615160, 583915, 567974, 599092, 260833, 260833
2, 2887363, 598608, 600129, 583957, 582445, 261112, 261112
3, 2891622, 602951, 594743, 579048, 586646, 264117, 264117
4, 2895004, 602423, 594084, 578657, 586086, 266877, 266877
5, 2887929, 617057, 575614, 559901, 601151, 267103, 267103
6, 2890152, 573148, 622963, 606728, 557469, 264922, 264922
7, 2885769, 599426, 605252, 588882, 583347, 254431, 254431
8, 2885338, 618952, 574346, 558793, 602301, 265473, 265473
9, 2891978, 606609, 596113, 580621, 590611, 259012, 259012
10, 2888644, 601724, 595177, 579251, 585604, 263444, 263444
11, 2888532, 576041, 618774, 602442, 560473, 265401, 265401
12, 2890478, 588775, 611785, 595685, 573097, 260568, 260568
13, 2890470, 586003, 609982, 593941, 570232, 265156, 265156
14, 2885857, 597671, 594131, 578073, 581404, 267289, 267289
15, 2886156, 601295, 591637, 575837, 585013, 266187, 266187
16, 2892833, 583905, 615898, 599944, 568272, 262407, 262407
17, 2892264, 599189, 595342, 579425, 583532, 267388, 267388
18, 2888352, 576527, 604456, 588626, 560517, 279113, 279113
19, 2885756, 590394, 603824, 587714, 574216, 264804, 264804
20, 2886331, 582275, 608710, 592290, 566522, 268267, 268267
21, 2886521, 581800, 599322, 583242, 566153, 278002, 278002
22, 2890557, 597873, 595335, 579369, 581716, 268132, 268132
23, 2890333, 590135, 599188, 583325, 574479, 271603, 271603
24, 2887050, 601176, 586432, 569894, 585364, 272092, 272092
25, 2887372, 598739, 584779, 568804, 582710, 276170, 276170
26, 2892523, 576937, 633957, 617747, 561510, 251186, 251186
27, 2889879, 592675, 605617, 589569, 576630, 262694, 262694
28, 2887086, 598304, 600786, 584761, 582087, 260574, 260574
29, 2893854, 590861, 614958, 598852, 575221, 256981, 256981
30, 2887266, 589806, 598621, 582341, 573578, 271460, 271460
31, 2886117, 605662, 588302, 572076, 589393, 265342, 265342
32, 2888420, 613445, 584835, 569092, 597332, 261858, 261858
33, 2892896, 611107, 580243, 564702, 595334, 270755, 270755
34, 2891253, 594616, 603748, 587856, 578805, 263114, 263114
35, 2890325, 594177, 605552, 589522, 578270, 261402, 261402
36, 2894414, 605714, 584868, 569019, 589953, 272430, 272430
37, 2884806, 598761, 599373, 583145, 582971, 260278, 260278
38, 2892898, 601671, 593246, 577384, 586109, 267244, 267244
39, 2890820, 593522, 598936, 582939, 577673, 268875, 268875
40, 2891902, 600663, 601265, 584919, 584543, 260256, 260256
41, 2885698, 604627, 591837, 575936, 588554, 262372, 262372
42, 2892296, 583774, 615162, 599092, 567702, 263283, 263283
43, 2891756, 599013, 593005, 577340, 582960, 269719, 269719
44, 2892213, 599633, 604347, 588532, 583833, 257934, 257934
45, 2892595, 609804, 596913, 580694, 593846, 255669, 255669
46, 2887740, 582419, 620062, 602905, 566896, 257729, 257729
47, 2885290, 586652, 612004, 595826, 570796, 260006, 260006
48, 2893008, 609063, 587306, 571553, 593076, 266005, 266005
49, 2893839, 599317, 597613, 581782, 583541, 265793, 265793
50, 2890775, 615160, 584605, 569007, 598811, 261596, 261596
51, 2886125, 598393, 596733, 580508, 582429, 264031, 264031
52, 2891506, 614145, 578555, 563068, 598120, 268809, 268809
53, 2890720, 583014, 619662, 603367, 567305, 258686, 258686
54, 2887281, 628217, 572429, 556769, 611612, 259127, 259127
55, 2887024, 593313, 606260, 589965, 577482, 260002, 260002
56, 2889695, 614559, 587252, 571457, 598313, 259057, 259057
57, 2890211, 576890, 619242, 603292, 561275, 264756, 264756
58, 2889202, 583419, 609345, 593799, 567741, 267449, 267449
59, 2891164, 587831, 604601, 588238, 572134, 269180, 269180
60, 2894548, 623490, 576263, 560775, 607204, 263408, 263408
61, 2889633, 592216, 605359, 589471, 576277, 263155, 263155
62, 2895793, 591947, 605330, 589476, 576344, 266348, 266348
63, 2892772, 604846, 602671, 587046, 588917, 254646, 254646
64, 2888212, 565239, 622626, 606006, 549663, 272339, 272339
65, 2891517, 598936, 600564, 585155, 583150, 261856, 261856
66, 2886810, 601624, 593030, 576991, 585779, 264693, 264693
67, 2893394, 608290, 590112, 574681, 592227, 264042, 264042
68, 2887817, 621761, 587421, 571510, 605113, 251006, 251006
69, 2889394, 607204, 589373, 573807, 591122, 263944, 263944
70, 2889131, 591620, 609776, 593796, 575561, 259189, 259189
71, 2888514, 597336, 587880, 572140, 581258, 274950, 274950
72, 2889414, 596986, 608396, 592356, 581114, 255281, 255281
73, 2888630, 587529, 607851, 591834, 571742, 264837, 264837
74, 2889872, 583229, 621385, 604902, 567276, 256540, 256540
75, 2890229, 584606, 616160, 600069, 569150, 260122, 260122
76, 2892939, 611672, 579092, 563729, 595746, 271350, 271350
77, 2884401, 598296, 587487, 571402, 582100, 272558, 272558
78, 2887200, 575312, 618203, 602098, 559635, 265976, 265976
79, 2889081, 565420, 628623, 612643, 549585, 266405, 266405
80, 2894209, 572904, 623301, 607341, 557353, 266655, 266655
81, 2888003, 609477, 584296, 568374, 593326, 266265, 266265
82, 2892934, 611261, 582982, 567261, 595118, 268156, 268156
83, 2889010, 621659, 583696, 568009, 605276, 255185, 255185
84, 2893401, 588545, 607721, 592114, 572797, 266112, 266112
85, 2889141, 579340, 614362, 598474, 563485, 266740, 266740
86, 2890506, 577343, 614883, 599211, 561831, 268619, 268619
87, 2892420, 603977, 602694, 587009, 588168, 255286, 255286
88, 2885022, 636651, 566227, 550669, 619903, 255786, 255786
89, 2888370, 592751, 591693, 575411, 576689, 275913, 275913
90, 2894866, 591762, 596767, 580974, 576049, 274657, 274657
91, 2890781, 594920, 606102, 589962, 579045, 260376, 260376
92, 2894611, 595202, 600968, 584876, 579415, 267075, 267075
93, 2884118, 581610, 607407, 591054, 565555, 269246, 269246
94, 2889434, 580797, 617228, 600871, 564922, 262808, 262808
95, 2888424, 598362, 598859, 582919, 582278, 263003, 263003
96, 2890450, 588516, 602323, 586394, 572701, 270258, 270258
97, 2886374, 591035, 595247, 579185, 574799, 273054, 273054
98, 2891833, 589938, 610973, 595164, 574128, 260815, 260815
99, 2889967, 575974, 611515, 595364, 560194, 273460, 273460
100, 2891003, 605829, 583411, 567623, 589556, 272292, 272292
101, 2890025, 590107, 594984, 579433, 574649, 275426, 275426
102, 2893193, 576392, 617374, 601214, 560853, 268680, 268680
103, 2894313, 602624, 601931, 586457, 587033, 258134, 258134
104, 2891927, 599447, 589670, 573816, 583412, 272791, 272791
105, 2890453, 591933, 595270, 579186, 576076, 273994, 273994
106, 2889243, 591453, 599473, 583443, 575522, 269676, 269676
107, 2889990, 592192, 603824, 587859, 576419, 264848, 264848
108, 2889586, 580268, 619455, 603752, 564629, 260741, 260741
109, 2891642, 617649, 581629, 565868, 601760, 262368, 262368
