sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC
0, 2427006, 488304, 476090, 445003, 456455, 280577, 280577
1, 2428829, 489857, 476333, 445374, 458103, 279581, 279581
2, 2433521, 482047, 486065, 454488, 450499, 280211, 280211
3, 2431546, 487201, 481234, 449997, 456052, 278531, 278531
4, 2425654, 480427, 485038, 453393, 449114, 278841, 278841
5, 2423586, 480075, 482937, 451243, 448757, 280287, 280287
6, 2433917, 495209, 474098, 443088, 463554, 278984, 278984
7, 2431552, 477643, 480801, 449312, 446106, 288845, 288845
8, 2434080, 484439, 483903, 452631, 453395, 279856, 279856
9, 2422951, 475029, 482944, 451125, 443231, 285311, 285311
10, 2422274, 478888, 482544, 450693, 447523, 281313, 281313
11, 2430768, 483082, 483254, 451959, 451239, 280617, 280617
12, 2426272, 476434, 488467, 456737, 445656, 279489, 279489
13, 2425068, 484465, 481353, 449847, 452607, 278398, 278398
14, 2429189, 481292, 481695, 450451, 449825, 282963, 282963
15, 2428777, 485517, 480117, 448944, 453815, 280192, 280192
16, 2426474, 478351, 484362, 453129, 447208, 281712, 281712
17, 2429001, 482196, 479327, 448403, 450689, 284193, 284193
18, 2427385, 489839, 470718, 439672, 458554, 284301, 284301
19, 2426935, 490409, 476725, 445716, 458953, 277566, 277566
20, 2428112, 475921, 488980, 457444, 444935, 280416, 280416
21, 2430249, 482735, 485842, 454906, 451120, 277823, 277823
22, 2434052, 488737, 479607, 448496, 457510, 279851, 279851
23, 2427418, 469821, 493871, 461928, 438512, 281643, 281643
24, 2425136, 471974, 494310, 462349, 441393, 277555, 277555
25, 2429698, 490300, 475720, 444287, 458389, 280501, 280501
26, 2428154, 490246, 474535, 443437, 458818, 280559, 280559
27, 2431379, 486039, 485068, 453652, 454428, 276096, 276096
28, 2428253, 490711, 478474, 447383, 458733, 276476, 276476
29, 2425876, 481500, 481487, 450210, 449887, 281396, 281396
30, 2427024, 484419, 486868, 455411, 452848, 273739, 273739
31, 2431476, 475709, 491142, 459603, 444034, 280494, 280494
32, 2427357, 476005, 487860, 456328, 444498, 281333, 281333
33, 2429153, 482864, 485936, 454279, 451480, 277297, 277297
34, 2430017, 493634, 473310, 442240, 461531, 279651, 279651
35, 2431288, 485427, 483666, 452368, 454189, 277819, 277819
36, 2430054, 487663, 477597, 446656, 456136, 281001, 281001
37, 2422472, 471917, 487727, 456151, 440827, 282925, 282925
38, 2428363, 486509, 477766, 446384, 455030, 281337, 281337
39, 2426926, 477390, 486099, 454682, 446035, 281360, 281360
40, 2424056, 495117, 469826, 438667, 463178, 278634, 278634
41, 2424499, 479756, 486823, 454967, 448669, 277142, 277142
42, 2433152, 475858, 491402, 459832, 445274, 280393, 280393
43, 2426561, 479541, 481077, 449791, 448242, 283955, 283955
44, 2428711, 487844, 485899, 454271, 456713, 271992, 271992
45, 2426653, 477187, 491051, 459019, 446084, 276656, 276656
46, 2426155, 482817, 480050, 448504, 450784, 282000, 282000
47, 2428795, 479248, 484080, 452969, 448192, 282153, 282153
48, 2423735, 478001, 480436, 448857, 446373, 285034, 285034
49, 2425461, 487125, 480316, 448953, 455791, 276638, 276638
50, 2420466, 476337, 490882, 458893, 444700, 274827, 274827
51, 2433496, 489725, 479739, 448106, 458324, 278801, 278801
52, 2427385, 487168, 476566, 444884, 455521, 281623, 281623
53, 2430331, 491772, 471103, 440113, 460077, 283633, 283633
