sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC, seed
9, 1858493, 396631, 386823, 363579, 373022, 169219, 169219, 3756893709
7, 1866348, 374998, 405501, 382206, 352961, 175341, 175341, 1800630525
10, 1860560, 396470, 391596, 368413, 372743, 165669, 165669, 326416248
1, 1864035, 397688, 389373, 366463, 374175, 168168, 168168, 543076770
5, 1868082, 405307, 380308, 357744, 381813, 171455, 171455, 2644675290
6, 1865008, 405183, 376358, 353764, 381479, 174112, 174112, 810076122
14, 1871431, 383966, 398943, 375964, 361374, 175592, 175592, 1163030550
4, 1867730, 396762, 387347, 364648, 373453, 172760, 172760, 35056151
12, 1865593, 370723, 412878, 389541, 348807, 171822, 171822, 132299218
13, 1870963, 397051, 387128, 364432, 374272, 174040, 174040, 120864851
3, 1871319, 373113, 408556, 385410, 351504, 176368, 176368, 1547694900
0, 1866535, 395063, 387668, 364778, 372180, 173423, 173423, 1079628060
11, 1861019, 401871, 383447, 360630, 378285, 168393, 168393, 392748240
15, 1866055, 402426, 378811, 355458, 379654, 174853, 174853, 835271424
8, 1877097, 405617, 382695, 360214, 382503, 173034, 173034, 1959911611
2, 1868583, 397590, 384616, 361751, 374798, 174914, 174914, 1554581516
16, 1864263, 390317, 402282, 378505, 367331, 162914, 162914, 91311813
17, 1868685, 408107, 375021, 352577, 384986, 173997, 173997, 2708408116
18, 1863230, 373961, 410996, 387443, 350778, 170026, 170026, 726302510
19, 1865726, 378625, 409175, 385775, 355777, 168187, 168187, 2006295618
20, 1860747, 379192, 400682, 377366, 356623, 173442, 173442, 2183728944
22, 1859175, 388172, 392761, 369026, 364744, 172236, 172236, 2471233778
21, 1870686, 394416, 396962, 373875, 371489, 166972, 166972, 2242609701
23, 1864909, 405929, 376920, 353846, 382628, 172793, 172793, 4239209319
29, 1863125, 389648, 396111, 372477, 366165, 169362, 169362, 1956437908
28, 1866263, 390491, 398790, 375391, 367993, 166799, 166799, 1378634973
27, 1866440, 405334, 383345, 360407, 382206, 167574, 167574, 2949973831
24, 1863942, 391401, 396570, 373408, 368185, 167189, 167189, 1460615511
26, 1868820, 383357, 405196, 381759, 360458, 169025, 169025, 3233733086
25, 1866713, 414008, 364220, 341908, 390679, 177949, 177949, 2841439477
30, 1870646, 397494, 381797, 359354, 374931, 178535, 178535, 4177787564
31, 1867980, 394345, 388516, 365706, 371257, 174078, 174078, 4214648436
32, 1863957, 390568, 388311, 364251, 367311, 176758, 176758, 442651099
33, 1872188, 397264, 386146, 363534, 374428, 175408, 175408, 4234885710
34, 1870591, 399423, 388652, 365737, 376859, 169960, 169960, 1091626401
35, 1867434, 391246, 393425, 369997, 368016, 172375, 172375, 3838977953
37, 1871356, 384050, 403673, 380953, 361686, 170497, 170497, 2055127038
38, 1864469, 370575, 409446, 386601, 348677, 174585, 174585, 3564495904
42, 1863084, 385107, 399218, 375615, 362124, 170510, 170510, 62550571
36, 1868916, 386041, 401000, 377254, 362877, 170872, 170872, 2756309563
41, 1866292, 398018, 392011, 368857, 374620, 166393, 166393, 1061145022
39, 1869248, 396049, 388565, 365469, 373593, 172786, 172786, 1651795820
40, 1865371, 385530, 399679, 376588, 363074, 170250, 170250, 1733114064
43, 1868874, 395287, 389659, 367658, 372160, 172055, 172055, 1810816198
47, 1864200, 392833, 391947, 368641, 369487, 170646, 170646, 1422339444
45, 1869190, 394615, 390905, 367891, 371407, 172186, 172186, 127070090
44, 1863133, 372728, 416222, 392306, 349933, 165972, 165972, 517365449
46, 1868447, 400788, 386659, 363973, 377497, 169765, 169765, 4222432340
48, 1860435, 390094, 395447, 372001, 367607, 167643, 167643, 363186223
49, 1864571, 389511, 392445, 368627, 366762, 173613, 173613, 3133730275
50, 1869582, 387696, 401673, 378916, 364561, 168368, 168368, 2000475101
51, 1863130, 387713, 397061, 373963, 365087, 169653, 169653, 1658599335
52, 1862359, 396301, 381692, 359507, 373283, 175788, 175788, 1931470111
53, 1861681, 393987, 391381, 367880, 370565, 168934, 168934, 2028710132
55, 1863712, 390481, 397837, 374394, 367324, 166838, 166838, 2519920525
56, 1863050, 392921, 388451, 365705, 369769, 173102, 173102, 3893370741
58, 1865117, 375297, 401978, 378695, 352811, 178168, 178168, 3760926049
54, 1861648, 394847, 390272, 367337, 371274, 168959, 168959, 261743241
57, 1861134, 399145, 384426, 361325, 375244, 170497, 170497, 1611869049
63, 1862562, 401352, 382369, 360232, 377899, 170355, 170355, 977122173
61, 1866589, 390318, 396329, 373197, 367449, 169648, 169648, 979659434
60, 1866895, 416769, 371542, 349065, 393473, 168023, 168023, 2169470549
