sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*, seed
9, 2131574, 451858, 538765, 535355, 448786, 78405, 78405, 994975525
6, 2129219, 309418, 669167, 665634, 306456, 89272, 89272, 1284933678
11, 2128079, 499411, 458489, 455218, 496115, 109423, 109423, 3254253230
5, 2130301, 399505, 584833, 581597, 396484, 83941, 83941, 342653026
8, 2133324, 477432, 502650, 499537, 474479, 89613, 89613, 2730558795
0, 2130952, 375244, 614437, 611328, 372299, 78822, 78822, 3904226175
3, 2129211, 491488, 498091, 494952, 488334, 78173, 78173, 2672591220
7, 2133355, 408254, 576507, 573244, 405298, 85026, 85026, 822776233
4, 2129078, 464393, 505091, 501889, 461121, 98292, 98292, 1660799071
2, 2135548, 463625, 516065, 513187, 460771, 90950, 90950, 2642866333
1, 2133771, 485010, 474264, 471065, 481934, 110749, 110749, 4145158442
10, 2130924, 652285, 346042, 343184, 648979, 70217, 70217, 4112704006
12, 2130860, 462460, 536714, 533804, 459332, 69275, 69275, 3329672345
13, 2130952, 499627, 458120, 454899, 496614, 110846, 110846, 2865005082
16, 2132956, 442565, 533596, 530361, 439456, 93489, 93489, 473332483
20, 2129946, 348059, 654724, 651406, 345173, 65292, 65292, 2423703019
18, 2130001, 542410, 414494, 411473, 539434, 111095, 111095, 3585746669
14, 2132356, 481355, 511164, 508025, 478034, 76889, 76889, 2277442707
15, 2132429, 562074, 430095, 427082, 558940, 77119, 77119, 709972361
22, 2131992, 404834, 564218, 561116, 401762, 100031, 100031, 1846355096
21, 2132744, 481463, 499670, 496396, 478471, 88372, 88372, 272335846
19, 2133674, 569736, 420005, 417002, 566601, 80165, 80165, 2032622114
17, 2133917, 624454, 360118, 357470, 621259, 85308, 85308, 544732196
23, 2128987, 516046, 459158, 456201, 512912, 92335, 92335, 2325489853
25, 2133749, 399336, 572494, 569363, 396390, 98083, 98083, 3679173072
24, 2131629, 515546, 453225, 450301, 512187, 100185, 100185, 2199953681
27, 2130020, 442947, 526018, 522773, 439822, 99230, 99230, 37606722
26, 2130925, 499491, 497058, 493728, 496340, 72154, 72154, 1239698048
28, 2132797, 461427, 489141, 486101, 458444, 118842, 118842, 2863776184
30, 2131622, 528958, 437313, 434299, 525626, 102713, 102713, 4183702492
34, 2129465, 413039, 542854, 539470, 409988, 112057, 112057, 3595667537
31, 2129810, 551107, 407309, 404211, 547633, 109775, 109775, 971635284
29, 2134536, 548093, 439980, 436968, 544931, 82282, 82282, 656125058
32, 2129699, 622221, 356222, 353319, 618851, 89543, 89543, 42513912
33, 2134192, 517737, 468680, 465556, 514571, 83824, 83824, 2576180537
36, 2133348, 561506, 444520, 441551, 558219, 63776, 63776, 2720037671
40, 2131460, 463902, 517138, 514102, 460902, 87708, 87708, 2344810796
35, 2133591, 579211, 386196, 383280, 576088, 104408, 104408, 527136787
38, 2132317, 502398, 475148, 471964, 499061, 91873, 91873, 969563937
37, 2133338, 641366, 330670, 327617, 638205, 97740, 97740, 3798508363
43, 2132625, 405954, 569370, 566052, 403237, 94006, 94006, 13542339
42, 2130775, 478874, 507620, 504413, 475888, 81990, 81990, 1939896079
41, 2134033, 487954, 496734, 493754, 484925, 85333, 85333, 3657282541
39, 2132799, 520100, 450938, 447913, 517032, 98408, 98408, 3586652719
45, 2131002, 616813, 384193, 381115, 613333, 67774, 67774, 3002776289
44, 2132183, 535938, 457579, 454554, 532754, 75679, 75679, 1400912579
49, 2130255, 507217, 467471, 463971, 504204, 93696, 93696, 3425893567
47, 2130791, 435494, 547285, 544169, 432481, 85681, 85681, 3999378520
50, 2133522, 373653, 591435, 588061, 370743, 104815, 104815, 2808948662
46, 2131927, 579350, 379778, 376724, 576035, 110020, 110020, 205549805
52, 2132034, 521280, 465982, 462778, 518254, 81870, 81870, 4095425442
48, 2132185, 581773, 402431, 399436, 578501, 85022, 85022, 3673461799
51, 2132536, 584431, 384908, 381910, 581107, 100090, 100090, 1951402789
53, 2132079, 566275, 393443, 390500, 562901, 109480, 109480, 1912375505
