sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*, seed
5, 881179, 1035, 434284, 433772, 666, 5711, 5711, 287725436
2, 880589, 1199, 434236, 433575, 857, 5361, 5361, 3127284089
11, 880875, 1004, 434534, 434005, 634, 5349, 5349, 2646686668
4, 879534, 1253, 433763, 433243, 923, 5176, 5176, 3144080191
10, 879829, 902, 433138, 432705, 534, 6275, 6275, 3383599602
3, 881492, 862, 434609, 434213, 550, 5629, 5629, 1278905557
7, 879195, 431863, 2204, 1867, 431267, 5997, 5997, 4238297539
8, 881071, 435104, 727, 406, 434688, 5073, 5073, 255155743
1, 881604, 434529, 1095, 738, 434142, 5550, 5550, 2195311912
0, 879843, 433734, 1244, 869, 433312, 5342, 5342, 1633806568
6, 879242, 433282, 1217, 856, 432933, 5477, 5477, 2684517504
13, 881344, 2714, 432398, 431982, 2376, 5937, 5937, 413000891
9, 880902, 414338, 18950, 18602, 413900, 7556, 7556, 2812108640
14, 881504, 10168, 425255, 424864, 9807, 5705, 5705, 3066324887
16, 878890, 1278, 432989, 432466, 939, 5609, 5609, 1292381143
17, 879330, 894, 433458, 433025, 559, 5697, 5697, 218652991
18, 880067, 433267, 1015, 663, 432660, 6231, 6231, 69832186
12, 879425, 397760, 33823, 33454, 397254, 8567, 8567, 63403150
15, 880528, 273856, 152590, 152255, 273423, 14202, 14202, 998349628
21, 879697, 434391, 753, 423, 433904, 5113, 5113, 1566116473
22, 879704, 3087, 430132, 429723, 2748, 7007, 7007, 2626970193
20, 879951, 433184, 1512, 1156, 432777, 5661, 5661, 267086719
23, 881277, 1174, 434164, 433731, 828, 5690, 5690, 930699446
25, 880679, 805, 435079, 434447, 500, 4924, 4924, 1663423920
19, 880052, 433953, 962, 647, 433480, 5505, 5505, 3907882400
26, 880446, 1012, 434625, 434054, 657, 5049, 5049, 2155913106
24, 880623, 434218, 1045, 731, 433785, 5422, 5422, 1188549641
27, 880295, 427780, 5644, 5271, 427290, 7155, 7155, 4188019104
28, 880593, 21217, 410966, 410522, 20860, 8514, 8514, 992201174
31, 882364, 732, 435777, 435353, 416, 5043, 5043, 4294230614
35, 880547, 787, 433956, 433568, 464, 5886, 5886, 427549134
37, 881062, 936, 434704, 434219, 585, 5309, 5309, 811736614
34, 880216, 433741, 1282, 955, 433306, 5466, 5466, 403833707
33, 880620, 433959, 1097, 761, 433533, 5635, 5635, 1780803691
29, 881458, 56065, 355380, 354944, 55743, 29663, 29663, 2695139811
30, 881171, 407931, 25839, 25502, 407541, 7179, 7179, 154388717
36, 881431, 434928, 800, 462, 434547, 5347, 5347, 2593776141
32, 881343, 434832, 882, 568, 434347, 5357, 5357, 898375831
38, 880832, 434847, 834, 516, 434273, 5181, 5181, 2159944521
41, 882047, 868, 433631, 433165, 499, 6942, 6942, 2739252000
39, 880107, 434143, 971, 634, 433751, 5304, 5304, 3411152470
47, 880433, 434302, 1204, 864, 433915, 5074, 5074, 754914858
45, 881174, 434931, 786, 463, 434594, 5200, 5200, 616576237
42, 881021, 7002, 427996, 427640, 6651, 5866, 5866, 2276891303
48, 880365, 433544, 1161, 854, 433148, 5829, 5829, 3606576672
49, 881434, 39412, 395448, 394992, 39066, 6258, 6258, 3844296281
46, 879511, 432741, 1915, 1585, 432196, 5537, 5537, 1893763333
44, 879436, 56155, 376043, 375699, 55821, 7859, 7859, 182407194
40, 877953, 316665, 113580, 113187, 316265, 9128, 9128, 2043093217
43, 880280, 235137, 196486, 196125, 234664, 8934, 8934, 732965691
50, 879703, 47368, 382670, 382319, 46964, 10191, 10191, 393710411
51, 880594, 40464, 389737, 389324, 40049, 10510, 10510, 2527081550
57, 880965, 2927, 432288, 431707, 2601, 5721, 5721, 1640460242
52, 879959, 429956, 1267, 977, 429497, 9131, 9131, 37238318
56, 881388, 778, 434901, 434569, 500, 5320, 5320, 2705310677
55, 878849, 398809, 30610, 30230, 398456, 10372, 10372, 3550278086
59, 881279, 101764, 311714, 311323, 101406, 27536, 27536, 3892953102
53, 880542, 1573, 432954, 432604, 1193, 6109, 6109, 1045937129
58, 882074, 1082, 434100, 433666, 732, 6247, 6247, 3011814490
54, 880564, 429154, 5736, 5371, 428729, 5787, 5787, 4275735810
60, 881543, 377393, 55084, 54745, 376905, 8708, 8708, 4021044038
63, 880302, 1469, 433588, 433089, 1140, 5508, 5508, 298748321
61, 879202, 160211, 267388, 266947, 159828, 12414, 12414, 1719628756
62, 880431, 433590, 1073, 754, 433198, 5908, 5908, 236829986
70, 880192, 786, 434240, 433786, 462, 5459, 5459, 731956124
68, 880457, 839, 434304, 433777, 487, 5525, 5525, 3732692791
64, 879812, 321222, 103381, 103005, 320782, 15711, 15711, 943776290
