sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC, seed
12, 4543119, 204681, 1867184, 1855749, 194921, 210292, 210292, 667432417
10, 4527235, 702636, 1369912, 1358663, 691586, 202219, 202219, 4238595824
14, 4529967, 1539880, 538969, 528754, 1527076, 197644, 197644, 531410289
1, 4539860, 275458, 1809057, 1797620, 266269, 195728, 195728, 3064905567
3, 4530241, 1393134, 669520, 658807, 1381176, 213802, 213802, 1248828837
5, 4530163, 1802401, 284958, 275052, 1790776, 188488, 188488, 2758294196
9, 4541420, 912408, 1141460, 1131526, 902180, 226923, 226923, 2976589694
8, 4530818, 900028, 1174724, 1163372, 889744, 201475, 201475, 1322836226
13, 4530130, 1519542, 546865, 537325, 1507032, 209683, 209683, 3688472577
6, 4546206, 1618041, 460950, 450843, 1607160, 204606, 204606, 352935479
0, 4542852, 1806051, 281309, 271673, 1796045, 193887, 193887, 2982666549
7, 4530472, 1655967, 414837, 405304, 1644546, 204909, 204909, 4143840193
15, 4533890, 726450, 1336415, 1325704, 716049, 214636, 214636, 1061108085
4, 4546419, 1679241, 404406, 394886, 1668870, 199508, 199508, 3970574579
2, 4536468, 824471, 1231612, 1221444, 814489, 222226, 222226, 2393589668
11, 4533307, 1307089, 751619, 741743, 1296114, 218371, 218371, 3775505075
16, 4531439, 516005, 1500814, 1489233, 505631, 259878, 259878, 1723962653
17, 4542118, 668562, 1409326, 1399071, 658449, 203355, 203355, 4250236654
19, 4531419, 611013, 1440762, 1429855, 600995, 224397, 224397, 1317370631
18, 4525081, 849268, 1209647, 1198194, 838812, 214580, 214580, 1691824838
23, 4536617, 1515550, 561990, 552019, 1504334, 201362, 201362, 1140209903
22, 4532875, 1244919, 818436, 808049, 1234157, 213657, 213657, 1065266384
21, 4538138, 1481612, 595307, 585473, 1470058, 202844, 202844, 187655902
28, 4541127, 826369, 1238160, 1227609, 816145, 216422, 216422, 2620260535
24, 4534938, 1728561, 363254, 353889, 1716194, 186520, 186520, 2825201034
20, 4537174, 1265533, 798607, 788794, 1254686, 214777, 214777, 58332949
25, 4525660, 864090, 1191644, 1181507, 853207, 217606, 217606, 1905040359
26, 4534570, 1574138, 494292, 484099, 1564769, 208636, 208636, 942716134
29, 4532286, 1342548, 736648, 726819, 1331223, 197524, 197524, 960753636
27, 4535002, 874483, 1190235, 1179863, 864687, 212867, 212867, 146394067
30, 4544670, 1331644, 745381, 735527, 1320498, 205810, 205810, 3847605742
31, 4538710, 1596418, 475140, 465142, 1585360, 208325, 208325, 3241385838
35, 4533541, 1381057, 681934, 671267, 1369199, 215042, 215042, 3372673559
33, 4537970, 800413, 1265554, 1254618, 790099, 213643, 213643, 2197895937
32, 4540427, 1168165, 902015, 891110, 1158605, 210266, 210266, 1047510482
34, 4533588, 1223535, 843642, 833093, 1212610, 210354, 210354, 1508417545
36, 4539531, 1475472, 608166, 597918, 1463259, 197358, 197358, 3009112149
40, 4538465, 554681, 1522547, 1511154, 544979, 202552, 202552, 3264515129
38, 4537565, 1247617, 829996, 819781, 1235611, 202280, 202280, 1304970397
37, 4534288, 790470, 1273544, 1262471, 780395, 213704, 213704, 1502566013
39, 4530800, 1457462, 619688, 609174, 1446618, 198929, 198929, 2583433079
42, 4535602, 1199601, 867858, 857798, 1188677, 210834, 210834, 4241749923
45, 4535629, 1131770, 945454, 935018, 1120365, 201511, 201511, 914559268
44, 4536464, 982516, 1080166, 1069728, 971592, 216231, 216231, 482769239
49, 4536637, 334732, 1754590, 1742696, 324809, 189905, 189905, 3174639361
47, 4536798, 1035329, 1035923, 1025188, 1024700, 207829, 207829, 1180570545
41, 4535840, 503481, 1569974, 1558438, 493595, 205176, 205176, 1853459624
48, 4533757, 766573, 1301928, 1291232, 756444, 208790, 208790, 2662629879
50, 4537582, 1582909, 495699, 485604, 1571598, 200886, 200886, 1229898272
43, 4537350, 483391, 1596796, 1586277, 473992, 198447, 198447, 583220746
46, 4538010, 1485214, 585870, 576202, 1474054, 208335, 208335, 1539721146
51, 4543168, 581346, 1488116, 1477304, 571432, 212485, 212485, 434160703
52, 4536704, 1500238, 578413, 568150, 1489351, 200276, 200276, 2763925057
53, 4536044, 1141954, 930587, 919800, 1131653, 206025, 206025, 536475149
55, 4530531, 875933, 1183596, 1172524, 865488, 216495, 216495, 3202355029
54, 4534626, 400503, 1672853, 1662768, 390734, 203884, 203884, 2270355403
56, 4538657, 931409, 1109287, 1099256, 921009, 238848, 238848, 1023953042
59, 4537443, 783664, 1290839, 1280038, 773298, 204802, 204802, 279325162
60, 4536617, 523703, 1562173, 1551157, 513800, 192892, 192892, 210866862
62, 4524352, 422132, 1649469, 1637667, 412292, 201396, 201396, 3864264620
58, 4536829, 1580191, 410294, 400227, 1568103, 289007, 289007, 856598662
57, 4542027, 648155, 1420539, 1410230, 638265, 212419, 212419, 1351415017
61, 4539174, 535376, 1537437, 1526763, 525128, 207235, 207235, 2879869012
67, 4535487, 365184, 1718727, 1706335, 355763, 194739, 194739, 3936932586
64, 4536528, 991956, 1055992, 1045055, 981021, 231252, 231252, 2047639807
63, 4532457, 911384, 1140094, 1129602, 901305, 225036, 225036, 512845493
65, 4542311, 1542071, 540140, 530403, 1530419, 199639, 199639, 2851898893
68, 4534341, 437213, 1635866, 1624021, 427471, 204885, 204885, 1509680959
73, 4527111, 423306, 1640846, 1629234, 413121, 210302, 210302, 3407380867
69, 4534144, 1544595, 531807, 521554, 1533664, 201262, 201262, 4216361578
66, 4535240, 982404, 1077621, 1067269, 971422, 218262, 218262, 317450013
70, 4535569, 1016305, 1055411, 1044700, 1005147, 207003, 207003, 2684486206
76, 4533735, 1251904, 823566, 812781, 1240958, 202263, 202263, 510186043
74, 4548355, 1802777, 286393, 277381, 1790896, 195454, 195454, 3276035458
71, 4540741, 1243571, 826224, 816231, 1232301, 211207, 211207, 3029748397
72, 4535461, 1537143, 518134, 508067, 1526325, 222896, 222896, 510023459
75, 4534871, 675894, 1398084, 1387558, 665703, 203816, 203816, 479720718
77, 4542510, 918396, 1137353, 1126364, 908535, 225931, 225931, 1485106721
78, 4531241, 386591, 1677124, 1665677, 377023, 212413, 212413, 2271047379
79, 4539020, 496708, 1586649, 1575610, 486705, 196674, 196674, 3286445978
83, 4541477, 1338234, 729876, 719469, 1326828, 213535, 213535, 2499695171
81, 4531725, 518029, 1564950, 1554247, 507647, 193426, 193426, 2000230204
80, 4536437, 1005820, 1054915, 1044186, 995690, 217913, 217913, 3146492189
82, 4545109, 1106483, 963500, 952963, 1096089, 213037, 213037, 3820945335
84, 4530045, 1076038, 969204, 957991, 1065492, 230660, 230660, 3293650115
