sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC
0, 1727134, 344592, 336253, 300151, 307958, 219090, 219090
1, 1761639, 341566, 348217, 311143, 304915, 227899, 227899
2, 1768534, 349629, 344865, 308220, 312728, 226546, 226546
3, 1761716, 342387, 348005, 310640, 306232, 227226, 227226
4, 1760737, 336759, 350706, 313463, 300709, 229550, 229550
5, 1754840, 341457, 345288, 308421, 305036, 227319, 227319
6, 1753925, 346544, 340951, 304661, 310119, 225825, 225825
7, 1748747, 345018, 343366, 307354, 308679, 222165, 222165
8, 1754180, 343032, 343801, 307373, 306450, 226762, 226762
9, 1736474, 339496, 344432, 308061, 303139, 220673, 220673
10, 1716211, 336130, 337555, 302132, 300324, 220035, 220035
11, 1760439, 342780, 347893, 311174, 306056, 226268, 226268
12, 1782105, 347977, 351532, 314479, 310963, 228577, 228577
13, 1742107, 344459, 337265, 301247, 307826, 225655, 225655
14, 1755847, 338433, 348062, 310878, 302244, 228115, 228115
15, 1768432, 345862, 344417, 307597, 308766, 230895, 230895
16, 1766431, 345970, 350499, 313238, 309158, 223783, 223783
17, 1723475, 340847, 336103, 300040, 303995, 221245, 221245
18, 1740936, 342493, 338448, 302613, 306238, 225572, 225572
19, 1736898, 335639, 344995, 308672, 300332, 223630, 223630
20, 1765172, 346844, 344838, 308500, 310116, 227437, 227437
21, 1769423, 348357, 346872, 309868, 311474, 226426, 226426
22, 1780193, 344891, 350679, 313445, 307628, 231775, 231775
23, 1719631, 340672, 334970, 299084, 304563, 220171, 220171
24, 1770533, 350188, 343281, 306807, 313129, 228564, 228564
25, 1727029, 332136, 337947, 301815, 296395, 229368, 229368
26, 1726190, 339329, 340723, 304736, 303144, 219129, 219129
27, 1759168, 346516, 341730, 305166, 309696, 228030, 228030
28, 1759278, 346747, 342427, 306074, 310292, 226869, 226869
29, 1746783, 346126, 340635, 303973, 309193, 223428, 223428
30, 1762383, 340345, 348678, 311705, 304163, 228746, 228746
31, 1732279, 338383, 342597, 306549, 302424, 221163, 221163
32, 1737315, 341587, 340592, 304741, 305389, 222503, 222503
33, 1763853, 346230, 346404, 309658, 309721, 225920, 225920
34, 1753600, 345465, 343215, 306722, 308928, 224635, 224635
35, 1768779, 350590, 344256, 307322, 313501, 226555, 226555
36, 1713909, 333841, 337484, 301928, 298346, 221155, 221155
37, 1744567, 339982, 343321, 306749, 303859, 225328, 225328
38, 1760323, 344190, 345772, 309104, 308093, 226582, 226582
39, 1739602, 335394, 348421, 311807, 299494, 222243, 222243
40, 1753490, 341907, 345203, 308509, 305781, 226045, 226045
41, 1742171, 339894, 344015, 307360, 303510, 223696, 223696
42, 1748590, 340023, 345853, 308778, 303590, 225173, 225173
43, 1726060, 339768, 337618, 301674, 303904, 221548, 221548
44, 1751252, 342342, 345153, 308414, 306027, 224658, 224658
45, 1739127, 336113, 347388, 310401, 300471, 222377, 222377
46, 1758266, 344107, 344440, 307754, 307319, 227323, 227323
47, 1758382, 343068, 347391, 310613, 306700, 225305, 225305
48, 1767149, 346560, 345660, 309049, 309682, 228099, 228099
49, 1750637, 345744, 342694, 306620, 309207, 223186, 223186
50, 1769804, 342251, 351445, 314026, 306112, 227985, 227985
51, 1738504, 345326, 339250, 303199, 309195, 220767, 220767
52, 1771274, 344639, 350939, 313433, 308083, 227090, 227090
53, 1736703, 341087, 339857, 303303, 305378, 223539, 223539
54, 1746671, 340162, 342997, 306438, 303952, 226561, 226561
55, 1740205, 341486, 340316, 303768, 305095, 224770, 224770
56, 1753623, 341170, 347291, 310598, 304676, 224944, 224944
57, 1743808, 344190, 339005, 303019, 307936, 224829, 224829
58, 1746310, 347265, 338277, 302096, 310454, 224109, 224109
59, 1756885, 347371, 337759, 301731, 311154, 229435, 229435
60, 1745260, 337946, 345364, 309012, 301762, 225588, 225588
61, 1762436, 343127, 346710, 309693, 306680, 228113, 228113
62, 1748350, 341944, 345961, 309497, 305730, 222609, 222609
63, 1735402, 338584, 342064, 305976, 302228, 223275, 223275
64, 1752779, 348879, 338667, 302580, 312031, 225311, 225311
65, 1767528, 340494, 353692, 316708, 303844, 226395, 226395
66, 1765367, 344972, 345465, 308716, 308274, 228970, 228970
67, 1747555, 344715, 340387, 304479, 308238, 224868, 224868
68, 1773018, 351001, 342582, 305873, 314168, 229697, 229697
69, 1746218, 346127, 340008, 303399, 309844, 223420, 223420
70, 1746851, 342837, 341293, 305063, 306372, 225643, 225643
71, 1756365, 350423, 342053, 305580, 313365, 222472, 222472
72, 1756062, 347552, 341247, 304500, 310533, 226115, 226115
73, 1763025, 347262, 343381, 306604, 310362, 227708, 227708
74, 1755823, 337677, 349143, 312227, 301780, 227498, 227498
75, 1749593, 341344, 344698, 308130, 304769, 225326, 225326
76, 1725657, 343217, 336563, 300273, 306788, 219408, 219408
77, 1731011, 339956, 340814, 304288, 304065, 220944, 220944
78, 1759052, 346995, 342795, 306437, 310393, 226216, 226216
79, 1754536, 347396, 339722, 304110, 311114, 226097, 226097
80, 1750581, 342235, 340893, 304580, 305997, 228438, 228438
81, 1753198, 343395, 343136, 306521, 306948, 226599, 226599
82, 1753850, 344478, 343562, 306936, 307638, 225618, 225618
83, 1747249, 346917, 339463, 303571, 309908, 223695, 223695
84, 1754868, 341142, 348607, 311577, 304560, 224491, 224491
85, 1753317, 340952, 343330, 307083, 304764, 228594, 228594
86, 1776259, 346754, 347454, 310576, 310109, 230683, 230683
87, 1751201, 342899, 344270, 307754, 306556, 224861, 224861
88, 1723829, 342150, 338698, 302644, 305643, 217347, 217347
89, 1744353, 341065, 342600, 306064, 304530, 225047, 225047
90, 1749828, 343555, 342922, 306249, 307266, 224918, 224918
91, 1749944, 348472, 339541, 303309, 311404, 223609, 223609
92, 1726798, 341130, 336870, 301082, 305120, 221298, 221298
93, 1760159, 348792, 343215, 306921, 312061, 224585, 224585
94, 1764829, 344148, 346583, 309428, 307930, 228370, 228370
95, 1730650, 340594, 332383, 296866, 304309, 228249, 228249
96, 1774812, 347346, 348732, 312158, 310284, 228146, 228146
97, 1742668, 343397, 342167, 306298, 306864, 221971, 221971
98, 1748596, 341646, 341964, 305774, 305382, 226915, 226915
99, 1752687, 344676, 342971, 306658, 308050, 225166, 225166
