sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*
0, 2165853, 439209, 432938, 371261, 377645, 272400, 272400
1, 2158482, 433200, 436072, 373867, 371743, 271800, 271800
2, 2159399, 434689, 433102, 370962, 372820, 273913, 273913
3, 2161269, 438043, 434325, 372345, 376328, 270114, 270114
4, 2161003, 432032, 437282, 374986, 370257, 273223, 273223
5, 2162637, 432601, 437329, 375475, 370632, 273300, 273300
6, 2160252, 434672, 437845, 375892, 372543, 269650, 269650
7, 2155780, 441304, 426684, 364913, 378995, 271942, 271942
8, 2156381, 440215, 427226, 365878, 377556, 272753, 272753
9, 2156923, 431776, 436689, 374459, 369837, 272081, 272081
10, 2170510, 436545, 436835, 375538, 375074, 273259, 273259
11, 2161790, 435696, 434662, 373017, 373673, 272371, 272371
12, 2162265, 429874, 438382, 376339, 368128, 274771, 274771
13, 2159126, 433031, 435774, 373704, 370889, 272864, 272864
14, 2158669, 431117, 433602, 372155, 369301, 276247, 276247
15, 2157343, 437742, 432509, 370382, 375220, 270745, 270745
16, 2163261, 435935, 435637, 373807, 374012, 271935, 271935
17, 2157783, 434598, 434593, 372389, 372409, 271897, 271897
18, 2159420, 438152, 436285, 374199, 375700, 267542, 267542
19, 2159877, 437286, 431066, 368983, 374906, 273818, 273818
20, 2163771, 433238, 438292, 376612, 371279, 272175, 272175
21, 2157725, 436275, 430913, 368764, 374405, 273684, 273684
22, 2160061, 439799, 431724, 369631, 377121, 270893, 270893
23, 2162037, 439639, 431104, 369588, 378034, 271836, 271836
24, 2158674, 429571, 437679, 375762, 367786, 273938, 273938
25, 2161986, 432032, 439094, 377082, 370480, 271649, 271649
26, 2159018, 427005, 438210, 375993, 365468, 276171, 276171
27, 2158822, 430590, 435976, 373925, 369073, 274629, 274629
28, 2157892, 432978, 431900, 369837, 371179, 275999, 275999
29, 2161327, 435410, 435443, 373671, 373615, 271594, 271594
30, 2162791, 438094, 435690, 373902, 376747, 269179, 269179
31, 2155801, 436727, 431879, 370317, 374192, 271343, 271343
