sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC
0, 2004707, 397186, 390968, 352981, 358940, 252316, 252316
1, 1993418, 390435, 393435, 354933, 352677, 250969, 250969
2, 1992607, 391420, 389736, 351621, 353512, 253159, 253159
3, 1997625, 394711, 392301, 354027, 356762, 249912, 249912
4, 1993502, 389299, 393688, 355486, 351431, 251799, 251799
5, 1998384, 389715, 395109, 356991, 351691, 252439, 252439
6, 1991821, 391037, 394860, 356769, 353055, 248050, 248050
7, 1988099, 397583, 383685, 346109, 359360, 250681, 250681
8, 1992964, 398036, 384650, 347265, 359403, 251805, 251805
9, 1989418, 389263, 392716, 354745, 351244, 250725, 250725
10, 2012906, 395855, 395758, 357768, 357625, 252950, 252950
11, 1995851, 393064, 391070, 353450, 354893, 251687, 251687
12, 1996617, 386618, 395873, 357612, 348664, 253925, 253925
13, 1986961, 388868, 391383, 353456, 350814, 251220, 251220
14, 1989021, 387481, 389854, 352173, 349679, 254917, 254917
15, 1989170, 393418, 389514, 351444, 355276, 249759, 249759
16, 2002907, 394098, 393726, 355568, 355845, 251835, 251835
17, 1988907, 391364, 390209, 352394, 353120, 250910, 250910
18, 1988305, 394481, 391222, 353139, 356253, 246605, 246605
19, 1989639, 393900, 387220, 349352, 355563, 251802, 251802
20, 2001913, 390820, 396799, 358627, 352713, 251477, 251477
21, 1985258, 392577, 386113, 348353, 354547, 251834, 251834
22, 1996345, 396635, 389480, 351408, 357890, 250466, 250466
23, 1996373, 396983, 388582, 350993, 359091, 250362, 250362
24, 1991802, 386293, 395304, 357132, 348505, 252284, 252284
25, 1997583, 388837, 397025, 358935, 351206, 250790, 250790
26, 1992220, 384176, 394582, 356286, 346512, 255332, 255332
27, 1993538, 388195, 392845, 354677, 350463, 253679, 253679
28, 1986227, 388830, 387533, 349661, 351207, 254498, 254498
29, 1992386, 392342, 391771, 353741, 354354, 250089, 250089
30, 2000806, 396187, 393345, 355487, 358325, 248731, 248731
31, 1978427, 391184, 386411, 349219, 352861, 249376, 249376
32, 2001138, 395173, 389895, 352287, 356913, 253435, 253435
33, 1993511, 390905, 390711, 353202, 353015, 252839, 252839
34, 2008717, 392920, 394360, 356370, 355153, 254957, 254957
35, 1994737, 391178, 393668, 355483, 353002, 250703, 250703
36, 1996177, 393037, 390451, 352477, 355050, 252581, 252581
37, 1992513, 390288, 393502, 355443, 352400, 250440, 250440
38, 2000501, 385439, 399017, 360523, 347964, 253779, 253779
39, 1989614, 385770, 393466, 355117, 348565, 253348, 253348
40, 2000863, 396146, 387579, 349779, 358133, 254613, 254613
41, 1991059, 388041, 391805, 354012, 350401, 253400, 253400
42, 1992371, 387608, 394588, 356157, 349706, 252156, 252156
43, 2001003, 385288, 397738, 359520, 347641, 255408, 255408
44, 1997800, 395602, 388915, 350908, 357813, 252281, 252281
45, 1983527, 387289, 391998, 354099, 349587, 250277, 250277
46, 1991086, 387690, 394968, 356932, 349814, 250841, 250841
47, 1993847, 392561, 393538, 355945, 354203, 248800, 248800
48, 1983462, 390415, 385791, 347903, 352411, 253471, 253471
49, 1993342, 388746, 393260, 355150, 350788, 252699, 252699
50, 1990877, 388981, 394956, 356861, 351157, 249461, 249461
