sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC, seed
6, 3594425, 1040, 1782262, 1781825, 826, 14236, 14236, 464998293
8, 3595712, 1264, 1783679, 1783001, 1038, 13365, 13365, 3575478395
11, 3595662, 1500, 1782721, 1782288, 1273, 13940, 13940, 4119967822
2, 3597080, 1287, 1784115, 1783616, 1078, 13492, 13492, 1981208021
13, 3595339, 1396, 1783028, 1782687, 1156, 13536, 13536, 2249572398
4, 3597149, 1343, 1783562, 1783297, 1089, 13929, 13929, 718534614
10, 3596234, 1783194, 1256, 1034, 1782744, 14003, 14003, 148286274
9, 3597681, 1783677, 2069, 1846, 1783417, 13336, 13336, 3794389159
0, 3593714, 1173, 1782609, 1782259, 969, 13352, 13352, 225830075
3, 3594300, 1781461, 2173, 1954, 1781072, 13820, 13820, 258309690
12, 3595420, 1782178, 1291, 1069, 1781650, 14616, 14616, 2244708674
7, 3596227, 1783572, 1164, 938, 1783297, 13628, 13628, 1305704780
5, 3595375, 1783599, 1123, 899, 1783282, 13236, 13236, 715503005
15, 3596240, 1222, 1783588, 1782919, 997, 13757, 13757, 43022403
18, 3597184, 1364, 1784693, 1784001, 1116, 13005, 13005, 3456659578
17, 3595794, 1284, 1782927, 1782577, 1074, 13966, 13966, 3141398699
1, 3598285, 1784218, 1804, 1584, 1783847, 13416, 13416, 3734126564
19, 3595439, 1078, 1783055, 1782752, 900, 13827, 13827, 2477273930
14, 3592704, 1412, 1781648, 1781298, 1202, 13572, 13572, 3178874230
20, 3589739, 1777662, 2797, 2556, 1777102, 14811, 14811, 220192559
16, 3596529, 1784136, 1146, 954, 1783665, 13314, 13314, 1789912947
24, 3595745, 1374, 1783443, 1782871, 1173, 13442, 13442, 3025907290
28, 3597220, 1034, 1784750, 1784172, 850, 13207, 13207, 1904847447
21, 3591846, 1780432, 1618, 1375, 1780083, 14169, 14169, 1359682287
26, 3598758, 1785036, 1332, 1097, 1784347, 13473, 13473, 259313213
25, 3597776, 1784613, 1511, 1293, 1784289, 13035, 13035, 2193173366
23, 3597001, 1784525, 1067, 842, 1784213, 13177, 13177, 1068233323
31, 3596081, 2019, 1783021, 1782427, 1776, 13419, 13419, 1959544226
27, 3597634, 1783, 1784031, 1783740, 1562, 13259, 13259, 584619246
22, 3594926, 1781708, 1609, 1360, 1781457, 14396, 14396, 4207082636
29, 3597390, 1230, 1784328, 1783873, 1027, 13466, 13466, 900603
32, 3595965, 1782501, 1854, 1641, 1781887, 14041, 14041, 2777133477
33, 3595180, 1783062, 1470, 1227, 1782551, 13435, 13435, 3354870868
37, 3598785, 1181, 1785029, 1784710, 963, 13451, 13451, 1703160868
35, 3597015, 1784611, 1039, 837, 1784336, 13096, 13096, 1280639976
30, 3594555, 1782496, 1415, 1182, 1781990, 13736, 13736, 1576030187
40, 3594377, 1782954, 1192, 1000, 1782369, 13431, 13431, 5138848
36, 3595713, 1783330, 1102, 912, 1783113, 13628, 13628, 1009215692
39, 3596446, 1783641, 1314, 1077, 1783258, 13578, 13578, 1703120545
