sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*, seed
1, 2094583, 408878, 542581, 538548, 404682, 99947, 99947, 894633613
3, 2095850, 336973, 610895, 606157, 333343, 104241, 104241, 552834896
0, 2093854, 473061, 490419, 486286, 468980, 87554, 87554, 2697897204
8, 2093629, 513983, 433363, 429294, 509667, 103661, 103661, 3073516936
11, 2092276, 424645, 521376, 517007, 420608, 104320, 104320, 4224616430
7, 2094681, 487834, 441246, 437187, 483686, 122364, 122364, 816356080
4, 2096114, 472330, 467304, 463469, 468059, 112476, 112476, 1798317573
9, 2095841, 538325, 418964, 414739, 533951, 94931, 94931, 131539296
5, 2092781, 575323, 372214, 368309, 570953, 102991, 102991, 395000294
2, 2091818, 460485, 481037, 476915, 456221, 108580, 108580, 810369965
6, 2096103, 532765, 386630, 382745, 528593, 132685, 132685, 4078522935
10, 2094765, 490808, 451529, 447321, 486637, 109235, 109235, 192270553
12, 2092610, 482687, 451969, 447710, 478340, 115952, 115952, 4109926242
17, 2096644, 464995, 486642, 482499, 460850, 100829, 100829, 2116039833
16, 2096508, 406420, 540503, 536246, 402441, 105449, 105449, 4126466582
14, 2091612, 495685, 458798, 454619, 491256, 95627, 95627, 1277769144
19, 2095956, 428351, 525671, 521405, 424147, 98191, 98191, 1210975254
18, 2094941, 496224, 447693, 443421, 492159, 107722, 107722, 3706926678
21, 2093795, 406555, 550325, 546057, 402394, 94232, 94232, 597200894
15, 2095024, 453146, 487256, 482998, 449252, 111186, 111186, 582214129
22, 2093407, 513651, 440428, 436169, 509415, 96872, 96872, 483350112
13, 2094030, 397104, 544216, 539836, 392942, 109966, 109966, 3981312686
20, 2094402, 501527, 447866, 443890, 497431, 101844, 101844, 64398770
24, 2093371, 408216, 549093, 544693, 404001, 93684, 93684, 2084620932
23, 2093320, 438853, 506378, 502159, 434620, 105655, 105655, 3967644204
25, 2094735, 405206, 533905, 529644, 401248, 112366, 112366, 1361003323
26, 2094743, 586152, 347468, 343638, 581695, 117895, 117895, 120377408
30, 2098977, 476507, 484065, 479937, 472486, 92991, 92991, 1243985398
28, 2096360, 449039, 498008, 493621, 444972, 105360, 105360, 3606026904
29, 2097005, 554408, 400145, 396098, 550306, 98024, 98024, 677207346
31, 2093414, 441540, 484118, 480007, 437575, 125087, 125087, 3159112659
32, 2092541, 474957, 475036, 470821, 470571, 100578, 100578, 1893232016
33, 2093384, 382782, 551595, 547317, 378796, 116447, 116447, 1033537955
27, 2095975, 502363, 424660, 420691, 497927, 125167, 125167, 3545833564
34, 2093831, 540300, 418442, 414258, 536193, 92319, 92319, 1032205721
35, 2094922, 388374, 556219, 551652, 384609, 107034, 107034, 3998565387
36, 2095297, 439816, 505435, 501375, 435859, 106406, 106406, 2356949852
37, 2096251, 510016, 439434, 435311, 505870, 102810, 102810, 1400767480
42, 2094415, 484243, 461666, 457717, 480295, 105247, 105247, 580696811
38, 2093219, 500576, 426998, 422884, 496335, 123213, 123213, 3669072916
40, 2095151, 425738, 507235, 502994, 421730, 118727, 118727, 199946005
41, 2092592, 567601, 365193, 361170, 563156, 117736, 117736, 1650931074
44, 2093163, 469945, 472558, 468361, 465613, 108343, 108343, 3268054522
43, 2095055, 490667, 447830, 443529, 486533, 113248, 113248, 1048891923
39, 2095158, 433655, 500977, 496814, 429632, 117040, 117040, 1232029738
45, 2094130, 416131, 511483, 507318, 412034, 123582, 123582, 433291563
46, 2092684, 420852, 515651, 511621, 416838, 113861, 113861, 234114248
47, 2096515, 515100, 430487, 426620, 510854, 106727, 106727, 196616186
48, 2095658, 480728, 450058, 445849, 476607, 121208, 121208, 1982714715
49, 2093759, 438330, 502466, 498180, 434357, 110213, 110213, 964598623
50, 2093255, 473196, 476698, 472535, 468830, 100998, 100998, 1538060222
52, 2095740, 388882, 536492, 532388, 384940, 126519, 126519, 2602926537
51, 2094600, 485306, 456045, 451826, 481213, 110105, 110105, 1313228001
53, 2094822, 528132, 431898, 427858, 523882, 91526, 91526, 3062395228
54, 2098319, 401616, 558660, 554495, 397694, 92927, 92927, 3843746782
56, 2094054, 520381, 431852, 427640, 516057, 99062, 99062, 4238905453
55, 2095560, 415955, 519491, 515554, 411900, 116330, 116330, 3563488412
