cluster_size,total_clusters_of_this_size,n_s
3960,61361,6.1361000000e-09
3961,61192,6.1192000000e-09
3962,60957,6.0957000000e-09
3963,61035,6.1035000000e-09
3964,60818,6.0818000000e-09
3965,61400,6.1400000000e-09
3966,60854,6.0854000000e-09
3967,60868,6.0868000000e-09
3968,60378,6.0378000000e-09
3969,60715,6.0715000000e-09
3970,60934,6.0934000000e-09
3971,61099,6.1099000000e-09
3972,60660,6.0660000000e-09
3973,60685,6.0685000000e-09
3974,61200,6.1200000000e-09
3975,60640,6.0640000000e-09
3976,60684,6.0684000000e-09
3977,60448,6.0448000000e-09
3978,60585,6.0585000000e-09
3979,60732,6.0732000000e-09
3980,60645,6.0645000000e-09
3981,60307,6.0307000000e-09
3982,60559,6.0559000000e-09
3983,60430,6.0430000000e-09
3984,60698,6.0698000000e-09
3985,60315,6.0315000000e-09
3986,60475,6.0475000000e-09
3987,60489,6.0489000000e-09
3988,60524,6.0524000000e-09
3989,60126,6.0126000000e-09
3990,60179,6.0179000000e-09
3991,60296,6.0296000000e-09
3992,60685,6.0685000000e-09
3993,60312,6.0312000000e-09
3994,60299,6.0299000000e-09
3995,60596,6.0596000000e-09
3996,60202,6.0202000000e-09
3997,59930,5.9930000000e-09
3998,60137,6.0137000000e-09
3999,59935,5.9935000000e-09
4000,60187,6.0187000000e-09
4001,60076,6.0076000000e-09
4002,59957,5.9957000000e-09
4003,59715,5.9715000000e-09
4004,59548,5.9548000000e-09
4005,59540,5.9540000000e-09
4006,59838,5.9838000000e-09
4007,60028,6.0028000000e-09
4008,59664,5.9664000000e-09
4009,59712,5.9712000000e-09
4010,59497,5.9497000000e-09
4011,60090,6.0090000000e-09
4012,59662,5.9662000000e-09
4013,59441,5.9441000000e-09
4014,59700,5.9700000000e-09
4015,59739,5.9739000000e-09
4016,59421,5.9421000000e-09
4017,59538,5.9538000000e-09
4018,59763,5.9763000000e-09
4019,59604,5.9604000000e-09
4020,59508,5.9508000000e-09
4021,59614,5.9614000000e-09
4022,59735,5.9735000000e-09
4023,59676,5.9676000000e-09
4024,59397,5.9397000000e-09
4025,59210,5.9210000000e-09
4026,59420,5.9420000000e-09
4027,59629,5.9629000000e-09
4028,59808,5.9808000000e-09
4029,58992,5.8992000000e-09
4030,58906,5.8906000000e-09
4031,59583,5.9583000000e-09
4032,59296,5.9296000000e-09
4033,59535,5.9535000000e-09
4034,59090,5.9090000000e-09
4035,58932,5.8932000000e-09
4036,59395,5.9395000000e-09
4037,58995,5.8995000000e-09
4038,58654,5.8654000000e-09
4039,59050,5.9050000000e-09
4040,58963,5.8963000000e-09
4041,59185,5.9185000000e-09
4042,59245,5.9245000000e-09
4043,59134,5.9134000000e-09
4044,58878,5.8878000000e-09
4045,58805,5.8805000000e-09
4046,59017,5.9017000000e-09
4047,59002,5.9002000000e-09
4048,58822,5.8822000000e-09
4049,58846,5.8846000000e-09
4050,59035,5.9035000000e-09
4051,58883,5.8883000000e-09
4052,58659,5.8659000000e-09
4053,58645,5.8645000000e-09
4054,58483,5.8483000000e-09
4055,58263,5.8263000000e-09
4056,58458,5.8458000000e-09
4057,58566,5.8566000000e-09
4058,58498,5.8498000000e-09
4059,58356,5.8356000000e-09
4060,58591,5.8591000000e-09
4061,58506,5.8506000000e-09
4062,58388,5.8388000000e-09
4063,58830,5.8830000000e-09
4064,58233,5.8233000000e-09
4065,57949,5.7949000000e-09
4066,58533,5.8533000000e-09
4067,58461,5.8461000000e-09
4068,58238,5.8238000000e-09
4069,57842,5.7842000000e-09
4070,58232,5.8232000000e-09
4071,58173,5.8173000000e-09
4072,57930,5.7930000000e-09
4073,58090,5.8090000000e-09
4074,57846,5.7846000000e-09
4075,57823,5.7823000000e-09
4076,58090,5.8090000000e-09
4077,57520,5.7520000000e-09
4078,58311,5.8311000000e-09
4079,57885,5.7885000000e-09
4080,58126,5.8126000000e-09
4081,57675,5.7675000000e-09
4082,57367,5.7367000000e-09
4083,57579,5.7579000000e-09
4084,57722,5.7722000000e-09
4085,58149,5.8149000000e-09
4086,57886,5.7886000000e-09
4087,57527,5.7527000000e-09
4088,57652,5.7652000000e-09
4089,57777,5.7777000000e-09
4090,57697,5.7697000000e-09
4091,57594,5.7594000000e-09
4092,57241,5.7241000000e-09
4093,57091,5.7091000000e-09
4094,57342,5.7342000000e-09
4095,57672,5.7672000000e-09
4096,57415,5.7415000000e-09
4097,57076,5.7076000000e-09
4098,56981,5.6981000000e-09
4099,57363,5.7363000000e-09
4100,57734,5.7734000000e-09
4101,56960,5.6960000000e-09
4102,57349,5.7349000000e-09
4103,57099,5.7099000000e-09
4104,57442,5.7442000000e-09
4105,57286,5.7286000000e-09
4106,57130,5.7130000000e-09
4107,57461,5.7461000000e-09
4108,57079,5.7079000000e-09
4109,57261,5.7261000000e-09
4110,56822,5.6822000000e-09
4111,57000,5.7000000000e-09
4112,57342,5.7342000000e-09
4113,57087,5.7087000000e-09
4114,57539,5.7539000000e-09
4115,56849,5.6849000000e-09
4116,57159,5.7159000000e-09
4117,56632,5.6632000000e-09
4118,56719,5.6719000000e-09
4119,56784,5.6784000000e-09
4120,56919,5.6919000000e-09
4121,56917,5.6917000000e-09
4122,56395,5.6395000000e-09
4123,56711,5.6711000000e-09
4124,56527,5.6527000000e-09
4125,56842,5.6842000000e-09
4126,56646,5.6646000000e-09
4127,57066,5.7066000000e-09
4128,56739,5.6739000000e-09
4129,56512,5.6512000000e-09
4130,56655,5.6655000000e-09
4131,56777,5.6777000000e-09
4132,56284,5.6284000000e-09
4133,56576,5.6576000000e-09
4134,56647,5.6647000000e-09
4135,56217,5.6217000000e-09
4136,56248,5.6248000000e-09
4137,56223,5.6223000000e-09
4138,56321,5.6321000000e-09
4139,56408,5.6408000000e-09
4140,56330,5.6330000000e-09
4141,56532,5.6532000000e-09
4142,56302,5.6302000000e-09
4143,55836,5.5836000000e-09
4144,56352,5.6352000000e-09
4145,56141,5.6141000000e-09
4146,55927,5.5927000000e-09
4147,55826,5.5826000000e-09
4148,56052,5.6052000000e-09
4149,56214,5.6214000000e-09
4150,56150,5.6150000000e-09
4151,56131,5.6131000000e-09
4152,56181,5.6181000000e-09
4153,55756,5.5756000000e-09
4154,55630,5.5630000000e-09
4155,55810,5.5810000000e-09
4156,55314,5.5314000000e-09
4157,55974,5.5974000000e-09
4158,55660,5.5660000000e-09
4159,55551,5.5551000000e-09
4160,56039,5.6039000000e-09
4161,55479,5.5479000000e-09
4162,55877,5.5877000000e-09
4163,55560,5.5560000000e-09
4164,55623,5.5623000000e-09
4165,55709,5.5709000000e-09
4166,55628,5.5628000000e-09
4167,55912,5.5912000000e-09
4168,55502,5.5502000000e-09
4169,55916,5.5916000000e-09
4170,55611,5.5611000000e-09
4171,54916,5.4916000000e-09
4172,55093,5.5093000000e-09
4173,55464,5.5464000000e-09
4174,55583,5.5583000000e-09
4175,55316,5.5316000000e-09
4176,55279,5.5279000000e-09
4177,55339,5.5339000000e-09
4178,55669,5.5669000000e-09
4179,55576,5.5576000000e-09
4180,55051,5.5051000000e-09
4181,55533,5.5533000000e-09
4182,55138,5.5138000000e-09
4183,55070,5.5070000000e-09
4184,55494,5.5494000000e-09
4185,55135,5.5135000000e-09
4186,54664,5.4664000000e-09
4187,54977,5.4977000000e-09
4188,55229,5.5229000000e-09
4189,54935,5.4935000000e-09
4190,54983,5.4983000000e-09
4191,55083,5.5083000000e-09
4192,55023,5.5023000000e-09
4193,54574,5.4574000000e-09
4194,54859,5.4859000000e-09
4195,55206,5.5206000000e-09
4196,54206,5.4206000000e-09
4197,54444,5.4444000000e-09
4198,55086,5.5086000000e-09
4199,54812,5.4812000000e-09
4200,54816,5.4816000000e-09
4201,54404,5.4404000000e-09
4202,54541,5.4541000000e-09
4203,54802,5.4802000000e-09
4204,54789,5.4789000000e-09
4205,54646,5.4646000000e-09
4206,54598,5.4598000000e-09
4207,54734,5.4734000000e-09
4208,54406,5.4406000000e-09
4209,53954,5.3954000000e-09
4210,54293,5.4293000000e-09
4211,54368,5.4368000000e-09
4212,54698,5.4698000000e-09
4213,54275,5.4275000000e-09
4214,54134,5.4134000000e-09
4215,54253,5.4253000000e-09
4216,54676,5.4676000000e-09
4217,54250,5.4250000000e-09
4218,54589,5.4589000000e-09
4219,54930,5.4930000000e-09
4220,54019,5.4019000000e-09
4221,53772,5.3772000000e-09
4222,54215,5.4215000000e-09
4223,54006,5.4006000000e-09
4224,54220,5.4220000000e-09
4225,53895,5.3895000000e-09
4226,54193,5.4193000000e-09
4227,54042,5.4042000000e-09
4228,53885,5.3885000000e-09
4229,53812,5.3812000000e-09
4230,53707,5.3707000000e-09
4231,53633,5.3633000000e-09
4232,53962,5.3962000000e-09
4233,53929,5.3929000000e-09
4234,53846,5.3846000000e-09
4235,54166,5.4166000000e-09
4236,53912,5.3912000000e-09
4237,53959,5.3959000000e-09
4238,54264,5.4264000000e-09
4239,53776,5.3776000000e-09
4240,53983,5.3983000000e-09
4241,54132,5.4132000000e-09
4242,53617,5.3617000000e-09
4243,53558,5.3558000000e-09
4244,53903,5.3903000000e-09
4245,53579,5.3579000000e-09
4246,53440,5.3440000000e-09
4247,53850,5.3850000000e-09
4248,53528,5.3528000000e-09
4249,53621,5.3621000000e-09
4250,53529,5.3529000000e-09
4251,53757,5.3757000000e-09
4252,53313,5.3313000000e-09
4253,53084,5.3084000000e-09
4254,53767,5.3767000000e-09
4255,53119,5.3119000000e-09
4256,53555,5.3555000000e-09
4257,53453,5.3453000000e-09
4258,53243,5.3243000000e-09
4259,53355,5.3355000000e-09
4260,53124,5.3124000000e-09
4261,53273,5.3273000000e-09
4262,52994,5.2994000000e-09
4263,53441,5.3441000000e-09
4264,53609,5.3609000000e-09
4265,52945,5.2945000000e-09
4266,53093,5.3093000000e-09
4267,52930,5.2930000000e-09
4268,52609,5.2609000000e-09
4269,52958,5.2958000000e-09
4270,53508,5.3508000000e-09
4271,53261,5.3261000000e-09
4272,53064,5.3064000000e-09
4273,52792,5.2792000000e-09
4274,53273,5.3273000000e-09
4275,52913,5.2913000000e-09
4276,52605,5.2605000000e-09
4277,52601,5.2601000000e-09
4278,53134,5.3134000000e-09
4279,52882,5.2882000000e-09
4280,52404,5.2404000000e-09
4281,53118,5.3118000000e-09
4282,52688,5.2688000000e-09
4283,52515,5.2515000000e-09
4284,52487,5.2487000000e-09
4285,52679,5.2679000000e-09
4286,52533,5.2533000000e-09
4287,52606,5.2606000000e-09
4288,52596,5.2596000000e-09
4289,52571,5.2571000000e-09
4290,52356,5.2356000000e-09
4291,52572,5.2572000000e-09
4292,52821,5.2821000000e-09
4293,52669,5.2669000000e-09
4294,52053,5.2053000000e-09
4295,52861,5.2861000000e-09
4296,52477,5.2477000000e-09
4297,52119,5.2119000000e-09
4298,52078,5.2078000000e-09
4299,52493,5.2493000000e-09
4300,52648,5.2648000000e-09
4301,52334,5.2334000000e-09
4302,52431,5.2431000000e-09
4303,52066,5.2066000000e-09
4304,52473,5.2473000000e-09
4305,51776,5.1776000000e-09
4306,52083,5.2083000000e-09
4307,52337,5.2337000000e-09
4308,52118,5.2118000000e-09
4309,52104,5.2104000000e-09
4310,52200,5.2200000000e-09
4311,52009,5.2009000000e-09
4312,52074,5.2074000000e-09
4313,51964,5.1964000000e-09
4314,51898,5.1898000000e-09
4315,51955,5.1955000000e-09
4316,52300,5.2300000000e-09
4317,52176,5.2176000000e-09
4318,52113,5.2113000000e-09
4319,51778,5.1778000000e-09
4320,51919,5.1919000000e-09
4321,52183,5.2183000000e-09
4322,51912,5.1912000000e-09
4323,52023,5.2023000000e-09
4324,51798,5.1798000000e-09
4325,51992,5.1992000000e-09
4326,51851,5.1851000000e-09
4327,51663,5.1663000000e-09
4328,51600,5.1600000000e-09
4329,52136,5.2136000000e-09
4330,52018,5.2018000000e-09
4331,51802,5.1802000000e-09
4332,51145,5.1145000000e-09
4333,51761,5.1761000000e-09
4334,51489,5.1489000000e-09
4335,51689,5.1689000000e-09
4336,51537,5.1537000000e-09
4337,51165,5.1165000000e-09
4338,51523,5.1523000000e-09
4339,51253,5.1253000000e-09
4340,52073,5.2073000000e-09
4341,51440,5.1440000000e-09
4342,51292,5.1292000000e-09
4343,51710,5.1710000000e-09
4344,51404,5.1404000000e-09
4345,51016,5.1016000000e-09
4346,51229,5.1229000000e-09
4347,51395,5.1395000000e-09
4348,51288,5.1288000000e-09
4349,51211,5.1211000000e-09
4350,51010,5.1010000000e-09
4351,51299,5.1299000000e-09
4352,51097,5.1097000000e-09
4353,50849,5.0849000000e-09
4354,50845,5.0845000000e-09
4355,51406,5.1406000000e-09
4356,51016,5.1016000000e-09
4357,51004,5.1004000000e-09
4358,51227,5.1227000000e-09
4359,51313,5.1313000000e-09
4360,51032,5.1032000000e-09
4361,50776,5.0776000000e-09
4362,50420,5.0420000000e-09
4363,50956,5.0956000000e-09
4364,51098,5.1098000000e-09
4365,50754,5.0754000000e-09
4366,51258,5.1258000000e-09
4367,50963,5.0963000000e-09
4368,50740,5.0740000000e-09
4369,51118,5.1118000000e-09
4370,50748,5.0748000000e-09
4371,50546,5.0546000000e-09
4372,50760,5.0760000000e-09
4373,50599,5.0599000000e-09
4374,50807,5.0807000000e-09
4375,50809,5.0809000000e-09
4376,50828,5.0828000000e-09
4377,50186,5.0186000000e-09
4378,50374,5.0374000000e-09
4379,50626,5.0626000000e-09
4380,50402,5.0402000000e-09
4381,50475,5.0475000000e-09
4382,50155,5.0155000000e-09
4383,50658,5.0658000000e-09
4384,50600,5.0600000000e-09
4385,50086,5.0086000000e-09
4386,50429,5.0429000000e-09
4387,50232,5.0232000000e-09
4388,50337,5.0337000000e-09
4389,50306,5.0306000000e-09
4390,50629,5.0629000000e-09
4391,50350,5.0350000000e-09
4392,50609,5.0609000000e-09
4393,50065,5.0065000000e-09
4394,50170,5.0170000000e-09
4395,50260,5.0260000000e-09
4396,50197,5.0197000000e-09
4397,49850,4.9850000000e-09
4398,50386,5.0386000000e-09
4399,50225,5.0225000000e-09
4400,50260,5.0260000000e-09
4401,50108,5.0108000000e-09
4402,49771,4.9771000000e-09
4403,49994,4.9994000000e-09
4404,50078,5.0078000000e-09
4405,49727,4.9727000000e-09
4406,49968,4.9968000000e-09
4407,50057,5.0057000000e-09
4408,49944,4.9944000000e-09
4409,49771,4.9771000000e-09
4410,49696,4.9696000000e-09
4411,49776,4.9776000000e-09
4412,49692,4.9692000000e-09
4413,50036,5.0036000000e-09
4414,49864,4.9864000000e-09
4415,49644,4.9644000000e-09
4416,49874,4.9874000000e-09
4417,49532,4.9532000000e-09
4418,49925,4.9925000000e-09
4419,50065,5.0065000000e-09
4420,49363,4.9363000000e-09
4421,49412,4.9412000000e-09
4422,49570,4.9570000000e-09
4423,49699,4.9699000000e-09
4424,49567,4.9567000000e-09
4425,49256,4.9256000000e-09
4426,49649,4.9649000000e-09
4427,49395,4.9395000000e-09
4428,50036,5.0036000000e-09
4429,49244,4.9244000000e-09
4430,49689,4.9689000000e-09
4431,49514,4.9514000000e-09
4432,49312,4.9312000000e-09
4433,48992,4.8992000000e-09
4434,49697,4.9697000000e-09
4435,49853,4.9853000000e-09
4436,49659,4.9659000000e-09
4437,49250,4.9250000000e-09
4438,49266,4.9266000000e-09
4439,49473,4.9473000000e-09
4440,49521,4.9521000000e-09
4441,48913,4.8913000000e-09
4442,48891,4.8891000000e-09
4443,49376,4.9376000000e-09
4444,49090,4.9090000000e-09
4445,49271,4.9271000000e-09
4446,49082,4.9082000000e-09
4447,49147,4.9147000000e-09
4448,49363,4.9363000000e-09
4449,49079,4.9079000000e-09
4450,49246,4.9246000000e-09
4451,49141,4.9141000000e-09
4452,49024,4.9024000000e-09
4453,49203,4.9203000000e-09
4454,49084,4.9084000000e-09
4455,48817,4.8817000000e-09
4456,48496,4.8496000000e-09
4457,49149,4.9149000000e-09
4458,48807,4.8807000000e-09
4459,48867,4.8867000000e-09
4460,48547,4.8547000000e-09
4461,48731,4.8731000000e-09
4462,48816,4.8816000000e-09
4463,48926,4.8926000000e-09
4464,48753,4.8753000000e-09
4465,48661,4.8661000000e-09
4466,48518,4.8518000000e-09
4467,48712,4.8712000000e-09
4468,48433,4.8433000000e-09
4469,48510,4.8510000000e-09
4470,49192,4.9192000000e-09
4471,48462,4.8462000000e-09
4472,48788,4.8788000000e-09
4473,48626,4.8626000000e-09
4474,48266,4.8266000000e-09
4475,48023,4.8023000000e-09
4476,48902,4.8902000000e-09
4477,48121,4.8121000000e-09
4478,48393,4.8393000000e-09
4479,48081,4.8081000000e-09
4480,48360,4.8360000000e-09
4481,47917,4.7917000000e-09
4482,48461,4.8461000000e-09
4483,48375,4.8375000000e-09
4484,48557,4.8557000000e-09
4485,48577,4.8577000000e-09
4486,48500,4.8500000000e-09
4487,48427,4.8427000000e-09
4488,47977,4.7977000000e-09
4489,48131,4.8131000000e-09
4490,48281,4.8281000000e-09
4491,48192,4.8192000000e-09
4492,48151,4.8151000000e-09
4493,47944,4.7944000000e-09
4494,48551,4.8551000000e-09
4495,48412,4.8412000000e-09
4496,48229,4.8229000000e-09
4497,48322,4.8322000000e-09
4498,48468,4.8468000000e-09
4499,48132,4.8132000000e-09
4500,48459,4.8459000000e-09
4501,47647,4.7647000000e-09
4502,47969,4.7969000000e-09
4503,47507,4.7507000000e-09
4504,48061,4.8061000000e-09
4505,47907,4.7907000000e-09
4506,47961,4.7961000000e-09
4507,47593,4.7593000000e-09
4508,47798,4.7798000000e-09
4509,48014,4.8014000000e-09
4510,47460,4.7460000000e-09
4511,47699,4.7699000000e-09
4512,47719,4.7719000000e-09
4513,47701,4.7701000000e-09
4514,47864,4.7864000000e-09
4515,47453,4.7453000000e-09
4516,47785,4.7785000000e-09
4517,47555,4.7555000000e-09
4518,47604,4.7604000000e-09
4519,47501,4.7501000000e-09
4520,47253,4.7253000000e-09
4521,47818,4.7818000000e-09
4522,47621,4.7621000000e-09
4523,47634,4.7634000000e-09
4524,47761,4.7761000000e-09
4525,47463,4.7463000000e-09
4526,47457,4.7457000000e-09
4527,47093,4.7093000000e-09
4528,47513,4.7513000000e-09
4529,47243,4.7243000000e-09
4530,47420,4.7420000000e-09
4531,47437,4.7437000000e-09
4532,47334,4.7334000000e-09
4533,47058,4.7058000000e-09
4534,47010,4.7010000000e-09
4535,47304,4.7304000000e-09
4536,46928,4.6928000000e-09
4537,47440,4.7440000000e-09
4538,46968,4.6968000000e-09
4539,47605,4.7605000000e-09
4540,47234,4.7234000000e-09
4541,47059,4.7059000000e-09
4542,47282,4.7282000000e-09
4543,47014,4.7014000000e-09
4544,47131,4.7131000000e-09
4545,46936,4.6936000000e-09
4546,47318,4.7318000000e-09
4547,47117,4.7117000000e-09
4548,47217,4.7217000000e-09
4549,46929,4.6929000000e-09
4550,47030,4.7030000000e-09
4551,47061,4.7061000000e-09
4552,47206,4.7206000000e-09
4553,46686,4.6686000000e-09
4554,46770,4.6770000000e-09
4555,46975,4.6975000000e-09
4556,46259,4.6259000000e-09
4557,46795,4.6795000000e-09
4558,46685,4.6685000000e-09
4559,46642,4.6642000000e-09
4560,46163,4.6163000000e-09
4561,46787,4.6787000000e-09
4562,47117,4.7117000000e-09
4563,46990,4.6990000000e-09
4564,46433,4.6433000000e-09
4565,46220,4.6220000000e-09
4566,46692,4.6692000000e-09
4567,46690,4.6690000000e-09
4568,46557,4.6557000000e-09
4569,46663,4.6663000000e-09
4570,46606,4.6606000000e-09
4571,46480,4.6480000000e-09
4572,46276,4.6276000000e-09
4573,46546,4.6546000000e-09
4574,46607,4.6607000000e-09
4575,46508,4.6508000000e-09
4576,46670,4.6670000000e-09
4577,46195,4.6195000000e-09
4578,46289,4.6289000000e-09
4579,46479,4.6479000000e-09
4580,46746,4.6746000000e-09
4581,46246,4.6246000000e-09
4582,46480,4.6480000000e-09
4583,46453,4.6453000000e-09
4584,46054,4.6054000000e-09
4585,46198,4.6198000000e-09
4586,46550,4.6550000000e-09
4587,46072,4.6072000000e-09
4588,45851,4.5851000000e-09
4589,46493,4.6493000000e-09
4590,46201,4.6201000000e-09
4591,46463,4.6463000000e-09
4592,46397,4.6397000000e-09
4593,45776,4.5776000000e-09
4594,46580,4.6580000000e-09
4595,46382,4.6382000000e-09
4596,45992,4.5992000000e-09
4597,46063,4.6063000000e-09
4598,45981,4.5981000000e-09
4599,45887,4.5887000000e-09
4600,45800,4.5800000000e-09
4601,45959,4.5959000000e-09
4602,45715,4.5715000000e-09
4603,46138,4.6138000000e-09
4604,46212,4.6212000000e-09
4605,46055,4.6055000000e-09
4606,46026,4.6026000000e-09
4607,45805,4.5805000000e-09
4608,45491,4.5491000000e-09
4609,45660,4.5660000000e-09
4610,46070,4.6070000000e-09
4611,45731,4.5731000000e-09
4612,45856,4.5856000000e-09
4613,45673,4.5673000000e-09
4614,45682,4.5682000000e-09
4615,45889,4.5889000000e-09
4616,45574,4.5574000000e-09
4617,45600,4.5600000000e-09
4618,45429,4.5429000000e-09
4619,45671,4.5671000000e-09
4620,45726,4.5726000000e-09
4621,45603,4.5603000000e-09
4622,45219,4.5219000000e-09
4623,45479,4.5479000000e-09
4624,45067,4.5067000000e-09
4625,46052,4.6052000000e-09
4626,45484,4.5484000000e-09
4627,45397,4.5397000000e-09
4628,45530,4.5530000000e-09
4629,45100,4.5100000000e-09
4630,45578,4.5578000000e-09
4631,45525,4.5525000000e-09
4632,45395,4.5395000000e-09
4633,45350,4.5350000000e-09
4634,45377,4.5377000000e-09
4635,45121,4.5121000000e-09
4636,45305,4.5305000000e-09
4637,45094,4.5094000000e-09
4638,44984,4.4984000000e-09
4639,44966,4.4966000000e-09
4640,45163,4.5163000000e-09
4641,45308,4.5308000000e-09
4642,44642,4.4642000000e-09
4643,45098,4.5098000000e-09
4644,45232,4.5232000000e-09
4645,45349,4.5349000000e-09
4646,45404,4.5404000000e-09
4647,45216,4.5216000000e-09
4648,45306,4.5306000000e-09
4649,44833,4.4833000000e-09
4650,44901,4.4901000000e-09
4651,44841,4.4841000000e-09
4652,44939,4.4939000000e-09
4653,44799,4.4799000000e-09
4654,44576,4.4576000000e-09
4655,44787,4.4787000000e-09
4656,45019,4.5019000000e-09
4657,45154,4.5154000000e-09
4658,44940,4.4940000000e-09
4659,44489,4.4489000000e-09
4660,45337,4.5337000000e-09
4661,44839,4.4839000000e-09
4662,44709,4.4709000000e-09
4663,44750,4.4750000000e-09
4664,44500,4.4500000000e-09
4665,44507,4.4507000000e-09
4666,44854,4.4854000000e-09
4667,44402,4.4402000000e-09
4668,44526,4.4526000000e-09
4669,44668,4.4668000000e-09
4670,44749,4.4749000000e-09
4671,44585,4.4585000000e-09
4672,44708,4.4708000000e-09
4673,44577,4.4577000000e-09
4674,44561,4.4561000000e-09
4675,44654,4.4654000000e-09
4676,44178,4.4178000000e-09
4677,44281,4.4281000000e-09
4678,44531,4.4531000000e-09
4679,44115,4.4115000000e-09
4680,44313,4.4313000000e-09
4681,44463,4.4463000000e-09
4682,44127,4.4127000000e-09
4683,44889,4.4889000000e-09
4684,44183,4.4183000000e-09
4685,44239,4.4239000000e-09
4686,44514,4.4514000000e-09
4687,44681,4.4681000000e-09
4688,44178,4.4178000000e-09
4689,44339,4.4339000000e-09
4690,44158,4.4158000000e-09
4691,43988,4.3988000000e-09
4692,44235,4.4235000000e-09
4693,44625,4.4625000000e-09
4694,43983,4.3983000000e-09
4695,44335,4.4335000000e-09
4696,44355,4.4355000000e-09
4697,44208,4.4208000000e-09
4698,44117,4.4117000000e-09
4699,43982,4.3982000000e-09
4700,43796,4.3796000000e-09
4701,44078,4.4078000000e-09
4702,44166,4.4166000000e-09
4703,44123,4.4123000000e-09
4704,43826,4.3826000000e-09
4705,43572,4.3572000000e-09
4706,43918,4.3918000000e-09
4707,44266,4.4266000000e-09
4708,44270,4.4270000000e-09
4709,43723,4.3723000000e-09
4710,43913,4.3913000000e-09
4711,43956,4.3956000000e-09
4712,44122,4.4122000000e-09
4713,43955,4.3955000000e-09
4714,43825,4.3825000000e-09
4715,44143,4.4143000000e-09
4716,43680,4.3680000000e-09
4717,44157,4.4157000000e-09
4718,43833,4.3833000000e-09
4719,44107,4.4107000000e-09
4720,43585,4.3585000000e-09
4721,43936,4.3936000000e-09
4722,43743,4.3743000000e-09
4723,43366,4.3366000000e-09
4724,43647,4.3647000000e-09
4725,43528,4.3528000000e-09
4726,44038,4.4038000000e-09
4727,43394,4.3394000000e-09
4728,43921,4.3921000000e-09
4729,43672,4.3672000000e-09
4730,43574,4.3574000000e-09
4731,43917,4.3917000000e-09
4732,43848,4.3848000000e-09
4733,43723,4.3723000000e-09
4734,43490,4.3490000000e-09
4735,43352,4.3352000000e-09
4736,43549,4.3549000000e-09
4737,43529,4.3529000000e-09
4738,42986,4.2986000000e-09
4739,43316,4.3316000000e-09
4740,43733,4.3733000000e-09
4741,43241,4.3241000000e-09
4742,43136,4.3136000000e-09
4743,43403,4.3403000000e-09
4744,43061,4.3061000000e-09
4745,43369,4.3369000000e-09
4746,43223,4.3223000000e-09
4747,43133,4.3133000000e-09
4748,43000,4.3000000000e-09
4749,43472,4.3472000000e-09
4750,43289,4.3289000000e-09
4751,43245,4.3245000000e-09
4752,43156,4.3156000000e-09
4753,43257,4.3257000000e-09
4754,43204,4.3204000000e-09
4755,42926,4.2926000000e-09
4756,42975,4.2975000000e-09
4757,42881,4.2881000000e-09
4758,43224,4.3224000000e-09
4759,43143,4.3143000000e-09
4760,42841,4.2841000000e-09
4761,43351,4.3351000000e-09
4762,42976,4.2976000000e-09
4763,42846,4.2846000000e-09
4764,43219,4.3219000000e-09
4765,43280,4.3280000000e-09
4766,42697,4.2697000000e-09
4767,42678,4.2678000000e-09
4768,42518,4.2518000000e-09
4769,42843,4.2843000000e-09
4770,42570,4.2570000000e-09
4771,42974,4.2974000000e-09
4772,43007,4.3007000000e-09
4773,42812,4.2812000000e-09
4774,42802,4.2802000000e-09
4775,42795,4.2795000000e-09
4776,42816,4.2816000000e-09
4777,42864,4.2864000000e-09
4778,42949,4.2949000000e-09
4779,42570,4.2570000000e-09
4780,42505,4.2505000000e-09
4781,42882,4.2882000000e-09
4782,42743,4.2743000000e-09
4783,42699,4.2699000000e-09
4784,42191,4.2191000000e-09
4785,42713,4.2713000000e-09
4786,42463,4.2463000000e-09
4787,42905,4.2905000000e-09
4788,42594,4.2594000000e-09
4789,42542,4.2542000000e-09
4790,42613,4.2613000000e-09
4791,42329,4.2329000000e-09
4792,42350,4.2350000000e-09
4793,42081,4.2081000000e-09
4794,42260,4.2260000000e-09
4795,42030,4.2030000000e-09
4796,42344,4.2344000000e-09
4797,42388,4.2388000000e-09
4798,42550,4.2550000000e-09
4799,42171,4.2171000000e-09
4800,42040,4.2040000000e-09
4801,42345,4.2345000000e-09
4802,42416,4.2416000000e-09
4803,42046,4.2046000000e-09
4804,42387,4.2387000000e-09
4805,42073,4.2073000000e-09
4806,42445,4.2445000000e-09
4807,42286,4.2286000000e-09
4808,42429,4.2429000000e-09
4809,42104,4.2104000000e-09
4810,42409,4.2409000000e-09
4811,42224,4.2224000000e-09
4812,42151,4.2151000000e-09
4813,42064,4.2064000000e-09
4814,42136,4.2136000000e-09
4815,41832,4.1832000000e-09
4816,42270,4.2270000000e-09
4817,42180,4.2180000000e-09
4818,42162,4.2162000000e-09
4819,41921,4.1921000000e-09
4820,41832,4.1832000000e-09
4821,41920,4.1920000000e-09
4822,42050,4.2050000000e-09
4823,42038,4.2038000000e-09
4824,41545,4.1545000000e-09
4825,42256,4.2256000000e-09
4826,41858,4.1858000000e-09
4827,41973,4.1973000000e-09
4828,41503,4.1503000000e-09
4829,41779,4.1779000000e-09
4830,41876,4.1876000000e-09
4831,41914,4.1914000000e-09
4832,41372,4.1372000000e-09
