cluster_size,total_clusters_of_this_size,n_s
60675101,2,2.0000000000e-13
60675102,2,2.0000000000e-13
60675103,1,1.0000000000e-13
60675104,2,2.0000000000e-13
60675105,2,2.0000000000e-13
60675106,4,4.0000000000e-13
60675107,5,5.0000000000e-13
60675108,1,1.0000000000e-13
60675110,5,5.0000000000e-13
60675111,2,2.0000000000e-13
60675112,2,2.0000000000e-13
60675113,1,1.0000000000e-13
60675114,1,1.0000000000e-13
60675115,1,1.0000000000e-13
60675116,2,2.0000000000e-13
60675118,1,1.0000000000e-13
60675120,2,2.0000000000e-13
60675122,2,2.0000000000e-13
60675124,6,6.0000000000e-13
60675125,1,1.0000000000e-13
60675126,3,3.0000000000e-13
60675127,3,3.0000000000e-13
60675128,3,3.0000000000e-13
60675129,3,3.0000000000e-13
60675130,2,2.0000000000e-13
60675131,2,2.0000000000e-13
60675132,1,1.0000000000e-13
60675133,3,3.0000000000e-13
60675134,4,4.0000000000e-13
60675136,4,4.0000000000e-13
60675138,7,7.0000000000e-13
60675139,3,3.0000000000e-13
60675140,1,1.0000000000e-13
60675141,1,1.0000000000e-13
60675142,2,2.0000000000e-13
60675143,3,3.0000000000e-13
60675144,3,3.0000000000e-13
60675145,4,4.0000000000e-13
60675146,3,3.0000000000e-13
60675147,3,3.0000000000e-13
60675148,1,1.0000000000e-13
60675149,1,1.0000000000e-13
60675150,3,3.0000000000e-13
60675151,3,3.0000000000e-13
60675152,1,1.0000000000e-13
60675153,1,1.0000000000e-13
60675154,1,1.0000000000e-13
60675155,5,5.0000000000e-13
60675156,2,2.0000000000e-13
60675157,3,3.0000000000e-13
60675158,1,1.0000000000e-13
60675159,4,4.0000000000e-13
60675160,3,3.0000000000e-13
60675161,4,4.0000000000e-13
60675162,2,2.0000000000e-13
60675163,3,3.0000000000e-13
60675164,3,3.0000000000e-13
60675165,2,2.0000000000e-13
60675166,3,3.0000000000e-13
60675167,2,2.0000000000e-13
60675168,1,1.0000000000e-13
60675169,1,1.0000000000e-13
60675170,2,2.0000000000e-13
60675171,1,1.0000000000e-13
60675172,6,6.0000000000e-13
60675173,2,2.0000000000e-13
60675174,3,3.0000000000e-13
60675176,1,1.0000000000e-13
60675177,5,5.0000000000e-13
60675178,4,4.0000000000e-13
60675179,2,2.0000000000e-13
60675180,3,3.0000000000e-13
60675181,2,2.0000000000e-13
60675182,3,3.0000000000e-13
60675183,1,1.0000000000e-13
60675184,2,2.0000000000e-13
60675185,2,2.0000000000e-13
60675186,1,1.0000000000e-13
60675187,4,4.0000000000e-13
60675188,2,2.0000000000e-13
60675189,1,1.0000000000e-13
60675190,5,5.0000000000e-13
60675191,4,4.0000000000e-13
60675192,1,1.0000000000e-13
60675193,1,1.0000000000e-13
60675194,1,1.0000000000e-13
60675196,4,4.0000000000e-13
60675197,1,1.0000000000e-13
60675198,4,4.0000000000e-13
60675199,2,2.0000000000e-13
60675200,1,1.0000000000e-13
60675201,3,3.0000000000e-13
60675202,3,3.0000000000e-13
60675203,1,1.0000000000e-13
60675204,2,2.0000000000e-13
60675205,7,7.0000000000e-13
60675206,3,3.0000000000e-13
60675207,1,1.0000000000e-13
60675208,2,2.0000000000e-13
60675209,2,2.0000000000e-13
60675210,3,3.0000000000e-13
60675212,1,1.0000000000e-13
60675213,1,1.0000000000e-13
60675214,1,1.0000000000e-13
60675215,5,5.0000000000e-13
60675216,4,4.0000000000e-13
60675218,4,4.0000000000e-13
60675219,3,3.0000000000e-13
60675220,3,3.0000000000e-13
60675221,5,5.0000000000e-13
60675222,3,3.0000000000e-13
60675223,2,2.0000000000e-13
60675224,2,2.0000000000e-13
60675225,1,1.0000000000e-13
60675226,1,1.0000000000e-13
60675227,2,2.0000000000e-13
60675228,3,3.0000000000e-13
60675229,3,3.0000000000e-13
60675230,1,1.0000000000e-13
60675231,1,1.0000000000e-13
60675233,3,3.0000000000e-13
60675234,1,1.0000000000e-13
60675235,5,5.0000000000e-13
60675237,1,1.0000000000e-13
60675238,4,4.0000000000e-13
60675239,4,4.0000000000e-13
60675240,3,3.0000000000e-13
60675242,3,3.0000000000e-13
60675243,3,3.0000000000e-13
60675244,1,1.0000000000e-13
60675245,1,1.0000000000e-13
60675246,1,1.0000000000e-13
60675247,1,1.0000000000e-13
60675248,5,5.0000000000e-13
60675249,4,4.0000000000e-13
60675251,5,5.0000000000e-13
60675252,1,1.0000000000e-13
60675253,2,2.0000000000e-13
60675254,1,1.0000000000e-13
60675255,5,5.0000000000e-13
60675256,5,5.0000000000e-13
60675257,3,3.0000000000e-13
60675258,2,2.0000000000e-13
60675259,5,5.0000000000e-13
60675260,2,2.0000000000e-13
60675261,3,3.0000000000e-13
60675262,1,1.0000000000e-13
60675263,3,3.0000000000e-13
60675265,3,3.0000000000e-13
60675266,3,3.0000000000e-13
60675267,1,1.0000000000e-13
60675268,2,2.0000000000e-13
60675269,1,1.0000000000e-13
60675270,1,1.0000000000e-13
60675271,1,1.0000000000e-13
60675272,3,3.0000000000e-13
60675273,5,5.0000000000e-13
60675274,3,3.0000000000e-13
60675275,3,3.0000000000e-13
60675276,1,1.0000000000e-13
60675278,2,2.0000000000e-13
60675279,4,4.0000000000e-13
60675280,3,3.0000000000e-13
60675283,1,1.0000000000e-13
60675284,2,2.0000000000e-13
60675285,1,1.0000000000e-13
60675286,4,4.0000000000e-13
60675287,1,1.0000000000e-13
60675288,4,4.0000000000e-13
60675289,3,3.0000000000e-13
60675290,3,3.0000000000e-13
60675292,4,4.0000000000e-13
60675293,2,2.0000000000e-13
60675294,1,1.0000000000e-13
60675296,3,3.0000000000e-13
60675297,1,1.0000000000e-13
60675298,4,4.0000000000e-13
60675299,4,4.0000000000e-13
60675300,3,3.0000000000e-13
60675301,1,1.0000000000e-13
60675302,1,1.0000000000e-13
60675303,4,4.0000000000e-13
60675304,3,3.0000000000e-13
60675305,2,2.0000000000e-13
60675306,1,1.0000000000e-13
60675307,2,2.0000000000e-13
60675311,4,4.0000000000e-13
60675312,5,5.0000000000e-13
60675313,2,2.0000000000e-13
60675314,2,2.0000000000e-13
60675315,3,3.0000000000e-13
60675317,4,4.0000000000e-13
60675318,2,2.0000000000e-13
60675319,2,2.0000000000e-13
60675321,1,1.0000000000e-13
60675322,2,2.0000000000e-13
60675323,2,2.0000000000e-13
60675324,3,3.0000000000e-13
60675325,5,5.0000000000e-13
60675326,2,2.0000000000e-13
60675327,3,3.0000000000e-13
60675328,5,5.0000000000e-13
60675329,3,3.0000000000e-13
60675330,4,4.0000000000e-13
60675331,2,2.0000000000e-13
60675332,2,2.0000000000e-13
60675333,1,1.0000000000e-13
60675334,1,1.0000000000e-13
60675335,3,3.0000000000e-13
60675336,2,2.0000000000e-13
60675337,2,2.0000000000e-13
60675338,1,1.0000000000e-13
60675339,5,5.0000000000e-13
60675340,2,2.0000000000e-13
60675341,5,5.0000000000e-13
60675342,2,2.0000000000e-13
60675343,1,1.0000000000e-13
60675344,3,3.0000000000e-13
60675345,5,5.0000000000e-13
60675346,1,1.0000000000e-13
60675347,1,1.0000000000e-13
60675348,3,3.0000000000e-13
60675350,1,1.0000000000e-13
60675351,3,3.0000000000e-13
60675352,2,2.0000000000e-13
60675353,3,3.0000000000e-13
60675354,3,3.0000000000e-13
60675355,1,1.0000000000e-13
60675356,2,2.0000000000e-13
60675357,7,7.0000000000e-13
60675358,2,2.0000000000e-13
60675359,8,8.0000000000e-13
60675361,3,3.0000000000e-13
60675362,1,1.0000000000e-13
60675363,3,3.0000000000e-13
60675364,2,2.0000000000e-13
60675365,1,1.0000000000e-13
60675366,6,6.0000000000e-13
60675367,4,4.0000000000e-13
60675368,3,3.0000000000e-13
60675369,1,1.0000000000e-13
60675370,2,2.0000000000e-13
60675371,4,4.0000000000e-13
60675373,3,3.0000000000e-13
60675374,2,2.0000000000e-13
60675376,1,1.0000000000e-13
60675377,2,2.0000000000e-13
60675378,5,5.0000000000e-13
60675379,3,3.0000000000e-13
60675380,2,2.0000000000e-13
60675381,3,3.0000000000e-13
60675382,2,2.0000000000e-13
60675383,3,3.0000000000e-13
60675384,3,3.0000000000e-13
60675385,1,1.0000000000e-13
60675386,2,2.0000000000e-13
60675387,2,2.0000000000e-13
60675388,1,1.0000000000e-13
60675389,3,3.0000000000e-13
60675390,2,2.0000000000e-13
60675391,2,2.0000000000e-13
60675392,3,3.0000000000e-13
60675393,3,3.0000000000e-13
60675394,1,1.0000000000e-13
60675396,5,5.0000000000e-13
60675398,2,2.0000000000e-13
60675399,3,3.0000000000e-13
60675400,5,5.0000000000e-13
60675401,1,1.0000000000e-13
60675402,3,3.0000000000e-13
60675403,3,3.0000000000e-13
60675404,2,2.0000000000e-13
60675405,3,3.0000000000e-13
60675406,1,1.0000000000e-13
60675408,2,2.0000000000e-13
60675409,4,4.0000000000e-13
60675410,1,1.0000000000e-13
60675411,1,1.0000000000e-13
60675412,4,4.0000000000e-13
60675413,4,4.0000000000e-13
60675414,1,1.0000000000e-13
60675415,3,3.0000000000e-13
60675416,2,2.0000000000e-13
60675417,1,1.0000000000e-13
60675419,1,1.0000000000e-13
60675421,4,4.0000000000e-13
60675422,3,3.0000000000e-13
60675423,2,2.0000000000e-13
60675424,1,1.0000000000e-13
60675425,3,3.0000000000e-13
60675426,7,7.0000000000e-13
60675427,1,1.0000000000e-13
60675428,1,1.0000000000e-13
60675430,1,1.0000000000e-13
60675431,1,1.0000000000e-13
60675432,1,1.0000000000e-13
60675434,1,1.0000000000e-13
60675435,5,5.0000000000e-13
60675436,1,1.0000000000e-13
60675439,1,1.0000000000e-13
60675440,1,1.0000000000e-13
60675442,5,5.0000000000e-13
60675443,3,3.0000000000e-13
60675444,4,4.0000000000e-13
60675445,2,2.0000000000e-13
60675446,2,2.0000000000e-13
60675447,6,6.0000000000e-13
60675449,2,2.0000000000e-13
60675450,2,2.0000000000e-13
60675452,2,2.0000000000e-13
60675453,2,2.0000000000e-13
60675454,2,2.0000000000e-13
60675455,2,2.0000000000e-13
60675456,1,1.0000000000e-13
60675457,2,2.0000000000e-13
60675458,2,2.0000000000e-13
60675460,1,1.0000000000e-13
60675461,1,1.0000000000e-13
60675462,2,2.0000000000e-13
60675463,1,1.0000000000e-13
60675464,1,1.0000000000e-13
60675466,2,2.0000000000e-13
60675467,1,1.0000000000e-13
60675468,3,3.0000000000e-13
60675469,2,2.0000000000e-13
60675470,1,1.0000000000e-13
60675471,2,2.0000000000e-13
60675472,3,3.0000000000e-13
60675474,4,4.0000000000e-13
60675476,6,6.0000000000e-13
60675477,3,3.0000000000e-13
60675478,2,2.0000000000e-13
60675480,2,2.0000000000e-13
60675481,1,1.0000000000e-13
60675482,1,1.0000000000e-13
60675483,1,1.0000000000e-13
60675485,1,1.0000000000e-13
60675486,6,6.0000000000e-13
60675487,2,2.0000000000e-13
60675488,4,4.0000000000e-13
60675489,5,5.0000000000e-13
60675490,5,5.0000000000e-13
60675491,3,3.0000000000e-13
60675492,2,2.0000000000e-13
60675493,2,2.0000000000e-13
60675494,1,1.0000000000e-13
60675495,2,2.0000000000e-13
60675496,2,2.0000000000e-13
60675497,2,2.0000000000e-13
60675498,1,1.0000000000e-13
60675499,3,3.0000000000e-13
60675501,1,1.0000000000e-13
60675502,2,2.0000000000e-13
60675503,3,3.0000000000e-13
60675504,2,2.0000000000e-13
60675505,1,1.0000000000e-13
60675506,1,1.0000000000e-13
60675507,1,1.0000000000e-13
60675508,4,4.0000000000e-13
60675509,1,1.0000000000e-13
60675510,2,2.0000000000e-13
60675511,4,4.0000000000e-13
60675512,2,2.0000000000e-13
60675513,2,2.0000000000e-13
60675514,3,3.0000000000e-13
60675515,2,2.0000000000e-13
60675517,2,2.0000000000e-13
60675518,3,3.0000000000e-13
60675519,2,2.0000000000e-13
60675520,2,2.0000000000e-13
60675521,4,4.0000000000e-13
60675522,1,1.0000000000e-13
60675523,3,3.0000000000e-13
60675524,1,1.0000000000e-13
60675525,2,2.0000000000e-13
60675526,3,3.0000000000e-13
60675527,2,2.0000000000e-13
60675528,3,3.0000000000e-13
60675530,2,2.0000000000e-13
60675532,2,2.0000000000e-13
60675533,3,3.0000000000e-13
60675534,3,3.0000000000e-13
60675535,1,1.0000000000e-13
60675537,2,2.0000000000e-13
60675538,3,3.0000000000e-13
60675539,2,2.0000000000e-13
60675540,3,3.0000000000e-13
60675541,3,3.0000000000e-13
60675542,5,5.0000000000e-13
60675543,2,2.0000000000e-13
60675544,3,3.0000000000e-13
60675545,1,1.0000000000e-13
60675546,2,2.0000000000e-13
60675547,5,5.0000000000e-13
60675549,3,3.0000000000e-13
60675550,2,2.0000000000e-13
60675551,1,1.0000000000e-13
60675552,2,2.0000000000e-13
60675553,4,4.0000000000e-13
60675554,2,2.0000000000e-13
60675555,4,4.0000000000e-13
60675556,3,3.0000000000e-13
60675558,1,1.0000000000e-13
60675559,2,2.0000000000e-13
60675560,4,4.0000000000e-13
60675561,1,1.0000000000e-13
60675562,4,4.0000000000e-13
60675563,1,1.0000000000e-13
60675564,6,6.0000000000e-13
60675565,3,3.0000000000e-13
60675566,3,3.0000000000e-13
60675567,5,5.0000000000e-13
60675568,2,2.0000000000e-13
60675569,1,1.0000000000e-13
60675570,1,1.0000000000e-13
60675571,1,1.0000000000e-13
60675572,4,4.0000000000e-13
60675574,2,2.0000000000e-13
60675575,2,2.0000000000e-13
60675576,3,3.0000000000e-13
60675577,5,5.0000000000e-13
60675578,2,2.0000000000e-13
60675579,4,4.0000000000e-13
60675580,3,3.0000000000e-13
60675581,1,1.0000000000e-13
60675582,3,3.0000000000e-13
60675583,5,5.0000000000e-13
60675584,5,5.0000000000e-13
60675585,3,3.0000000000e-13
60675587,4,4.0000000000e-13
60675588,1,1.0000000000e-13
60675589,3,3.0000000000e-13
60675590,3,3.0000000000e-13
60675591,4,4.0000000000e-13
60675592,3,3.0000000000e-13
60675593,3,3.0000000000e-13
60675595,2,2.0000000000e-13
60675596,4,4.0000000000e-13
60675597,2,2.0000000000e-13
60675598,4,4.0000000000e-13
60675599,2,2.0000000000e-13
60675600,2,2.0000000000e-13
60675601,1,1.0000000000e-13
60675602,2,2.0000000000e-13
60675603,2,2.0000000000e-13
60675604,3,3.0000000000e-13
60675607,1,1.0000000000e-13
60675608,4,4.0000000000e-13
60675609,2,2.0000000000e-13
60675610,2,2.0000000000e-13
60675612,4,4.0000000000e-13
60675614,4,4.0000000000e-13
60675615,4,4.0000000000e-13
60675616,3,3.0000000000e-13
60675617,5,5.0000000000e-13
60675618,2,2.0000000000e-13
60675619,2,2.0000000000e-13
60675620,2,2.0000000000e-13
60675621,2,2.0000000000e-13
60675622,1,1.0000000000e-13
60675623,3,3.0000000000e-13
60675624,2,2.0000000000e-13
60675625,4,4.0000000000e-13
60675626,3,3.0000000000e-13
60675627,3,3.0000000000e-13
60675628,1,1.0000000000e-13
60675629,4,4.0000000000e-13
60675630,3,3.0000000000e-13
60675632,3,3.0000000000e-13
60675633,4,4.0000000000e-13
60675634,3,3.0000000000e-13
60675635,2,2.0000000000e-13
60675636,5,5.0000000000e-13
60675637,2,2.0000000000e-13
60675639,4,4.0000000000e-13
60675640,6,6.0000000000e-13
60675641,3,3.0000000000e-13
60675642,1,1.0000000000e-13
60675643,1,1.0000000000e-13
60675644,1,1.0000000000e-13
60675645,4,4.0000000000e-13
60675646,3,3.0000000000e-13
60675647,2,2.0000000000e-13
60675648,2,2.0000000000e-13
60675650,3,3.0000000000e-13
60675651,4,4.0000000000e-13
60675652,3,3.0000000000e-13
60675653,3,3.0000000000e-13
60675655,2,2.0000000000e-13
60675656,5,5.0000000000e-13
60675657,2,2.0000000000e-13
60675658,3,3.0000000000e-13
60675659,3,3.0000000000e-13
60675660,2,2.0000000000e-13
60675661,3,3.0000000000e-13
60675662,5,5.0000000000e-13
60675663,3,3.0000000000e-13
60675664,5,5.0000000000e-13
60675665,3,3.0000000000e-13
60675666,1,1.0000000000e-13
60675667,4,4.0000000000e-13
60675668,5,5.0000000000e-13
60675669,1,1.0000000000e-13
60675670,3,3.0000000000e-13
60675671,5,5.0000000000e-13
60675672,3,3.0000000000e-13
60675673,1,1.0000000000e-13
60675674,2,2.0000000000e-13
60675675,2,2.0000000000e-13
60675676,1,1.0000000000e-13
60675677,2,2.0000000000e-13
60675678,1,1.0000000000e-13
60675680,1,1.0000000000e-13
60675682,2,2.0000000000e-13
60675683,6,6.0000000000e-13
60675684,9,9.0000000000e-13
60675686,5,5.0000000000e-13
60675688,3,3.0000000000e-13
60675689,4,4.0000000000e-13
60675690,2,2.0000000000e-13
60675691,3,3.0000000000e-13
60675692,3,3.0000000000e-13
60675693,4,4.0000000000e-13
60675694,3,3.0000000000e-13
60675695,2,2.0000000000e-13
60675696,4,4.0000000000e-13
60675697,2,2.0000000000e-13
60675698,4,4.0000000000e-13
60675699,4,4.0000000000e-13
60675700,1,1.0000000000e-13
60675701,2,2.0000000000e-13
60675702,2,2.0000000000e-13
60675703,1,1.0000000000e-13
60675704,2,2.0000000000e-13
60675705,1,1.0000000000e-13
60675706,1,1.0000000000e-13
60675708,5,5.0000000000e-13
60675711,4,4.0000000000e-13
60675712,2,2.0000000000e-13
60675713,1,1.0000000000e-13
60675714,3,3.0000000000e-13
60675715,1,1.0000000000e-13
60675716,1,1.0000000000e-13
60675717,4,4.0000000000e-13
60675718,1,1.0000000000e-13
60675719,3,3.0000000000e-13
60675720,3,3.0000000000e-13
60675721,1,1.0000000000e-13
60675723,4,4.0000000000e-13
60675725,2,2.0000000000e-13
60675727,2,2.0000000000e-13
60675728,2,2.0000000000e-13
60675730,2,2.0000000000e-13
60675731,3,3.0000000000e-13
60675732,3,3.0000000000e-13
60675733,3,3.0000000000e-13
60675734,2,2.0000000000e-13
60675735,5,5.0000000000e-13
60675737,2,2.0000000000e-13
60675739,2,2.0000000000e-13
60675740,4,4.0000000000e-13
60675741,2,2.0000000000e-13
60675742,1,1.0000000000e-13
60675743,3,3.0000000000e-13
60675744,4,4.0000000000e-13
60675745,4,4.0000000000e-13
60675747,1,1.0000000000e-13
60675748,1,1.0000000000e-13
60675749,2,2.0000000000e-13
60675750,2,2.0000000000e-13
60675751,4,4.0000000000e-13
60675752,5,5.0000000000e-13
60675753,1,1.0000000000e-13
60675754,1,1.0000000000e-13
60675755,1,1.0000000000e-13
60675756,4,4.0000000000e-13
60675758,1,1.0000000000e-13
60675759,1,1.0000000000e-13
60675760,1,1.0000000000e-13
60675761,2,2.0000000000e-13
60675762,3,3.0000000000e-13
60675763,2,2.0000000000e-13
60675764,2,2.0000000000e-13
60675765,2,2.0000000000e-13
60675766,2,2.0000000000e-13
60675767,1,1.0000000000e-13
60675768,4,4.0000000000e-13
60675769,1,1.0000000000e-13
60675771,5,5.0000000000e-13
60675772,2,2.0000000000e-13
60675773,2,2.0000000000e-13
60675774,2,2.0000000000e-13
60675775,2,2.0000000000e-13
60675776,1,1.0000000000e-13
60675778,4,4.0000000000e-13
60675779,3,3.0000000000e-13
60675780,2,2.0000000000e-13
60675781,5,5.0000000000e-13
60675782,4,4.0000000000e-13
60675783,5,5.0000000000e-13
60675784,3,3.0000000000e-13
60675786,2,2.0000000000e-13
60675787,3,3.0000000000e-13
60675788,3,3.0000000000e-13
60675790,1,1.0000000000e-13
60675791,3,3.0000000000e-13
60675792,1,1.0000000000e-13
60675793,1,1.0000000000e-13
60675794,3,3.0000000000e-13
60675795,2,2.0000000000e-13
60675796,2,2.0000000000e-13
60675797,4,4.0000000000e-13
60675798,2,2.0000000000e-13
60675799,1,1.0000000000e-13
60675800,2,2.0000000000e-13
60675803,1,1.0000000000e-13
60675804,5,5.0000000000e-13
60675805,4,4.0000000000e-13
60675807,2,2.0000000000e-13
60675808,4,4.0000000000e-13
60675809,3,3.0000000000e-13
60675810,3,3.0000000000e-13
60675811,2,2.0000000000e-13
60675812,2,2.0000000000e-13
60675813,5,5.0000000000e-13
60675814,1,1.0000000000e-13
60675815,3,3.0000000000e-13
60675816,2,2.0000000000e-13
60675817,4,4.0000000000e-13
60675818,2,2.0000000000e-13
60675819,1,1.0000000000e-13
60675820,1,1.0000000000e-13
60675821,1,1.0000000000e-13
60675823,4,4.0000000000e-13
60675824,4,4.0000000000e-13
60675826,2,2.0000000000e-13
60675827,4,4.0000000000e-13
60675828,2,2.0000000000e-13
60675829,2,2.0000000000e-13
60675830,5,5.0000000000e-13
60675831,2,2.0000000000e-13
60675832,2,2.0000000000e-13
60675833,2,2.0000000000e-13
60675834,5,5.0000000000e-13
60675835,1,1.0000000000e-13
60675836,2,2.0000000000e-13
60675837,1,1.0000000000e-13
60675838,4,4.0000000000e-13
60675839,2,2.0000000000e-13
60675841,2,2.0000000000e-13
60675843,3,3.0000000000e-13
60675844,3,3.0000000000e-13
60675845,1,1.0000000000e-13
60675846,2,2.0000000000e-13
60675847,1,1.0000000000e-13
60675848,4,4.0000000000e-13
60675849,1,1.0000000000e-13
60675850,4,4.0000000000e-13
60675851,8,8.0000000000e-13
60675852,3,3.0000000000e-13
60675853,2,2.0000000000e-13
60675854,2,2.0000000000e-13
60675855,2,2.0000000000e-13
60675856,9,9.0000000000e-13
60675857,3,3.0000000000e-13
60675858,1,1.0000000000e-13
60675859,2,2.0000000000e-13
60675860,5,5.0000000000e-13
60675861,3,3.0000000000e-13
60675862,1,1.0000000000e-13
60675863,1,1.0000000000e-13
60675864,2,2.0000000000e-13
60675865,2,2.0000000000e-13
60675866,1,1.0000000000e-13
60675867,3,3.0000000000e-13
60675868,5,5.0000000000e-13
60675869,2,2.0000000000e-13
60675870,3,3.0000000000e-13
60675871,2,2.0000000000e-13
60675872,2,2.0000000000e-13
60675873,1,1.0000000000e-13
60675874,2,2.0000000000e-13
60675875,3,3.0000000000e-13
60675876,1,1.0000000000e-13
60675877,3,3.0000000000e-13
60675878,2,2.0000000000e-13
60675879,1,1.0000000000e-13
60675881,1,1.0000000000e-13
60675882,1,1.0000000000e-13
60675883,1,1.0000000000e-13
60675884,2,2.0000000000e-13
60675885,3,3.0000000000e-13
60675886,1,1.0000000000e-13
60675888,1,1.0000000000e-13
60675889,1,1.0000000000e-13
60675890,2,2.0000000000e-13
60675892,3,3.0000000000e-13
60675893,2,2.0000000000e-13
60675894,3,3.0000000000e-13
60675895,2,2.0000000000e-13
60675896,4,4.0000000000e-13
60675898,2,2.0000000000e-13
60675899,3,3.0000000000e-13
60675902,5,5.0000000000e-13
60675903,4,4.0000000000e-13
60675904,3,3.0000000000e-13
60675905,3,3.0000000000e-13
60675906,2,2.0000000000e-13
60675907,3,3.0000000000e-13
60675908,3,3.0000000000e-13
60675909,2,2.0000000000e-13
60675910,2,2.0000000000e-13
60675911,2,2.0000000000e-13
60675912,2,2.0000000000e-13
60675913,4,4.0000000000e-13
60675914,3,3.0000000000e-13
60675915,5,5.0000000000e-13
60675916,5,5.0000000000e-13
60675917,2,2.0000000000e-13
60675918,2,2.0000000000e-13
60675919,3,3.0000000000e-13
60675920,1,1.0000000000e-13
60675921,3,3.0000000000e-13
60675922,5,5.0000000000e-13
60675923,1,1.0000000000e-13
60675924,2,2.0000000000e-13
60675925,4,4.0000000000e-13
60675926,2,2.0000000000e-13
60675927,2,2.0000000000e-13
60675928,4,4.0000000000e-13
60675929,2,2.0000000000e-13
60675930,2,2.0000000000e-13
60675931,3,3.0000000000e-13
60675932,1,1.0000000000e-13
60675933,2,2.0000000000e-13
60675935,6,6.0000000000e-13
60675936,3,3.0000000000e-13
60675937,1,1.0000000000e-13
60675938,2,2.0000000000e-13
60675939,2,2.0000000000e-13
60675940,2,2.0000000000e-13
60675941,1,1.0000000000e-13
60675943,2,2.0000000000e-13
60675944,1,1.0000000000e-13
60675945,2,2.0000000000e-13
60675946,5,5.0000000000e-13
60675947,2,2.0000000000e-13
60675948,1,1.0000000000e-13
60675949,2,2.0000000000e-13
60675950,1,1.0000000000e-13
60675951,3,3.0000000000e-13
60675952,7,7.0000000000e-13
60675953,4,4.0000000000e-13
60675954,3,3.0000000000e-13
60675955,2,2.0000000000e-13
60675956,1,1.0000000000e-13
60675957,3,3.0000000000e-13
60675958,2,2.0000000000e-13
60675959,3,3.0000000000e-13
60675961,1,1.0000000000e-13
60675962,1,1.0000000000e-13
60675963,2,2.0000000000e-13
60675964,1,1.0000000000e-13
60675966,2,2.0000000000e-13
60675967,3,3.0000000000e-13
60675968,4,4.0000000000e-13
60675970,2,2.0000000000e-13
60675971,2,2.0000000000e-13
60675972,1,1.0000000000e-13
60675973,3,3.0000000000e-13
60675974,2,2.0000000000e-13
60675975,1,1.0000000000e-13
60675976,1,1.0000000000e-13
60675978,2,2.0000000000e-13
60675979,2,2.0000000000e-13
60675981,2,2.0000000000e-13
60675982,2,2.0000000000e-13
60675983,5,5.0000000000e-13
60675984,5,5.0000000000e-13
60675985,2,2.0000000000e-13
60675986,3,3.0000000000e-13
60675987,1,1.0000000000e-13
60675988,3,3.0000000000e-13
60675990,2,2.0000000000e-13
60675991,1,1.0000000000e-13
60675992,2,2.0000000000e-13
60675993,5,5.0000000000e-13
60675994,3,3.0000000000e-13
60675996,2,2.0000000000e-13
60675998,4,4.0000000000e-13
60676000,2,2.0000000000e-13
60676001,2,2.0000000000e-13
60676002,3,3.0000000000e-13
60676003,3,3.0000000000e-13
60676005,3,3.0000000000e-13
60676006,1,1.0000000000e-13
60676008,3,3.0000000000e-13
60676009,4,4.0000000000e-13
60676011,1,1.0000000000e-13
60676012,4,4.0000000000e-13
60676013,2,2.0000000000e-13
60676014,2,2.0000000000e-13
60676016,1,1.0000000000e-13
60676017,2,2.0000000000e-13
60676018,2,2.0000000000e-13
60676019,2,2.0000000000e-13
60676020,4,4.0000000000e-13
60676021,4,4.0000000000e-13
60676022,3,3.0000000000e-13
60676023,3,3.0000000000e-13
60676024,2,2.0000000000e-13
60676025,1,1.0000000000e-13
60676026,3,3.0000000000e-13
60676027,2,2.0000000000e-13
60676028,1,1.0000000000e-13
60676029,1,1.0000000000e-13
60676030,3,3.0000000000e-13
60676031,4,4.0000000000e-13
60676032,2,2.0000000000e-13
60676033,4,4.0000000000e-13
60676035,3,3.0000000000e-13
60676036,2,2.0000000000e-13
60676037,4,4.0000000000e-13
60676038,6,6.0000000000e-13
60676039,4,4.0000000000e-13
60676041,2,2.0000000000e-13
60676042,2,2.0000000000e-13
60676043,4,4.0000000000e-13
60676044,3,3.0000000000e-13
60676045,3,3.0000000000e-13
60676046,2,2.0000000000e-13
60676047,1,1.0000000000e-13
60676048,2,2.0000000000e-13
60676049,1,1.0000000000e-13
60676050,2,2.0000000000e-13
60676051,2,2.0000000000e-13
60676052,1,1.0000000000e-13
60676053,4,4.0000000000e-13
60676055,2,2.0000000000e-13
60676056,2,2.0000000000e-13
60676057,1,1.0000000000e-13
60676058,7,7.0000000000e-13
60676059,6,6.0000000000e-13
60676060,3,3.0000000000e-13
60676062,3,3.0000000000e-13
60676063,1,1.0000000000e-13
60676064,2,2.0000000000e-13
60676065,2,2.0000000000e-13
60676066,4,4.0000000000e-13
60676067,2,2.0000000000e-13
60676068,2,2.0000000000e-13
60676069,3,3.0000000000e-13
60676070,3,3.0000000000e-13
60676071,4,4.0000000000e-13
60676072,3,3.0000000000e-13
60676073,3,3.0000000000e-13
60676075,2,2.0000000000e-13
60676077,3,3.0000000000e-13
60676080,4,4.0000000000e-13
60676081,2,2.0000000000e-13
60676082,3,3.0000000000e-13
60676083,4,4.0000000000e-13
60676084,2,2.0000000000e-13
60676085,3,3.0000000000e-13
60676087,3,3.0000000000e-13
60676088,1,1.0000000000e-13
60676089,2,2.0000000000e-13
60676090,1,1.0000000000e-13
60676091,3,3.0000000000e-13
60676092,2,2.0000000000e-13
60676093,3,3.0000000000e-13
60676094,1,1.0000000000e-13
60676095,3,3.0000000000e-13
