cluster_size,total_clusters_of_this_size,n_s
60662633,1,1.0000000000e-13
60662634,1,1.0000000000e-13
60662636,3,3.0000000000e-13
60662637,2,2.0000000000e-13
60662638,1,1.0000000000e-13
60662639,1,1.0000000000e-13
60662641,2,2.0000000000e-13
60662642,2,2.0000000000e-13
60662644,3,3.0000000000e-13
60662645,1,1.0000000000e-13
60662646,2,2.0000000000e-13
60662647,2,2.0000000000e-13
60662650,1,1.0000000000e-13
60662651,1,1.0000000000e-13
60662652,2,2.0000000000e-13
60662653,2,2.0000000000e-13
60662654,2,2.0000000000e-13
60662655,1,1.0000000000e-13
60662657,1,1.0000000000e-13
60662658,1,1.0000000000e-13
60662659,2,2.0000000000e-13
60662660,1,1.0000000000e-13
60662662,1,1.0000000000e-13
60662663,2,2.0000000000e-13
60662666,1,1.0000000000e-13
60662667,1,1.0000000000e-13
60662668,2,2.0000000000e-13
60662669,1,1.0000000000e-13
60662670,1,1.0000000000e-13
60662672,1,1.0000000000e-13
60662673,1,1.0000000000e-13
60662674,1,1.0000000000e-13
60662675,2,2.0000000000e-13
60662676,1,1.0000000000e-13
60662677,4,4.0000000000e-13
60662679,3,3.0000000000e-13
60662680,1,1.0000000000e-13
60662681,1,1.0000000000e-13
60662683,2,2.0000000000e-13
60662684,1,1.0000000000e-13
60662686,1,1.0000000000e-13
60662688,1,1.0000000000e-13
60662689,1,1.0000000000e-13
60662692,2,2.0000000000e-13
60662693,3,3.0000000000e-13
60662694,2,2.0000000000e-13
60662696,1,1.0000000000e-13
60662697,1,1.0000000000e-13
60662699,1,1.0000000000e-13
60662701,2,2.0000000000e-13
60662703,3,3.0000000000e-13
60662706,2,2.0000000000e-13
60662707,1,1.0000000000e-13
60662708,2,2.0000000000e-13
60662709,1,1.0000000000e-13
60662710,1,1.0000000000e-13
60662711,1,1.0000000000e-13
60662712,3,3.0000000000e-13
60662713,1,1.0000000000e-13
60662714,3,3.0000000000e-13
60662715,2,2.0000000000e-13
60662716,2,2.0000000000e-13
60662717,3,3.0000000000e-13
60662718,2,2.0000000000e-13
60662720,2,2.0000000000e-13
60662721,3,3.0000000000e-13
60662722,3,3.0000000000e-13
60662725,1,1.0000000000e-13
60662726,1,1.0000000000e-13
60662727,3,3.0000000000e-13
60662728,1,1.0000000000e-13
60662729,1,1.0000000000e-13
60662730,2,2.0000000000e-13
60662732,1,1.0000000000e-13
60662733,3,3.0000000000e-13
60662734,2,2.0000000000e-13
60662735,2,2.0000000000e-13
60662737,1,1.0000000000e-13
60662741,2,2.0000000000e-13
60662744,1,1.0000000000e-13
60662746,3,3.0000000000e-13
60662747,1,1.0000000000e-13
60662748,1,1.0000000000e-13
60662749,1,1.0000000000e-13
60662750,1,1.0000000000e-13
60662751,3,3.0000000000e-13
60662754,1,1.0000000000e-13
60662756,1,1.0000000000e-13
60662757,1,1.0000000000e-13
60662758,1,1.0000000000e-13
60662759,1,1.0000000000e-13
60662761,1,1.0000000000e-13
60662762,2,2.0000000000e-13
60662764,1,1.0000000000e-13
60662766,3,3.0000000000e-13
60662768,3,3.0000000000e-13
60662769,2,2.0000000000e-13
60662771,3,3.0000000000e-13
60662772,1,1.0000000000e-13
60662773,2,2.0000000000e-13
60662774,2,2.0000000000e-13
60662775,1,1.0000000000e-13
60662776,2,2.0000000000e-13
60662778,1,1.0000000000e-13
60662780,2,2.0000000000e-13
60662781,2,2.0000000000e-13
60662783,3,3.0000000000e-13
60662785,2,2.0000000000e-13
60662786,1,1.0000000000e-13
60662787,3,3.0000000000e-13
60662788,2,2.0000000000e-13
60662789,1,1.0000000000e-13
60662790,1,1.0000000000e-13
60662791,1,1.0000000000e-13
60662793,1,1.0000000000e-13
60662794,2,2.0000000000e-13
60662795,1,1.0000000000e-13
60662796,2,2.0000000000e-13
60662797,1,1.0000000000e-13
60662798,1,1.0000000000e-13
60662799,2,2.0000000000e-13
60662800,1,1.0000000000e-13
60662801,2,2.0000000000e-13
60662802,2,2.0000000000e-13
60662803,1,1.0000000000e-13
60662804,1,1.0000000000e-13
60662805,2,2.0000000000e-13
60662806,1,1.0000000000e-13
60662807,1,1.0000000000e-13
60662808,2,2.0000000000e-13
60662809,2,2.0000000000e-13
60662810,1,1.0000000000e-13
60662812,3,3.0000000000e-13
60662813,1,1.0000000000e-13
60662814,1,1.0000000000e-13
60662815,1,1.0000000000e-13
60662816,2,2.0000000000e-13
60662818,3,3.0000000000e-13
60662821,1,1.0000000000e-13
60662822,1,1.0000000000e-13
60662823,2,2.0000000000e-13
60662824,2,2.0000000000e-13
60662826,1,1.0000000000e-13
60662827,2,2.0000000000e-13
60662829,1,1.0000000000e-13
60662830,1,1.0000000000e-13
60662831,2,2.0000000000e-13
60662833,1,1.0000000000e-13
60662836,1,1.0000000000e-13
60662837,2,2.0000000000e-13
60662839,2,2.0000000000e-13
60662840,2,2.0000000000e-13
60662841,1,1.0000000000e-13
60662842,1,1.0000000000e-13
60662843,2,2.0000000000e-13
60662845,3,3.0000000000e-13
60662846,1,1.0000000000e-13
60662848,1,1.0000000000e-13
60662849,1,1.0000000000e-13
60662850,1,1.0000000000e-13
60662852,1,1.0000000000e-13
60662853,1,1.0000000000e-13
60662856,3,3.0000000000e-13
60662857,2,2.0000000000e-13
60662858,1,1.0000000000e-13
60662860,2,2.0000000000e-13
60662862,1,1.0000000000e-13
60662863,1,1.0000000000e-13
60662864,1,1.0000000000e-13
60662866,3,3.0000000000e-13
60662867,3,3.0000000000e-13
60662868,1,1.0000000000e-13
60662869,2,2.0000000000e-13
60662870,1,1.0000000000e-13
60662872,1,1.0000000000e-13
60662873,4,4.0000000000e-13
60662875,2,2.0000000000e-13
60662876,1,1.0000000000e-13
60662877,1,1.0000000000e-13
60662882,1,1.0000000000e-13
60662883,1,1.0000000000e-13
60662884,1,1.0000000000e-13
60662886,2,2.0000000000e-13
60662887,1,1.0000000000e-13
60662888,1,1.0000000000e-13
60662889,2,2.0000000000e-13
60662894,1,1.0000000000e-13
60662896,2,2.0000000000e-13
60662897,5,5.0000000000e-13
60662898,1,1.0000000000e-13
60662900,1,1.0000000000e-13
60662901,2,2.0000000000e-13
60662902,4,4.0000000000e-13
60662903,2,2.0000000000e-13
60662904,1,1.0000000000e-13
60662905,1,1.0000000000e-13
60662906,2,2.0000000000e-13
60662907,2,2.0000000000e-13
60662908,2,2.0000000000e-13
60662911,1,1.0000000000e-13
60662913,5,5.0000000000e-13
60662914,1,1.0000000000e-13
60662918,1,1.0000000000e-13
60662919,2,2.0000000000e-13
60662920,1,1.0000000000e-13
60662921,5,5.0000000000e-13
60662922,1,1.0000000000e-13
60662923,2,2.0000000000e-13
60662924,1,1.0000000000e-13
60662926,1,1.0000000000e-13
60662927,3,3.0000000000e-13
60662928,3,3.0000000000e-13
60662929,2,2.0000000000e-13
60662930,2,2.0000000000e-13
60662931,1,1.0000000000e-13
60662933,3,3.0000000000e-13
60662936,3,3.0000000000e-13
60662937,1,1.0000000000e-13
60662938,1,1.0000000000e-13
60662939,2,2.0000000000e-13
60662940,1,1.0000000000e-13
60662942,1,1.0000000000e-13
60662943,2,2.0000000000e-13
60662944,3,3.0000000000e-13
60662945,2,2.0000000000e-13
60662946,1,1.0000000000e-13
60662947,1,1.0000000000e-13
60662949,1,1.0000000000e-13
60662951,3,3.0000000000e-13
60662952,1,1.0000000000e-13
60662954,1,1.0000000000e-13
60662955,1,1.0000000000e-13
60662956,1,1.0000000000e-13
60662957,3,3.0000000000e-13
60662960,3,3.0000000000e-13
60662961,2,2.0000000000e-13
60662962,1,1.0000000000e-13
60662963,1,1.0000000000e-13
60662964,1,1.0000000000e-13
60662966,2,2.0000000000e-13
60662968,3,3.0000000000e-13
60662972,1,1.0000000000e-13
60662973,1,1.0000000000e-13
60662974,2,2.0000000000e-13
60662975,1,1.0000000000e-13
60662976,2,2.0000000000e-13
60662977,2,2.0000000000e-13
60662979,1,1.0000000000e-13
60662980,1,1.0000000000e-13
60662981,2,2.0000000000e-13
60662982,1,1.0000000000e-13
60662983,1,1.0000000000e-13
60662984,3,3.0000000000e-13
60662986,1,1.0000000000e-13
60662988,1,1.0000000000e-13
60662990,1,1.0000000000e-13
60662991,3,3.0000000000e-13
60662992,1,1.0000000000e-13
60662995,3,3.0000000000e-13
60662996,2,2.0000000000e-13
60662997,2,2.0000000000e-13
60662999,1,1.0000000000e-13
60663000,2,2.0000000000e-13
60663001,3,3.0000000000e-13
60663002,1,1.0000000000e-13
60663003,1,1.0000000000e-13
60663004,2,2.0000000000e-13
60663006,2,2.0000000000e-13
60663007,3,3.0000000000e-13
60663008,1,1.0000000000e-13
60663009,1,1.0000000000e-13
60663010,1,1.0000000000e-13
60663012,1,1.0000000000e-13
60663013,1,1.0000000000e-13
60663014,2,2.0000000000e-13
60663016,2,2.0000000000e-13
60663017,1,1.0000000000e-13
60663018,1,1.0000000000e-13
60663021,1,1.0000000000e-13
60663022,1,1.0000000000e-13
60663025,2,2.0000000000e-13
60663027,1,1.0000000000e-13
60663029,1,1.0000000000e-13
60663030,1,1.0000000000e-13
60663031,2,2.0000000000e-13
60663032,1,1.0000000000e-13
60663034,2,2.0000000000e-13
60663035,1,1.0000000000e-13
60663036,2,2.0000000000e-13
60663038,1,1.0000000000e-13
60663039,2,2.0000000000e-13
60663040,2,2.0000000000e-13
60663041,2,2.0000000000e-13
60663042,3,3.0000000000e-13
60663044,1,1.0000000000e-13
60663045,2,2.0000000000e-13
60663046,1,1.0000000000e-13
60663050,2,2.0000000000e-13
60663052,2,2.0000000000e-13
60663053,1,1.0000000000e-13
60663054,1,1.0000000000e-13
60663055,1,1.0000000000e-13
60663057,2,2.0000000000e-13
60663058,2,2.0000000000e-13
60663061,3,3.0000000000e-13
60663065,3,3.0000000000e-13
60663066,2,2.0000000000e-13
60663067,1,1.0000000000e-13
60663069,2,2.0000000000e-13
60663072,1,1.0000000000e-13
60663075,2,2.0000000000e-13
60663076,2,2.0000000000e-13
60663078,3,3.0000000000e-13
60663080,3,3.0000000000e-13
60663081,1,1.0000000000e-13
60663082,1,1.0000000000e-13
60663084,1,1.0000000000e-13
60663085,1,1.0000000000e-13
60663087,1,1.0000000000e-13
60663088,3,3.0000000000e-13
60663089,2,2.0000000000e-13
60663091,2,2.0000000000e-13
60663092,1,1.0000000000e-13
60663093,1,1.0000000000e-13
60663094,1,1.0000000000e-13
60663095,2,2.0000000000e-13
60663096,1,1.0000000000e-13
60663097,1,1.0000000000e-13
60663098,3,3.0000000000e-13
60663102,3,3.0000000000e-13
60663103,3,3.0000000000e-13
60663104,4,4.0000000000e-13
60663105,1,1.0000000000e-13
60663110,1,1.0000000000e-13
60663112,3,3.0000000000e-13
60663113,2,2.0000000000e-13
60663114,2,2.0000000000e-13
60663115,1,1.0000000000e-13
60663116,3,3.0000000000e-13
60663117,1,1.0000000000e-13
60663118,2,2.0000000000e-13
60663119,1,1.0000000000e-13
60663120,2,2.0000000000e-13
60663121,2,2.0000000000e-13
60663122,1,1.0000000000e-13
60663123,3,3.0000000000e-13
60663125,1,1.0000000000e-13
60663127,1,1.0000000000e-13
60663129,4,4.0000000000e-13
60663132,1,1.0000000000e-13
60663134,2,2.0000000000e-13
60663136,1,1.0000000000e-13
60663137,3,3.0000000000e-13
60663138,1,1.0000000000e-13
60663139,1,1.0000000000e-13
60663141,1,1.0000000000e-13
60663143,5,5.0000000000e-13
60663144,1,1.0000000000e-13
60663145,1,1.0000000000e-13
60663146,2,2.0000000000e-13
60663147,1,1.0000000000e-13
60663149,2,2.0000000000e-13
60663151,1,1.0000000000e-13
60663153,2,2.0000000000e-13
60663154,2,2.0000000000e-13
60663155,1,1.0000000000e-13
60663157,2,2.0000000000e-13
60663160,1,1.0000000000e-13
60663161,1,1.0000000000e-13
60663162,2,2.0000000000e-13
60663163,2,2.0000000000e-13
60663164,1,1.0000000000e-13
60663165,4,4.0000000000e-13
60663166,2,2.0000000000e-13
60663167,1,1.0000000000e-13
60663170,1,1.0000000000e-13
60663171,2,2.0000000000e-13
60663172,2,2.0000000000e-13
60663173,1,1.0000000000e-13
60663174,1,1.0000000000e-13
60663175,1,1.0000000000e-13
60663176,3,3.0000000000e-13
60663177,1,1.0000000000e-13
60663178,2,2.0000000000e-13
60663179,1,1.0000000000e-13
60663180,2,2.0000000000e-13
60663181,2,2.0000000000e-13
60663182,3,3.0000000000e-13
60663184,3,3.0000000000e-13
60663185,1,1.0000000000e-13
60663187,1,1.0000000000e-13
60663189,1,1.0000000000e-13
60663190,2,2.0000000000e-13
60663191,2,2.0000000000e-13
60663193,1,1.0000000000e-13
60663194,2,2.0000000000e-13
60663195,2,2.0000000000e-13
60663196,2,2.0000000000e-13
60663197,2,2.0000000000e-13
60663198,1,1.0000000000e-13
60663199,1,1.0000000000e-13
60663201,1,1.0000000000e-13
60663202,1,1.0000000000e-13
60663203,1,1.0000000000e-13
60663204,2,2.0000000000e-13
60663205,3,3.0000000000e-13
60663206,2,2.0000000000e-13
60663208,2,2.0000000000e-13
60663209,3,3.0000000000e-13
60663210,2,2.0000000000e-13
60663212,1,1.0000000000e-13
60663213,1,1.0000000000e-13
60663214,2,2.0000000000e-13
60663215,2,2.0000000000e-13
60663216,1,1.0000000000e-13
60663217,4,4.0000000000e-13
60663218,2,2.0000000000e-13
60663219,1,1.0000000000e-13
60663221,2,2.0000000000e-13
60663222,2,2.0000000000e-13
60663224,3,3.0000000000e-13
60663227,1,1.0000000000e-13
60663228,1,1.0000000000e-13
60663230,1,1.0000000000e-13
60663231,2,2.0000000000e-13
60663232,1,1.0000000000e-13
60663235,3,3.0000000000e-13
60663236,3,3.0000000000e-13
60663237,2,2.0000000000e-13
60663238,1,1.0000000000e-13
60663240,1,1.0000000000e-13
60663241,1,1.0000000000e-13
60663242,2,2.0000000000e-13
60663243,2,2.0000000000e-13
60663245,2,2.0000000000e-13
60663246,2,2.0000000000e-13
60663247,2,2.0000000000e-13
60663250,3,3.0000000000e-13
60663251,2,2.0000000000e-13
60663252,2,2.0000000000e-13
60663253,1,1.0000000000e-13
60663254,1,1.0000000000e-13
60663255,3,3.0000000000e-13
60663256,1,1.0000000000e-13
60663260,1,1.0000000000e-13
60663261,1,1.0000000000e-13
60663262,1,1.0000000000e-13
60663264,1,1.0000000000e-13
60663265,1,1.0000000000e-13
60663266,1,1.0000000000e-13
60663267,1,1.0000000000e-13
60663268,1,1.0000000000e-13
60663270,2,2.0000000000e-13
60663271,4,4.0000000000e-13
60663272,1,1.0000000000e-13
60663274,2,2.0000000000e-13
60663275,1,1.0000000000e-13
60663277,2,2.0000000000e-13
60663278,1,1.0000000000e-13
60663281,1,1.0000000000e-13
60663282,4,4.0000000000e-13
60663283,2,2.0000000000e-13
60663284,2,2.0000000000e-13
60663285,2,2.0000000000e-13
60663286,2,2.0000000000e-13
60663288,2,2.0000000000e-13
60663290,1,1.0000000000e-13
60663291,1,1.0000000000e-13
60663293,1,1.0000000000e-13
60663294,3,3.0000000000e-13
60663296,2,2.0000000000e-13
60663297,2,2.0000000000e-13
60663300,3,3.0000000000e-13
60663301,1,1.0000000000e-13
60663304,3,3.0000000000e-13
60663305,1,1.0000000000e-13
60663306,2,2.0000000000e-13
60663308,1,1.0000000000e-13
60663309,3,3.0000000000e-13
60663310,3,3.0000000000e-13
60663311,3,3.0000000000e-13
60663312,1,1.0000000000e-13
60663313,1,1.0000000000e-13
60663314,1,1.0000000000e-13
60663315,3,3.0000000000e-13
60663317,1,1.0000000000e-13
60663318,3,3.0000000000e-13
60663320,1,1.0000000000e-13
60663322,1,1.0000000000e-13
60663323,4,4.0000000000e-13
60663324,4,4.0000000000e-13
60663325,2,2.0000000000e-13
60663326,1,1.0000000000e-13
60663328,1,1.0000000000e-13
60663329,1,1.0000000000e-13
60663331,1,1.0000000000e-13
60663332,2,2.0000000000e-13
60663334,1,1.0000000000e-13
60663335,2,2.0000000000e-13
60663336,1,1.0000000000e-13
60663338,1,1.0000000000e-13
60663339,2,2.0000000000e-13
60663340,1,1.0000000000e-13
60663341,1,1.0000000000e-13
60663342,1,1.0000000000e-13
60663344,2,2.0000000000e-13
60663345,2,2.0000000000e-13
60663346,1,1.0000000000e-13
60663347,2,2.0000000000e-13
60663348,2,2.0000000000e-13
60663349,2,2.0000000000e-13
60663350,1,1.0000000000e-13
60663351,2,2.0000000000e-13
60663352,3,3.0000000000e-13
60663353,2,2.0000000000e-13
60663354,3,3.0000000000e-13
60663355,2,2.0000000000e-13
60663356,1,1.0000000000e-13
60663357,3,3.0000000000e-13
60663358,2,2.0000000000e-13
60663359,2,2.0000000000e-13
60663360,2,2.0000000000e-13
60663361,1,1.0000000000e-13
60663362,1,1.0000000000e-13
60663363,1,1.0000000000e-13
60663364,3,3.0000000000e-13
60663365,1,1.0000000000e-13
60663366,2,2.0000000000e-13
60663367,1,1.0000000000e-13
60663369,6,6.0000000000e-13
60663370,4,4.0000000000e-13
60663371,3,3.0000000000e-13
60663372,1,1.0000000000e-13
60663373,1,1.0000000000e-13
60663376,1,1.0000000000e-13
60663378,3,3.0000000000e-13
60663379,2,2.0000000000e-13
60663381,2,2.0000000000e-13
60663383,2,2.0000000000e-13
60663384,1,1.0000000000e-13
60663387,4,4.0000000000e-13
60663388,1,1.0000000000e-13
60663389,1,1.0000000000e-13
60663390,3,3.0000000000e-13
60663391,1,1.0000000000e-13
60663392,1,1.0000000000e-13
60663393,1,1.0000000000e-13
60663394,1,1.0000000000e-13
60663395,1,1.0000000000e-13
60663396,2,2.0000000000e-13
60663397,1,1.0000000000e-13
60663398,3,3.0000000000e-13
60663400,2,2.0000000000e-13
60663402,2,2.0000000000e-13
60663403,3,3.0000000000e-13
60663405,1,1.0000000000e-13
60663406,2,2.0000000000e-13
60663407,1,1.0000000000e-13
60663409,1,1.0000000000e-13
60663411,1,1.0000000000e-13
60663413,1,1.0000000000e-13
60663415,1,1.0000000000e-13
60663416,2,2.0000000000e-13
60663417,1,1.0000000000e-13
60663418,3,3.0000000000e-13
60663419,2,2.0000000000e-13
60663420,1,1.0000000000e-13
60663421,1,1.0000000000e-13
60663422,1,1.0000000000e-13
60663423,1,1.0000000000e-13
60663425,2,2.0000000000e-13
60663426,3,3.0000000000e-13
60663428,1,1.0000000000e-13
60663429,2,2.0000000000e-13
60663430,1,1.0000000000e-13
60663431,2,2.0000000000e-13
60663433,1,1.0000000000e-13
60663435,4,4.0000000000e-13
60663436,1,1.0000000000e-13
60663437,2,2.0000000000e-13
60663439,2,2.0000000000e-13
60663440,1,1.0000000000e-13
60663442,2,2.0000000000e-13
60663443,2,2.0000000000e-13
60663445,1,1.0000000000e-13
60663446,2,2.0000000000e-13
60663449,1,1.0000000000e-13
60663450,3,3.0000000000e-13
60663451,1,1.0000000000e-13
60663452,3,3.0000000000e-13
60663453,5,5.0000000000e-13
60663454,2,2.0000000000e-13
60663455,2,2.0000000000e-13
60663456,1,1.0000000000e-13
60663458,1,1.0000000000e-13
60663460,3,3.0000000000e-13
60663461,4,4.0000000000e-13
60663462,1,1.0000000000e-13
60663465,2,2.0000000000e-13
60663467,1,1.0000000000e-13
60663470,1,1.0000000000e-13
60663471,2,2.0000000000e-13
60663472,1,1.0000000000e-13
60663473,1,1.0000000000e-13
60663474,1,1.0000000000e-13
60663475,1,1.0000000000e-13
60663479,2,2.0000000000e-13
60663480,3,3.0000000000e-13
60663481,3,3.0000000000e-13
60663482,1,1.0000000000e-13
60663483,1,1.0000000000e-13
60663485,3,3.0000000000e-13
60663486,1,1.0000000000e-13
60663487,5,5.0000000000e-13
60663488,1,1.0000000000e-13
60663489,1,1.0000000000e-13
60663490,2,2.0000000000e-13
60663491,2,2.0000000000e-13
60663493,1,1.0000000000e-13
60663495,3,3.0000000000e-13
60663496,2,2.0000000000e-13
60663497,2,2.0000000000e-13
60663498,2,2.0000000000e-13
60663500,1,1.0000000000e-13
60663502,3,3.0000000000e-13
60663503,2,2.0000000000e-13
60663504,3,3.0000000000e-13
60663506,2,2.0000000000e-13
60663507,1,1.0000000000e-13
60663510,3,3.0000000000e-13
60663511,1,1.0000000000e-13
60663512,1,1.0000000000e-13
60663513,1,1.0000000000e-13
60663514,2,2.0000000000e-13
60663515,2,2.0000000000e-13
60663516,1,1.0000000000e-13
60663517,2,2.0000000000e-13
60663519,3,3.0000000000e-13
60663520,4,4.0000000000e-13
60663522,1,1.0000000000e-13
60663523,4,4.0000000000e-13
60663524,1,1.0000000000e-13
60663525,1,1.0000000000e-13
60663526,3,3.0000000000e-13
60663528,1,1.0000000000e-13
60663530,4,4.0000000000e-13
60663531,2,2.0000000000e-13
60663533,1,1.0000000000e-13
60663534,1,1.0000000000e-13
60663535,1,1.0000000000e-13
60663537,3,3.0000000000e-13
60663539,1,1.0000000000e-13
60663540,1,1.0000000000e-13
60663541,1,1.0000000000e-13
60663542,3,3.0000000000e-13
60663543,2,2.0000000000e-13
60663544,2,2.0000000000e-13
60663545,2,2.0000000000e-13
60663546,1,1.0000000000e-13
60663547,3,3.0000000000e-13
60663548,1,1.0000000000e-13
60663549,3,3.0000000000e-13
60663550,2,2.0000000000e-13
60663551,4,4.0000000000e-13
60663552,3,3.0000000000e-13
60663553,1,1.0000000000e-13
60663554,1,1.0000000000e-13
60663555,1,1.0000000000e-13
60663556,1,1.0000000000e-13
60663557,1,1.0000000000e-13
60663558,2,2.0000000000e-13
60663559,2,2.0000000000e-13
60663560,3,3.0000000000e-13
60663562,2,2.0000000000e-13
60663563,2,2.0000000000e-13
60663564,2,2.0000000000e-13
60663566,1,1.0000000000e-13
60663567,2,2.0000000000e-13
60663568,2,2.0000000000e-13
60663569,1,1.0000000000e-13
60663570,1,1.0000000000e-13
60663571,3,3.0000000000e-13
60663572,4,4.0000000000e-13
60663573,1,1.0000000000e-13
60663574,3,3.0000000000e-13
60663575,2,2.0000000000e-13
60663576,1,1.0000000000e-13
60663578,2,2.0000000000e-13
60663579,1,1.0000000000e-13
60663581,1,1.0000000000e-13
60663582,5,5.0000000000e-13
60663583,2,2.0000000000e-13
60663584,2,2.0000000000e-13
60663585,1,1.0000000000e-13
60663586,2,2.0000000000e-13
60663588,3,3.0000000000e-13
60663590,1,1.0000000000e-13
60663591,1,1.0000000000e-13
60663592,1,1.0000000000e-13
60663593,3,3.0000000000e-13
60663596,1,1.0000000000e-13
60663598,3,3.0000000000e-13
60663599,2,2.0000000000e-13
60663600,1,1.0000000000e-13
60663601,2,2.0000000000e-13
60663602,2,2.0000000000e-13
60663603,2,2.0000000000e-13
60663607,1,1.0000000000e-13
60663609,3,3.0000000000e-13
60663610,3,3.0000000000e-13
60663612,2,2.0000000000e-13
60663614,6,6.0000000000e-13
60663616,1,1.0000000000e-13
60663621,2,2.0000000000e-13
60663622,3,3.0000000000e-13
60663623,2,2.0000000000e-13
60663626,2,2.0000000000e-13
60663628,1,1.0000000000e-13
60663629,3,3.0000000000e-13
60663631,2,2.0000000000e-13
60663632,2,2.0000000000e-13
60663633,2,2.0000000000e-13
60663634,1,1.0000000000e-13
60663635,3,3.0000000000e-13
60663636,1,1.0000000000e-13
60663637,1,1.0000000000e-13
60663638,2,2.0000000000e-13
60663639,1,1.0000000000e-13
60663640,3,3.0000000000e-13
60663644,5,5.0000000000e-13
60663645,4,4.0000000000e-13
60663646,2,2.0000000000e-13
60663647,1,1.0000000000e-13
60663649,2,2.0000000000e-13
60663650,3,3.0000000000e-13
60663652,3,3.0000000000e-13
60663654,1,1.0000000000e-13
60663655,2,2.0000000000e-13
60663656,1,1.0000000000e-13
60663657,2,2.0000000000e-13
60663658,2,2.0000000000e-13
60663659,1,1.0000000000e-13
60663661,1,1.0000000000e-13
60663662,1,1.0000000000e-13
60663665,2,2.0000000000e-13
60663666,1,1.0000000000e-13
60663667,1,1.0000000000e-13
60663668,2,2.0000000000e-13
60663669,1,1.0000000000e-13
60663671,2,2.0000000000e-13
60663672,1,1.0000000000e-13
60663674,2,2.0000000000e-13
60663675,1,1.0000000000e-13
60663677,1,1.0000000000e-13
60663678,1,1.0000000000e-13
60663682,2,2.0000000000e-13
60663683,2,2.0000000000e-13
60663684,1,1.0000000000e-13
60663685,1,1.0000000000e-13
60663686,3,3.0000000000e-13
60663687,1,1.0000000000e-13
60663690,1,1.0000000000e-13
60663694,4,4.0000000000e-13
60663695,2,2.0000000000e-13
60663696,2,2.0000000000e-13
60663697,1,1.0000000000e-13
60663698,2,2.0000000000e-13
60663699,1,1.0000000000e-13
60663701,1,1.0000000000e-13
60663702,1,1.0000000000e-13
60663703,1,1.0000000000e-13
60663704,2,2.0000000000e-13
60663706,4,4.0000000000e-13
60663707,2,2.0000000000e-13
60663709,1,1.0000000000e-13
60663710,4,4.0000000000e-13
60663711,2,2.0000000000e-13
60663712,2,2.0000000000e-13
60663714,1,1.0000000000e-13
60663715,1,1.0000000000e-13
60663716,1,1.0000000000e-13
60663717,2,2.0000000000e-13
60663719,1,1.0000000000e-13
60663720,1,1.0000000000e-13
60663724,1,1.0000000000e-13
60663725,1,1.0000000000e-13
60663727,1,1.0000000000e-13
60663729,3,3.0000000000e-13
60663730,3,3.0000000000e-13
60663731,1,1.0000000000e-13
60663733,1,1.0000000000e-13
60663734,1,1.0000000000e-13
60663735,3,3.0000000000e-13
60663736,3,3.0000000000e-13
60663737,3,3.0000000000e-13
60663738,3,3.0000000000e-13
60663739,2,2.0000000000e-13
60663741,2,2.0000000000e-13
60663742,3,3.0000000000e-13
60663745,1,1.0000000000e-13
60663746,4,4.0000000000e-13
60663747,1,1.0000000000e-13
60663749,2,2.0000000000e-13
60663750,2,2.0000000000e-13
60663752,1,1.0000000000e-13
60663753,2,2.0000000000e-13
60663754,1,1.0000000000e-13
60663756,2,2.0000000000e-13
60663757,1,1.0000000000e-13
60663758,2,2.0000000000e-13
60663759,1,1.0000000000e-13
60663760,4,4.0000000000e-13
60663761,2,2.0000000000e-13
60663762,2,2.0000000000e-13
60663763,2,2.0000000000e-13
60663766,2,2.0000000000e-13
60663767,3,3.0000000000e-13
60663768,1,1.0000000000e-13
60663769,3,3.0000000000e-13
60663770,2,2.0000000000e-13
60663771,1,1.0000000000e-13
60663772,2,2.0000000000e-13
60663773,1,1.0000000000e-13
60663775,1,1.0000000000e-13
60663776,1,1.0000000000e-13
60663778,1,1.0000000000e-13
60663779,2,2.0000000000e-13
60663781,1,1.0000000000e-13
60663783,1,1.0000000000e-13
60663784,3,3.0000000000e-13
60663785,2,2.0000000000e-13
60663786,1,1.0000000000e-13
60663787,1,1.0000000000e-13
60663792,1,1.0000000000e-13
60663793,3,3.0000000000e-13
60663795,2,2.0000000000e-13
60663796,1,1.0000000000e-13
60663797,1,1.0000000000e-13
60663800,2,2.0000000000e-13
60663801,1,1.0000000000e-13
60663802,2,2.0000000000e-13
60663803,2,2.0000000000e-13
60663804,1,1.0000000000e-13
60663805,2,2.0000000000e-13
60663806,2,2.0000000000e-13
60663807,1,1.0000000000e-13
60663809,1,1.0000000000e-13
60663810,2,2.0000000000e-13
60663812,2,2.0000000000e-13
60663813,2,2.0000000000e-13
60663814,2,2.0000000000e-13
60663815,1,1.0000000000e-13
60663816,1,1.0000000000e-13
60663817,1,1.0000000000e-13
60663818,3,3.0000000000e-13
60663819,1,1.0000000000e-13
60663820,1,1.0000000000e-13
60663821,3,3.0000000000e-13
60663822,2,2.0000000000e-13
60663826,3,3.0000000000e-13
60663827,1,1.0000000000e-13
60663830,1,1.0000000000e-13
60663832,3,3.0000000000e-13
60663833,2,2.0000000000e-13
60663834,3,3.0000000000e-13
60663835,3,3.0000000000e-13
60663837,1,1.0000000000e-13
60663838,1,1.0000000000e-13
60663839,2,2.0000000000e-13
60663841,1,1.0000000000e-13
60663843,1,1.0000000000e-13
60663844,1,1.0000000000e-13
60663846,2,2.0000000000e-13
