cluster_size,total_clusters_of_this_size,n_s
87304588,1,1.0000000000e-13
87304892,1,1.0000000000e-13
87305028,1,1.0000000000e-13
87305130,1,1.0000000000e-13
87305175,1,1.0000000000e-13
87305834,1,1.0000000000e-13
87305896,1,1.0000000000e-13
87306027,1,1.0000000000e-13
87306135,1,1.0000000000e-13
87306137,1,1.0000000000e-13
87306355,1,1.0000000000e-13
87306375,1,1.0000000000e-13
87306403,1,1.0000000000e-13
87306837,1,1.0000000000e-13
87307434,1,1.0000000000e-13
87307459,1,1.0000000000e-13
87307481,1,1.0000000000e-13
87307504,1,1.0000000000e-13
87307598,1,1.0000000000e-13
87307667,1,1.0000000000e-13
87307785,1,1.0000000000e-13
87307791,1,1.0000000000e-13
87308033,1,1.0000000000e-13
87308048,1,1.0000000000e-13
87308053,1,1.0000000000e-13
87308086,1,1.0000000000e-13
87308171,1,1.0000000000e-13
87308183,1,1.0000000000e-13
87308252,1,1.0000000000e-13
87308259,1,1.0000000000e-13
87308339,1,1.0000000000e-13
87308470,1,1.0000000000e-13
87308513,1,1.0000000000e-13
87308540,1,1.0000000000e-13
87308549,1,1.0000000000e-13
87308599,1,1.0000000000e-13
87308613,1,1.0000000000e-13
87308625,1,1.0000000000e-13
87308628,1,1.0000000000e-13
87308667,1,1.0000000000e-13
87308678,1,1.0000000000e-13
87308682,1,1.0000000000e-13
87308711,1,1.0000000000e-13
87308772,1,1.0000000000e-13
87308789,1,1.0000000000e-13
87308971,1,1.0000000000e-13
87308990,1,1.0000000000e-13
87308999,1,1.0000000000e-13
87309009,1,1.0000000000e-13
87309019,1,1.0000000000e-13
87309026,1,1.0000000000e-13
87309043,1,1.0000000000e-13
87309048,1,1.0000000000e-13
87309090,1,1.0000000000e-13
87309112,1,1.0000000000e-13
87309130,1,1.0000000000e-13
87309170,1,1.0000000000e-13
87309230,1,1.0000000000e-13
87309245,1,1.0000000000e-13
87309249,1,1.0000000000e-13
87309452,1,1.0000000000e-13
87309480,1,1.0000000000e-13
87309497,1,1.0000000000e-13
87309525,1,1.0000000000e-13
87309686,1,1.0000000000e-13
87309707,1,1.0000000000e-13
87309740,1,1.0000000000e-13
87309784,1,1.0000000000e-13
87309793,1,1.0000000000e-13
87309877,1,1.0000000000e-13
87309882,1,1.0000000000e-13
87309885,1,1.0000000000e-13
87309894,1,1.0000000000e-13
87309946,1,1.0000000000e-13
87309985,1,1.0000000000e-13
87310037,1,1.0000000000e-13
87310092,1,1.0000000000e-13
87310124,1,1.0000000000e-13
87310227,1,1.0000000000e-13
87310254,1,1.0000000000e-13
87310261,1,1.0000000000e-13
87310320,1,1.0000000000e-13
87310434,1,1.0000000000e-13
87310523,1,1.0000000000e-13
87310571,1,1.0000000000e-13
87310577,1,1.0000000000e-13
87310631,1,1.0000000000e-13
87310640,1,1.0000000000e-13
87310653,1,1.0000000000e-13
87310657,1,1.0000000000e-13
87310659,1,1.0000000000e-13
87310663,1,1.0000000000e-13
87310698,1,1.0000000000e-13
87310707,1,1.0000000000e-13
87310714,1,1.0000000000e-13
87310783,1,1.0000000000e-13
87310840,1,1.0000000000e-13
87310927,1,1.0000000000e-13
87311010,1,1.0000000000e-13
87311020,1,1.0000000000e-13
87311025,1,1.0000000000e-13
87311033,1,1.0000000000e-13
87311034,1,1.0000000000e-13
87311045,1,1.0000000000e-13
87311087,1,1.0000000000e-13
87311141,1,1.0000000000e-13
87311154,1,1.0000000000e-13
87311187,1,1.0000000000e-13
87311217,1,1.0000000000e-13
87311265,1,1.0000000000e-13
87311270,1,1.0000000000e-13
87311282,1,1.0000000000e-13
87311306,1,1.0000000000e-13
87311309,1,1.0000000000e-13
87311313,1,1.0000000000e-13
87311330,1,1.0000000000e-13
87311331,1,1.0000000000e-13
87311343,1,1.0000000000e-13
87311345,1,1.0000000000e-13
87311346,1,1.0000000000e-13
87311406,1,1.0000000000e-13
87311419,1,1.0000000000e-13
87311448,1,1.0000000000e-13
87311470,1,1.0000000000e-13
87311491,1,1.0000000000e-13
87311492,1,1.0000000000e-13
87311519,2,2.0000000000e-13
87311542,1,1.0000000000e-13
87311559,1,1.0000000000e-13
87311580,1,1.0000000000e-13
87311586,1,1.0000000000e-13
87311622,1,1.0000000000e-13
87311624,1,1.0000000000e-13
87311637,1,1.0000000000e-13
87311644,1,1.0000000000e-13
87311648,1,1.0000000000e-13
87311658,1,1.0000000000e-13
87311669,1,1.0000000000e-13
87311714,1,1.0000000000e-13
87311744,1,1.0000000000e-13
87311763,1,1.0000000000e-13
87311905,1,1.0000000000e-13
87311906,1,1.0000000000e-13
87311914,1,1.0000000000e-13
87312006,1,1.0000000000e-13
87312017,1,1.0000000000e-13
87312057,1,1.0000000000e-13
87312063,1,1.0000000000e-13
87312070,1,1.0000000000e-13
87312106,1,1.0000000000e-13
87312120,1,1.0000000000e-13
87312153,1,1.0000000000e-13
87312176,1,1.0000000000e-13
87312200,1,1.0000000000e-13
87312225,1,1.0000000000e-13
87312226,1,1.0000000000e-13
87312259,1,1.0000000000e-13
87312273,1,1.0000000000e-13
87312277,1,1.0000000000e-13
87312317,1,1.0000000000e-13
87312324,2,2.0000000000e-13
87312386,1,1.0000000000e-13
87312395,1,1.0000000000e-13
87312406,1,1.0000000000e-13
87312411,1,1.0000000000e-13
87312422,1,1.0000000000e-13
87312433,1,1.0000000000e-13
87312439,2,2.0000000000e-13
87312529,1,1.0000000000e-13
87312622,1,1.0000000000e-13
87312658,1,1.0000000000e-13
87312661,1,1.0000000000e-13
87312670,1,1.0000000000e-13
87312682,1,1.0000000000e-13
87312701,1,1.0000000000e-13
87312709,1,1.0000000000e-13
87312724,1,1.0000000000e-13
87312755,1,1.0000000000e-13
87312764,1,1.0000000000e-13
87312770,2,2.0000000000e-13
87312794,1,1.0000000000e-13
87312807,1,1.0000000000e-13
87312823,1,1.0000000000e-13
87312853,2,2.0000000000e-13
87312854,1,1.0000000000e-13
87312860,1,1.0000000000e-13
87312868,1,1.0000000000e-13
87312892,1,1.0000000000e-13
87312894,1,1.0000000000e-13
87312913,1,1.0000000000e-13
87312915,1,1.0000000000e-13
87312935,1,1.0000000000e-13
87312941,1,1.0000000000e-13
87312945,1,1.0000000000e-13
87312951,1,1.0000000000e-13
87312978,1,1.0000000000e-13
87312979,1,1.0000000000e-13
87312984,1,1.0000000000e-13
87313004,1,1.0000000000e-13
87313010,1,1.0000000000e-13
87313015,1,1.0000000000e-13
87313019,1,1.0000000000e-13
87313029,1,1.0000000000e-13
87313041,1,1.0000000000e-13
87313048,1,1.0000000000e-13
87313091,1,1.0000000000e-13
87313100,1,1.0000000000e-13
87313132,1,1.0000000000e-13
87313143,1,1.0000000000e-13
87313161,1,1.0000000000e-13
87313173,1,1.0000000000e-13
87313190,1,1.0000000000e-13
87313192,1,1.0000000000e-13
87313212,1,1.0000000000e-13
87313246,1,1.0000000000e-13
87313247,1,1.0000000000e-13
87313251,1,1.0000000000e-13
87313261,1,1.0000000000e-13
87313269,1,1.0000000000e-13
87313313,1,1.0000000000e-13
87313335,1,1.0000000000e-13
87313349,1,1.0000000000e-13
87313353,1,1.0000000000e-13
87313354,1,1.0000000000e-13
87313407,1,1.0000000000e-13
87313408,1,1.0000000000e-13
87313425,1,1.0000000000e-13
87313442,2,2.0000000000e-13
87313448,1,1.0000000000e-13
87313452,1,1.0000000000e-13
87313457,1,1.0000000000e-13
87313466,1,1.0000000000e-13
87313468,1,1.0000000000e-13
87313487,1,1.0000000000e-13
87313493,1,1.0000000000e-13
87313545,1,1.0000000000e-13
87313546,1,1.0000000000e-13
87313550,1,1.0000000000e-13
87313575,1,1.0000000000e-13
87313580,1,1.0000000000e-13
87313585,1,1.0000000000e-13
87313597,1,1.0000000000e-13
87313622,1,1.0000000000e-13
87313623,1,1.0000000000e-13
87313630,1,1.0000000000e-13
87313648,1,1.0000000000e-13
87313661,1,1.0000000000e-13
87313699,1,1.0000000000e-13
87313719,1,1.0000000000e-13
87313757,1,1.0000000000e-13
87313802,1,1.0000000000e-13
87313811,1,1.0000000000e-13
87313830,1,1.0000000000e-13
87313840,1,1.0000000000e-13
87313846,1,1.0000000000e-13
87313879,1,1.0000000000e-13
87313895,1,1.0000000000e-13
87313896,1,1.0000000000e-13
87313902,1,1.0000000000e-13
87313917,1,1.0000000000e-13
87313922,1,1.0000000000e-13
87313925,1,1.0000000000e-13
87313932,2,2.0000000000e-13
87314008,1,1.0000000000e-13
87314015,1,1.0000000000e-13
87314091,1,1.0000000000e-13
87314105,1,1.0000000000e-13
87314126,1,1.0000000000e-13
87314133,1,1.0000000000e-13
87314162,1,1.0000000000e-13
87314178,1,1.0000000000e-13
87314190,1,1.0000000000e-13
87314205,1,1.0000000000e-13
87314210,1,1.0000000000e-13
87314262,1,1.0000000000e-13
87314268,1,1.0000000000e-13
87314273,1,1.0000000000e-13
87314280,1,1.0000000000e-13
87314282,1,1.0000000000e-13
87314286,1,1.0000000000e-13
87314289,1,1.0000000000e-13
87314290,1,1.0000000000e-13
87314310,1,1.0000000000e-13
87314317,1,1.0000000000e-13
87314324,1,1.0000000000e-13
87314327,1,1.0000000000e-13
87314338,1,1.0000000000e-13
87314351,1,1.0000000000e-13
87314369,1,1.0000000000e-13
87314383,2,2.0000000000e-13
87314403,1,1.0000000000e-13
87314409,1,1.0000000000e-13
87314424,1,1.0000000000e-13
87314430,1,1.0000000000e-13
87314446,1,1.0000000000e-13
87314447,1,1.0000000000e-13
87314454,1,1.0000000000e-13
87314459,1,1.0000000000e-13
87314470,1,1.0000000000e-13
87314526,1,1.0000000000e-13
87314541,1,1.0000000000e-13
87314543,1,1.0000000000e-13
87314546,1,1.0000000000e-13
87314566,1,1.0000000000e-13
87314577,1,1.0000000000e-13
87314595,1,1.0000000000e-13
87314598,1,1.0000000000e-13
87314616,1,1.0000000000e-13
87314618,1,1.0000000000e-13
87314626,1,1.0000000000e-13
87314647,1,1.0000000000e-13
87314651,1,1.0000000000e-13
87314666,1,1.0000000000e-13
87314667,1,1.0000000000e-13
87314694,1,1.0000000000e-13
87314697,1,1.0000000000e-13
87314706,1,1.0000000000e-13
87314711,1,1.0000000000e-13
87314722,1,1.0000000000e-13
87314752,2,2.0000000000e-13
87314755,1,1.0000000000e-13
87314756,1,1.0000000000e-13
87314779,1,1.0000000000e-13
87314790,2,2.0000000000e-13
87314792,1,1.0000000000e-13
87314797,1,1.0000000000e-13
87314801,1,1.0000000000e-13
87314825,1,1.0000000000e-13
87314827,1,1.0000000000e-13
87314852,1,1.0000000000e-13
87314898,1,1.0000000000e-13
87314905,1,1.0000000000e-13
87314923,1,1.0000000000e-13
87314932,1,1.0000000000e-13
87314934,1,1.0000000000e-13
87314938,1,1.0000000000e-13
87314947,1,1.0000000000e-13
87314948,1,1.0000000000e-13
87314951,1,1.0000000000e-13
87314959,1,1.0000000000e-13
87314977,1,1.0000000000e-13
87314989,1,1.0000000000e-13
87315017,1,1.0000000000e-13
87315041,1,1.0000000000e-13
87315047,1,1.0000000000e-13
87315053,1,1.0000000000e-13
87315056,2,2.0000000000e-13
87315066,1,1.0000000000e-13
87315073,1,1.0000000000e-13
87315076,1,1.0000000000e-13
87315081,1,1.0000000000e-13
87315084,1,1.0000000000e-13
87315087,1,1.0000000000e-13
87315096,1,1.0000000000e-13
87315100,1,1.0000000000e-13
87315102,1,1.0000000000e-13
87315105,1,1.0000000000e-13
87315107,1,1.0000000000e-13
87315127,1,1.0000000000e-13
87315133,1,1.0000000000e-13
87315142,1,1.0000000000e-13
87315159,1,1.0000000000e-13
87315164,1,1.0000000000e-13
87315171,1,1.0000000000e-13
87315180,1,1.0000000000e-13
87315181,1,1.0000000000e-13
87315184,1,1.0000000000e-13
87315192,1,1.0000000000e-13
87315202,1,1.0000000000e-13
87315205,1,1.0000000000e-13
87315207,1,1.0000000000e-13
87315213,1,1.0000000000e-13
87315217,1,1.0000000000e-13
87315222,1,1.0000000000e-13
87315224,1,1.0000000000e-13
87315228,1,1.0000000000e-13
87315233,1,1.0000000000e-13
87315234,1,1.0000000000e-13
87315275,1,1.0000000000e-13
87315277,1,1.0000000000e-13
87315297,1,1.0000000000e-13
87315344,1,1.0000000000e-13
87315345,1,1.0000000000e-13
87315378,1,1.0000000000e-13
87315379,1,1.0000000000e-13
87315380,1,1.0000000000e-13
87315390,1,1.0000000000e-13
87315392,1,1.0000000000e-13
87315400,1,1.0000000000e-13
87315423,1,1.0000000000e-13
87315438,1,1.0000000000e-13
87315439,1,1.0000000000e-13
87315444,1,1.0000000000e-13
87315463,1,1.0000000000e-13
87315469,1,1.0000000000e-13
87315470,1,1.0000000000e-13
87315484,1,1.0000000000e-13
87315496,1,1.0000000000e-13
87315523,1,1.0000000000e-13
87315529,1,1.0000000000e-13
87315530,1,1.0000000000e-13
87315531,2,2.0000000000e-13
87315534,1,1.0000000000e-13
87315555,1,1.0000000000e-13
87315559,1,1.0000000000e-13
87315565,1,1.0000000000e-13
87315566,1,1.0000000000e-13
87315568,1,1.0000000000e-13
87315571,3,3.0000000000e-13
87315582,1,1.0000000000e-13
87315588,1,1.0000000000e-13
87315597,1,1.0000000000e-13
87315614,1,1.0000000000e-13
87315626,1,1.0000000000e-13
87315628,1,1.0000000000e-13
87315630,1,1.0000000000e-13
87315631,1,1.0000000000e-13
87315638,1,1.0000000000e-13
87315646,1,1.0000000000e-13
87315651,1,1.0000000000e-13
87315654,1,1.0000000000e-13
87315659,1,1.0000000000e-13
87315662,1,1.0000000000e-13
87315670,1,1.0000000000e-13
87315672,1,1.0000000000e-13
87315676,2,2.0000000000e-13
87315677,1,1.0000000000e-13
87315678,1,1.0000000000e-13
87315685,1,1.0000000000e-13
87315688,1,1.0000000000e-13
87315699,1,1.0000000000e-13
87315701,1,1.0000000000e-13
87315702,1,1.0000000000e-13
87315704,1,1.0000000000e-13
87315762,1,1.0000000000e-13
87315764,1,1.0000000000e-13
87315768,1,1.0000000000e-13
87315775,1,1.0000000000e-13
87315794,1,1.0000000000e-13
87315816,1,1.0000000000e-13
87315819,2,2.0000000000e-13
87315829,1,1.0000000000e-13
87315831,1,1.0000000000e-13
87315834,1,1.0000000000e-13
87315846,1,1.0000000000e-13
87315847,1,1.0000000000e-13
87315850,1,1.0000000000e-13
87315853,1,1.0000000000e-13
87315874,1,1.0000000000e-13
87315881,1,1.0000000000e-13
87315882,1,1.0000000000e-13
87315902,1,1.0000000000e-13
87315908,1,1.0000000000e-13
87315915,1,1.0000000000e-13
87315919,1,1.0000000000e-13
87315920,1,1.0000000000e-13
87315921,1,1.0000000000e-13
87315940,1,1.0000000000e-13
87315946,1,1.0000000000e-13
87315948,1,1.0000000000e-13
87315963,1,1.0000000000e-13
87315970,1,1.0000000000e-13
87315974,1,1.0000000000e-13
87315977,1,1.0000000000e-13
87315980,1,1.0000000000e-13
87315983,1,1.0000000000e-13
87315990,1,1.0000000000e-13
87315994,1,1.0000000000e-13
87316020,1,1.0000000000e-13
87316024,1,1.0000000000e-13
87316027,1,1.0000000000e-13
87316032,1,1.0000000000e-13
87316036,1,1.0000000000e-13
87316037,1,1.0000000000e-13
87316044,1,1.0000000000e-13
87316067,1,1.0000000000e-13
87316081,1,1.0000000000e-13
87316092,1,1.0000000000e-13
87316096,1,1.0000000000e-13
87316101,1,1.0000000000e-13
87316107,1,1.0000000000e-13
87316109,1,1.0000000000e-13
87316115,1,1.0000000000e-13
87316120,1,1.0000000000e-13
87316128,1,1.0000000000e-13
87316133,1,1.0000000000e-13
87316134,1,1.0000000000e-13
87316139,1,1.0000000000e-13
87316147,1,1.0000000000e-13
87316159,1,1.0000000000e-13
87316162,1,1.0000000000e-13
87316172,1,1.0000000000e-13
87316173,1,1.0000000000e-13
87316178,1,1.0000000000e-13
87316182,3,3.0000000000e-13
87316185,1,1.0000000000e-13
87316199,1,1.0000000000e-13
87316213,1,1.0000000000e-13
87316226,2,2.0000000000e-13
87316227,1,1.0000000000e-13
87316228,2,2.0000000000e-13
87316242,1,1.0000000000e-13
87316256,1,1.0000000000e-13
87316265,1,1.0000000000e-13
87316267,1,1.0000000000e-13
87316273,1,1.0000000000e-13
87316278,1,1.0000000000e-13
87316287,1,1.0000000000e-13
87316294,1,1.0000000000e-13
87316302,1,1.0000000000e-13
87316312,2,2.0000000000e-13
87316313,1,1.0000000000e-13
87316321,2,2.0000000000e-13
87316326,1,1.0000000000e-13
87316332,1,1.0000000000e-13
87316336,1,1.0000000000e-13
87316339,1,1.0000000000e-13
87316340,1,1.0000000000e-13
87316344,1,1.0000000000e-13
87316347,2,2.0000000000e-13
87316349,1,1.0000000000e-13
87316353,1,1.0000000000e-13
87316356,1,1.0000000000e-13
87316360,1,1.0000000000e-13
87316361,1,1.0000000000e-13
87316375,1,1.0000000000e-13
87316382,1,1.0000000000e-13
87316384,1,1.0000000000e-13
87316398,1,1.0000000000e-13
87316419,1,1.0000000000e-13
87316420,1,1.0000000000e-13
87316436,1,1.0000000000e-13
87316437,2,2.0000000000e-13
87316440,1,1.0000000000e-13
87316447,1,1.0000000000e-13
87316451,1,1.0000000000e-13
87316453,1,1.0000000000e-13
87316461,1,1.0000000000e-13
87316471,1,1.0000000000e-13
87316480,1,1.0000000000e-13
87316481,2,2.0000000000e-13
87316483,1,1.0000000000e-13
87316488,1,1.0000000000e-13
87316492,2,2.0000000000e-13
87316511,1,1.0000000000e-13
87316521,2,2.0000000000e-13
87316523,1,1.0000000000e-13
87316524,2,2.0000000000e-13
87316535,1,1.0000000000e-13
87316540,1,1.0000000000e-13
87316541,2,2.0000000000e-13
87316547,1,1.0000000000e-13
87316564,2,2.0000000000e-13
87316567,1,1.0000000000e-13
87316569,1,1.0000000000e-13
87316584,1,1.0000000000e-13
87316592,1,1.0000000000e-13
87316599,1,1.0000000000e-13
87316606,1,1.0000000000e-13
87316607,1,1.0000000000e-13
87316618,1,1.0000000000e-13
87316619,1,1.0000000000e-13
87316624,1,1.0000000000e-13
87316642,2,2.0000000000e-13
87316649,1,1.0000000000e-13
87316652,1,1.0000000000e-13
87316660,1,1.0000000000e-13
87316676,1,1.0000000000e-13
87316698,1,1.0000000000e-13
87316709,1,1.0000000000e-13
87316719,1,1.0000000000e-13
87316724,1,1.0000000000e-13
87316726,2,2.0000000000e-13
87316728,1,1.0000000000e-13
87316729,1,1.0000000000e-13
87316731,1,1.0000000000e-13
87316737,1,1.0000000000e-13
87316742,1,1.0000000000e-13
87316753,1,1.0000000000e-13
87316755,1,1.0000000000e-13
87316759,1,1.0000000000e-13
87316761,1,1.0000000000e-13
87316767,1,1.0000000000e-13
87316770,1,1.0000000000e-13
87316771,1,1.0000000000e-13
87316778,1,1.0000000000e-13
87316779,1,1.0000000000e-13
87316784,1,1.0000000000e-13
87316789,1,1.0000000000e-13
87316790,1,1.0000000000e-13
87316796,1,1.0000000000e-13
87316799,1,1.0000000000e-13
87316805,1,1.0000000000e-13
87316807,1,1.0000000000e-13
87316816,1,1.0000000000e-13
87316825,1,1.0000000000e-13
87316832,1,1.0000000000e-13
87316837,1,1.0000000000e-13
87316839,1,1.0000000000e-13
87316842,1,1.0000000000e-13
87316852,1,1.0000000000e-13
87316854,1,1.0000000000e-13
87316855,1,1.0000000000e-13
87316859,1,1.0000000000e-13
87316860,1,1.0000000000e-13
87316862,1,1.0000000000e-13
87316874,1,1.0000000000e-13
87316879,1,1.0000000000e-13
87316880,1,1.0000000000e-13
87316886,2,2.0000000000e-13
87316897,1,1.0000000000e-13
87316898,1,1.0000000000e-13
87316899,1,1.0000000000e-13
87316900,1,1.0000000000e-13
87316902,1,1.0000000000e-13
87316906,1,1.0000000000e-13
87316907,1,1.0000000000e-13
87316909,1,1.0000000000e-13
87316911,1,1.0000000000e-13
87316913,1,1.0000000000e-13
87316919,1,1.0000000000e-13
87316921,1,1.0000000000e-13
87316924,1,1.0000000000e-13
87316932,1,1.0000000000e-13
87316939,1,1.0000000000e-13
87316941,1,1.0000000000e-13
87316942,1,1.0000000000e-13
87316943,1,1.0000000000e-13
87316944,1,1.0000000000e-13
87316945,1,1.0000000000e-13
87316946,1,1.0000000000e-13
87316947,1,1.0000000000e-13
87316950,1,1.0000000000e-13
87316956,1,1.0000000000e-13
87316958,1,1.0000000000e-13
87316973,2,2.0000000000e-13
87316981,1,1.0000000000e-13
87316985,1,1.0000000000e-13
87316991,1,1.0000000000e-13
87316992,1,1.0000000000e-13
87316997,1,1.0000000000e-13
87317001,1,1.0000000000e-13
87317005,1,1.0000000000e-13
87317007,1,1.0000000000e-13
87317009,1,1.0000000000e-13
87317010,1,1.0000000000e-13
87317011,1,1.0000000000e-13
87317018,1,1.0000000000e-13
87317023,1,1.0000000000e-13
87317024,1,1.0000000000e-13
87317027,1,1.0000000000e-13
87317030,1,1.0000000000e-13
87317034,2,2.0000000000e-13
87317035,1,1.0000000000e-13
87317036,1,1.0000000000e-13
87317045,1,1.0000000000e-13
87317050,1,1.0000000000e-13
87317053,1,1.0000000000e-13
87317057,1,1.0000000000e-13
87317059,1,1.0000000000e-13
87317062,1,1.0000000000e-13
87317076,1,1.0000000000e-13
87317078,2,2.0000000000e-13
87317081,1,1.0000000000e-13
87317082,1,1.0000000000e-13
87317094,1,1.0000000000e-13
87317095,1,1.0000000000e-13
87317111,1,1.0000000000e-13
87317114,1,1.0000000000e-13
87317115,1,1.0000000000e-13
87317116,1,1.0000000000e-13
87317120,1,1.0000000000e-13
87317127,1,1.0000000000e-13
87317133,1,1.0000000000e-13
87317139,1,1.0000000000e-13
87317143,1,1.0000000000e-13
87317148,1,1.0000000000e-13
87317151,1,1.0000000000e-13
87317159,2,2.0000000000e-13
87317163,1,1.0000000000e-13
87317165,1,1.0000000000e-13
87317178,1,1.0000000000e-13
87317181,1,1.0000000000e-13
87317183,1,1.0000000000e-13
87317184,1,1.0000000000e-13
87317187,1,1.0000000000e-13
87317206,1,1.0000000000e-13
87317213,2,2.0000000000e-13
87317217,2,2.0000000000e-13
87317218,1,1.0000000000e-13
87317219,1,1.0000000000e-13
87317221,1,1.0000000000e-13
87317224,1,1.0000000000e-13
87317227,1,1.0000000000e-13
87317233,1,1.0000000000e-13
87317244,2,2.0000000000e-13
87317247,1,1.0000000000e-13
87317252,3,3.0000000000e-13
87317253,1,1.0000000000e-13
87317259,1,1.0000000000e-13
87317260,1,1.0000000000e-13
87317264,1,1.0000000000e-13
87317283,1,1.0000000000e-13
87317292,1,1.0000000000e-13
87317301,1,1.0000000000e-13
87317304,1,1.0000000000e-13
87317311,1,1.0000000000e-13
87317313,1,1.0000000000e-13
87317316,1,1.0000000000e-13
87317317,1,1.0000000000e-13
87317325,1,1.0000000000e-13
87317330,1,1.0000000000e-13
87317332,2,2.0000000000e-13
87317335,2,2.0000000000e-13
87317336,1,1.0000000000e-13
87317340,1,1.0000000000e-13
87317343,2,2.0000000000e-13
87317346,1,1.0000000000e-13
87317348,1,1.0000000000e-13
87317350,1,1.0000000000e-13
87317356,1,1.0000000000e-13
87317358,1,1.0000000000e-13
87317363,1,1.0000000000e-13
87317368,1,1.0000000000e-13
87317369,2,2.0000000000e-13
87317371,1,1.0000000000e-13
87317378,2,2.0000000000e-13
87317379,1,1.0000000000e-13
87317383,1,1.0000000000e-13
87317401,1,1.0000000000e-13
87317411,1,1.0000000000e-13
87317417,2,2.0000000000e-13
87317422,1,1.0000000000e-13
87317431,1,1.0000000000e-13
87317441,1,1.0000000000e-13
87317447,1,1.0000000000e-13
87317453,1,1.0000000000e-13
87317461,1,1.0000000000e-13
87317466,1,1.0000000000e-13
87317468,1,1.0000000000e-13
87317474,1,1.0000000000e-13
87317483,2,2.0000000000e-13
87317492,2,2.0000000000e-13
87317498,1,1.0000000000e-13
87317499,1,1.0000000000e-13
87317502,1,1.0000000000e-13
87317504,1,1.0000000000e-13
87317507,1,1.0000000000e-13
87317519,1,1.0000000000e-13
87317520,1,1.0000000000e-13
87317524,1,1.0000000000e-13
87317525,1,1.0000000000e-13
87317527,1,1.0000000000e-13
87317528,1,1.0000000000e-13
87317531,1,1.0000000000e-13
87317544,1,1.0000000000e-13
87317546,1,1.0000000000e-13
87317548,1,1.0000000000e-13
87317550,1,1.0000000000e-13
87317551,1,1.0000000000e-13
87317554,1,1.0000000000e-13
87317559,1,1.0000000000e-13
87317567,1,1.0000000000e-13
87317571,1,1.0000000000e-13
87317572,1,1.0000000000e-13
87317580,1,1.0000000000e-13
