sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*
0, 1383654, 283790, 271205, 231776, 244033, 176425, 176425
1, 1383358, 271827, 279604, 240059, 232504, 179682, 179682
2, 1381558, 278645, 278047, 238285, 239181, 173700, 173700
3, 1382380, 280228, 276423, 236948, 240281, 174250, 174250
4, 1381608, 278353, 276936, 237617, 238636, 175033, 175033
5, 1380607, 277865, 278908, 238870, 238114, 173425, 173425
6, 1381212, 284094, 274728, 235156, 243896, 171669, 171669
7, 1383461, 278453, 279690, 239772, 238634, 173456, 173456
8, 1385768, 277261, 279814, 240331, 237630, 175366, 175366
9, 1380298, 271846, 283251, 243596, 232023, 174791, 174791
10, 1385549, 280473, 277176, 237622, 241034, 174622, 174622
11, 1378628, 274195, 279218, 239514, 234495, 175603, 175603
12, 1381530, 282863, 275388, 235976, 243103, 172100, 172100
13, 1382755, 274285, 281338, 241996, 234906, 175115, 175115
14, 1381191, 279088, 280507, 240703, 238879, 171007, 171007
15, 1381228, 281562, 272403, 232983, 241292, 176494, 176494
16, 1387406, 275075, 284341, 244745, 236661, 173292, 173292
17, 1384909, 278911, 279211, 239725, 239566, 173748, 173748
18, 1383896, 276129, 278757, 239177, 236591, 176621, 176621
19, 1380509, 285668, 271341, 232348, 245820, 172666, 172666
20, 1382344, 271450, 284378, 244178, 232312, 175013, 175013
21, 1382437, 282235, 275509, 235875, 242920, 172949, 172949
22, 1381049, 280342, 275696, 236012, 240509, 174245, 174245
23, 1384457, 280904, 275220, 236068, 241233, 175516, 175516
24, 1383180, 275248, 281790, 241787, 235769, 174293, 174293
25, 1384894, 278886, 280595, 241162, 239681, 172285, 172285
26, 1385235, 273533, 280356, 240586, 234556, 178102, 178102
27, 1381635, 276762, 278688, 239065, 236930, 175095, 175095
28, 1383106, 279165, 278461, 238903, 239507, 173535, 173535
29, 1385057, 277072, 282212, 242886, 237335, 172776, 172776
30, 1378834, 272663, 282684, 242468, 233197, 173911, 173911
31, 1382311, 277393, 277848, 238459, 237551, 175530, 175530
32, 1381742, 275506, 279363, 239540, 236053, 175640, 175640
33, 1381108, 276849, 276738, 236989, 237114, 176709, 176709
34, 1386058, 280508, 278400, 239313, 240681, 173578, 173578
35, 1386908, 274186, 285856, 245936, 234942, 172994, 172994
36, 1383924, 276467, 279442, 239797, 237052, 175583, 175583
37, 1381213, 280447, 277628, 237921, 240611, 172303, 172303
38, 1382443, 279343, 275011, 235647, 239232, 176605, 176605
39, 1379371, 276552, 278497, 238997, 236795, 174265, 174265
40, 1384378, 279932, 276255, 236591, 240514, 175543, 175543
41, 1383520, 278277, 280562, 241013, 238688, 172490, 172490
42, 1384054, 277482, 279104, 239354, 238154, 174980, 174980
43, 1381009, 277687, 277044, 237165, 238153, 175480, 175480
44, 1386221, 280568, 275330, 235902, 240779, 176821, 176821
45, 1385436, 285799, 272811, 233570, 245918, 173669, 173669
46, 1381200, 275564, 281467, 241605, 236006, 173279, 173279
47, 1384185, 275674, 278468, 238863, 236590, 177295, 177295
48, 1385870, 280799, 276194, 237062, 241413, 175201, 175201
49, 1384262, 274860, 282570, 242624, 235496, 174356, 174356
50, 1384685, 278553, 278868, 239409, 238709, 174573, 174573
51, 1380302, 276902, 276441, 236574, 236981, 176702, 176702
52, 1384016, 276165, 278432, 239008, 237045, 176683, 176683
53, 1388056, 275056, 283058, 243626, 235958, 175179, 175179
54, 1384572, 279685, 277059, 237644, 240022, 175081, 175081
55, 1382635, 279161, 279077, 239770, 239309, 172659, 172659
56, 1380120, 277781, 278228, 238429, 237882, 173900, 173900
57, 1383547, 279207, 278718, 238857, 239921, 173422, 173422
58, 1383532, 278077, 275275, 236096, 238634, 177725, 177725
59, 1382100, 278637, 278985, 239001, 239107, 173185, 173185
60, 1387378, 279150, 280506, 240902, 239856, 173482, 173482
61, 1384969, 275285, 284103, 244294, 236183, 172552, 172552
62, 1384001, 279873, 277919, 238409, 240390, 173705, 173705
63, 1382868, 274745, 282580, 242865, 235410, 173634, 173634
64, 1386433, 275950, 280336, 240445, 236452, 176625, 176625
65, 1383716, 278123, 278227, 238495, 238739, 175066, 175066
66, 1383342, 277047, 279898, 240388, 237077, 174466, 174466
