sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC, size_A_determined, size_B_determined, seed
15, 3340532, 693307, 699569, 642840, 635982, 334417, 334417, 1276684,1292722,2622983048
1, 3333770, 685225, 700123, 642778, 628566, 338539, 338539, 1257618,1292703,356076180
11, 3336972, 698185, 689772, 633420, 641119, 337238, 337238, 1288659,1270849,3010319278
7, 3336581, 686876, 701044, 644169, 630052, 337220, 337220, 1265654,1295308,272012680
3, 3328989, 687586, 697162, 639036, 630235, 337485, 337485, 1264317,1285795,2558360524
10, 3327082, 695795, 689895, 632818, 639136, 334719, 334719, 1279060,1268989,1154982260
2, 3330461, 689131, 693749, 635167, 632068, 340173, 340173, 1265982,1274382,2239184612
14, 3343578, 694688, 694041, 637684, 638227, 339469, 339469, 1276252,1279683,3705835092
0, 3334830, 701052, 690033, 632881, 643132, 333866, 333866, 1292363,1269135,1563504002
4, 3337927, 683166, 705429, 647767, 626449, 337558, 337558, 1256880,1302575,563986025
16, 3331887, 689576, 695367, 639118, 632936, 337445, 337445, 1266302,1282812,221572492
18, 3337123, 685037, 698240, 641302, 628452, 342046, 342046, 1259865,1288730,2762385751
19, 3336444, 677292, 711081, 653967, 620154, 336975, 336975, 1247169,1317549,4287964958
21, 3327332, 682295, 701974, 644377, 624914, 336886, 336886, 1252155,1295756,4111033621
22, 3334245, 694432, 685295, 629271, 636933, 344157, 344157, 1276590,1264097,395367898
24, 3334652, 722315, 665910, 610067, 663886, 336237, 336237, 1336530,1221857,2709624298
23, 3337829, 683788, 706808, 648597, 626610, 336013, 336013, 1252059,1304180,3552317200
25, 3336655, 685469, 704673, 647415, 628876, 335111, 335111, 1258142,1301997,75487491
26, 3338711, 683563, 703479, 646018, 626939, 339356, 339356, 1256729,1297237,3193065613
28, 3332588, 683004, 699701, 642352, 625703, 340914, 340914, 1254755,1288962,1390437207
29, 3331636, 701727, 681379, 624346, 643718, 340233, 340233, 1292923,1250266,3019577960
31, 3340292, 706881, 682090, 625537, 649568, 338108, 338108, 1305211,1249144,2274984207
30, 3337373, 689119, 699880, 642681, 631919, 336887, 336887, 1266193,1292438,1300461151
33, 3331199, 705291, 678480, 622756, 646930, 338871, 338871, 1301279,1247745,3871655148
34, 3340993, 682005, 704318, 647357, 625253, 341030, 341030, 1255904,1301992,1715076258
35, 3330357, 707704, 671427, 614906, 649400, 343460, 343460, 1310833,1226822,1991927366
36, 3332535, 698169, 692578, 634711, 640717, 333180, 333180, 1286388,1271443,1226615059
38, 3331806, 698591, 689674, 632884, 640653, 335002, 335002, 1286970,1268729,1800066196
37, 3335465, 689801, 696078, 638202, 633096, 339144, 339144, 1270733,1283908,3413793331
41, 3333304, 683383, 700132, 642331, 626476, 340491, 340491, 1255992,1285160,15948880
42, 3335216, 705498, 678401, 623204, 646593, 340760, 340760, 1300005,1244519,1142794452
44, 3339002, 711338, 678071, 621938, 653261, 337197, 337197, 1313672,1241897,2036507469
43, 3335939, 687562, 697822, 640185, 631086, 339642, 339642, 1262768,1284804,2327917303
9, 3327126, 683998, 699662, 642221, 626969, 337138, 337138, 1254695,1290218,2961479041
5, 3330763, 681083, 698700, 640866, 624542, 342786, 342786, 1250427,1287491,3814696292
45, 3340768, 681176, 708367, 651654, 625141, 337215, 337215, 1248467,1313662,3512250157
8, 3325480, 685878, 697823, 640480, 628077, 336611, 336611, 1261894,1282298,851355832
13, 3334041, 694272, 689912, 633131, 636970, 339878, 339878, 1279371,1268161,576666864
6, 3333362, 693760, 690630, 633412, 636178, 339691, 339691, 1274675,1272333,508909597
12, 3330695, 680089, 703646, 645756, 623198, 339003, 339003, 1244578,1299256,2927219598
48, 3337480, 684847, 698125, 641025, 627567, 342958, 342958, 1258494,1287011,1862831393
47, 3332722, 672276, 708837, 651568, 616899, 341571, 341571, 1233188,1310837,3450377052
17, 3338522, 710999, 674185, 617991, 653675, 340836, 340836, 1316394,1231441,46008180
49, 3341339, 717682, 666808, 610878, 659993, 342989, 342989, 1327877,1219578,1355612302
20, 3328320, 695755, 684511, 628028, 638008, 341009, 341009, 1282069,1259274,1210734462
52, 3329112, 684530, 702630, 644147, 627953, 334926, 334926, 1259483,1293160,668141499
54, 3334501, 689459, 693957, 637670, 631963, 340726, 340726, 1268054,1276920,1778125948
55, 3337525, 709122, 677734, 621776, 651071, 338911, 338911, 1307878,1243231,2392410364
57, 3337312, 702643, 680661, 623933, 645125, 342475, 342475, 1298866,1249930,3165285509
59, 3325208, 698990, 684370, 627175, 640855, 336909, 336909, 1286519,1258340,3050600638
27, 3334131, 703529, 679005, 622500, 645717, 341690, 341690, 1298768,1246721,3218181594
60, 3333659, 684733, 698550, 640842, 627788, 340873, 340873, 1257523,1286930,20366762
61, 3332932, 688097, 692668, 635337, 630818, 343006, 343006, 1266387,1277358,3984570716
62, 3341044, 702739, 686275, 630339, 645693, 337999, 337999, 1301912,1261421,1740669894
63, 3330733, 687813, 687205, 630123, 631458, 347067, 347067, 1265838,1265163,1033999616
64, 3337004, 682605, 703402, 646067, 625946, 339492, 339492, 1257248,1299640,1685749682
32, 3331603, 704637, 679861, 623599, 647130, 338188, 338188, 1297785,1245783,62863804
65, 3338731, 692614, 696617, 638776, 635924, 337400, 337400, 1273474,1286228,4000258230
66, 3330170, 692875, 682348, 625371, 634842, 347367, 347367, 1275221,1253481,1242894310
67, 3334152, 681017, 697012, 640016, 624019, 346044, 346044, 1249049,1283038,404800425
68, 3343497, 705661, 689759, 633123, 648188, 333383, 333383, 1299282,1271967,1704285394
39, 3336223, 685722, 701989, 643973, 629211, 337664, 337664, 1263776,1295856,3720440385
72, 3334291, 697521, 682574, 625730, 639894, 344286, 344286, 1285572,1250562,3097438719
40, 3329605, 693090, 679942, 623117, 635002, 349227, 349227, 1273450,1245028,1348566437
73, 3328087, 697207, 693251, 635495, 639712, 331211, 331211, 1286251,1276639,1757460317
74, 3333733, 686721, 700316, 643393, 630687, 336308, 336308, 1261664,1293688,3627633545
76, 3331866, 689935, 692907, 636687, 632515, 339911, 339911, 1267667,1273628,3404570157
77, 3328281, 721168, 661179, 605939, 662571, 338712, 338712, 1332952,1208324,2682368255
78, 3332512, 703600, 685664, 628106, 647212, 333965, 333965, 1300704,1262194,3596037117
46, 3333696, 701415, 686672, 629425, 643622, 336281, 336281, 1292132,1260550,602971904
79, 3331065, 701372, 680042, 623739, 643282, 341315, 341315, 1291461,1246929,1089651390
80, 3333944, 702031, 684708, 627941, 644656, 337304, 337304, 1296344,1254298,3626736881
81, 3331187, 674564, 706833, 649658, 619098, 340517, 340517, 1235632,1306227,3067701859
83, 3334987, 702779, 680513, 624644, 644923, 341064, 341064, 1294379,1249692,2138987921
