sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*
0, 1992170, 432389, 434379, 426424, 424634, 137172, 137172
1, 1991924, 447900, 422673, 414866, 439959, 133263, 133263
2, 1994502, 426844, 446558, 438614, 419118, 131684, 131684
3, 1993432, 408806, 449516, 441717, 401395, 145999, 145999
4, 1992100, 428867, 426741, 418869, 420843, 148390, 148390
5, 1990884, 419724, 445057, 437114, 411855, 138567, 138567
6, 1993828, 469663, 394788, 387207, 461716, 140227, 140227
7, 1989162, 453596, 401223, 393239, 445362, 147871, 147871
8, 1991872, 404549, 447855, 439980, 396622, 151433, 151433
9, 1992069, 442467, 415133, 407466, 434523, 146240, 146240
10, 1990919, 427825, 440137, 432073, 420320, 135282, 135282
11, 1991501, 425832, 440214, 432256, 417697, 137751, 137751
12, 1994434, 448359, 413966, 406369, 440428, 142656, 142656
13, 1991469, 410476, 433695, 425731, 402539, 159514, 159514
14, 1991462, 410862, 448963, 440986, 403143, 143754, 143754
15, 1991299, 423242, 437814, 429698, 415467, 142539, 142539
16, 1996773, 394250, 471992, 464053, 386792, 139843, 139843
17, 1993568, 449494, 405001, 397204, 441521, 150174, 150174
18, 1991499, 428066, 418471, 410724, 420466, 156886, 156886
19, 1993568, 448737, 415281, 407631, 440721, 140599, 140599
20, 1994396, 415330, 453001, 445289, 407724, 136526, 136526
21, 1989060, 417885, 438668, 430729, 409974, 145902, 145902
22, 1991426, 439681, 424671, 416742, 431704, 139314, 139314
23, 1989566, 412870, 448812, 440890, 404886, 141054, 141054
24, 1988382, 429154, 420138, 412314, 421362, 152707, 152707
25, 1989766, 421800, 431483, 423598, 413655, 149615, 149615
26, 1989592, 440129, 424859, 417058, 432004, 137771, 137771
27, 1988444, 441618, 423397, 415324, 433593, 137256, 137256
28, 1989867, 442760, 415547, 407825, 434689, 144523, 144523
29, 1996956, 419909, 444465, 436782, 412234, 141783, 141783
30, 1993113, 412893, 454299, 446062, 405091, 137384, 137384
31, 1991288, 415781, 449706, 441918, 407877, 138003, 138003
32, 1994218, 376892, 484722, 476453, 369477, 143337, 143337
33, 1992565, 434332, 425421, 417448, 426448, 144458, 144458
34, 1992269, 440982, 413982, 405874, 433097, 149167, 149167
35, 1993065, 432735, 431942, 424055, 424859, 139737, 139737
36, 1992963, 407777, 451502, 443471, 400147, 145033, 145033
37, 1991856, 417668, 444772, 436811, 410003, 141301, 141301
38, 1991651, 463846, 392827, 385317, 456025, 146818, 146818
39, 1989686, 375659, 479009, 471009, 367933, 148038, 148038
40, 1990546, 422278, 428018, 420360, 414558, 152666, 152666
41, 1993678, 457555, 402352, 394773, 449482, 144758, 144758
42, 1991357, 422105, 429803, 422348, 414241, 151430, 151430
43, 1991709, 451428, 412142, 404300, 443333, 140253, 140253
44, 1991932, 425177, 430791, 423039, 417143, 147891, 147891
45, 1994952, 428862, 428565, 421081, 420964, 147740, 147740
46, 1994048, 398302, 464432, 456532, 390808, 141987, 141987
47, 1990146, 451991, 397179, 389163, 443953, 153930, 153930
48, 1994562, 426592, 436550, 428995, 418951, 141737, 141737
49, 1993847, 438109, 406282, 398667, 430363, 160213, 160213
50, 1991393, 426714, 430136, 422354, 419081, 146554, 146554
51, 1993953, 426092, 438308, 430800, 418135, 140309, 140309
52, 1992934, 417980, 440151, 432385, 410290, 146064, 146064
53, 1995462, 440484, 421297, 413885, 432654, 143571, 143571
54, 1990124, 459727, 394649, 386998, 451306, 148722, 148722
55, 1995745, 413180, 453992, 446043, 405314, 138608, 138608
56, 1992074, 416776, 440556, 432961, 409051, 146365, 146365
57, 1993597, 407955, 452303, 444413, 400300, 144313, 144313
58, 1993076, 395584, 457478, 449790, 387830, 151197, 151197
59, 1991769, 409513, 447786, 439832, 401910, 146364, 146364
60, 1991003, 424459, 428807, 420795, 416578, 150182, 150182
61, 1991077, 466245, 395842, 388248, 457936, 141403, 141403
62, 1992996, 461156, 391789, 384280, 453205, 151283, 151283
63, 1994189, 439471, 413325, 405931, 432030, 151716, 151716
64, 1992666, 401161, 454901, 446893, 393891, 147910, 147910
65, 1991341, 429229, 417240, 409523, 421437, 156956, 156956
66, 1995550, 460062, 399209, 391786, 452415, 146039, 146039
67, 1995074, 447728, 413161, 405463, 439956, 144383, 144383
68, 1990366, 486472, 375305, 367726, 478207, 141328, 141328
69, 1998292, 445161, 418435, 410884, 437300, 143256, 143256
70, 1993179, 450834, 404479, 396867, 442911, 149044, 149044
71, 1994760, 470095, 379899, 372506, 462074, 155093, 155093
72, 1993662, 457798, 407418, 399801, 449939, 139353, 139353
73, 1993135, 409313, 445349, 437449, 401948, 149538, 149538
74, 1994434, 404319, 456157, 448288, 396674, 144498, 144498
75, 1992560, 440684, 416009, 408063, 432640, 147582, 147582
76, 1995257, 453393, 403388, 395772, 445532, 148586, 148586
77, 1991964, 390218, 452906, 444935, 382657, 160624, 160624
78, 1991128, 468616, 391118, 383041, 460495, 143929, 143929
79, 1992691, 466896, 399324, 391622, 458911, 137969, 137969
80, 1992878, 426030, 436333, 428468, 418051, 141998, 141998
81, 1992842, 384774, 465867, 457712, 377233, 153628, 153628
82, 1994115, 414653, 443312, 435742, 406986, 146711, 146711
83, 1993517, 465462, 401308, 393764, 457667, 137658, 137658
84, 1991737, 415282, 444462, 436222, 407499, 144136, 144136
85, 1991524, 455755, 412763, 404786, 448072, 135074, 135074
86, 1991532, 443587, 425595, 417718, 435384, 134624, 134624
87, 1992141, 445039, 411452, 403903, 437033, 147357, 147357
88, 1991602, 396573, 460139, 452192, 388722, 146988, 146988
89, 1992624, 420980, 440769, 432774, 413217, 142442, 142442
90, 1991052, 432831, 424163, 416148, 425018, 146446, 146446
91, 1993440, 429653, 431235, 423455, 421867, 143615, 143615
92, 1993601, 432962, 421371, 413294, 425524, 150225, 150225
93, 1991505, 413146, 452095, 444279, 405419, 138283, 138283
94, 1992435, 432711, 433964, 426237, 424911, 137306, 137306
95, 1994652, 408241, 446232, 438428, 400387, 150682, 150682
96, 1991814, 448694, 426785, 418803, 440598, 128467, 128467
97, 1992419, 434352, 433381, 425322, 426364, 136500, 136500
98, 1988787, 431460, 419867, 411985, 423595, 150940, 150940
99, 1993969, 428118, 440286, 432470, 420415, 136340, 136340
100, 1991137, 472911, 381082, 373627, 464699, 149409, 149409
101, 1990034, 437168, 420170, 412640, 429122, 145467, 145467
102, 1993020, 430390, 429262, 421377, 422237, 144877, 144877
103, 1988218, 428707, 435779, 427583, 420669, 137740, 137740
104, 1990428, 418360, 435127, 427248, 410463, 149615, 149615
105, 1995109, 429743, 442556, 434749, 422153, 132954, 132954
106, 1991372, 434116, 434720, 426952, 426122, 134731, 134731
107, 1992088, 418051, 448145, 440296, 410122, 137737, 137737
108, 1988795, 453952, 393275, 385588, 445852, 155064, 155064
109, 1989580, 408903, 437867, 429887, 400975, 155974, 155974
110, 1995118, 482177, 375216, 367680, 474179, 147933, 147933
111, 1991067, 424311, 429271, 421502, 416431, 149776, 149776
112, 1991782, 454364, 404980, 397338, 446324, 144388, 144388
113, 1993698, 437219, 420063, 412335, 429417, 147332, 147332
114, 1992655, 409933, 446102, 438274, 402160, 148093, 148093
115, 1992819, 418531, 440402, 432435, 410513, 145469, 145469
116, 1995421, 424020, 444290, 436528, 416543, 137020, 137020
117, 1994278, 436549, 433365, 425924, 428760, 134840, 134840
118, 1994669, 416776, 440887, 433134, 409204, 147334, 147334
119, 1992070, 444119, 413422, 405915, 436072, 146271, 146271
120, 1990936, 407666, 462708, 454644, 399902, 133008, 133008
121, 1989870, 413165, 434664, 426854, 405457, 154865, 154865
122, 1995789, 465385, 408673, 401287, 457396, 131524, 131524
123, 1992064, 431409, 421780, 413991, 423510, 150687, 150687
124, 1991684, 423254, 424553, 416460, 415673, 155872, 155872
125, 1991144, 410506, 447858, 439880, 402416, 145242, 145242
126, 1994120, 407315, 451099, 443168, 399944, 146297, 146297
127, 1992319, 399083, 464469, 456296, 391269, 140601, 140601
128, 1992528, 433895, 431775, 423975, 426153, 138365, 138365
129, 1990369, 424738, 446711, 438712, 416886, 131661, 131661
130, 1990209, 396306, 461616, 453474, 388425, 145194, 145194
131, 1991238, 470995, 387251, 379575, 462715, 145351, 145351
132, 1992896, 433804, 420715, 413278, 426171, 149464, 149464
133, 1992403, 426404, 434367, 426522, 418542, 143284, 143284
134, 1994039, 449883, 418503, 410648, 442125, 136440, 136440
135, 1993010, 391806, 468618, 460489, 384237, 143930, 143930
136, 1992630, 399886, 465739, 457874, 392005, 138563, 138563
137, 1995373, 467064, 391750, 384107, 459010, 146721, 146721
138, 1990127, 432259, 427616, 419541, 424229, 143241, 143241
