sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*, seed
13, 3579996, 2369, 1773787, 1772286, 1382, 15086, 15086, 3992268299
5, 3581537, 2460, 1773907, 1772461, 1439, 15635, 15635, 3649521849
2, 3578518, 1967, 1772939, 1771845, 1005, 15381, 15381, 732354513
0, 3584001, 1774464, 2301, 1376, 1773308, 16276, 16276, 12518662
4, 3580498, 1773523, 2221, 1240, 1772314, 15600, 15600, 807240184
10, 3582290, 1774327, 2579, 1605, 1773013, 15383, 15383, 3973828886
12, 3579438, 1773172, 2165, 1230, 1772077, 15397, 15397, 1108420229
8, 3578407, 1772998, 1727, 813, 1771581, 15644, 15644, 3171203362
1, 3579919, 1772590, 2577, 1601, 1771549, 15801, 15801, 1576648847
9, 3579222, 2796, 1773085, 1771997, 1780, 14782, 14782, 823776310
15, 3579614, 2169, 1772820, 1771482, 1193, 15975, 15975, 3045435452
6, 3582576, 1773750, 2453, 1488, 1772729, 16078, 16078, 3192229650
3, 3577519, 2522, 1771525, 1770456, 1484, 15766, 15766, 975700531
7, 3582004, 1773700, 2280, 1325, 1772619, 16040, 16040, 3622835273
11, 3578246, 2238, 1771809, 1770799, 1242, 16079, 16079, 1067928724
16, 3581909, 1774802, 2414, 1469, 1773336, 14944, 14944, 405323479
23, 3579043, 2468, 1772659, 1771229, 1465, 15611, 15611, 2267280406
19, 3579088, 2212, 1772782, 1771808, 1256, 15515, 15515, 3864137668
14, 3581338, 257864, 1510393, 1509386, 256927, 23384, 23384, 184862927
20, 3578108, 2065, 1772496, 1771270, 1087, 15595, 15595, 341134873
17, 3581402, 1772537, 2645, 1702, 1771450, 16534, 16534, 2568190995
21, 3575111, 2356, 1770712, 1769571, 1372, 15550, 15550, 4048258074
26, 3583690, 2401, 1775425, 1774376, 1422, 15033, 15033, 1801299655
28, 3579497, 1969, 1774815, 1773526, 1019, 14084, 14084, 2999546132
22, 3580035, 1770312, 2800, 1742, 1768907, 18137, 18137, 407867371
18, 3577796, 1944, 1772805, 1771757, 1014, 15138, 15138, 1908910195
25, 3580532, 1772320, 2992, 1979, 1771231, 16005, 16005, 193118150
27, 3578120, 1771052, 2557, 1536, 1769761, 16607, 16607, 4239360323
30, 3577250, 2427, 1771985, 1770831, 1457, 15275, 15275, 1981812424
32, 3582015, 2469, 1774319, 1772842, 1453, 15466, 15466, 67443130
37, 3580850, 1999, 1775189, 1773649, 1037, 14488, 14488, 1228817959
31, 3582611, 1987, 1773067, 1771972, 1011, 17287, 17287, 4148882236
35, 3585370, 2433, 1777304, 1776068, 1417, 14074, 14074, 1208611694
29, 3580307, 1774004, 2140, 1166, 1772773, 15112, 15112, 579020982
24, 3577404, 2287, 1771642, 1770593, 1326, 15778, 15778, 2304831643
34, 3579463, 1773646, 2271, 1242, 1772364, 14970, 14970, 3875191745
40, 3582886, 2443, 1775263, 1773912, 1430, 14919, 14919, 3815260334
33, 3580473, 2284, 1773820, 1772747, 1348, 15137, 15137, 85263987
41, 3580327, 3755, 1771499, 1770382, 2767, 15962, 15962, 889206897
39, 3579870, 1773818, 2277, 1311, 1772538, 14963, 14963, 4222967525
36, 3578297, 1771943, 2679, 1653, 1770934, 15544, 15544, 2040380105
45, 3583644, 2487, 1775458, 1774272, 1467, 14980, 14980, 3356230247
38, 3579851, 1772589, 2973, 2000, 1771517, 15386, 15386, 3976434992
43, 3580810, 1774224, 2069, 1103, 1772856, 15279, 15279, 1576077726
48, 3580493, 2283, 1773543, 1772349, 1288, 15515, 15515, 1810241687
42, 3580110, 1773812, 2190, 1178, 1772770, 15080, 15080, 2997407131
46, 3579302, 1773654, 2190, 1240, 1772414, 14902, 14902, 2374666084
44, 3579403, 2198, 1772819, 1771770, 1240, 15688, 15688, 974785111
47, 3581616, 2064, 1774565, 1773573, 1074, 15170, 15170, 2223614897
56, 3581917, 2400, 1774983, 1773278, 1398, 14929, 14929, 2312831407
52, 3581169, 3453, 1773293, 1772140, 2461, 14911, 14911, 3200615930
49, 3583899, 1775853, 2453, 1485, 1774626, 14741, 14741, 3167715600
55, 3581088, 2188, 1774463, 1773205, 1168, 15032, 15032, 3560105582
50, 3580869, 1595916, 174390, 173394, 1594679, 21245, 21245, 351435812
51, 3579380, 1773911, 2508, 1575, 1772324, 14531, 14531, 1709478238
62, 3581749, 13735, 1761612, 1760227, 12747, 16714, 16714, 1344725979
64, 3583427, 2183, 1776280, 1774906, 1224, 14417, 14417, 4008230893
63, 3579624, 2089, 1773603, 1772302, 1104, 15263, 15263, 1895759136
54, 3581759, 1773630, 2202, 1212, 1772561, 16077, 16077, 2084737165
59, 3579985, 1773881, 2243, 1267, 1772700, 14947, 14947, 3300024020
57, 3581770, 1775340, 2124, 1166, 1774274, 14433, 14433, 4016280725
53, 3580508, 596743, 1134039, 1133034, 595758, 60467, 60467, 2529086258
58, 3582711, 1775710, 2164, 1248, 1774211, 14689, 14689, 3305774937
65, 3579977, 1774315, 2290, 1316, 1772638, 14709, 14709, 489247322
60, 3582121, 1774547, 2532, 1588, 1773540, 14957, 14957, 168444882
67, 3580162, 3844, 1771983, 1770892, 2855, 15294, 15294, 124697376
61, 3582921, 1768283, 2254, 1263, 1767157, 21982, 21982, 2830531767
71, 3578517, 2546, 1772243, 1770830, 1552, 15673, 15673, 3804102248
66, 3579672, 2720, 1771924, 1770937, 1711, 16190, 16190, 1644811097
70, 3579607, 2503, 1773393, 1772139, 1500, 15036, 15036, 2031488873
69, 3580700, 2048, 1774611, 1773376, 1069, 14798, 14798, 2672946875
74, 3582795, 2170, 1775101, 1773956, 1174, 15197, 15197, 937485085
75, 3580827, 2055, 1753096, 1752016, 1052, 36304, 36304, 579759657
72, 3581864, 1774724, 2228, 1249, 1773665, 14999, 14999, 3022884531
73, 3581179, 1775076, 1968, 1064, 1773923, 14574, 14574, 159990108
68, 3581096, 57018, 1715982, 1715010, 56006, 18540, 18540, 3392869764
81, 3580694, 2034, 1774533, 1773403, 1040, 14842, 14842, 3006839377
82, 3581791, 2569, 1773834, 1772663, 1585, 15570, 15570, 2976576360
76, 3580839, 2098, 1774680, 1773664, 1081, 14658, 14658, 1707001146
84, 3581225, 2044, 1774907, 1773853, 1037, 14692, 14692, 3097002708
80, 3580190, 1773699, 2427, 1445, 1772439, 15090, 15090, 307898816
78, 3580120, 1773514, 2259, 1343, 1772390, 15307, 15307, 3841815441
77, 3584904, 2225, 1776183, 1775207, 1283, 15003, 15003, 2212804716
85, 3582333, 1774104, 2674, 1746, 1772901, 15454, 15454, 739953392
92, 3581401, 2182, 1774074, 1772716, 1235, 15597, 15597, 1237429023
91, 3579055, 2203, 1772414, 1771289, 1215, 15967, 15967, 2126590833
83, 3582003, 1774521, 2340, 1362, 1773478, 15151, 15151, 3694128680
79, 3579540, 1210005, 540887, 539830, 1208990, 39914, 39914, 2272785314
87, 3579699, 2093, 1772549, 1771522, 1091, 16222, 16222, 152004840
90, 3578671, 1771618, 2612, 1548, 1770473, 16210, 16210, 3846707697
96, 3584242, 2268, 1776906, 1775535, 1315, 14109, 14109, 4262569043
86, 3582913, 2898, 1773235, 1772250, 1882, 16324, 16324, 3594266743
88, 3583763, 1773462, 4342, 3390, 1772433, 15068, 15068, 4139807035
93, 3580279, 90010, 1681657, 1680574, 89024, 19507, 19507, 271510061
97, 3579729, 2251, 1773284, 1772079, 1309, 15403, 15403, 407171454
89, 3578908, 2405, 1772887, 1771874, 1438, 15152, 15152, 3241765142
99, 3580791, 2814, 1773673, 1772380, 1814, 15055, 15055, 1438139812
98, 3579514, 2663, 1772586, 1771286, 1635, 15672, 15672, 2259738091
100, 3582872, 2332, 1775798, 1774479, 1353, 14455, 14455, 3726996800
95, 3582204, 1774363, 2130, 1149, 1773226, 15668, 15668, 673767959
102, 3579104, 160461, 1611167, 1609748, 159448, 19140, 19140, 237034123
94, 3582376, 1775498, 2175, 1164, 1774339, 14600, 14600, 1769453543
108, 3582802, 1853, 1775474, 1774377, 1002, 15048, 15048, 3129674757
112, 3582051, 2304, 1774945, 1773576, 1380, 14923, 14923, 3074031239
103, 3579154, 1771928, 2432, 1448, 1770752, 16297, 16297, 1643665901
105, 3581188, 2236, 1774387, 1773312, 1263, 14995, 14995, 3398448406
101, 3581756, 1774048, 2210, 1220, 1773054, 15612, 15612, 4260758477
113, 3584136, 2771, 1776533, 1775041, 1785, 14003, 14003, 3117074686
110, 3581389, 2182, 1774753, 1773653, 1201, 14800, 14800, 1243727677
104, 3582535, 1774309, 2246, 1283, 1773317, 15690, 15690, 1680411128
111, 3580465, 1773267, 1901, 957, 1772054, 16143, 16143, 4032414061
106, 3583183, 2606, 1774342, 1773353, 1670, 15606, 15606, 1093567867
107, 3582845, 1775346, 2201, 1187, 1774203, 14954, 14954, 2751010708
118, 3582394, 2075, 1776369, 1774832, 1082, 14018, 14018, 4090284774
109, 3580334, 1773563, 2272, 1315, 1772538, 15323, 15323, 1527590169
115, 3579749, 1965, 1774319, 1773313, 1036, 14558, 14558, 306783723
117, 3583153, 1774497, 2510, 1534, 1773202, 15705, 15705, 299956315
119, 3582218, 2278, 1774359, 1773311, 1328, 15471, 15471, 1809492324
125, 3578358, 2472, 1772622, 1771293, 1479, 15246, 15246, 2561669988
123, 3583052, 3281, 1774570, 1773437, 2328, 14718, 14718, 4074566738
127, 3577927, 3330, 1771590, 1769994, 2341, 15336, 15336, 1582825579
122, 3580417, 1773648, 2251, 1309, 1772273, 15468, 15468, 942205404
120, 3581925, 1774570, 2325, 1314, 1773546, 15085, 15085, 4195241874
116, 3582691, 1775676, 2041, 1123, 1774675, 14588, 14588, 2791731832
121, 3584981, 1776339, 2348, 1367, 1775131, 14898, 14898, 3621264173
114, 3581038, 1774519, 1942, 1018, 1773371, 15094, 15094, 3505109983
124, 3581795, 1774351, 2094, 1143, 1773247, 15480, 15480, 2718017062
128, 3580968, 1773880, 2566, 1533, 1772705, 15142, 15142, 2336724686
126, 3581145, 1774514, 2184, 1241, 1773338, 14934, 14934, 1166052673
138, 3581544, 2394, 1773651, 1772024, 1433, 16021, 16021, 1910591167
132, 3579999, 2308, 1773110, 1772085, 1324, 15586, 15586, 3731380773
130, 3584243, 1775937, 2109, 1120, 1774861, 15108, 15108, 563484390
133, 3581191, 1774971, 1980, 1029, 1773855, 14678, 14678, 1719648576
135, 3580111, 2480, 1773000, 1771878, 1517, 15618, 15618, 2224251798
131, 3579859, 1761023, 13879, 12951, 1759958, 16024, 16024, 3096892408
134, 3582125, 1775519, 2593, 1618, 1774419, 13988, 13988, 2819867851
136, 3578050, 1772037, 2162, 1171, 1770844, 15918, 15918, 1825093208
141, 3584322, 3630, 1774327, 1773205, 2584, 15288, 15288, 275234527
137, 3582489, 1775979, 2122, 1113, 1774531, 14372, 14372, 3999026927
139, 3579915, 95315, 1675849, 1674553, 94270, 19964, 19964, 850386906
140, 3581452, 1772819, 2788, 1815, 1771574, 16228, 16228, 158920400
129, 3582409, 1537231, 2764, 1776, 1536252, 252193, 252193, 2771494883
143, 3578826, 1772362, 2519, 1502, 1771255, 15594, 15594, 652588731
142, 3581497, 509520, 1253203, 1252137, 508487, 29075, 29075, 3258419162
147, 3580029, 2145, 1773842, 1772665, 1169, 15104, 15104, 765533673
149, 3581479, 2032, 1775100, 1773922, 1097, 14664, 14664, 1934538576
146, 3579867, 2445, 1772419, 1771287, 1424, 16146, 16146, 1893524773
151, 3578601, 2139, 1772247, 1771141, 1124, 15975, 15975, 2408427481
150, 3582591, 2059, 1774705, 1773657, 1040, 15565, 15565, 496770131
145, 3584113, 1775529, 2615, 1627, 1774294, 15024, 15024, 3910065852
153, 3582412, 1775402, 2499, 1537, 1774340, 14317, 14317, 2356059620
155, 3582270, 2252, 1774825, 1773673, 1300, 15110, 15110, 3898462959
