sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*
0, 2796392, 570370, 567174, 540133, 543271, 287722, 287722
1, 2796100, 573226, 582099, 554580, 546277, 269959, 269959
2, 2795458, 591788, 547682, 520191, 564079, 285859, 285859
3, 2799107, 567013, 584206, 556863, 540079, 275473, 275473
4, 2794054, 576690, 576927, 549746, 549341, 270675, 270675
5, 2801015, 581266, 574056, 546782, 554035, 272438, 272438
6, 2798660, 581693, 571097, 543815, 554243, 273906, 273906
7, 2803298, 578796, 570309, 543536, 551583, 279537, 279537
8, 2799627, 556685, 604475, 576624, 529603, 266120, 266120
9, 2794648, 577687, 569481, 541899, 550021, 277780, 277780
10, 2800467, 580552, 583764, 556284, 553015, 263426, 263426
11, 2797943, 570619, 585482, 558840, 543576, 269713, 269713
12, 2799531, 587951, 560505, 533532, 560229, 278657, 278657
13, 2799457, 568842, 579108, 552083, 541574, 278925, 278925
14, 2796836, 587078, 565483, 538358, 559349, 273284, 273284
15, 2796916, 575107, 576952, 549773, 547996, 273544, 273544
16, 2799569, 551353, 599257, 571307, 524958, 276347, 276347
17, 2793943, 579491, 573246, 545934, 551584, 271844, 271844
18, 2801216, 578674, 568493, 541833, 551408, 280404, 280404
19, 2795355, 574385, 571374, 543811, 547269, 279258, 279258
20, 2796320, 585372, 564037, 536646, 557821, 276222, 276222
21, 2803700, 568843, 581189, 554273, 542125, 278635, 278635
22, 2796004, 578308, 575174, 547744, 550644, 272067, 272067
23, 2796815, 578476, 575075, 547908, 551378, 271989, 271989
24, 2798887, 569147, 581970, 555095, 542103, 275286, 275286
25, 2794369, 572420, 577458, 549669, 545072, 274875, 274875
26, 2802327, 563702, 598253, 570760, 537142, 266235, 266235
27, 2799028, 555303, 597264, 569402, 528591, 274234, 274234
28, 2795619, 568138, 571561, 544605, 540417, 285449, 285449
29, 2801309, 588939, 568111, 541021, 561908, 270665, 270665
30, 2801498, 590279, 569709, 542895, 563157, 267729, 267729
31, 2796657, 583404, 568259, 541111, 555697, 274093, 274093
32, 2802583, 573301, 577919, 550961, 546448, 276977, 276977
33, 2799881, 568074, 575102, 548111, 541256, 283669, 283669
34, 2799300, 561299, 583246, 555871, 534294, 282295, 282295
35, 2796548, 577119, 574140, 546923, 549892, 274237, 274237
36, 2800232, 588839, 556817, 529782, 561880, 281457, 281457
37, 2799481, 578030, 583931, 556195, 551167, 265079, 265079
38, 2800575, 574031, 574902, 548039, 546825, 278389, 278389
39, 2800578, 570746, 578539, 551328, 543815, 278075, 278075
40, 2798257, 576396, 576150, 549001, 549128, 273791, 273791
41, 2799334, 574351, 573661, 546536, 547360, 278713, 278713
42, 2795494, 575794, 580824, 553820, 548334, 268361, 268361
43, 2800755, 568915, 582385, 555318, 541903, 276117, 276117
44, 2798652, 564452, 584169, 557113, 537934, 277492, 277492
45, 2801991, 571844, 566588, 539030, 544959, 289785, 289785
46, 2802644, 582036, 573544, 546741, 554945, 272689, 272689
47, 2795335, 579688, 579526, 551909, 552548, 265832, 265832
48, 2797378, 574106, 576845, 549692, 546689, 275023, 275023
49, 2799704, 581244, 583708, 556720, 553636, 262198, 262198
50, 2796989, 578629, 577467, 549733, 551264, 269948, 269948
51, 2794103, 570459, 581713, 553982, 542855, 272547, 272547
52, 2800127, 573403, 578932, 552025, 546311, 274728, 274728
53, 2800137, 569706, 582749, 555427, 542627, 274814, 274814
54, 2802700, 583730, 568872, 542267, 556597, 275617, 275617
55, 2799081, 592352, 568188, 541094, 565101, 266173, 266173
56, 2796341, 572036, 580463, 552936, 544614, 273146, 273146
57, 2800046, 564432, 580369, 552812, 537567, 282433, 282433
58, 2799783, 572524, 570627, 543589, 545461, 283791, 283791
59, 2802231, 571808, 584188, 557148, 544787, 272150, 272150
60, 2797720, 559640, 587753, 560206, 532711, 278705, 278705
61, 2799602, 565218, 594270, 566644, 538172, 267649, 267649
62, 2800266, 602928, 548583, 522057, 575484, 275607, 275607
63, 2800516, 581462, 581407, 554120, 554229, 264649, 264649
64, 2804038, 583110, 578735, 551758, 556031, 267202, 267202
65, 2800228, 565358, 574577, 547552, 538787, 286977, 286977
66, 2799372, 571488, 582353, 554985, 544706, 272920, 272920
67, 2798366, 586310, 570850, 543573, 558243, 269695, 269695
68, 2801147, 568338, 582886, 555513, 541560, 276425, 276425
69, 2800064, 596972, 549517, 522692, 569085, 280899, 280899
70, 2798735, 597433, 565535, 538291, 569904, 263786, 263786
71, 2797787, 575314, 580988, 553615, 548234, 269818, 269818
72, 2798491, 574861, 582275, 555058, 547205, 269546, 269546
73, 2800141, 570346, 583738, 556779, 543670, 272804, 272804
74, 2799655, 578583, 578592, 551099, 551289, 270046, 270046
75, 2803294, 562936, 592375, 564984, 536103, 273448, 273448
76, 2798067, 549073, 591206, 563659, 522503, 285813, 285813
77, 2795528, 578094, 571174, 544053, 550759, 275724, 275724
78, 2794938, 572539, 575243, 547383, 545321, 277226, 277226
79, 2795075, 580273, 569836, 542979, 552697, 274645, 274645
80, 2796231, 560723, 590522, 562966, 533632, 274194, 274194
81, 2794135, 580058, 563883, 536555, 552663, 280488, 280488
82, 2796148, 576791, 569572, 542141, 549450, 279097, 279097
83, 2804885, 581688, 577594, 550316, 554613, 270337, 270337
84, 2803333, 580017, 568182, 540966, 553040, 280564, 280564
85, 2802298, 592532, 563184, 536387, 565499, 272348, 272348
86, 2797664, 574164, 572308, 545324, 546700, 279584, 279584
87, 2801524, 585065, 566326, 539750, 558087, 276148, 276148
88, 2795070, 565443, 585899, 558366, 538192, 273585, 273585
89, 2799502, 566285, 580736, 553602, 539411, 279734, 279734
90, 2799838, 580670, 571215, 544166, 553669, 275059, 275059
91, 2804083, 578031, 573656, 546813, 551145, 277219, 277219
92, 2793879, 582288, 570194, 542769, 554084, 272272, 272272
93, 2797309, 579703, 566998, 539899, 552411, 279149, 279149
94, 2796440, 566879, 579956, 552611, 539336, 278829, 278829
95, 2799981, 559795, 584887, 557475, 532804, 282510, 282510
96, 2796801, 576315, 576199, 548972, 549347, 272984, 272984
97, 2799083, 571062, 579011, 552319, 543749, 276471, 276471
98, 2796432, 590810, 561045, 533660, 563233, 273842, 273842
99, 2798274, 574814, 575031, 547828, 547597, 276502, 276502
100, 2798560, 564527, 583442, 556205, 537030, 278678, 278678
101, 2800483, 566357, 586637, 559527, 539016, 274473, 274473
102, 2801607, 569525, 586011, 558807, 542938, 272163, 272163
103, 2799122, 587954, 571363, 544157, 560846, 267401, 267401
104, 2797121, 573294, 577035, 550077, 546045, 275335, 275335
105, 2804091, 564701, 592807, 565862, 537913, 271404, 271404
106, 2798022, 560128, 580348, 552926, 532816, 285902, 285902
107, 2795362, 577179, 564979, 537761, 549667, 282888, 282888
108, 2804741, 576366, 575411, 548408, 549446, 277555, 277555
109, 2802284, 571443, 579070, 551602, 544419, 277875, 277875
110, 2795200, 571774, 574528, 547082, 544754, 278531, 278531
111, 2800371, 557039, 597574, 569860, 530372, 272763, 272763
112, 2799002, 567192, 583375, 555952, 540005, 276239, 276239
113, 2800296, 558929, 583882, 556534, 532013, 284469, 284469
114, 2799114, 570928, 585205, 557578, 544065, 270669, 270669
115, 2798373, 578971, 571006, 543916, 551746, 276367, 276367
116, 2799640, 562693, 585898, 558217, 535498, 278667, 278667
117, 2800352, 564266, 579090, 552097, 537343, 283778, 283778
118, 2798050, 570826, 575981, 548697, 543450, 279548, 279548
119, 2800463, 581708, 568059, 541306, 554592, 277399, 277399
120, 2806377, 588871, 561981, 535781, 562104, 278820, 278820
121, 2798930, 581155, 564211, 537034, 553506, 281512, 281512
122, 2799424, 586633, 565593, 538420, 559172, 274803, 274803
123, 2804255, 567615, 582793, 556146, 541199, 278251, 278251
124, 2799338, 579843, 565780, 538442, 552855, 281209, 281209
125, 2797218, 579685, 568253, 540888, 552548, 277922, 277922
126, 2799607, 570491, 576386, 549158, 543532, 280020, 280020
127, 2799300, 584958, 568618, 541422, 557942, 273180, 273180
128, 2797071, 577548, 574030, 546791, 550274, 274214, 274214
129, 2798126, 562025, 593181, 565672, 535266, 270991, 270991
130, 2800906, 588286, 565390, 538910, 560566, 273877, 273877
131, 2799968, 585441, 575571, 548392, 558454, 266055, 266055
132, 2803118, 577380, 583521, 556534, 550361, 267661, 267661
133, 2800159, 567280, 575551, 548528, 540568, 284116, 284116
134, 2797843, 570505, 577367, 550090, 543543, 278169, 278169
135, 2801915, 576852, 571273, 543979, 550035, 279888, 279888
136, 2796661, 576804, 580584, 553236, 549431, 268303, 268303
137, 2796736, 568207, 580741, 553396, 541358, 276517, 276517
138, 2798794, 571875, 572409, 545126, 544690, 282347, 282347
139, 2798646, 562713, 581628, 554398, 535417, 282245, 282245
140, 2793473, 569555, 577704, 549999, 542083, 277066, 277066
141, 2799350, 584448, 564433, 537443, 557348, 277839, 277839
142, 2797380, 580758, 571098, 544063, 553405, 274028, 274028
143, 2796223, 576492, 574061, 546724, 548746, 275100, 275100
144, 2798212, 570260, 586052, 558331, 543133, 270218, 270218
145, 2802226, 583269, 567493, 540315, 556323, 277413, 277413
146, 2799322, 579405, 587260, 559812, 552019, 260413, 260413
147, 2800072, 572602, 575772, 548584, 545548, 278783, 278783
148, 2797628, 569336, 581315, 553476, 542097, 275702, 275702
149, 2802264, 568031, 586715, 559639, 541017, 273431, 273431
150, 2799407, 579707, 570192, 543050, 552808, 276825, 276825
151, 2800169, 567713, 593758, 566096, 540684, 265959, 265959
152, 2799262, 587575, 569351, 542334, 560448, 269777, 269777
153, 2799474, 581272, 570615, 543502, 553863, 275111, 275111
154, 2797772, 573153, 584120, 556666, 546129, 268852, 268852
155, 2799186, 597015, 555148, 528174, 569457, 274696, 274696
156, 2798843, 580686, 573397, 546435, 553347, 272489, 272489
157, 2801722, 585177, 568864, 541999, 558102, 273790, 273790
158, 2794881, 575153, 570573, 543302, 547739, 279057, 279057
159, 2801447, 560628, 594000, 566492, 534003, 273162, 273162
160, 2794144, 552487, 595126, 567546, 525385, 276800, 276800
161, 2800141, 581866, 569166, 542285, 554358, 276233, 276233
162, 2797883, 597527, 560117, 533019, 569912, 268654, 268654
163, 2802049, 559955, 581696, 554319, 533243, 286418, 286418
164, 2797073, 552554, 599960, 572068, 525827, 273332, 273332
165, 2795672, 568900, 573940, 546387, 541739, 282353, 282353
166, 2797475, 588975, 561503, 534483, 561660, 275427, 275427
