sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*, seed
4, 3414737, 615834, 1018145, 1014877, 613143, 76369, 76369, 3124198483
11, 3413295, 825041, 793554, 790646, 822290, 90882, 90882, 1488041062
13, 3414956, 703507, 897170, 894114, 700347, 109909, 109909, 2722527893
8, 3418337, 981288, 632228, 629382, 978229, 98605, 98605, 3078105626
0, 3418015, 863312, 786618, 783672, 860337, 62038, 62038, 771046968
12, 3415462, 411094, 1173228, 1170035, 408177, 126464, 126464, 491422515
2, 3411756, 681448, 908201, 905264, 678413, 119215, 119215, 63176265
10, 3413321, 871517, 744287, 741377, 868602, 93769, 93769, 1643503648
5, 3416422, 547543, 1006711, 1003530, 544800, 156919, 156919, 1845569695
6, 3417407, 683096, 941416, 938342, 680199, 87177, 87177, 2198544609
7, 3413961, 954721, 659155, 656312, 951725, 96024, 96024, 1977122523
9, 3412838, 915332, 715721, 712814, 912011, 78480, 78480, 2229900063
1, 3419479, 889560, 729258, 726421, 886642, 93799, 93799, 2643710192
3, 3414143, 1226454, 344675, 341849, 1222891, 139137, 139137, 1827475927
16, 3416074, 879466, 716276, 713215, 876361, 115378, 115378, 2002704388
15, 3414353, 1014383, 574211, 571403, 1011280, 121538, 121538, 3165445328
22, 3417599, 674333, 949444, 946324, 671396, 88051, 88051, 3576682209
18, 3417093, 667500, 841636, 838558, 664545, 202427, 202427, 3343122697
14, 3417913, 927635, 686904, 684268, 924630, 97238, 97238, 365361716
20, 3415564, 681695, 940567, 937165, 678785, 88676, 88676, 3618006664
17, 3415707, 818521, 786042, 782925, 815511, 106354, 106354, 2137266935
23, 3414625, 665328, 942265, 939103, 662613, 102658, 102658, 2323112839
19, 3417586, 1107317, 529594, 526869, 1103946, 74930, 74930, 3384264299
21, 3415429, 695858, 882235, 879258, 692970, 132554, 132554, 3447628861
27, 3408701, 847748, 779250, 776142, 844391, 80585, 80585, 3513278257
25, 3413578, 1156262, 472515, 469508, 1152863, 81215, 81215, 3522329246
26, 3415057, 786305, 833566, 830463, 783137, 90793, 90793, 881254362
24, 3415936, 767394, 842513, 839373, 764368, 101144, 101144, 3247019844
28, 3414047, 1182705, 439738, 436854, 1179500, 87625, 87625, 1458589175
29, 3412323, 886687, 737370, 734228, 883624, 85207, 85207, 2110786056
33, 3414578, 866574, 663125, 660053, 863200, 180813, 180813, 83976906
30, 3416038, 659230, 971194, 968118, 656314, 80591, 80591, 3211028052
34, 3416658, 763553, 875910, 872609, 760730, 71928, 71928, 1267599490
32, 3409921, 740018, 869671, 866701, 737067, 98232, 98232, 3129369830
31, 3413612, 784091, 830670, 827454, 780883, 95257, 95257, 3539648650
37, 3414437, 848679, 787296, 784040, 845802, 74310, 74310, 2141565280
38, 3413187, 694246, 910175, 906798, 691364, 105302, 105302, 4049520258
35, 3414079, 726864, 900224, 897510, 723937, 82772, 82772, 3807338815
36, 3416771, 782759, 805173, 802037, 779978, 123412, 123412, 3309444125
40, 3416518, 708290, 902274, 899244, 705436, 100637, 100637, 3128946277
39, 3415614, 1001465, 575845, 572771, 998533, 133500, 133500, 1355904382
41, 3414538, 887442, 694581, 691902, 884291, 128161, 128161, 3000260151
45, 3412757, 604050, 1031977, 1028769, 601079, 73441, 73441, 740194293
44, 3415056, 811954, 813404, 810435, 808899, 85182, 85182, 94926366
48, 3414121, 1041884, 559022, 556210, 1038593, 109206, 109206, 315888148
42, 3411726, 590525, 777177, 773995, 587435, 341297, 341297, 2758227714
47, 3415223, 568784, 1020789, 1017580, 565860, 121105, 121105, 913866952
50, 3414227, 381951, 1247852, 1244637, 379293, 80247, 80247, 433068898
43, 3416683, 700713, 921558, 918674, 698072, 88833, 88833, 1103389887
54, 3417345, 644960, 938961, 935853, 641949, 127811, 127811, 2700970350
52, 3415395, 902559, 721143, 718112, 899433, 87074, 87074, 3265746674
46, 3416341, 967726, 664679, 661738, 964468, 78865, 78865, 23657525
53, 3414569, 865174, 709878, 706950, 862265, 135151, 135151, 2132874918
51, 3415231, 672754, 960738, 957500, 669945, 77147, 77147, 2567634074
49, 3414812, 910969, 711370, 708595, 907928, 87975, 87975, 3505680220
55, 3415692, 901369, 674402, 671592, 898251, 135039, 135039, 98482579
56, 3417605, 703095, 910059, 907037, 700018, 98698, 98698, 1487011983
57, 3416193, 975219, 657276, 654260, 972204, 78617, 78617, 2987129709
58, 3415755, 592852, 1025390, 1022429, 590134, 92475, 92475, 1627726174
60, 3417782, 650910, 950690, 947687, 648003, 110246, 110246, 4145137727
59, 3413218, 785426, 839235, 836190, 782281, 85043, 85043, 2659535270
62, 3415715, 747600, 899113, 896048, 744708, 64123, 64123, 1602384006
61, 3417310, 1106554, 512726, 510087, 1103171, 92386, 92386, 300686359
66, 3410330, 774112, 831465, 828258, 771383, 102556, 102556, 1642921426
65, 3415087, 1094819, 535872, 532951, 1091437, 80004, 80004, 2685661881
63, 3418558, 994597, 623896, 620988, 991579, 93749, 93749, 2680751441
64, 3416528, 824805, 803824, 800980, 821945, 82487, 82487, 651849089
67, 3417558, 786739, 821005, 818102, 783532, 104090, 104090, 2069417416
68, 3411425, 916998, 695661, 692764, 913810, 96096, 96096, 52153330
69, 3413536, 931749, 535965, 533146, 928726, 241975, 241975, 1049706978
72, 3412454, 899068, 687845, 684783, 895838, 122460, 122460, 672780816
70, 3418686, 908305, 725937, 723131, 905295, 78009, 78009, 4093723910
73, 3414228, 632448, 999278, 995977, 629517, 78504, 78504, 4227317703
71, 3417284, 1068307, 567345, 564468, 1065124, 76020, 76020, 3678692257
74, 3414621, 831851, 640007, 637133, 828666, 238482, 238482, 1507696232
76, 3418711, 687218, 945812, 942731, 684578, 79186, 79186, 3437742156
80, 3416139, 696761, 892845, 889307, 693930, 121648, 121648, 2977644859
75, 3414442, 891731, 655695, 652808, 888572, 162818, 162818, 2716124899
79, 3415129, 966984, 612425, 609632, 963808, 131140, 131140, 1286966091
77, 3417321, 974894, 631101, 628367, 971637, 105661, 105661, 2918908831
81, 3412721, 831086, 768511, 765478, 827994, 109826, 109826, 1031579274
78, 3415831, 1262692, 378137, 375496, 1259432, 70037, 70037, 1982842786
82, 3416481, 969232, 631097, 628226, 966036, 110945, 110945, 266292546
83, 3413467, 741859, 891991, 888816, 739051, 75875, 75875, 2216374640
84, 3415490, 1020399, 593513, 590492, 1017448, 96819, 96819, 2246499716
85, 3414122, 690008, 937543, 934190, 686895, 82743, 82743, 2315225361
86, 3412793, 748088, 864924, 861807, 745166, 96404, 96404, 921458554
89, 3413775, 993906, 614968, 611945, 990776, 101090, 101090, 2482271289
90, 3414992, 735469, 830133, 827218, 732180, 144996, 144996, 1708965472
91, 3414071, 1123868, 503141, 500226, 1120794, 83021, 83021, 1896754521
88, 3416692, 850205, 722139, 719095, 847263, 138995, 138995, 578212583
92, 3415739, 835645, 765425, 762489, 832702, 109739, 109739, 3372869408
93, 3414751, 409246, 1177815, 1174650, 406674, 123183, 123183, 1677930477
87, 3418900, 830591, 800581, 797561, 827627, 81270, 81270, 60268607
94, 3416819, 1037947, 588115, 585332, 1034747, 85339, 85339, 130758003
95, 3416390, 598682, 1016753, 1013484, 595823, 95824, 95824, 413100119
97, 3414086, 952186, 664129, 661119, 949404, 93624, 93624, 3385902833
96, 3416172, 959045, 675722, 672853, 955914, 76319, 76319, 1922854502
98, 3414108, 857104, 740687, 737680, 854057, 112290, 112290, 3500463041
99, 3413863, 911830, 685713, 682573, 908731, 112508, 112508, 2456732328
100, 3416483, 896215, 723772, 720804, 893218, 91237, 91237, 2305279423
102, 3416642, 806958, 734602, 731519, 804019, 169772, 169772, 346205969
101, 3415632, 575221, 1009411, 1006372, 572334, 126147, 126147, 2486682538
103, 3415854, 548524, 1067779, 1064732, 545413, 94703, 94703, 2722508212
104, 3416283, 736838, 881340, 878394, 733847, 92932, 92932, 2621698443
108, 3412589, 459010, 1135990, 1132912, 456173, 114252, 114252, 3464139933
109, 3415754, 597555, 998186, 995033, 594874, 115053, 115053, 3911455285
105, 3417393, 975850, 545621, 542661, 972845, 190208, 190208, 1850319172
107, 3414763, 1057870, 553638, 550838, 1054415, 99001, 99001, 2974283688
106, 3416237, 950578, 572774, 569792, 947629, 187732, 187732, 3020377895
110, 3416078, 428391, 1209387, 1206318, 425616, 73183, 73183, 2286050401
112, 3415094, 695533, 935975, 932859, 692609, 79059, 79059, 1213642480
111, 3416394, 781965, 835362, 832446, 779175, 93723, 93723, 1183935018
113, 3414068, 765942, 846385, 843256, 763099, 97693, 97693, 1236917997
114, 3416307, 791848, 835604, 832527, 788938, 83695, 83695, 1659121452
117, 3414757, 530736, 1074777, 1071251, 527831, 105081, 105081, 928292207
115, 3414489, 812466, 739729, 736811, 809451, 158016, 158016, 2212763762
120, 3415550, 409659, 1198210, 1194687, 406894, 103050, 103050, 2750965080
116, 3419057, 743073, 889204, 886044, 740152, 80292, 80292, 2348782432
118, 3415018, 942874, 667963, 665043, 939802, 99668, 99668, 515338559
119, 3412674, 1199737, 370498, 367620, 1196343, 139238, 139238, 97867787
121, 3412782, 856863, 763632, 760534, 853897, 88928, 88928, 1291205774
124, 3415495, 784127, 836635, 833510, 781109, 90057, 90057, 54425939
123, 3417783, 732886, 881803, 878640, 730004, 97225, 97225, 2179528680
122, 3415299, 1181345, 461120, 458337, 1178127, 68185, 68185, 2979648862
125, 3414940, 775155, 831896, 828856, 772125, 103454, 103454, 3736768937
126, 3417139, 899943, 735944, 733170, 896870, 75606, 75606, 2692074579
127, 3416970, 1064697, 569592, 566733, 1061338, 77305, 77305, 914447437
129, 3414396, 773501, 832720, 829477, 770550, 104074, 104074, 1455543907
128, 3414731, 964176, 554056, 551324, 960791, 192192, 192192, 45343064
131, 3415603, 913065, 688949, 686020, 909915, 108827, 108827, 3806178615
130, 3413972, 1008499, 588217, 585499, 1005403, 113177, 113177, 4232990368
