sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*, seed
9, 2477553, 27076, 1162109, 1154216, 20516, 56818, 56818, 1630828894
1, 2472503, 28930, 1157130, 1149394, 22165, 57442, 57442, 3095267013
15, 2475803, 22734, 1165604, 1157960, 16235, 56635, 56635, 3209979099
4, 2475868, 21878, 1168100, 1159877, 15379, 55317, 55317, 1132529724
3, 2474757, 1171819, 19741, 13420, 1163645, 53066, 53066, 1516353317
14, 2476568, 1161201, 26019, 19527, 1154363, 57729, 57729, 3163434902
5, 2473211, 1160123, 23415, 16637, 1153304, 59866, 59866, 784328902
11, 2469363, 1157983, 25010, 18426, 1151240, 58352, 58352, 82458986
12, 2478939, 1164991, 21279, 14914, 1157647, 60054, 60054, 3958010659
8, 2468744, 23478, 1158686, 1151918, 16840, 58911, 58911, 424884021
2, 2476491, 1164531, 23336, 16745, 1157903, 56988, 56988, 1665391193
13, 2476109, 1167318, 22436, 15890, 1160693, 54886, 54886, 1812434414
6, 2473673, 1160528, 26719, 20052, 1153722, 56326, 56326, 3428138263
10, 2473948, 1162304, 25653, 19009, 1155176, 55903, 55903, 3348000394
7, 2474944, 1152260, 32487, 25812, 1145323, 59531, 59531, 977059033
20, 2472017, 24017, 1161169, 1153542, 17417, 57936, 57936, 2001607955
19, 2474067, 1159962, 26834, 20288, 1153171, 56906, 56906, 1799742360
0, 2468200, 1157356, 25431, 18665, 1150620, 58064, 58064, 3129438092
22, 2475735, 22953, 1164596, 1156482, 16420, 57642, 57642, 3149221831
16, 2475088, 1165441, 22079, 15510, 1158868, 56595, 56595, 340184967
21, 2473816, 21438, 1168238, 1161401, 14881, 53929, 53929, 2232615268
26, 2474351, 25250, 1162074, 1155082, 18567, 56689, 56689, 2916875938
23, 2474619, 27552, 1160403, 1153388, 20874, 56201, 56201, 3502824570
29, 2470612, 27548, 1158027, 1150863, 20944, 56615, 56615, 2794883802
27, 2472098, 27436, 1158778, 1151451, 20881, 56776, 56776, 4083579770
18, 2467186, 1155147, 26718, 19902, 1148361, 58529, 58529, 2455324725
25, 2481229, 1161684, 30528, 23803, 1153628, 55793, 55793, 644777596
24, 2472594, 1162246, 25778, 19127, 1154443, 55500, 55500, 4129198920
31, 2465086, 33891, 1144977, 1137606, 27028, 60792, 60792, 3495481567
17, 2474298, 1152590, 32596, 25882, 1145930, 58650, 58650, 2931051128
28, 2470854, 24262, 1161405, 1154395, 17784, 56504, 56504, 3881934874
30, 2471277, 1161533, 25275, 18558, 1153585, 56163, 56163, 2922674619
35, 2474236, 26061, 1158504, 1150864, 19589, 59609, 59609, 2200059710
33, 2477824, 1163118, 26142, 19695, 1155645, 56612, 56612, 1089528460
34, 2475402, 1164088, 23945, 17467, 1156998, 56452, 56452, 481925623
37, 2477833, 27975, 1161682, 1154676, 21620, 55940, 55940, 2874235933
32, 2473259, 1158653, 24852, 18334, 1151898, 59761, 59761, 1018491791
38, 2477164, 25289, 1162916, 1156399, 18664, 56948, 56948, 365900458
36, 2474081, 35390, 1148473, 1141860, 28832, 59763, 59763, 1102344700
41, 2473410, 21150, 1167650, 1160741, 14743, 54563, 54563, 2529359328
40, 2471604, 1152993, 32216, 25643, 1145634, 57559, 57559, 1390415163
39, 2474902, 1153938, 29953, 23361, 1147226, 60212, 60212, 808244529
42, 2469266, 1160277, 23299, 16630, 1153192, 57934, 57934, 3395981600
46, 2474884, 22402, 1161792, 1155045, 15933, 59856, 59856, 3482894587
44, 2474214, 1163860, 24344, 17825, 1156753, 55716, 55716, 2559471921
43, 2477187, 1165344, 25203, 18754, 1158132, 54877, 54877, 877115960
45, 2472380, 1159912, 25466, 18829, 1153121, 57526, 57526, 156240609
47, 2471226, 24199, 1158806, 1152066, 17569, 59293, 59293, 407913598
52, 2472475, 23936, 1164023, 1155502, 17424, 55795, 55795, 4274423431
55, 2474738, 20800, 1169738, 1161680, 14390, 54065, 54065, 2220797761
