sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC
0, 2997783, 676897, 590285, 578470, 664413, 243859, 243859
1, 2995870, 602407, 663631, 650920, 590538, 244187, 244187
2, 3002300, 659131, 596119, 584500, 647196, 257677, 257677
3, 2999558, 651831, 613865, 601894, 639458, 246255, 246255
4, 2997815, 656069, 602983, 590966, 643567, 252115, 252115
5, 2999509, 650631, 605663, 593683, 638426, 255553, 255553
6, 2999021, 613549, 652214, 640151, 601499, 245804, 245804
7, 2998473, 633457, 626766, 614650, 621350, 251125, 251125
8, 2999528, 624523, 643850, 631473, 612714, 243484, 243484
9, 2999334, 615119, 647881, 635555, 603153, 248813, 248813
10, 2996150, 610699, 647756, 635656, 598491, 251774, 251774
11, 3002660, 652226, 617373, 605402, 640255, 243702, 243702
12, 2999663, 651651, 620578, 607952, 639236, 240123, 240123
13, 2997744, 660415, 609383, 597811, 648291, 240922, 240922
14, 2991319, 621216, 630761, 618401, 609237, 255852, 255852
15, 2998851, 661816, 604732, 592823, 649444, 245018, 245018
16, 2996170, 648458, 607545, 595893, 636040, 254117, 254117
17, 2997683, 618541, 647614, 635483, 606473, 244786, 244786
18, 2993893, 654346, 600414, 588390, 642115, 254314, 254314
19, 3001427, 634315, 641579, 629338, 622147, 237024, 237024
20, 2999327, 645773, 623291, 610851, 633544, 242934, 242934
21, 2995625, 668666, 593768, 581784, 656403, 247502, 247502
22, 2996582, 649447, 620137, 607828, 637052, 241059, 241059
23, 3002733, 638501, 631546, 619578, 626446, 243331, 243331
24, 2995941, 657154, 612123, 600287, 644507, 240935, 240935
25, 2999895, 650626, 617257, 605182, 638138, 244346, 244346
26, 2998207, 657091, 617045, 604912, 644895, 237132, 237132
27, 3000728, 649487, 613066, 600870, 637355, 249975, 249975
28, 3001538, 615100, 645062, 633156, 603274, 252473, 252473
29, 3002281, 630943, 631872, 619963, 618889, 250307, 250307
30, 3003490, 642880, 640931, 628864, 631069, 229873, 229873
31, 3000118, 593119, 680596, 667971, 581592, 238420, 238420
32, 2998004, 645055, 618472, 606196, 633001, 247640, 247640
33, 2997391, 610307, 658381, 646104, 598321, 242139, 242139
34, 3003221, 644509, 625113, 613585, 632186, 243914, 243914
35, 2996528, 603812, 646000, 633643, 591771, 260651, 260651
36, 3000208, 620681, 647253, 635128, 608798, 244174, 244174
37, 2998402, 646952, 611900, 599902, 634810, 252419, 252419
38, 2996527, 642505, 621230, 609317, 630359, 246558, 246558
39, 3002714, 620515, 650460, 638182, 608357, 242600, 242600
40, 2996768, 628601, 629184, 617024, 616413, 252773, 252773
41, 2996424, 643626, 615190, 603286, 630968, 251677, 251677
42, 3000223, 626892, 638240, 626094, 614771, 247113, 247113
43, 2998874, 635652, 629532, 617416, 623138, 246568, 246568
44, 2999127, 607847, 651449, 639181, 596192, 252229, 252229
45, 3000443, 634448, 641120, 628805, 622410, 236830, 236830
46, 3000911, 641846, 625992, 614087, 629562, 244712, 244712
47, 2998467, 617008, 656645, 644046, 604956, 237906, 237906
48, 3000160, 648954, 617269, 605382, 637075, 245740, 245740
49, 2997592, 622634, 646117, 634200, 610445, 242098, 242098
50, 2999133, 596732, 660335, 648015, 584967, 254542, 254542
51, 2999113, 617908, 663230, 651167, 605838, 230485, 230485
52, 3000345, 617279, 653970, 641626, 605090, 241190, 241190
53, 2998986, 619176, 637418, 625356, 606890, 255073, 255073
54, 2998351, 620511, 643649, 631527, 608308, 247178, 247178
55, 2998232, 617025, 639230, 626863, 604926, 255094, 255094
56, 2997274, 617404, 662082, 649422, 605248, 231559, 231559
57, 2995365, 652305, 624522, 612295, 639793, 233225, 233225
58, 2994946, 616410, 645455, 633064, 604129, 247944, 247944
59, 2997113, 657736, 606583, 594648, 645270, 246438, 246438
60, 3001161, 635730, 631547, 619528, 623786, 245285, 245285
61, 2997490, 641495, 620849, 608581, 629039, 248763, 248763
62, 2994278, 610178, 643980, 631476, 597884, 255380, 255380
63, 3001468, 632799, 629303, 617417, 620703, 250623, 250623
64, 3000303, 648034, 608470, 596490, 635629, 255840, 255840
65, 2996115, 669110, 613648, 601989, 656782, 227293, 227293
66, 3005272, 647115, 627136, 615090, 635399, 240266, 240266
67, 2997458, 605533, 650873, 638443, 593485, 254562, 254562
68, 2995563, 663588, 609468, 597585, 650894, 237014, 237014
69, 2999720, 635138, 617141, 605510, 623011, 259460, 259460
70, 2997954, 578540, 686615, 674103, 566896, 245900, 245900
71, 3001046, 647628, 609475, 597884, 635291, 255384, 255384
72, 3000742, 631991, 632332, 620320, 619985, 248057, 248057
73, 2996277, 645921, 620039, 607918, 633691, 244354, 244354
74, 2996660, 650721, 610102, 598380, 637961, 249748, 249748
75, 2999005, 620226, 638025, 625836, 608228, 253345, 253345
76, 2998272, 626529, 644215, 632155, 614453, 240460, 240460
77, 2994290, 661089, 594732, 582637, 648822, 253505, 253505
78, 3002648, 610824, 641280, 629291, 599091, 261081, 261081
79, 2998833, 604189, 659950, 647646, 592318, 247365, 247365
80, 3001130, 645823, 620612, 608990, 633565, 246070, 246070
81, 2995072, 659359, 603736, 591613, 646762, 246801, 246801
82, 2999859, 596650, 670944, 658534, 584767, 244482, 244482
83, 2997286, 583521, 667898, 655222, 571635, 259505, 259505
84, 2999792, 626389, 628882, 617207, 614146, 256584, 256584
85, 2995100, 589604, 675767, 663030, 577463, 244618, 244618
86, 3001847, 653262, 606403, 595044, 641394, 252872, 252872
87, 3001328, 620474, 651108, 638967, 608807, 240986, 240986
88, 2994908, 664575, 611250, 598915, 652116, 234026, 234026
89, 3000456, 660045, 616587, 604556, 647846, 235711, 235711
90, 2999677, 638952, 624004, 611778, 626937, 249003, 249003
91, 2999336, 621139, 636660, 624706, 609485, 253673, 253673
92, 2996447, 626415, 638127, 625957, 614290, 245829, 245829
93, 2996019, 648070, 611329, 599239, 635523, 250929, 250929
94, 2999654, 610541, 651857, 639803, 598691, 249381, 249381
95, 2996693, 625572, 631548, 619436, 613627, 253255, 253255
96, 2997521, 658615, 608581, 596551, 646118, 243828, 243828
97, 3000083, 642100, 630868, 618633, 629746, 239368, 239368
98, 3000393, 642268, 633171, 621158, 630096, 236850, 236850
99, 3000123, 659504, 597641, 585646, 647164, 255084, 255084
100, 3000993, 607091, 664560, 652377, 595143, 240911, 240911
101, 2998032, 653351, 611674, 599555, 641050, 246201, 246201
102, 3003737, 668044, 583894, 572575, 655438, 261893, 261893
103, 3002517, 630269, 637532, 625746, 618670, 245150, 245150
104, 2999841, 616920, 651942, 639842, 605017, 243060, 243060
105, 2998953, 624643, 646250, 633688, 612454, 240959, 240959
106, 2996094, 617346, 652761, 640311, 605300, 240188, 240188
107, 3001264, 582090, 683114, 670619, 570533, 247454, 247454
108, 2996655, 658834, 611051, 599274, 646232, 240632, 240632
109, 2999955, 628361, 628454, 616365, 616381, 255197, 255197
110, 2999976, 657815, 618941, 606666, 645890, 235332, 235332
111, 3002845, 606895, 652478, 640456, 594990, 254013, 254013
112, 2999996, 631957, 629503, 617508, 619894, 250567, 250567
113, 2991897, 615005, 636108, 623435, 602795, 257277, 257277
114, 2999119, 628918, 630272, 618067, 616744, 252559, 252559
115, 2995661, 634617, 626562, 614342, 622366, 248887, 248887
116, 3001563, 622560, 642692, 630653, 610592, 247533, 247533
117, 2995541, 628178, 631139, 618942, 615918, 250682, 250682
118, 3001632, 622953, 641388, 629109, 610928, 248627, 248627
119, 2998126, 596216, 657621, 645382, 584305, 257301, 257301
120, 3002579, 641222, 630710, 618909, 629264, 241237, 241237
121, 2993437, 633298, 633601, 621281, 620855, 242201, 242201
122, 2996210, 638446, 617637, 605574, 626149, 254202, 254202
123, 2998744, 616645, 629520, 617504, 604961, 265057, 265057
124, 2998397, 639239, 623711, 611760, 626851, 248418, 248418
125, 2999354, 644341, 617325, 605549, 632071, 250034, 250034
126, 2996780, 624814, 620345, 608430, 612579, 265306, 265306
127, 2997853, 585329, 673963, 661655, 573366, 251770, 251770
128, 2998884, 614532, 638021, 625896, 602339, 259048, 259048
