rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.130000	0.959560	0.922599	0.042951	0.852907	0.961816	0.926943	0.043050	0.860957
0.131000	0.958978	0.919642	0.001989	0.845756	0.961337	0.924173	0.001973	0.854110
0.132000	0.956227	0.914375	0.002295	0.836102	0.958688	0.919087	0.002282	0.844741
0.133000	0.952379	0.907939	0.030228	0.825202	0.954943	0.912835	0.030305	0.834126
0.134000	0.946170	0.898833	0.059962	0.811174	0.948835	0.903904	0.060131	0.820351
0.135000	0.946353	0.895596	0.003571	0.802138	0.949140	0.900880	0.003558	0.811630
0.136000	0.941448	0.887228	0.030066	0.788031	0.944348	0.892703	0.030154	0.797785
0.137000	0.937758	0.879414	0.004886	0.773453	0.940778	0.885086	0.004886	0.783462
0.138000	0.932503	0.869603	0.006367	0.756348	0.935635	0.875454	0.006366	0.766560
0.139000	0.925595	0.857644	0.030303	0.736502	0.928849	0.863684	0.030404	0.746912
0.140000	0.918359	0.843570	0.013700	0.712187	0.921722	0.849761	0.013736	0.722677
0.141000	0.909425	0.827414	0.018978	0.685643	0.912905	0.833758	0.019039	0.696196
0.142000	0.897669	0.807081	0.035663	0.653473	0.901253	0.813538	0.035798	0.663970
0.143000	0.882688	0.781126	0.044590	0.613906	0.886359	0.787635	0.044765	0.624178
0.144000	0.853428	0.734715	0.079842	0.550710	0.857130	0.741102	0.080183	0.560323
0.145000	0.817701	0.681149	0.111870	0.482703	0.821390	0.687308	0.112366	0.491467
0.146000	0.774077	0.617356	0.134761	0.406918	0.777719	0.623178	0.135392	0.414625
0.147000	0.707931	0.534117	0.181522	0.324671	0.711400	0.539363	0.182407	0.331075
0.148000	0.631615	0.441622	0.206603	0.239412	0.634836	0.446135	0.207650	0.244326
0.149000	0.549585	0.349026	0.216755	0.164196	0.552507	0.352747	0.217906	0.167714
0.150000	0.456085	0.257045	0.221430	0.102064	0.458606	0.259892	0.222647	0.104335
0.151000	0.380601	0.188842	0.209727	0.061716	0.382791	0.191021	0.210930	0.063146
0.152000	0.332909	0.148137	0.193156	0.040490	0.334907	0.149918	0.194307	0.041468
0.153000	0.274991	0.108666	0.181784	0.025276	0.276707	0.110023	0.182912	0.025910
0.154000	0.233716	0.079090	0.156417	0.014491	0.235220	0.080109	0.157419	0.014866
0.155000	0.195699	0.056421	0.134622	0.007675	0.197008	0.057180	0.135528	0.007882
0.156000	0.178016	0.047423	0.125433	0.005743	0.179249	0.048082	0.126299	0.005903
0.157000	0.159147	0.037486	0.110265	0.003585	0.160297	0.038031	0.111067	0.003690
0.158000	0.138237	0.028279	0.095758	0.002028	0.139280	0.028707	0.096479	0.002090
0.159000	0.117898	0.021240	0.085673	0.001227	0.118816	0.021571	0.086338	0.001266
0.160000	0.110774	0.019576	0.085471	0.001189	0.111670	0.019894	0.086162	0.001228
0.161000	0.098603	0.015181	0.073882	0.000665	0.099428	0.015436	0.074496	0.000688
0.162000	0.088280	0.012582	0.069197	0.000487	0.089042	0.012800	0.069798	0.000504
0.163000	0.082620	0.010581	0.061276	0.000331	0.083360	0.010771	0.061825	0.000343
0.164000	0.076402	0.008932	0.055633	0.000220	0.077120	0.009101	0.056151	0.000228
0.165000	0.070538	0.007815	0.053288	0.000191	0.071220	0.007968	0.053809	0.000199
0.166000	0.068555	0.007001	0.047966	0.000131	0.069244	0.007142	0.048449	0.000136
0.167000	0.060626	0.005596	0.043825	0.000084	0.061263	0.005714	0.044279	0.000088
0.168000	0.058057	0.005061	0.041116	0.000067	0.058675	0.005170	0.041558	0.000070
0.169000	0.054204	0.004608	0.040861	0.000061	0.054803	0.004711	0.041317	0.000064
0.170000	0.049232	0.003718	0.035975	0.000039	0.049785	0.003803	0.036390	0.000041
0.171000	0.047584	0.003498	0.035131	0.000038	0.048154	0.003582	0.035545	0.000040
0.172000	0.046157	0.003304	0.034257	0.000034	0.046719	0.003386	0.034683	0.000036
0.173000	0.042047	0.002833	0.032632	0.000025	0.042580	0.002905	0.033045	0.000026
0.174000	0.040391	0.002602	0.031158	0.000021	0.040930	0.002672	0.031573	0.000022
0.175000	0.037708	0.002225	0.028333	0.000015	0.038220	0.002286	0.028720	0.000016
0.176000	0.034674	0.001904	0.026483	0.000011	0.035156	0.001957	0.026857	0.000012
0.177000	0.033681	0.001793	0.025654	0.000010	0.034178	0.001846	0.026031	0.000010
0.178000	0.033729	0.001762	0.024985	0.000009	0.034233	0.001815	0.025359	0.000009
0.179000	0.031919	0.001572	0.023521	0.000007	0.032408	0.001621	0.023890	0.000008
0.180000	0.031976	0.001545	0.022857	0.000006	0.032480	0.001594	0.023228	0.000007
