rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.130000	0.961201	0.923908	0.000741	0.853607	0.963463	0.928261	0.000736	0.861671
0.131000	0.958620	0.918952	0.000806	0.844476	0.960983	0.923490	0.000800	0.852836
0.132000	0.956009	0.913953	0.000921	0.835314	0.958473	0.918672	0.000915	0.843961
0.133000	0.951067	0.906343	0.042586	0.823107	0.953634	0.911240	0.042702	0.832027
0.134000	0.949714	0.901958	0.001241	0.813533	0.952392	0.907053	0.001238	0.822750
0.135000	0.945034	0.893980	0.029846	0.800009	0.947824	0.899265	0.029933	0.809496
0.136000	0.940970	0.886315	0.029820	0.786352	0.943872	0.891790	0.029912	0.796097
0.137000	0.936153	0.877265	0.029697	0.770384	0.939170	0.882927	0.029792	0.780360
0.138000	0.930603	0.866898	0.029610	0.752302	0.933735	0.872743	0.029709	0.762481
0.139000	0.924949	0.855572	0.006331	0.732131	0.928200	0.861595	0.006349	0.742476
0.140000	0.916517	0.840057	0.007414	0.705876	0.919879	0.846232	0.007437	0.716291
0.141000	0.904494	0.818287	0.013305	0.670142	0.907958	0.824566	0.013352	0.680466
0.142000	0.889529	0.791734	0.021727	0.628217	0.893082	0.798071	0.021809	0.638314
0.143000	0.860130	0.743729	0.062487	0.559764	0.863714	0.749939	0.062744	0.569150
0.144000	0.806973	0.664311	0.114481	0.460901	0.810478	0.670093	0.114973	0.468958
0.145000	0.717002	0.546000	0.178631	0.335132	0.720247	0.550954	0.179438	0.341240
0.146000	0.594594	0.399720	0.214893	0.205277	0.597398	0.403499	0.215903	0.209175
0.147000	0.467059	0.268987	0.225483	0.109321	0.469353	0.271636	0.226591	0.111485
0.148000	0.356324	0.168714	0.204320	0.051723	0.358148	0.170443	0.205362	0.052788
0.149000	0.268482	0.101536	0.171619	0.022007	0.269910	0.102619	0.172531	0.022478
0.150000	0.203163	0.061524	0.142300	0.009255	0.204288	0.062208	0.143088	0.009462
0.151000	0.162530	0.040423	0.118353	0.004357	0.163465	0.040890	0.119034	0.004458
0.152000	0.132268	0.026565	0.095237	0.001862	0.133059	0.026883	0.095806	0.001907
0.153000	0.107766	0.018525	0.083135	0.001013	0.108435	0.018755	0.083650	0.001038
0.154000	0.097847	0.014776	0.072127	0.000607	0.098481	0.014968	0.072594	0.000623
0.155000	0.080562	0.010132	0.060349	0.000291	0.081102	0.010269	0.060756	0.000299
0.156000	0.067681	0.007230	0.051467	0.000155	0.068154	0.007331	0.051826	0.000159
0.157000	0.061432	0.005819	0.045223	0.000098	0.061877	0.005904	0.045551	0.000101
0.158000	0.054524	0.004670	0.041193	0.000070	0.054935	0.004740	0.041500	0.000072
0.159000	0.047294	0.003492	0.035432	0.000036	0.047660	0.003546	0.035706	0.000037
0.160000	0.042893	0.002835	0.031542	0.000022	0.043240	0.002881	0.031794	0.000022
0.161000	0.039995	0.002526	0.030431	0.000019	0.040332	0.002568	0.030684	0.000020
0.162000	0.035816	0.001958	0.025985	0.000011	0.036128	0.001992	0.026212	0.000011
0.163000	0.033079	0.001705	0.024715	0.000009	0.033374	0.001736	0.024938	0.000010
0.164000	0.031907	0.001599	0.024103	0.000008	0.032205	0.001629	0.024326	0.000008
0.165000	0.028224	0.001231	0.020853	0.000005	0.028498	0.001255	0.021053	0.000005
0.166000	0.025904	0.001026	0.018848	0.000003	0.026163	0.001047	0.019036	0.000003
0.167000	0.024287	0.000940	0.018715	0.000003	0.024540	0.000960	0.018913	0.000003
0.168000	0.023537	0.000879	0.018038	0.000003	0.023789	0.000898	0.018230	0.000003
0.169000	0.021919	0.000760	0.016714	0.000002	0.022167	0.000777	0.016902	0.000002
0.170000	0.020680	0.000667	0.015470	0.000001	0.020919	0.000682	0.015645	0.000001
0.171000	0.018948	0.000573	0.014624	0.000001	0.019176	0.000587	0.014792	0.000001
0.172000	0.018055	0.000511	0.013597	0.000001	0.018279	0.000524	0.013766	0.000001
0.173000	0.017385	0.000478	0.013240	0.000001	0.017605	0.000490	0.013407	0.000001
0.174000	0.016434	0.000431	0.012682	0.000001	0.016649	0.000442	0.012847	0.000001
0.175000	0.015850	0.000390	0.011783	0.000000	0.016063	0.000401	0.011941	0.000000
0.176000	0.014336	0.000321	0.010754	0.000000	0.014541	0.000330	0.010909	0.000000
0.177000	0.014052	0.000309	0.010550	0.000000	0.014255	0.000318	0.010704	0.000000
0.178000	0.013946	0.000303	0.010436	0.000000	0.014158	0.000313	0.010591	0.000000
0.179000	0.012753	0.000259	0.009834	0.000000	0.012949	0.000267	0.009988	0.000000
0.180000	0.012081	0.000230	0.009185	0.000000	0.012274	0.000238	0.009331	0.000000
