rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.130000	0.960190	0.922888	0.030370	0.852576	0.962451	0.927239	0.030441	0.860634
0.131000	0.957670	0.918050	0.030291	0.843660	0.960030	0.922580	0.030366	0.852008
0.132000	0.955915	0.913774	0.000763	0.834985	0.958381	0.918494	0.000759	0.843633
0.133000	0.951888	0.906997	0.030110	0.823469	0.954458	0.911902	0.030191	0.832401
0.134000	0.949596	0.901733	0.000960	0.813127	0.952278	0.906834	0.000958	0.822351
0.135000	0.944924	0.893774	0.029897	0.799638	0.947712	0.899057	0.029985	0.809118
0.136000	0.941772	0.886937	0.001482	0.786666	0.944678	0.892418	0.001483	0.796418
0.137000	0.936968	0.877914	0.001987	0.770747	0.939987	0.883580	0.001989	0.780728
0.138000	0.931481	0.867664	0.002482	0.752862	0.934618	0.873517	0.002486	0.763053
0.139000	0.924475	0.854673	0.004286	0.730528	0.927727	0.860696	0.004298	0.740860
0.140000	0.915121	0.838320	0.029566	0.703605	0.918479	0.844485	0.029674	0.713991
0.141000	0.904476	0.818206	0.011392	0.669865	0.907941	0.824487	0.011434	0.680188
0.142000	0.883669	0.782266	0.037356	0.615060	0.887201	0.788531	0.037504	0.624951
0.143000	0.853933	0.732822	0.060170	0.543584	0.857494	0.738946	0.060420	0.552708
0.144000	0.787949	0.634802	0.118062	0.424254	0.791374	0.640333	0.118574	0.431679
0.145000	0.668357	0.483768	0.192527	0.274766	0.671385	0.488161	0.193397	0.279777
0.146000	0.533990	0.333800	0.220579	0.153436	0.536508	0.336956	0.221619	0.156350
0.147000	0.389393	0.195735	0.210018	0.065507	0.391308	0.197664	0.211049	0.066804
0.148000	0.279261	0.110797	0.181135	0.025582	0.280690	0.111933	0.182061	0.026109
0.149000	0.217641	0.068697	0.146046	0.011073	0.218799	0.069430	0.146823	0.011311
0.150000	0.160407	0.039420	0.117001	0.004115	0.161295	0.039857	0.117648	0.004207
0.151000	0.128655	0.025014	0.091990	0.001705	0.129397	0.025303	0.092519	0.001744
0.152000	0.100239	0.015851	0.076178	0.000727	0.100837	0.016041	0.076636	0.000745
0.153000	0.090985	0.012736	0.066768	0.000479	0.091550	0.012895	0.067184	0.000491
0.154000	0.070668	0.007828	0.053237	0.000180	0.071125	0.007930	0.053580	0.000184
0.155000	0.059840	0.005655	0.045542	0.000097	0.060241	0.005731	0.045846	0.000100
0.156000	0.053052	0.004473	0.040720	0.000063	0.053423	0.004535	0.041004	0.000065
0.157000	0.048022	0.003618	0.036214	0.000039	0.048369	0.003670	0.036476	0.000040
0.158000	0.041365	0.002672	0.030999	0.000020	0.041677	0.002713	0.031234	0.000021
0.159000	0.038126	0.002362	0.030142	0.000018	0.038421	0.002399	0.030377	0.000019
0.160000	0.034148	0.001813	0.025437	0.000010	0.034424	0.001843	0.025642	0.000010
0.161000	0.030728	0.001463	0.022773	0.000006	0.030986	0.001487	0.022964	0.000006
0.162000	0.028768	0.001265	0.020924	0.000004	0.029018	0.001287	0.021105	0.000005
0.163000	0.025290	0.001022	0.019549	0.000003	0.025519	0.001040	0.019725	0.000003
0.164000	0.023020	0.000824	0.017155	0.000002	0.023236	0.000840	0.017312	0.000002
0.165000	0.021636	0.000738	0.016422	0.000002	0.021844	0.000752	0.016580	0.000002
0.166000	0.021280	0.000705	0.015868	0.000001	0.021493	0.000719	0.016027	0.000001
0.167000	0.018938	0.000561	0.014225	0.000001	0.019137	0.000573	0.014374	0.000001
0.168000	0.017804	0.000506	0.013749	0.000001	0.017994	0.000517	0.013896	0.000001
0.169000	0.016281	0.000413	0.012146	0.000001	0.016462	0.000422	0.012282	0.000001
0.170000	0.015325	0.000373	0.011774	0.000000	0.015499	0.000382	0.011910	0.000000
0.171000	0.014659	0.000342	0.011274	0.000000	0.014835	0.000350	0.011408	0.000000
0.172000	0.014090	0.000308	0.010473	0.000000	0.014262	0.000316	0.010605	0.000000
0.173000	0.013353	0.000279	0.010058	0.000000	0.013526	0.000287	0.010184	0.000000
0.174000	0.012779	0.000253	0.009464	0.000000	0.012948	0.000260	0.009591	0.000000
0.175000	0.012094	0.000228	0.009061	0.000000	0.012258	0.000235	0.009185	0.000000
0.176000	0.011267	0.000206	0.008909	0.000000	0.011429	0.000212	0.009036	0.000000
0.177000	0.011192	0.000200	0.008655	0.000000	0.011357	0.000206	0.008780	0.000000
0.178000	0.010433	0.000169	0.007756	0.000000	0.010590	0.000174	0.007874	0.000000
0.179000	0.010063	0.000159	0.007589	0.000000	0.010219	0.000164	0.007701	0.000000
0.180000	0.009650	0.000145	0.007184	0.000000	0.009806	0.000149	0.007301	0.000000
