rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.130000	0.961287	0.924074	0.001435	0.853921	0.963549	0.928429	0.001422	0.861988
0.131000	0.958825	0.919348	0.001640	0.845211	0.961186	0.923881	0.001624	0.853566
0.132000	0.955123	0.913176	0.030256	0.834735	0.957585	0.917888	0.030334	0.843374
0.133000	0.951266	0.906724	0.042624	0.823813	0.953830	0.911618	0.042737	0.832729
0.134000	0.949958	0.902426	0.002443	0.814395	0.952639	0.907526	0.002433	0.823626
0.135000	0.945324	0.894540	0.030032	0.801034	0.948112	0.899824	0.030119	0.810525
0.136000	0.942226	0.887803	0.003630	0.788241	0.945130	0.893284	0.003626	0.798002
0.137000	0.937704	0.879305	0.004130	0.773237	0.940726	0.884983	0.004133	0.783255
0.138000	0.930195	0.867017	0.041877	0.753326	0.933328	0.872866	0.042014	0.763524
0.139000	0.925660	0.856913	0.008175	0.734519	0.928907	0.862935	0.008192	0.744878
0.140000	0.917191	0.842183	0.030714	0.710335	0.920555	0.848371	0.030822	0.720809
0.141000	0.907807	0.825099	0.031380	0.682014	0.911275	0.831414	0.031495	0.692493
0.142000	0.893269	0.799499	0.039618	0.642106	0.896835	0.805894	0.039766	0.652416
0.143000	0.875851	0.769900	0.052764	0.597879	0.879503	0.776332	0.052975	0.607908
0.144000	0.850168	0.728222	0.073736	0.539731	0.853854	0.734550	0.074048	0.549150
0.145000	0.802095	0.658845	0.124452	0.457090	0.805723	0.664816	0.125009	0.465409
0.146000	0.742937	0.575580	0.153702	0.363972	0.746437	0.581015	0.154423	0.370876
0.147000	0.658905	0.472885	0.196795	0.266101	0.662138	0.477533	0.197754	0.271356
0.148000	0.565055	0.363435	0.210114	0.173940	0.567943	0.367158	0.211183	0.177520
0.149000	0.471766	0.273095	0.224792	0.112610	0.474268	0.275998	0.225982	0.115014
0.150000	0.392669	0.199795	0.213555	0.067967	0.394843	0.202013	0.214737	0.069484
0.151000	0.316900	0.138258	0.194504	0.037221	0.318729	0.139856	0.195621	0.038085
0.152000	0.263030	0.097128	0.167163	0.020176	0.264606	0.098294	0.168160	0.020662
0.153000	0.220942	0.071072	0.149187	0.011740	0.222316	0.071959	0.150115	0.012034
0.154000	0.188876	0.054167	0.135990	0.007608	0.190099	0.054871	0.136869	0.007806
0.155000	0.164320	0.040734	0.117188	0.004208	0.165427	0.041284	0.117974	0.004322
0.156000	0.136369	0.028490	0.099468	0.002112	0.137320	0.028889	0.100162	0.002171
0.157000	0.120452	0.021622	0.084341	0.001200	0.121321	0.021935	0.084950	0.001235
0.158000	0.106558	0.017713	0.079742	0.000880	0.107356	0.017981	0.080344	0.000907
0.159000	0.099710	0.015349	0.073534	0.000663	0.100486	0.015589	0.074104	0.000684
0.160000	0.087312	0.011793	0.064574	0.000391	0.088016	0.011984	0.065092	0.000404
0.161000	0.073600	0.008427	0.054864	0.000205	0.074216	0.008569	0.055322	0.000212
0.162000	0.073576	0.008506	0.055614	0.000221	0.074221	0.008656	0.056100	0.000229
0.163000	0.066603	0.006790	0.048515	0.000126	0.067202	0.006913	0.048958	0.000131
0.164000	0.062630	0.006052	0.046149	0.000114	0.063219	0.006166	0.046574	0.000119
0.165000	0.056429	0.004983	0.042416	0.000071	0.056974	0.005080	0.042826	0.000074
0.166000	0.052763	0.004331	0.039329	0.000055	0.053289	0.004418	0.039722	0.000057
0.167000	0.049540	0.003728	0.035696	0.000038	0.050053	0.003806	0.036067	0.000040
0.168000	0.043344	0.002912	0.032150	0.000024	0.043810	0.002975	0.032498	0.000025
0.169000	0.044619	0.003093	0.033206	0.000028	0.045111	0.003162	0.033573	0.000029
0.170000	0.041516	0.002651	0.030448	0.000021	0.041992	0.002712	0.030795	0.000022
0.171000	0.037535	0.002148	0.027181	0.000013	0.037981	0.002199	0.027508	0.000014
0.172000	0.036291	0.002076	0.027542	0.000013	0.036735	0.002127	0.027877	0.000014
0.173000	0.032617	0.001621	0.023595	0.000007	0.033032	0.001662	0.023895	0.000008
0.174000	0.031942	0.001561	0.023245	0.000007	0.032363	0.001602	0.023548	0.000007
0.175000	0.030283	0.001426	0.022562	0.000006	0.030695	0.001465	0.022866	0.000006
0.176000	0.030361	0.001439	0.022748	0.000006	0.030787	0.001480	0.023067	0.000006
0.177000	0.028183	0.001259	0.021552	0.000005	0.028593	0.001295	0.021859	0.000005
0.178000	0.026712	0.001119	0.020126	0.000004	0.027112	0.001153	0.020434	0.000004
0.179000	0.026059	0.001045	0.019131	0.000003	0.026467	0.001078	0.019425	0.000003
0.180000	0.024400	0.000945	0.018709	0.000003	0.024791	0.000976	0.019009	0.000003
