rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.130000	0.961117	0.923747	0.000427	0.853309	0.963380	0.928101	0.000423	0.861372
0.131000	0.957641	0.917995	0.030298	0.843559	0.960002	0.922526	0.030373	0.851907
0.132000	0.955877	0.913702	0.000549	0.834852	0.958344	0.918424	0.000545	0.843503
0.133000	0.952871	0.907963	0.000626	0.824398	0.955444	0.912873	0.000623	0.833339
0.134000	0.949562	0.901668	0.000717	0.813007	0.952242	0.906766	0.000715	0.822227
0.135000	0.944913	0.893755	0.029887	0.799600	0.947703	0.899040	0.029975	0.809085
0.136000	0.941642	0.886691	0.001135	0.786225	0.944549	0.892174	0.001134	0.795979
0.137000	0.936840	0.877671	0.001411	0.770314	0.939860	0.883339	0.001413	0.780294
0.138000	0.931140	0.867027	0.002024	0.751749	0.934276	0.872876	0.002028	0.761926
0.139000	0.924269	0.854283	0.003220	0.729834	0.927518	0.860301	0.003227	0.740153
0.140000	0.915294	0.837792	0.005428	0.701993	0.918654	0.843955	0.005447	0.712359
0.141000	0.903279	0.816041	0.011278	0.666308	0.906740	0.822305	0.011321	0.676577
0.142000	0.882532	0.779814	0.030837	0.610029	0.886059	0.786059	0.030960	0.619839
0.143000	0.842401	0.715293	0.075194	0.520402	0.845912	0.721268	0.075506	0.529132
0.144000	0.752327	0.587809	0.147693	0.374323	0.755597	0.592930	0.148334	0.380874
0.145000	0.602897	0.407426	0.209623	0.209281	0.605628	0.411126	0.210572	0.213099
0.146000	0.442813	0.242440	0.215307	0.091395	0.444903	0.244734	0.216322	0.093132
0.147000	0.294280	0.120665	0.184565	0.029578	0.295725	0.121853	0.185470	0.030163
0.148000	0.203156	0.062302	0.145015	0.009500	0.204194	0.062940	0.145756	0.009696
0.149000	0.153429	0.035030	0.107188	0.003000	0.154245	0.035404	0.107759	0.003065
0.150000	0.116673	0.020541	0.083234	0.001185	0.117319	0.020769	0.083696	0.001211
0.151000	0.092812	0.013506	0.069940	0.000522	0.093345	0.013662	0.070344	0.000534
0.152000	0.075825	0.008988	0.056904	0.000227	0.076279	0.009095	0.057245	0.000233
0.153000	0.060335	0.005744	0.045868	0.000095	0.060711	0.005816	0.046152	0.000098
0.154000	0.050056	0.004042	0.039193	0.000053	0.050378	0.004094	0.039445	0.000054
0.155000	0.045070	0.003178	0.033868	0.000029	0.045372	0.003221	0.034096	0.000030
0.156000	0.038890	0.002396	0.029716	0.000017	0.039162	0.002429	0.029922	0.000018
0.157000	0.035448	0.001958	0.026485	0.000011	0.035704	0.001986	0.026676	0.000011
0.158000	0.031182	0.001509	0.023173	0.000007	0.031418	0.001532	0.023346	0.000007
0.159000	0.027330	0.001166	0.020467	0.000004	0.027544	0.001184	0.020627	0.000004
0.160000	0.025702	0.001035	0.019343	0.000003	0.025909	0.001052	0.019499	0.000003
0.161000	0.021314	0.000709	0.015969	0.000001	0.021492	0.000721	0.016104	0.000002
0.162000	0.021311	0.000706	0.015883	0.000001	0.021496	0.000719	0.016021	0.000001
0.163000	0.019092	0.000581	0.014729	0.000001	0.019264	0.000592	0.014861	0.000001
0.164000	0.016832	0.000450	0.012916	0.000001	0.016989	0.000459	0.013037	0.000001
0.165000	0.015904	0.000402	0.012222	0.000000	0.016058	0.000410	0.012339	0.000001
0.166000	0.015232	0.000368	0.011663	0.000000	0.015385	0.000375	0.011779	0.000000
0.167000	0.014390	0.000322	0.010702	0.000000	0.014540	0.000328	0.010814	0.000000
0.168000	0.012894	0.000255	0.009439	0.000000	0.013032	0.000261	0.009541	0.000000
0.169000	0.012518	0.000251	0.009687	0.000000	0.012656	0.000256	0.009796	0.000000
0.170000	0.011191	0.000196	0.008397	0.000000	0.011319	0.000200	0.008494	0.000000
0.171000	0.010722	0.000183	0.008257	0.000000	0.010851	0.000188	0.008356	0.000000
0.172000	0.009976	0.000156	0.007502	0.000000	0.010099	0.000160	0.007595	0.000000
0.173000	0.009628	0.000147	0.007364	0.000000	0.009752	0.000151	0.007457	0.000000
0.174000	0.009547	0.000143	0.007183	0.000000	0.009671	0.000146	0.007277	0.000000
0.175000	0.009199	0.000127	0.006497	0.000000	0.009325	0.000130	0.006584	0.000000
0.176000	0.008582	0.000114	0.006351	0.000000	0.008703	0.000117	0.006441	0.000000
0.177000	0.007713	0.000096	0.006048	0.000000	0.007826	0.000099	0.006138	0.000000
0.178000	0.007801	0.000092	0.005600	0.000000	0.007920	0.000095	0.005684	0.000000
0.179000	0.007554	0.000089	0.005623	0.000000	0.007674	0.000091	0.005709	0.000000
0.180000	0.007185	0.000081	0.005446	0.000000	0.007300	0.000084	0.005534	0.000000
