rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.130000	0.961248	0.923999	0.000958	0.853778	0.963507	0.928346	0.000950	0.861829
0.131000	0.958715	0.919135	0.001129	0.844814	0.961075	0.923666	0.001121	0.853163
0.132000	0.956072	0.914075	0.001225	0.835539	0.958537	0.918795	0.001216	0.844189
0.133000	0.953008	0.908226	0.001444	0.824882	0.955580	0.913134	0.001438	0.833822
0.134000	0.949764	0.902054	0.001756	0.813713	0.952440	0.907146	0.001749	0.822925
0.135000	0.945136	0.894180	0.029968	0.800373	0.947924	0.899464	0.030056	0.809861
0.136000	0.941890	0.887163	0.002610	0.787082	0.944794	0.892642	0.002610	0.796834
0.137000	0.937192	0.878339	0.003266	0.771516	0.940211	0.884008	0.003268	0.781507
0.138000	0.931870	0.868399	0.004075	0.754173	0.935004	0.874250	0.004078	0.764370
0.139000	0.924216	0.855053	0.029629	0.731979	0.927463	0.861072	0.029733	0.742321
0.140000	0.917548	0.841953	0.007712	0.709080	0.920912	0.848139	0.007734	0.719538
0.141000	0.905267	0.820485	0.031259	0.674424	0.908731	0.826776	0.031376	0.684804
0.142000	0.888372	0.793018	0.061750	0.633185	0.891921	0.799366	0.061994	0.643363
0.143000	0.866325	0.754151	0.060276	0.575578	0.869933	0.760446	0.060523	0.585225
0.144000	0.827627	0.693758	0.093762	0.495618	0.831222	0.699798	0.094168	0.504283
0.145000	0.766719	0.606974	0.138263	0.395054	0.770193	0.612485	0.138883	0.402258
0.146000	0.675384	0.490823	0.186223	0.280055	0.678568	0.495461	0.187099	0.285372
0.147000	0.560042	0.361278	0.218245	0.173420	0.562795	0.364837	0.219314	0.176853
0.148000	0.449973	0.250396	0.218907	0.097334	0.452273	0.252962	0.220024	0.099338
0.149000	0.356477	0.168704	0.204030	0.051821	0.358375	0.170505	0.205116	0.052933
0.150000	0.280307	0.110589	0.178933	0.026029	0.281859	0.111816	0.179920	0.026609
0.151000	0.223965	0.072590	0.149766	0.012226	0.225254	0.073428	0.150629	0.012511
0.152000	0.179817	0.049143	0.129648	0.006190	0.180894	0.049732	0.130421	0.006340
0.153000	0.147649	0.032616	0.103997	0.002755	0.148568	0.033023	0.104643	0.002824
0.154000	0.129161	0.024859	0.090424	0.001577	0.129993	0.025181	0.091007	0.001619
0.155000	0.105776	0.017750	0.081005	0.000989	0.106484	0.017989	0.081549	0.001016
0.156000	0.098033	0.014743	0.071639	0.000597	0.098718	0.014949	0.072138	0.000614
0.157000	0.077631	0.009431	0.058350	0.000259	0.078195	0.009569	0.058772	0.000267
0.158000	0.072737	0.008337	0.055198	0.000209	0.073281	0.008463	0.055612	0.000215
0.159000	0.064724	0.006556	0.048649	0.000126	0.065228	0.006658	0.049027	0.000130
0.160000	0.060805	0.005751	0.045315	0.000096	0.061296	0.005844	0.045682	0.000100
0.161000	0.054006	0.004625	0.041337	0.000061	0.054458	0.004703	0.041687	0.000063
0.162000	0.050259	0.003940	0.037605	0.000048	0.050695	0.004009	0.037931	0.000050
0.163000	0.044914	0.003154	0.033709	0.000029	0.045314	0.003210	0.034008	0.000030
0.164000	0.042183	0.002693	0.030220	0.000020	0.042577	0.002743	0.030500	0.000020
0.165000	0.036297	0.002045	0.026973	0.000012	0.036648	0.002085	0.027234	0.000013
0.166000	0.035542	0.001994	0.027041	0.000012	0.035898	0.002034	0.027308	0.000012
0.167000	0.031895	0.001582	0.023766	0.000007	0.032225	0.001615	0.024013	0.000008
0.168000	0.031272	0.001526	0.023406	0.000007	0.031608	0.001559	0.023661	0.000007
0.169000	0.028380	0.001260	0.021326	0.000005	0.028695	0.001288	0.021562	0.000005
0.170000	0.027500	0.001194	0.020912	0.000005	0.027820	0.001221	0.021150	0.000005
0.171000	0.025701	0.001035	0.019359	0.000003	0.026009	0.001060	0.019586	0.000004
0.172000	0.025711	0.001034	0.019309	0.000003	0.026032	0.001060	0.019547	0.000003
0.173000	0.023604	0.000881	0.018010	0.000002	0.023904	0.000904	0.018241	0.000003
0.174000	0.020967	0.000705	0.016279	0.000001	0.021241	0.000723	0.016494	0.000002
0.175000	0.020356	0.000641	0.015048	0.000001	0.020629	0.000658	0.015258	0.000001
0.176000	0.020083	0.000643	0.015467	0.000001	0.020368	0.000661	0.015686	0.000001
0.177000	0.018845	0.000553	0.014064	0.000001	0.019122	0.000569	0.014263	0.000001
0.178000	0.017953	0.000493	0.013061	0.000001	0.018229	0.000508	0.013258	0.000001
0.179000	0.016665	0.000434	0.012508	0.000001	0.016922	0.000448	0.012706	0.000001
0.180000	0.016968	0.000444	0.012487	0.000001	0.017243	0.000458	0.012683	0.000001
