rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.130000	0.961166	0.923841	0.000849	0.853485	0.963429	0.928196	0.000841	0.861550
0.131000	0.957764	0.918229	0.030292	0.843991	0.960124	0.922760	0.030366	0.852342
0.132000	0.955941	0.913825	0.001074	0.835080	0.958406	0.918543	0.001068	0.843725
0.133000	0.952923	0.908065	0.001385	0.824589	0.955496	0.912975	0.001379	0.833531
0.134000	0.949707	0.901946	0.001499	0.813515	0.952387	0.907043	0.001494	0.822736
0.135000	0.945983	0.894887	0.001824	0.800834	0.948771	0.900170	0.001821	0.810319
0.136000	0.941891	0.887162	0.002097	0.787072	0.944794	0.892639	0.002093	0.796820
0.137000	0.937113	0.878187	0.002555	0.771235	0.940132	0.883856	0.002558	0.781224
0.138000	0.931682	0.868044	0.003671	0.753547	0.934814	0.873891	0.003676	0.763733
0.139000	0.925296	0.856196	0.004786	0.733150	0.928551	0.862229	0.004795	0.743518
0.140000	0.916992	0.840924	0.007104	0.707320	0.920357	0.847108	0.007126	0.717761
0.141000	0.905598	0.820294	0.013649	0.673461	0.909064	0.826586	0.013698	0.683831
0.142000	0.889039	0.791023	0.025147	0.627478	0.892592	0.797358	0.025246	0.637569
0.143000	0.865625	0.751453	0.046335	0.569326	0.869232	0.757729	0.046526	0.578874
0.144000	0.822857	0.687270	0.100874	0.487238	0.826429	0.693248	0.101308	0.495751
0.145000	0.752033	0.589046	0.153273	0.377116	0.755439	0.594392	0.153964	0.383990
0.146000	0.633136	0.444586	0.209105	0.243057	0.636121	0.448787	0.210087	0.247670
0.147000	0.523569	0.319842	0.213815	0.140717	0.526143	0.322993	0.214864	0.143503
0.148000	0.404995	0.210767	0.216208	0.074132	0.407066	0.212928	0.217313	0.075659
0.149000	0.315499	0.136015	0.190985	0.035722	0.317178	0.137465	0.191999	0.036487
0.150000	0.239759	0.081720	0.155678	0.014813	0.241084	0.082626	0.156537	0.015143
0.151000	0.187843	0.052009	0.129320	0.006591	0.188923	0.052609	0.130065	0.006744
0.152000	0.154868	0.036213	0.110585	0.003419	0.155795	0.036648	0.111246	0.003502
0.153000	0.130308	0.025399	0.091753	0.001648	0.131118	0.025715	0.092322	0.001690
0.154000	0.109523	0.018658	0.081622	0.000989	0.110231	0.018899	0.082148	0.001015
0.155000	0.091615	0.013288	0.069966	0.000509	0.092231	0.013468	0.070435	0.000523
0.156000	0.082992	0.010789	0.062460	0.000328	0.083571	0.010940	0.062898	0.000337
0.157000	0.071691	0.007937	0.052889	0.000180	0.072212	0.008052	0.053271	0.000185
0.158000	0.059719	0.005540	0.044427	0.000091	0.060167	0.005623	0.044759	0.000094
0.159000	0.057844	0.005164	0.042639	0.000074	0.058295	0.005245	0.042973	0.000076
0.160000	0.050837	0.003994	0.037545	0.000045	0.051247	0.004059	0.037849	0.000047
0.161000	0.044627	0.003119	0.033573	0.000029	0.045001	0.003171	0.033854	0.000030
0.162000	0.042788	0.002871	0.032260	0.000024	0.043165	0.002922	0.032539	0.000025
0.163000	0.040071	0.002515	0.030156	0.000019	0.040430	0.002560	0.030429	0.000020
0.164000	0.035293	0.001930	0.026158	0.000011	0.035621	0.001966	0.026401	0.000011
0.165000	0.032933	0.001685	0.024494	0.000008	0.033248	0.001717	0.024731	0.000009
0.166000	0.028857	0.001316	0.021979	0.000005	0.029148	0.001342	0.022199	0.000005
0.167000	0.029246	0.001324	0.021653	0.000005	0.029550	0.001352	0.021879	0.000005
0.168000	0.025873	0.001048	0.019447	0.000003	0.026155	0.001070	0.019655	0.000003
0.169000	0.025533	0.001006	0.018816	0.000003	0.025820	0.001029	0.019028	0.000003
0.170000	0.023508	0.000857	0.017439	0.000002	0.023778	0.000877	0.017639	0.000002
0.171000	0.023001	0.000819	0.017015	0.000002	0.023273	0.000838	0.017219	0.000002
0.172000	0.021233	0.000687	0.015370	0.000001	0.021493	0.000704	0.015559	0.000001
0.173000	0.019760	0.000609	0.014780	0.000001	0.020010	0.000625	0.014972	0.000001
0.174000	0.018802	0.000550	0.014025	0.000001	0.019048	0.000565	0.014214	0.000001
0.175000	0.018005	0.000513	0.013726	0.000001	0.018249	0.000527	0.013916	0.000001
0.176000	0.017538	0.000484	0.013275	0.000001	0.017783	0.000497	0.013460	0.000001
0.177000	0.016178	0.000419	0.012538	0.000001	0.016411	0.000431	0.012722	0.000001
0.178000	0.015498	0.000382	0.011926	0.000000	0.015732	0.000394	0.012106	0.000000
0.179000	0.015222	0.000363	0.011439	0.000000	0.015462	0.000374	0.011616	0.000000
0.180000	0.014185	0.000316	0.010693	0.000000	0.014412	0.000326	0.010868	0.000000
