rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.130000	0.961152	0.923814	0.000520	0.853434	0.963414	0.928168	0.000515	0.861496
0.131000	0.958618	0.918948	0.000596	0.844467	0.960980	0.923483	0.000592	0.852822
0.132000	0.955882	0.913711	0.000669	0.834869	0.958349	0.918433	0.000667	0.843520
0.133000	0.952866	0.907954	0.000766	0.824383	0.955438	0.912862	0.000763	0.833319
0.134000	0.949573	0.901690	0.000935	0.813048	0.952253	0.906788	0.000931	0.822267
0.135000	0.945846	0.894627	0.001084	0.800361	0.948639	0.899917	0.001081	0.809854
0.136000	0.941680	0.886764	0.001411	0.786357	0.944586	0.892244	0.001411	0.796107
0.137000	0.936910	0.877804	0.001754	0.770550	0.939930	0.883472	0.001755	0.780533
0.138000	0.930323	0.866373	0.029525	0.751378	0.933456	0.872218	0.029625	0.761550
0.139000	0.924505	0.854721	0.003431	0.730588	0.927755	0.860742	0.003441	0.740917
0.140000	0.915745	0.838620	0.005624	0.703387	0.919106	0.844788	0.005644	0.713773
0.141000	0.903789	0.816963	0.011369	0.667833	0.907250	0.823233	0.011411	0.678123
0.142000	0.883978	0.783175	0.041916	0.616139	0.887511	0.789446	0.042084	0.626046
0.143000	0.847939	0.724433	0.073707	0.533308	0.851473	0.730485	0.074013	0.542255
0.144000	0.779694	0.624218	0.127656	0.412947	0.783082	0.629655	0.128210	0.420171
0.145000	0.648827	0.460787	0.199525	0.254511	0.651765	0.464969	0.200427	0.259152
0.146000	0.487863	0.287834	0.223212	0.120992	0.490165	0.290557	0.224264	0.123292
0.147000	0.360971	0.169718	0.198538	0.050569	0.362745	0.171390	0.199514	0.051570
0.148000	0.258048	0.096774	0.173739	0.020364	0.259367	0.097766	0.174626	0.020783
0.149000	0.183168	0.050236	0.129171	0.006331	0.184143	0.050772	0.129858	0.006467
0.150000	0.139915	0.030546	0.104737	0.002660	0.140690	0.030886	0.105319	0.002720
0.151000	0.115300	0.020269	0.083513	0.001082	0.115964	0.020503	0.083994	0.001108
0.152000	0.090584	0.012586	0.066183	0.000435	0.091126	0.012737	0.066581	0.000446
0.153000	0.072826	0.008344	0.055143	0.000202	0.073280	0.008449	0.055485	0.000207
0.154000	0.066873	0.006754	0.047768	0.000126	0.067308	0.006842	0.048076	0.000129
0.155000	0.054870	0.004741	0.041595	0.000067	0.055238	0.004805	0.041875	0.000069
0.156000	0.048691	0.003629	0.035477	0.000037	0.049030	0.003680	0.035725	0.000038
0.157000	0.042758	0.002915	0.032962	0.000026	0.043066	0.002957	0.033202	0.000026
0.158000	0.037484	0.002255	0.029148	0.000016	0.037766	0.002289	0.029366	0.000017
0.159000	0.034146	0.001855	0.026248	0.000011	0.034412	0.001884	0.026452	0.000011
0.160000	0.030124	0.001451	0.023309	0.000007	0.030366	0.001474	0.023497	0.000007
0.161000	0.027239	0.001174	0.020791	0.000004	0.027468	0.001194	0.020965	0.000004
0.162000	0.025515	0.001033	0.019557	0.000003	0.025735	0.001051	0.019728	0.000004
0.163000	0.023301	0.000848	0.017469	0.000002	0.023512	0.000863	0.017625	0.000002
0.164000	0.020977	0.000708	0.016382	0.000002	0.021172	0.000722	0.016534	0.000002
0.165000	0.020661	0.000662	0.015342	0.000001	0.020863	0.000675	0.015490	0.000001
0.166000	0.018191	0.000530	0.014107	0.000001	0.018373	0.000541	0.014248	0.000001
0.167000	0.016536	0.000428	0.012430	0.000001	0.016707	0.000437	0.012561	0.000001
0.168000	0.015795	0.000377	0.011313	0.000000	0.015966	0.000386	0.011436	0.000000
0.169000	0.014990	0.000356	0.011438	0.000000	0.015158	0.000364	0.011567	0.000000
0.170000	0.013882	0.000309	0.010776	0.000000	0.014041	0.000316	0.010901	0.000000
0.171000	0.013223	0.000276	0.010078	0.000000	0.013379	0.000283	0.010198	0.000000
0.172000	0.012621	0.000254	0.009743	0.000000	0.012776	0.000261	0.009866	0.000000
0.173000	0.012094	0.000226	0.008938	0.000000	0.012246	0.000232	0.009051	0.000000
0.174000	0.011376	0.000210	0.008960	0.000000	0.011524	0.000215	0.009080	0.000000
0.175000	0.010530	0.000179	0.008241	0.000000	0.010676	0.000184	0.008353	0.000000
0.176000	0.009719	0.000152	0.007563	0.000000	0.009855	0.000156	0.007670	0.000000
0.177000	0.009961	0.000156	0.007543	0.000000	0.010106	0.000161	0.007655	0.000000
0.178000	0.009078	0.000131	0.006984	0.000000	0.009215	0.000135	0.007088	0.000000
0.179000	0.008943	0.000122	0.006497	0.000000	0.009085	0.000126	0.006594	0.000000
0.180000	0.008930	0.000123	0.006571	0.000000	0.009075	0.000127	0.006678	0.000000
