rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.130000	0.961131	0.923773	0.000471	0.853357	0.963395	0.928130	0.000467	0.861425
0.131000	0.958626	0.918964	0.000514	0.844495	0.960990	0.923502	0.000511	0.852857
0.132000	0.955860	0.913668	0.000587	0.834791	0.958326	0.918390	0.000583	0.843441
0.133000	0.952828	0.907882	0.000692	0.824251	0.955401	0.912792	0.000689	0.833191
0.134000	0.949527	0.901602	0.000878	0.812889	0.952208	0.906701	0.000875	0.822110
0.135000	0.945886	0.894701	0.000936	0.800493	0.948678	0.899991	0.000934	0.809987
0.136000	0.941659	0.886723	0.001201	0.786283	0.944565	0.892205	0.001200	0.796034
0.137000	0.936897	0.877779	0.001544	0.770505	0.939918	0.883448	0.001545	0.780488
0.138000	0.930317	0.866355	0.029418	0.751340	0.933449	0.872198	0.029517	0.761509
0.139000	0.924427	0.854576	0.003106	0.730332	0.927679	0.860597	0.003114	0.740661
0.140000	0.915338	0.837886	0.006492	0.702189	0.918696	0.844045	0.006513	0.712551
0.141000	0.903173	0.816048	0.018071	0.666699	0.906632	0.822312	0.018140	0.676972
0.142000	0.882623	0.780378	0.036802	0.611564	0.886150	0.786628	0.036949	0.621399
0.143000	0.844597	0.720020	0.081710	0.527847	0.848116	0.726033	0.082050	0.536700
0.144000	0.763019	0.602481	0.142421	0.390611	0.766335	0.607729	0.143039	0.397445
0.145000	0.628867	0.436271	0.201984	0.232362	0.631716	0.440233	0.202898	0.236601
0.146000	0.462778	0.266100	0.227895	0.107786	0.464963	0.268619	0.228971	0.109836
0.147000	0.329255	0.147921	0.198776	0.041491	0.330874	0.149379	0.199753	0.042312
0.148000	0.242285	0.082623	0.154664	0.014758	0.243524	0.083470	0.155455	0.015063
0.149000	0.175289	0.045020	0.119557	0.004892	0.176221	0.045501	0.120194	0.004997
0.150000	0.127144	0.025098	0.094511	0.001712	0.127848	0.025377	0.095034	0.001751
0.151000	0.101815	0.016085	0.075620	0.000704	0.102400	0.016270	0.076054	0.000720
0.152000	0.082461	0.010472	0.060602	0.000317	0.082954	0.010598	0.060965	0.000325
0.153000	0.069155	0.007264	0.049818	0.000144	0.069586	0.007355	0.050127	0.000148
0.154000	0.057401	0.005106	0.042561	0.000074	0.057771	0.005172	0.042835	0.000076
0.155000	0.051130	0.004067	0.038119	0.000049	0.051473	0.004122	0.038374	0.000050
0.156000	0.043702	0.003082	0.034241	0.000031	0.044006	0.003125	0.034481	0.000032
0.157000	0.036357	0.002111	0.028099	0.000014	0.036620	0.002142	0.028303	0.000014
0.158000	0.034260	0.001861	0.026213	0.000011	0.034518	0.001889	0.026411	0.000011
0.159000	0.030761	0.001485	0.023209	0.000007	0.031001	0.001508	0.023390	0.000007
0.160000	0.027524	0.001189	0.020770	0.000004	0.027748	0.001208	0.020938	0.000004
0.161000	0.024130	0.000911	0.018141	0.000002	0.024332	0.000927	0.018294	0.000003
0.162000	0.023010	0.000806	0.016631	0.000002	0.023210	0.000820	0.016775	0.000002
0.163000	0.022455	0.000769	0.016280	0.000002	0.022659	0.000783	0.016428	0.000002
0.164000	0.018856	0.000558	0.014242	0.000001	0.019033	0.000569	0.014374	0.000001
0.165000	0.017015	0.000466	0.013280	0.000001	0.017180	0.000475	0.013407	0.000001
0.166000	0.016605	0.000433	0.012540	0.000001	0.016771	0.000442	0.012665	0.000001
0.167000	0.015968	0.000409	0.012400	0.000001	0.016136	0.000417	0.012527	0.000001
0.168000	0.014215	0.000321	0.010903	0.000000	0.014367	0.000328	0.011018	0.000000
0.169000	0.012981	0.000264	0.009777	0.000000	0.013125	0.000270	0.009887	0.000000
0.170000	0.012995	0.000268	0.009946	0.000000	0.013145	0.000274	0.010060	0.000000
0.171000	0.012294	0.000234	0.009130	0.000000	0.012439	0.000240	0.009238	0.000000
0.172000	0.011337	0.000203	0.008616	0.000000	0.011479	0.000208	0.008723	0.000000
0.173000	0.010443	0.000172	0.007905	0.000000	0.010576	0.000176	0.008006	0.000000
0.174000	0.009940	0.000158	0.007721	0.000000	0.010071	0.000163	0.007822	0.000000
0.175000	0.010029	0.000156	0.007451	0.000000	0.010166	0.000160	0.007551	0.000000
0.176000	0.009066	0.000131	0.007015	0.000000	0.009195	0.000135	0.007112	0.000000
0.177000	0.008941	0.000126	0.006792	0.000000	0.009074	0.000130	0.006891	0.000000
0.178000	0.008211	0.000107	0.006268	0.000000	0.008335	0.000110	0.006362	0.000000
0.179000	0.008335	0.000106	0.006027	0.000000	0.008462	0.000109	0.006121	0.000000
0.180000	0.007795	0.000096	0.005968	0.000000	0.007923	0.000100	0.006065	0.000000
