rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.130000	0.961091	0.923696	0.000390	0.853215	0.963355	0.928054	0.000388	0.861284
0.131000	0.958609	0.918932	0.000427	0.844436	0.960972	0.923467	0.000424	0.852791
0.132000	0.955872	0.913692	0.000505	0.834834	0.958339	0.918413	0.000502	0.843484
0.133000	0.952839	0.907902	0.000583	0.824287	0.955411	0.912811	0.000580	0.833225
0.134000	0.949521	0.901591	0.000666	0.812867	0.952201	0.906688	0.000664	0.822084
0.135000	0.945790	0.894519	0.000833	0.800167	0.948583	0.899810	0.000832	0.809661
0.136000	0.941591	0.886594	0.001016	0.786052	0.944496	0.892074	0.001015	0.795799
0.137000	0.936795	0.877587	0.001309	0.770165	0.939817	0.883258	0.001310	0.780151
0.138000	0.931053	0.866863	0.001885	0.751464	0.934189	0.872712	0.001889	0.761639
0.139000	0.924299	0.854336	0.002681	0.729914	0.927549	0.860355	0.002688	0.740236
0.140000	0.915692	0.838513	0.004477	0.703170	0.919053	0.844679	0.004491	0.713549
0.141000	0.902230	0.814430	0.020278	0.664105	0.905687	0.820684	0.020355	0.674343
0.142000	0.883117	0.780415	0.022804	0.610502	0.886646	0.786666	0.022894	0.620321
0.143000	0.843014	0.714299	0.060223	0.517375	0.846528	0.720267	0.060474	0.526056
0.144000	0.737507	0.570505	0.163060	0.357365	0.740712	0.575474	0.163767	0.363617
0.145000	0.582714	0.385152	0.213532	0.190232	0.585354	0.388649	0.214498	0.193701
0.146000	0.398439	0.204008	0.212732	0.069953	0.400319	0.205939	0.213736	0.071284
0.147000	0.272784	0.104440	0.173288	0.022849	0.274125	0.105469	0.174139	0.023302
0.148000	0.192065	0.054901	0.134209	0.007443	0.193048	0.055464	0.134896	0.007596
0.149000	0.133410	0.027103	0.096459	0.001928	0.134120	0.027392	0.096972	0.001969
0.150000	0.106271	0.017108	0.076250	0.000789	0.106859	0.017297	0.076672	0.000807
0.151000	0.083472	0.010748	0.061484	0.000314	0.083953	0.010872	0.061837	0.000321
0.152000	0.069313	0.007355	0.050508	0.000145	0.069729	0.007444	0.050812	0.000149
0.153000	0.058344	0.005353	0.044143	0.000082	0.058707	0.005419	0.044417	0.000084
0.154000	0.047631	0.003503	0.035137	0.000035	0.047939	0.003549	0.035363	0.000036
0.155000	0.042171	0.002749	0.031155	0.000022	0.042454	0.002786	0.031364	0.000022
0.156000	0.037202	0.002111	0.026957	0.000012	0.037461	0.002140	0.027146	0.000012
0.157000	0.031403	0.001553	0.023808	0.000007	0.031630	0.001576	0.023982	0.000007
0.158000	0.029096	0.001318	0.021720	0.000005	0.029314	0.001338	0.021883	0.000005
0.159000	0.025799	0.001048	0.019549	0.000003	0.026000	0.001064	0.019703	0.000003
0.160000	0.022604	0.000804	0.017112	0.000002	0.022787	0.000817	0.017250	0.000002
0.161000	0.020701	0.000684	0.015971	0.000001	0.020874	0.000695	0.016106	0.000001
0.162000	0.018749	0.000551	0.014128	0.000001	0.018912	0.000561	0.014250	0.000001
0.163000	0.017251	0.000466	0.012958	0.000001	0.017406	0.000474	0.013074	0.000001
0.164000	0.016354	0.000408	0.011852	0.000000	0.016505	0.000416	0.011963	0.000000
0.165000	0.014948	0.000346	0.011083	0.000000	0.015093	0.000353	0.011191	0.000000
0.166000	0.013473	0.000291	0.010462	0.000000	0.013607	0.000297	0.010567	0.000000
0.167000	0.012830	0.000267	0.010128	0.000000	0.012963	0.000273	0.010233	0.000000
0.168000	0.011867	0.000223	0.009051	0.000000	0.011995	0.000228	0.009147	0.000000
0.169000	0.011457	0.000204	0.008546	0.000000	0.011585	0.000209	0.008641	0.000000
0.170000	0.010588	0.000183	0.008431	0.000000	0.010708	0.000187	0.008528	0.000000
0.171000	0.010232	0.000163	0.007641	0.000000	0.010356	0.000167	0.007731	0.000000
0.172000	0.009576	0.000145	0.007270	0.000000	0.009694	0.000148	0.007359	0.000000
0.173000	0.008644	0.000119	0.006634	0.000000	0.008753	0.000122	0.006720	0.000000
0.174000	0.008455	0.000112	0.006393	0.000000	0.008565	0.000115	0.006476	0.000000
0.175000	0.008047	0.000103	0.006210	0.000000	0.008156	0.000106	0.006295	0.000000
0.176000	0.007590	0.000090	0.005702	0.000000	0.007698	0.000093	0.005781	0.000000
0.177000	0.007599	0.000090	0.005709	0.000000	0.007712	0.000093	0.005792	0.000000
0.178000	0.007012	0.000077	0.005318	0.000000	0.007118	0.000080	0.005397	0.000000
0.179000	0.006816	0.000072	0.005099	0.000000	0.006922	0.000075	0.005179	0.000000
0.180000	0.006328	0.000063	0.004826	0.000000	0.006429	0.000065	0.004904	0.000000
