rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.130000	0.960652	0.923780	0.030446	0.854242	0.962912	0.928131	0.030517	0.862308
0.131000	0.959035	0.919755	0.002748	0.845977	0.961391	0.924281	0.002727	0.854323
0.132000	0.954186	0.912300	0.042762	0.833998	0.956647	0.917012	0.042875	0.842633
0.133000	0.951471	0.907118	0.042662	0.824553	0.954032	0.912008	0.042781	0.833467
0.134000	0.950137	0.902775	0.003836	0.815056	0.952813	0.907868	0.003815	0.824276
0.135000	0.946741	0.896336	0.004334	0.803486	0.949525	0.901616	0.004321	0.812979
0.136000	0.941717	0.887752	0.030351	0.789012	0.944608	0.893211	0.030440	0.798744
0.137000	0.936423	0.878673	0.042259	0.773745	0.939429	0.884325	0.042396	0.783730
0.138000	0.930893	0.868348	0.042259	0.755767	0.934018	0.874186	0.042394	0.765962
0.139000	0.927088	0.859589	0.009832	0.739215	0.930343	0.865635	0.009848	0.749650
0.140000	0.919189	0.845958	0.032394	0.717023	0.922549	0.852154	0.032502	0.727563
0.141000	0.911100	0.830547	0.021053	0.691095	0.914582	0.836906	0.021111	0.701716
0.142000	0.897761	0.808098	0.046070	0.656140	0.901345	0.814562	0.046246	0.666677
0.143000	0.884473	0.785188	0.053818	0.621666	0.888150	0.791730	0.054038	0.632066
0.144000	0.865128	0.753602	0.071806	0.576428	0.868869	0.760132	0.072101	0.586455
0.145000	0.834170	0.704716	0.094217	0.512472	0.837938	0.711096	0.094634	0.521787
0.146000	0.801937	0.658598	0.124476	0.456829	0.805715	0.664815	0.125051	0.465487
0.147000	0.741403	0.578581	0.170009	0.371104	0.745029	0.584253	0.170838	0.378412
0.148000	0.690329	0.511922	0.188063	0.303670	0.693855	0.517163	0.189020	0.309915
0.149000	0.629142	0.438688	0.207048	0.237299	0.632475	0.443346	0.208138	0.242358
0.150000	0.557343	0.358414	0.218594	0.170968	0.560422	0.362382	0.219794	0.174771
0.151000	0.482626	0.285134	0.228486	0.121371	0.485409	0.288419	0.229777	0.124176
0.152000	0.403561	0.210821	0.218998	0.075269	0.405980	0.213352	0.220301	0.077082
0.153000	0.346912	0.161645	0.203218	0.048705	0.349074	0.163664	0.204479	0.049927
0.154000	0.309144	0.131054	0.188371	0.034534	0.311132	0.132742	0.189574	0.035427
0.155000	0.258227	0.095916	0.170981	0.020237	0.259966	0.097208	0.172121	0.020785
0.156000	0.235904	0.080708	0.158296	0.015168	0.237541	0.081832	0.159392	0.015592
0.157000	0.205014	0.061646	0.140054	0.008813	0.206495	0.062538	0.141061	0.009069
0.158000	0.177791	0.048509	0.129999	0.006199	0.179116	0.049236	0.130970	0.006386
0.159000	0.165677	0.041303	0.117703	0.004461	0.166967	0.041948	0.118618	0.004601
0.160000	0.139774	0.030408	0.104264	0.002643	0.140905	0.030900	0.105100	0.002729
0.161000	0.134079	0.026660	0.093180	0.001832	0.135198	0.027108	0.093965	0.001894
0.162000	0.118903	0.022133	0.089417	0.001429	0.119934	0.022519	0.090194	0.001479
0.163000	0.111262	0.019042	0.081627	0.001022	0.112268	0.019387	0.082357	0.001059
0.164000	0.100503	0.015629	0.074354	0.000695	0.101441	0.015923	0.075050	0.000721
0.165000	0.093246	0.013482	0.069188	0.000537	0.094141	0.013743	0.069861	0.000558
0.166000	0.084848	0.011041	0.061984	0.000329	0.085699	0.011264	0.062611	0.000342
0.167000	0.082668	0.010621	0.061536	0.000319	0.083531	0.010843	0.062175	0.000332
0.168000	0.072552	0.008401	0.056015	0.000212	0.073331	0.008582	0.056610	0.000221
0.169000	0.069918	0.007662	0.052664	0.000173	0.070681	0.007831	0.053246	0.000181
0.170000	0.069198	0.007414	0.051244	0.000157	0.069990	0.007584	0.051820	0.000164
0.171000	0.062331	0.005964	0.045596	0.000098	0.063073	0.006105	0.046122	0.000103
0.172000	0.057483	0.005130	0.042724	0.000074	0.058194	0.005258	0.043256	0.000078
0.173000	0.056036	0.004929	0.042296	0.000072	0.056741	0.005055	0.042841	0.000076
0.174000	0.054400	0.004581	0.040273	0.000061	0.055126	0.004704	0.040808	0.000064
0.175000	0.048910	0.003722	0.036463	0.000038	0.049584	0.003825	0.036961	0.000041
0.176000	0.047862	0.003667	0.037099	0.000043	0.048541	0.003771	0.037609	0.000046
0.177000	0.046956	0.003404	0.034631	0.000032	0.047634	0.003503	0.035132	0.000034
0.178000	0.045300	0.003264	0.034806	0.000031	0.045973	0.003362	0.035335	0.000033
0.179000	0.042036	0.002722	0.030898	0.000021	0.042693	0.002808	0.031388	0.000022
0.180000	0.040569	0.002658	0.031817	0.000023	0.041234	0.002746	0.032333	0.000025
