rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.130000	0.961095	0.923703	0.000362	0.853228	0.963359	0.928060	0.000358	0.861296
0.131000	0.958586	0.918886	0.000384	0.844353	0.960950	0.923425	0.000382	0.852714
0.132000	0.955817	0.913587	0.000453	0.834642	0.958284	0.918309	0.000450	0.843292
0.133000	0.952850	0.907923	0.000513	0.824325	0.955421	0.912829	0.000510	0.833258
0.134000	0.948579	0.900702	0.029985	0.812077	0.951258	0.905797	0.030069	0.821290
0.135000	0.944866	0.893666	0.029901	0.799441	0.947657	0.898953	0.029990	0.808928
0.136000	0.941617	0.886644	0.000936	0.786141	0.944523	0.892124	0.000937	0.795889
0.137000	0.936782	0.877561	0.001191	0.770119	0.939802	0.883230	0.001192	0.780100
0.138000	0.931164	0.867071	0.001855	0.751823	0.934302	0.872924	0.001859	0.762008
0.139000	0.923265	0.853278	0.029321	0.728836	0.926512	0.859291	0.029424	0.739144
0.140000	0.915233	0.837682	0.005456	0.701808	0.918594	0.843844	0.005474	0.712171
0.141000	0.901651	0.813867	0.029868	0.663416	0.905105	0.820115	0.029982	0.673639
0.142000	0.880637	0.776130	0.024662	0.604021	0.884158	0.782348	0.024759	0.613737
0.143000	0.833947	0.701992	0.080777	0.503912	0.837424	0.707857	0.081113	0.512367
0.144000	0.722379	0.550377	0.168954	0.337524	0.725519	0.555171	0.169688	0.343429
0.145000	0.547202	0.348922	0.222466	0.165326	0.549681	0.352090	0.223474	0.168341
0.146000	0.373572	0.182220	0.206553	0.058024	0.375335	0.183944	0.207527	0.059126
0.147000	0.248986	0.089386	0.165506	0.017840	0.250210	0.090267	0.166319	0.018193
0.148000	0.171632	0.043207	0.117257	0.004475	0.172510	0.043650	0.117856	0.004567
0.149000	0.123469	0.022936	0.087702	0.001385	0.124127	0.023181	0.088170	0.001414
0.150000	0.100257	0.015636	0.074733	0.000686	0.100812	0.015810	0.075147	0.000702
0.151000	0.078568	0.009693	0.059334	0.000273	0.079020	0.009805	0.059676	0.000279
0.152000	0.063370	0.006391	0.048736	0.000119	0.063749	0.006468	0.049028	0.000122
0.153000	0.054396	0.004678	0.041467	0.000063	0.054735	0.004737	0.041724	0.000065
0.154000	0.044530	0.003106	0.033511	0.000027	0.044817	0.003146	0.033727	0.000027
0.155000	0.037847	0.002282	0.029153	0.000016	0.038101	0.002313	0.029349	0.000017
0.156000	0.033649	0.001769	0.025235	0.000009	0.033883	0.001794	0.025411	0.000009
0.157000	0.028930	0.001336	0.022339	0.000005	0.029140	0.001355	0.022501	0.000006
0.158000	0.025929	0.001070	0.019946	0.000004	0.026125	0.001086	0.020097	0.000004
0.159000	0.023248	0.000832	0.017076	0.000002	0.023429	0.000845	0.017209	0.000002
0.160000	0.021002	0.000703	0.016183	0.000002	0.021171	0.000714	0.016314	0.000002
0.161000	0.018871	0.000559	0.014228	0.000001	0.019029	0.000568	0.014348	0.000001
0.162000	0.016614	0.000441	0.012835	0.000001	0.016758	0.000448	0.012946	0.000001
0.163000	0.016481	0.000425	0.012374	0.000001	0.016629	0.000432	0.012486	0.000001
0.164000	0.014481	0.000338	0.011338	0.000000	0.014615	0.000345	0.011444	0.000000
0.165000	0.013381	0.000281	0.010107	0.000000	0.013511	0.000287	0.010205	0.000000
0.166000	0.012242	0.000236	0.009260	0.000000	0.012364	0.000240	0.009352	0.000000
0.167000	0.011599	0.000211	0.008732	0.000000	0.011721	0.000215	0.008824	0.000000
0.168000	0.011193	0.000195	0.008346	0.000000	0.011314	0.000199	0.008436	0.000000
0.169000	0.010441	0.000168	0.007692	0.000000	0.010557	0.000172	0.007778	0.000000
0.170000	0.009371	0.000137	0.007045	0.000000	0.009479	0.000141	0.007128	0.000000
0.171000	0.008797	0.000121	0.006601	0.000000	0.008902	0.000124	0.006680	0.000000
0.172000	0.008950	0.000123	0.006575	0.000000	0.009061	0.000126	0.006655	0.000000
0.173000	0.008370	0.000110	0.006299	0.000000	0.008476	0.000113	0.006378	0.000000
0.174000	0.007877	0.000098	0.006032	0.000000	0.007981	0.000101	0.006112	0.000000
0.175000	0.007496	0.000090	0.005784	0.000000	0.007599	0.000092	0.005864	0.000000
0.176000	0.006890	0.000075	0.005259	0.000000	0.006987	0.000077	0.005333	0.000000
0.177000	0.006494	0.000065	0.004741	0.000000	0.006588	0.000067	0.004812	0.000000
0.178000	0.006651	0.000069	0.004942	0.000000	0.006752	0.000071	0.005015	0.000000
0.179000	0.006332	0.000062	0.004675	0.000000	0.006432	0.000064	0.004747	0.000000
0.180000	0.005786	0.000052	0.004335	0.000000	0.005880	0.000054	0.004406	0.000000
