rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.130000	0.960113	0.922739	0.030377	0.852301	0.962374	0.927090	0.030449	0.860357
0.131000	0.958575	0.918865	0.000344	0.844314	0.960938	0.923402	0.000341	0.852671
0.132000	0.955817	0.913586	0.000405	0.834640	0.958283	0.918307	0.000403	0.843289
0.133000	0.952823	0.907871	0.000457	0.824230	0.955396	0.912782	0.000455	0.833171
0.134000	0.948544	0.900636	0.030008	0.811959	0.951223	0.905731	0.030093	0.821171
0.135000	0.945835	0.894605	0.000612	0.800319	0.948628	0.899896	0.000610	0.809814
0.136000	0.941612	0.886634	0.000801	0.786122	0.944519	0.892116	0.000801	0.795873
0.137000	0.936771	0.877541	0.001096	0.770082	0.939792	0.883209	0.001096	0.780063
0.138000	0.930970	0.866707	0.001583	0.751190	0.934105	0.872554	0.001587	0.761360
0.139000	0.924217	0.854182	0.002234	0.729644	0.927467	0.860200	0.002240	0.739961
0.140000	0.914985	0.837225	0.005152	0.701032	0.918344	0.843383	0.005170	0.711382
0.141000	0.902360	0.814320	0.008085	0.663325	0.905818	0.820573	0.008115	0.673551
0.142000	0.879761	0.774632	0.025540	0.601766	0.883277	0.780836	0.025642	0.611444
0.143000	0.829455	0.694195	0.078729	0.493356	0.832914	0.699995	0.079057	0.501635
0.144000	0.707085	0.528644	0.169338	0.313721	0.710160	0.533253	0.170075	0.319215
0.145000	0.514616	0.311639	0.216356	0.136225	0.516946	0.314468	0.217335	0.138709
0.146000	0.315797	0.138899	0.197916	0.038384	0.317288	0.140213	0.198849	0.039114
0.147000	0.216893	0.069960	0.151386	0.011500	0.217959	0.070649	0.152129	0.011728
0.148000	0.149044	0.034085	0.108955	0.003266	0.149807	0.034435	0.109513	0.003333
0.149000	0.109252	0.018446	0.080686	0.001002	0.109834	0.018643	0.081116	0.001024
0.150000	0.081978	0.010484	0.061348	0.000313	0.082432	0.010600	0.061687	0.000320
0.151000	0.069477	0.007341	0.050141	0.000147	0.069878	0.007426	0.050429	0.000150
0.152000	0.053958	0.004576	0.040797	0.000063	0.054281	0.004631	0.041042	0.000065
0.153000	0.043061	0.002900	0.032340	0.000024	0.043330	0.002936	0.032542	0.000025
0.154000	0.038037	0.002255	0.028429	0.000015	0.038282	0.002284	0.028613	0.000015
0.155000	0.031546	0.001533	0.023184	0.000007	0.031758	0.001553	0.023339	0.000007
0.156000	0.028799	0.001283	0.021310	0.000005	0.029000	0.001301	0.021458	0.000005
0.157000	0.025440	0.001004	0.018897	0.000003	0.025624	0.001019	0.019033	0.000003
0.158000	0.022720	0.000801	0.016866	0.000002	0.022891	0.000813	0.016992	0.000002
0.159000	0.019753	0.000622	0.015236	0.000001	0.019906	0.000632	0.015353	0.000001
0.160000	0.016987	0.000442	0.012388	0.000001	0.017124	0.000449	0.012489	0.000001
0.161000	0.016282	0.000404	0.011802	0.000000	0.016418	0.000411	0.011901	0.000000
0.162000	0.014669	0.000336	0.011009	0.000000	0.014796	0.000342	0.011105	0.000000
0.163000	0.013248	0.000278	0.010145	0.000000	0.013368	0.000283	0.010236	0.000000
0.164000	0.013061	0.000268	0.009862	0.000000	0.013182	0.000273	0.009952	0.000000
0.165000	0.011452	0.000209	0.008826	0.000000	0.011563	0.000213	0.008912	0.000000
0.166000	0.011388	0.000205	0.008674	0.000000	0.011503	0.000209	0.008761	0.000000
0.167000	0.010385	0.000166	0.007626	0.000000	0.010493	0.000169	0.007704	0.000000
0.168000	0.009247	0.000133	0.006922	0.000000	0.009346	0.000136	0.006995	0.000000
0.169000	0.008897	0.000127	0.006899	0.000000	0.008997	0.000130	0.006975	0.000000
0.170000	0.008291	0.000111	0.006490	0.000000	0.008386	0.000113	0.006566	0.000000
0.171000	0.008010	0.000097	0.005763	0.000000	0.008107	0.000100	0.005831	0.000000
0.172000	0.007206	0.000079	0.005209	0.000000	0.007295	0.000081	0.005273	0.000000
0.173000	0.006968	0.000075	0.005191	0.000000	0.007058	0.000077	0.005256	0.000000
0.174000	0.006763	0.000074	0.005304	0.000000	0.006852	0.000076	0.005374	0.000000
0.175000	0.006304	0.000062	0.004764	0.000000	0.006391	0.000064	0.004831	0.000000
0.176000	0.005977	0.000055	0.004426	0.000000	0.006060	0.000057	0.004487	0.000000
0.177000	0.005893	0.000054	0.004438	0.000000	0.005980	0.000056	0.004504	0.000000
0.178000	0.005532	0.000048	0.004220	0.000000	0.005616	0.000050	0.004285	0.000000
0.179000	0.005177	0.000042	0.003894	0.000000	0.005258	0.000043	0.003954	0.000000
0.180000	0.004749	0.000036	0.003729	0.000000	0.004825	0.000038	0.003789	0.000000
