rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.130000	0.960519	0.923532	0.030571	0.853806	0.962772	0.927869	0.030640	0.861843
0.131000	0.956437	0.917526	0.052482	0.844429	0.958788	0.922041	0.052606	0.852760
0.132000	0.956583	0.915070	0.004379	0.837423	0.959032	0.919762	0.004350	0.846031
0.133000	0.951760	0.907681	0.042834	0.825613	0.954320	0.912571	0.042946	0.834530
0.134000	0.948494	0.901476	0.042831	0.814404	0.951158	0.906548	0.042956	0.823593
0.135000	0.944344	0.894495	0.052064	0.802647	0.947127	0.899776	0.052214	0.812150
0.136000	0.941205	0.887680	0.042569	0.789721	0.944096	0.893140	0.042695	0.799465
0.137000	0.937268	0.880284	0.042570	0.776646	0.940272	0.885935	0.042697	0.786647
0.138000	0.932312	0.871031	0.042719	0.760538	0.935445	0.876891	0.042837	0.770804
0.139000	0.928262	0.861850	0.013401	0.743373	0.931513	0.867897	0.013417	0.753838
0.140000	0.919444	0.847324	0.044118	0.720260	0.922802	0.853523	0.044270	0.730835
0.141000	0.911161	0.833025	0.053020	0.697661	0.914639	0.839397	0.053209	0.708372
0.142000	0.899644	0.813824	0.066817	0.668044	0.903242	0.820345	0.067076	0.678789
0.143000	0.888077	0.792143	0.058837	0.633412	0.891752	0.798710	0.059059	0.643951
0.144000	0.871014	0.765026	0.079750	0.595295	0.874778	0.771649	0.080077	0.605638
0.145000	0.851628	0.733534	0.090899	0.551995	0.855476	0.740173	0.091288	0.562023
0.146000	0.827386	0.695218	0.103205	0.500866	0.831275	0.701766	0.103671	0.510337
0.147000	0.789705	0.641373	0.133192	0.437876	0.793561	0.647648	0.133826	0.446476
0.148000	0.745623	0.583802	0.166877	0.377107	0.749421	0.589754	0.167699	0.384823
0.149000	0.690748	0.516656	0.198804	0.312617	0.694412	0.522145	0.199841	0.319284
0.150000	0.642324	0.454015	0.203556	0.251651	0.645863	0.459023	0.204656	0.257222
0.151000	0.578226	0.382593	0.219653	0.192978	0.581563	0.387014	0.220906	0.197455
0.152000	0.510490	0.313873	0.230810	0.141618	0.513535	0.317626	0.232182	0.145024
0.153000	0.452075	0.255353	0.225791	0.102316	0.454884	0.258537	0.227194	0.104881
0.154000	0.402608	0.208635	0.215736	0.073323	0.405205	0.211329	0.217113	0.075224
0.155000	0.368420	0.176735	0.202488	0.055398	0.370890	0.179105	0.203827	0.056887
0.156000	0.320894	0.141400	0.196028	0.039378	0.323122	0.143369	0.197385	0.040481
0.157000	0.280188	0.109633	0.176430	0.024962	0.282211	0.111224	0.177711	0.025692
0.158000	0.257559	0.095503	0.170783	0.020051	0.259494	0.096940	0.172055	0.020657
0.159000	0.234824	0.081114	0.161156	0.015543	0.236654	0.082380	0.162405	0.016030
0.160000	0.207952	0.063957	0.143919	0.009960	0.209630	0.064990	0.145068	0.010285
0.161000	0.189957	0.052878	0.129592	0.006830	0.191548	0.053768	0.130680	0.007062
0.162000	0.164941	0.041360	0.118970	0.004532	0.166372	0.042081	0.120006	0.004691
0.163000	0.156379	0.036418	0.109380	0.003291	0.157782	0.037078	0.110374	0.003412
0.164000	0.133007	0.027584	0.099466	0.002160	0.134231	0.028096	0.100388	0.002241
0.165000	0.130779	0.025883	0.093701	0.001789	0.132045	0.026384	0.094593	0.001858
0.166000	0.118183	0.021303	0.085652	0.001228	0.119371	0.021732	0.086502	0.001278
0.167000	0.116368	0.020998	0.086350	0.001241	0.117565	0.021433	0.087242	0.001293
0.168000	0.106043	0.017756	0.080692	0.000941	0.107174	0.018139	0.081562	0.000982
0.169000	0.100617	0.015669	0.074465	0.000664	0.101734	0.016018	0.075287	0.000694
0.170000	0.092861	0.013453	0.069499	0.000512	0.093932	0.013764	0.070294	0.000536
0.171000	0.083699	0.011044	0.063550	0.000351	0.084687	0.011305	0.064286	0.000368
0.172000	0.086584	0.011461	0.062962	0.000362	0.087659	0.011749	0.063759	0.000380
0.173000	0.078675	0.009863	0.060609	0.000295	0.079677	0.010117	0.061386	0.000311
0.174000	0.072814	0.008333	0.055053	0.000199	0.073786	0.008556	0.055781	0.000210
0.175000	0.070143	0.007658	0.052329	0.000171	0.071087	0.007869	0.053061	0.000181
0.176000	0.066084	0.006741	0.048720	0.000132	0.067017	0.006934	0.049419	0.000140
0.177000	0.064404	0.006503	0.048528	0.000123	0.065336	0.006693	0.049234	0.000130
0.178000	0.063170	0.006101	0.045938	0.000105	0.064127	0.006285	0.046612	0.000111
0.179000	0.057292	0.005088	0.042490	0.000074	0.058187	0.005247	0.043137	0.000079
0.180000	0.057346	0.005139	0.043021	0.000080	0.058291	0.005306	0.043685	0.000085
