sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*, seed
13, 2458141, 26973, 1150724, 1142432, 19820, 59096, 59096, 298009958
11, 2466895, 22216, 1162120, 1154634, 15701, 56112, 56112, 3015572148
2, 2458681, 28914, 1148056, 1139759, 22184, 59884, 59884, 2957617021
6, 2457155, 24825, 1151322, 1143866, 17986, 59578, 59578, 296619855
9, 2456766, 38264, 1138241, 1130556, 31309, 59198, 59198, 1230044890
8, 2462440, 1150319, 28737, 21904, 1142204, 59638, 59638, 1219007355
10, 2458759, 1148618, 26153, 19401, 1141041, 61773, 61773, 1840681104
5, 2460198, 63189, 1108353, 1101004, 56276, 65688, 65688, 235865068
3, 2453989, 1141241, 33933, 26885, 1133902, 59014, 59014, 1417830375
7, 2455384, 1147041, 29777, 22638, 1139252, 58338, 58338, 319189560
0, 2461841, 1134014, 39139, 32524, 1126584, 64790, 64790, 1294607477
14, 2455925, 1139052, 33364, 26399, 1132082, 62514, 62514, 2304146341
4, 2456960, 1122737, 47361, 40428, 1115912, 65261, 65261, 2956558404
12, 2458706, 1148990, 27816, 20793, 1141859, 59624, 59624, 1067724338
1, 2457515, 1139616, 34859, 27997, 1132523, 61260, 61260, 2976376903
16, 2458996, 1153426, 24667, 17674, 1145353, 58938, 58938, 1363808022
18, 2461809, 1155064, 24476, 17790, 1146821, 58829, 58829, 3703662582
27, 2458904, 27941, 1149642, 1142065, 20990, 59133, 59133, 2803945548
17, 2456189, 1149217, 26411, 19510, 1141973, 59539, 59539, 3072306727
21, 2459860, 1145218, 31931, 24921, 1137906, 59942, 59942, 617060395
20, 2454676, 1149083, 27102, 20198, 1141709, 58292, 58292, 3676614616
19, 2457333, 1147449, 28013, 20951, 1140380, 60270, 60270, 2988878910
25, 2461851, 1153344, 24519, 17701, 1145505, 60391, 60391, 1498641035
24, 2449607, 31148, 1139444, 1132322, 23925, 61384, 61384, 4041840577
15, 2456298, 1111246, 62127, 55286, 1104217, 61711, 61711, 2361209676
29, 2459967, 26256, 1151176, 1143931, 19254, 59675, 59675, 736079025
23, 2455734, 1138917, 35299, 28248, 1131770, 60750, 60750, 1801403052
26, 2460783, 1151684, 26890, 20018, 1144827, 58682, 58682, 569499890
22, 2459318, 41896, 1133720, 1126713, 35003, 60993, 60993, 3396951369
31, 2454403, 1139459, 33473, 26510, 1131445, 61758, 61758, 434038647
28, 2453716, 30983, 1143648, 1136393, 24090, 59301, 59301, 2130732643
32, 2463498, 1159599, 23854, 17073, 1151344, 55814, 55814, 1896508756
30, 2452741, 1131555, 39859, 32773, 1124606, 61974, 61974, 3677182226
36, 2461116, 21952, 1159442, 1151687, 15265, 56385, 56385, 3463579327
34, 2455197, 1149913, 24271, 17444, 1142195, 60687, 60687, 3013814187
39, 2454182, 30281, 1145227, 1137167, 23269, 59119, 59119, 2825673780
35, 2459233, 22795, 1158583, 1150804, 15759, 55646, 55646, 1276101154
41, 2460889, 25251, 1155280, 1147825, 18281, 57126, 57126, 2114275190
37, 2464893, 28021, 1153395, 1146191, 21316, 57985, 57985, 790003565
40, 2455370, 35723, 1138656, 1131466, 28851, 60337, 60337, 1005380508
38, 2455419, 1140739, 33037, 26075, 1133330, 61119, 61119, 1466837185
48, 2454406, 36595, 1130796, 1123148, 29567, 67150, 67150, 1121402091
46, 2460109, 28254, 1150607, 1143158, 21448, 58321, 58321, 2764094186
43, 2453237, 1153060, 22886, 16123, 1145286, 57941, 57941, 2042215341
47, 2462483, 25570, 1152832, 1145287, 18936, 59929, 59929, 2334099767
44, 2460402, 1144351, 32246, 25244, 1136985, 60788, 60788, 130936915
52, 2461601, 22269, 1158554, 1150201, 15347, 57615, 57615, 2890542297
49, 2461944, 28434, 1150127, 1143023, 21674, 59343, 59343, 1650857219
45, 2458209, 30464, 1145460, 1138278, 23391, 60308, 60308, 1580134820
42, 2455739, 1144217, 32282, 25290, 1136658, 58646, 58646, 3009128257
33, 2462681, 929438, 231038, 224244, 922269, 77846, 77846, 290931869
54, 2461743, 25689, 1154034, 1147149, 18581, 58145, 58145, 2256592684
50, 2459262, 1147700, 27451, 20707, 1140498, 61453, 61453, 3523793146
55, 2454642, 26123, 1149379, 1141693, 19159, 59144, 59144, 2090081592
53, 2456481, 32034, 1124877, 1118018, 24944, 78304, 78304, 2640477168
51, 2460618, 1141235, 35827, 29009, 1133699, 60424, 60424, 3172485021
59, 2458383, 34025, 1140223, 1132339, 26992, 62402, 62402, 176459418
57, 2456294, 26292, 1150829, 1143227, 19246, 58350, 58350, 14678971
58, 2464097, 33533, 1144390, 1137467, 26679, 61014, 61014, 1306264387
62, 2457854, 27159, 1148688, 1140994, 20285, 60364, 60364, 3845311843
61, 2461556, 22533, 1156528, 1149587, 15536, 58686, 58686, 3831338698
56, 2452235, 1131276, 38638, 31482, 1123695, 63572, 63572, 1133766873
60, 2455586, 33070, 1140947, 1133509, 26128, 60966, 60966, 4096591182
63, 2459284, 1145429, 33080, 26260, 1137073, 58721, 58721, 3890451622
65, 2460032, 1154569, 25200, 18248, 1146659, 57678, 57678, 1851655269
66, 2457984, 27272, 1148540, 1140670, 20404, 60549, 60549, 1514900751
64, 2462056, 21737, 1158473, 1151256, 14844, 57873, 57873, 3984627647
67, 2464157, 32904, 1145994, 1138657, 26174, 60214, 60214, 1087529429
69, 2460328, 1149098, 29974, 23161, 1141629, 58233, 58233, 847147166
70, 2456873, 27356, 1148469, 1141529, 20485, 59517, 59517, 2901362942
73, 2461190, 1150004, 28620, 21555, 1142395, 59308, 59308, 1333490017
71, 2461669, 1147841, 25940, 19092, 1140308, 64244, 64244, 3904275627
77, 2457393, 1148374, 28671, 21715, 1139839, 59397, 59397, 1511663847
74, 2461376, 1153204, 24697, 18114, 1145593, 59884, 59884, 2306933946
78, 2461017, 28725, 1149235, 1141782, 21845, 59715, 59715, 3943860854
80, 2459330, 26882, 1148117, 1140975, 19958, 61699, 61699, 2820283136
76, 2464629, 20698, 1162320, 1155690, 13929, 55996, 55996, 282218856
68, 2461718, 1149636, 27711, 20986, 1142587, 60399, 60399, 2660168013
75, 2463872, 1156100, 25580, 18918, 1149158, 57058, 57058, 3400105854
82, 2459636, 24447, 1156302, 1148236, 17681, 56485, 56485, 408214251
81, 2461674, 30150, 1147586, 1140266, 23322, 60175, 60175, 2228797960
79, 2456486, 28670, 1148126, 1140895, 21835, 58480, 58480, 1178608253
84, 2460325, 1155112, 24731, 18066, 1147454, 57481, 57481, 1611994177
83, 2454914, 1143499, 28545, 21554, 1135866, 62725, 62725, 3117161963
85, 2461234, 1152660, 26983, 20327, 1144568, 58348, 58348, 2738350745
91, 2455303, 25290, 1149016, 1140416, 18443, 61069, 61069, 928901133
86, 2456283, 1148688, 26974, 20061, 1141290, 59635, 59635, 2990641954
94, 2456974, 34170, 1134575, 1125351, 27138, 67870, 67870, 2668071608
72, 2458982, 1141821, 34081, 27238, 1135100, 60371, 60371, 2264149565
87, 2452581, 1147109, 25753, 18768, 1140001, 60475, 60475, 4162809659
95, 2456989, 1147566, 29073, 22027, 1140117, 59103, 59103, 1731639264
96, 2458760, 1150983, 25133, 18183, 1143117, 60672, 60672, 2779312038
90, 2454134, 1135483, 31523, 24477, 1127585, 67533, 67533, 1338394015
88, 2458715, 1146108, 31306, 24312, 1138619, 59185, 59185, 84404132
89, 2455037, 1139572, 33980, 27038, 1132083, 61182, 61182, 3319315300
97, 2458764, 28787, 1146575, 1139761, 21925, 60858, 60858, 3374074531
93, 2458971, 1136212, 38897, 32021, 1128295, 61773, 61773, 1846290489
92, 2457681, 1148356, 26510, 19691, 1141050, 61037, 61037, 773015842
104, 2457669, 23408, 1152863, 1144288, 16770, 60170, 60170, 3537245228
98, 2454008, 40317, 1132072, 1124379, 33346, 61947, 61947, 3034194226
99, 2460997, 1145061, 34645, 27892, 1136771, 58314, 58314, 1668393261
100, 2459415, 1151313, 25478, 18788, 1142532, 60652, 60652, 3055817473
101, 2455968, 30134, 1146084, 1138548, 23282, 58960, 58960, 1347769317
106, 2461655, 26326, 1153898, 1145883, 19630, 57959, 57959, 1018661959
102, 2460997, 40482, 1137718, 1130499, 33542, 59378, 59378, 2497036359
112, 2454806, 31840, 1141494, 1133310, 24806, 61678, 61678, 2382865207
105, 2458752, 31024, 1144103, 1137000, 24219, 61203, 61203, 4135462966
109, 2457496, 26313, 1149598, 1142516, 19457, 59806, 59806, 1722919682
108, 2452891, 1147103, 27806, 20983, 1138841, 59079, 59079, 4012363549
115, 2461836, 30450, 1148388, 1140816, 23838, 59172, 59172, 1691793524
103, 2458763, 25060, 1142790, 1135913, 18176, 68412, 68412, 907323252
113, 2459806, 1156812, 21441, 14643, 1148946, 58982, 58982, 3678683597
118, 2455283, 25257, 1151348, 1143211, 18475, 58496, 58496, 614736684
111, 2466743, 1149493, 30037, 23345, 1142524, 60672, 60672, 3434255561
110, 2456198, 1144460, 29323, 22432, 1136421, 61781, 61781, 3422275926
107, 2457684, 23852, 1154295, 1147628, 16889, 57510, 57510, 2286363045
114, 2460021, 32846, 1143285, 1136441, 25941, 60754, 60754, 3328367458
116, 2458194, 1153619, 24395, 17512, 1145730, 58469, 58469, 605465772
121, 2458118, 27014, 1147952, 1140591, 20229, 61166, 61166, 1456768632
117, 2458829, 31968, 1144321, 1137317, 25055, 60084, 60084, 3293297206
122, 2458441, 29901, 1145110, 1137539, 23031, 61430, 61430, 80795944
123, 2454531, 1150212, 24802, 17927, 1142140, 59725, 59725, 2580239729
120, 2461319, 1145924, 30245, 23352, 1138542, 61628, 61628, 2883124872
126, 2458027, 27795, 1149616, 1142079, 21101, 58718, 58718, 683429494
124, 2458554, 26248, 1147623, 1140853, 19404, 62213, 62213, 1556553058
119, 2458398, 1106495, 64560, 57525, 1099410, 65204, 65204, 761908993
127, 2459114, 41521, 1131366, 1123807, 34714, 63853, 63853, 3776685980
128, 2455243, 1148693, 27073, 20198, 1141055, 59112, 59112, 3877469132
125, 2459178, 1150717, 28542, 21383, 1143620, 57458, 57458, 2414479166
136, 2451645, 26138, 1147732, 1139351, 19358, 59533, 59533, 1396791220
135, 2454017, 26425, 1145904, 1138123, 19701, 61932, 61932, 4053329137
132, 2456538, 1154149, 24662, 17758, 1146905, 56532, 56532, 2251580879
130, 2454954, 25412, 1150476, 1143154, 18300, 58806, 58806, 4135521631
129, 2453271, 1139105, 29277, 22378, 1132049, 65231, 65231, 72845850
131, 2459745, 1154531, 23952, 17050, 1147066, 58573, 58573, 3669601532
134, 2454483, 34685, 1137801, 1130946, 27737, 61657, 61657, 110019653
137, 2458662, 26317, 1150975, 1143219, 19449, 59351, 59351, 3900285484
