sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC, size_A_determined, size_B_determined, seed
6, 4504393, 1120239, 919531, 907529, 1108396, 224349, 224349, 2201664,1787437,1289273368
5, 4507956, 1197383, 858017, 845805, 1184833, 210959, 210959, 2358314,1654612,2885966825
8, 4505778, 533998, 1493037, 1480084, 523189, 237735, 237735, 968603,2963587,364178358
9, 4504710, 1291563, 746816, 735305, 1280110, 225458, 225458, 2556617,1437557,177980272
15, 4503152, 859335, 1180062, 1168224, 848173, 223679, 223679, 1666793,2325447,2697583319
12, 4514730, 1247834, 799521, 788602, 1236907, 220933, 220933, 2464355,1529815,953239344
7, 4518340, 704129, 1358286, 1346956, 693877, 207546, 207546, 1347705,2690243,1038043959
4, 4512203, 791952, 1247161, 1236106, 780446, 228269, 228269, 1529553,2461896,1555077700
11, 4505051, 1108438, 726926, 715663, 1096202, 428911, 428911, 2181676,1374816,2374098877
13, 4507481, 1292277, 746459, 735513, 1280282, 226475, 226475, 2556723,1414344,3088683938
10, 4505486, 1097895, 941511, 930528, 1086208, 224672, 224672, 2157188,1838921,1459121297
0, 4499162, 1703815, 353702, 343050, 1691185, 203705, 203705, 3390327,532503,3591727343
3, 4508121, 665487, 1382169, 1370344, 654399, 217861, 217861, 1262844,2740148,2732355102
1, 4500915, 1103329, 939943, 928081, 1091690, 218936, 218936, 2157840,1809009,1788316584
14, 4505465, 1292653, 732958, 721649, 1280557, 238824, 238824, 2559556,1397223,3344101325
2, 4507110, 1617498, 435388, 424856, 1605322, 212023, 212023, 3217641,740897,97553164
20, 4501423, 571918, 1467884, 1455042, 560753, 222913, 222913, 1059864,2915426,3798837889
17, 4503382, 848899, 1168276, 1157124, 837479, 245802, 245802, 1636238,2305082,3310332927
18, 4513762, 667338, 1285038, 1274059, 656481, 315423, 315423, 1264326,2537486,1779338810
21, 4506474, 1253102, 782610, 771597, 1242021, 228572, 228572, 2475594,1507441,4265358259
19, 4512852, 1055301, 990553, 979267, 1043675, 222028, 222028, 2064663,1941133,585087502
16, 4513788, 1473155, 593514, 582859, 1462044, 201108, 201108, 2926591,1102478,1286900003
23, 4513693, 917152, 1131719, 1121208, 906628, 218493, 218493, 1792376,2230580,921130454
28, 4500558, 803593, 1230653, 1218768, 791894, 227825, 227825, 1556243,2428755,531939097
22, 4502287, 1703204, 357996, 347463, 1691162, 201231, 201231, 3390106,546075,1530634723
24, 4506017, 1161300, 875084, 863907, 1149946, 227890, 227890, 2288987,1696932,3159741933
29, 4504697, 400728, 1665362, 1651163, 390004, 198720, 198720, 663362,3310455,1033381176
31, 4501791, 497988, 1551702, 1538521, 487518, 213031, 213031, 887074,3081906,798596239
27, 4500406, 1199767, 806035, 794828, 1187488, 256144, 256144, 2361473,1555556,3054214417
30, 4512710, 1136212, 908240, 897165, 1124655, 223219, 223219, 2228265,1766870,810379937
25, 4504413, 1273397, 766406, 754945, 1262051, 223807, 223807, 2517436,1478761,1289179770
33, 4501973, 601237, 1442509, 1431149, 589878, 218600, 218600, 1120685,2860313,27995147
26, 4504568, 1018126, 1025743, 1015248, 1006489, 219481, 219481, 1985202,2009986,86805863
32, 4504712, 774683, 1275706, 1263351, 763010, 213981, 213981, 1464742,2508776,46744619
36, 4508291, 1219993, 808714, 797685, 1207445, 237227, 237227, 2404464,1558203,1415905951
35, 4499786, 1385388, 652742, 641395, 1373575, 223343, 223343, 2745832,1232611,4086349119
34, 4503120, 1245078, 791347, 780245, 1233988, 226231, 226231, 2458445,1513079,2167215624
42, 4499301, 666586, 1373434, 1360869, 655332, 221540, 221540, 1266157,2722572,433970872
38, 4503164, 821275, 1208429, 1196694, 810422, 233172, 233172, 1590378,2383241,2565543883
41, 4509071, 731243, 1319535, 1307977, 720120, 215098, 215098, 1380039,2606328,3232734356
37, 4500197, 1115147, 930023, 918455, 1104070, 216251, 216251, 2194676,1814717,283692507
45, 4507104, 660787, 1391255, 1378508, 650220, 213167, 213167, 1247531,2756446,3393363648
46, 4502489, 1092001, 927676, 916170, 1079418, 243612, 243612, 2146264,1807467,2007516747
40, 4507770, 784094, 1263220, 1251189, 772557, 218355, 218355, 1455157,2493508,1712331868
39, 4497870, 419510, 1627283, 1613910, 408943, 214112, 214112, 727889,3235912,2973618323
44, 4505373, 656041, 1393065, 1381673, 645316, 214639, 214639, 1229090,2762366,2607857335
43, 4497687, 1160270, 856699, 844707, 1149007, 243502, 243502, 2288261,1660138,561375901
47, 4513992, 1448168, 607651, 597187, 1437022, 211982, 211982, 2869651,1120188,255826917
50, 4505369, 950749, 1083281, 1071383, 939000, 230478, 230478, 1859159,2120093,2625645265
