sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*, seed
8, 2602112, 9943, 1257810, 1252832, 5565, 37981, 37981, 2537213033
7, 2601193, 1255067, 11123, 6583, 1249612, 39404, 39404, 3986710454
14, 2596714, 1252683, 10863, 6334, 1247266, 39784, 39784, 2912274346
12, 2600095, 11097, 1253179, 1248223, 6470, 40563, 40563, 1575322849
10, 2600830, 1255341, 10623, 6111, 1250251, 39252, 39252, 2793502461
9, 2598794, 11520, 1252880, 1248047, 7055, 39646, 39646, 2293446328
2, 2599256, 10826, 1254299, 1249230, 6303, 39299, 39299, 1890089788
0, 2593882, 10974, 1250962, 1245647, 6475, 39912, 39912, 2453836042
15, 2601776, 1257178, 10440, 6077, 1251719, 38181, 38181, 428970759
11, 2593760, 1250074, 10939, 6344, 1244861, 40771, 40771, 1207041633
1, 2608135, 1259673, 10774, 6262, 1254556, 38435, 38435, 2724920175
5, 2595260, 11178, 1251138, 1246180, 6592, 40086, 40086, 550388176
13, 2606592, 10788, 1258294, 1253697, 6309, 38752, 38752, 3434765583
3, 2601809, 1255290, 10678, 6227, 1250110, 39752, 39752, 4285238968
4, 2598102, 1253047, 10559, 6133, 1248429, 39967, 39967, 435981106
6, 2598028, 1251032, 11869, 7222, 1246545, 40680, 40680, 2778808847
17, 2592510, 11929, 1249514, 1244203, 7454, 39705, 39705, 2039342221
25, 2599252, 11127, 1254252, 1248968, 6603, 39151, 39151, 2027116654
16, 2598656, 1252535, 12208, 7437, 1247814, 39331, 39331, 3261549680
31, 2598306, 11712, 1254619, 1248545, 7038, 38196, 38196, 2006514931
18, 2599269, 1253203, 11350, 6827, 1248509, 39690, 39690, 1601917814
20, 2595805, 1250814, 12813, 8110, 1245368, 39350, 39350, 2283149636
27, 2597716, 1252997, 11246, 6742, 1247781, 39475, 39475, 4176262466
32, 2596180, 11459, 1251632, 1245558, 6883, 40324, 40324, 2393464481
30, 2601126, 10224, 1256176, 1251508, 5830, 38694, 38694, 1072755920
24, 2602206, 1256137, 11261, 6886, 1250156, 38883, 38883, 1596699449
29, 2596786, 11793, 1251095, 1246426, 7072, 40200, 40200, 2431530885
19, 2592324, 1249692, 11175, 6526, 1244611, 40160, 40160, 1856507886
28, 2602481, 1256203, 11350, 6815, 1251061, 38526, 38526, 202592144
22, 2601348, 1255453, 10876, 6458, 1250763, 38899, 38899, 1002337825
21, 2599576, 1255582, 10261, 5786, 1250465, 38741, 38741, 4166112921
23, 2595663, 10549, 1252127, 1247591, 6106, 39645, 39645, 2954871239
26, 2599317, 1255492, 10229, 5725, 1250601, 38635, 38635, 1867061175
33, 2590337, 11298, 1248214, 1243217, 6604, 40502, 40502, 1995498773
39, 2603378, 11492, 1255890, 1249891, 7063, 39521, 39521, 2106274328
42, 2598135, 12181, 1251456, 1245123, 7675, 40850, 40850, 2092615864
