L,rho,mean_density,std_density
80,0.4442430,5.6431250000e-05,1.0900906306e-05
80,0.4481220,5.3778320313e-05,1.0641719409e-05
80,0.4520410,5.1650390625e-05,1.0348093279e-05
80,0.4560000,4.9200000000e-05,9.7865299373e-06
80,0.4600000,4.7007031250e-05,9.3924053598e-06
100,0.0600000,8.8482736680e-01,1.2264035545e-03
100,0.0640000,8.7122244490e-01,1.2885118393e-03
100,0.0679590,8.5729173380e-01,1.3492984405e-03
100,0.0718780,8.4310561810e-01,1.4045417136e-03
100,0.0757570,8.2873696000e-01,1.4659100282e-03
100,0.0795950,8.1414951250e-01,1.4967893730e-03
100,0.0833930,7.9954753690e-01,1.5492511494e-03
100,0.0871510,7.8477145680e-01,1.5894008504e-03
100,0.0908680,7.7006080330e-01,1.6165072735e-03
100,0.0945450,7.5533147120e-01,1.6529915593e-03
100,0.0981810,7.4065436940e-01,1.6824860558e-03
100,0.1017770,7.2613350130e-01,1.7327164436e-03
100,0.1053320,7.1176900280e-01,1.7748115170e-03
100,0.1088470,6.9764189280e-01,1.8248039480e-03
100,0.1123220,6.8383463930e-01,1.9798737796e-03
100,0.1157560,6.7064401240e-01,2.1545294995e-03
100,0.1191500,6.5818084450e-01,2.2079012857e-03
100,0.1225030,6.4592125660e-01,2.1089538144e-03
100,0.1258170,6.3372316850e-01,1.9963108596e-03
100,0.1290890,6.2153578130e-01,1.9940630378e-03
100,0.1323210,6.0946192180e-01,1.9552682648e-03
100,0.1355130,5.9749417260e-01,1.9187153761e-03
100,0.1386650,5.8564405130e-01,1.8882558762e-03
100,0.1417760,5.7391585760e-01,1.8743422342e-03
100,0.1448460,5.6236927540e-01,1.8718761269e-03
100,0.1478770,5.5092244940e-01,1.8925618236e-03
100,0.1508660,5.3963625920e-01,1.9115904370e-03
100,0.1538160,5.2845798360e-01,1.9380650930e-03
100,0.1567250,5.1740522630e-01,1.9334612791e-03
100,0.1595930,5.0644124090e-01,1.9759361199e-03
100,0.1624220,4.9562985910e-01,1.9904049961e-03
100,0.1652090,4.8500684410e-01,1.9880217338e-03
100,0.1679570,4.7452530330e-01,1.9998275374e-03
100,0.1706640,4.6420486460e-01,2.0154861348e-03
100,0.1733300,4.5408385330e-01,2.0051323965e-03
100,0.1759570,4.4421660390e-01,2.0315739185e-03
100,0.1785420,4.3452210940e-01,2.0244972223e-03
100,0.1810880,4.2506201430e-01,2.0154002236e-03
100,0.1835930,4.1584794240e-01,1.9986322441e-03
100,0.1860570,4.0689117500e-01,1.9908038162e-03
100,0.1884820,3.9812819850e-01,1.9766073170e-03
100,0.1908650,3.8957805660e-01,1.9911438349e-03
100,0.1932090,3.8124649750e-01,1.9921419386e-03
100,0.1955120,3.7312442390e-01,2.0017003572e-03
100,0.1977740,3.6521183750e-01,1.9796221581e-03
100,0.1999960,3.5744895650e-01,1.9833775332e-03
100,0.2021780,3.4993884150e-01,1.9745532552e-03
100,0.2043200,3.4258571410e-01,1.9928322874e-03
100,0.2064210,3.3539198490e-01,1.9657190639e-03
100,0.2084810,3.2841778360e-01,1.9463799535e-03
100,0.2105010,3.2159326340e-01,1.9886394444e-03
100,0.2124810,3.1493106670e-01,1.9787250616e-03
100,0.2144200,3.0846189820e-01,1.9937763652e-03
100,0.2163190,3.0206606280e-01,1.9973444705e-03
100,0.2181780,2.9590326560e-01,2.0215572269e-03
100,0.2199960,2.8979705360e-01,2.0379903701e-03
100,0.2217740,2.8393356190e-01,2.0486175784e-03
100,0.2235110,2.7811415700e-01,2.0475771864e-03
100,0.2252080,2.7249995450e-01,2.0660115088e-03
100,0.2268640,2.6697202160e-01,2.0821009018e-03
100,0.2284810,2.6155939310e-01,2.0871486915e-03
100,0.2300560,2.5622485220e-01,2.1494279565e-03
100,0.2315920,2.5103790310e-01,2.1615301036e-03
100,0.2330870,2.4592121340e-01,2.1792564891e-03
100,0.2345410,2.4097306570e-01,2.2342608223e-03
100,0.2359550,2.3612596640e-01,2.2529203025e-03
100,0.2373290,2.3131513130e-01,2.3157732215e-03
100,0.2386620,2.2661912500e-01,2.3947143966e-03
100,0.2399550,2.2201493160e-01,2.4097027311e-03
100,0.2412080,2.1747701590e-01,2.4491325429e-03
100,0.2424200,2.1306530820e-01,2.5405463189e-03
100,0.2435910,2.0869832270e-01,2.5984474411e-03
100,0.2447230,2.0438813980e-01,2.6879943664e-03
100,0.2458130,2.0013595160e-01,2.8018707577e-03
100,0.2468640,1.9600938740e-01,2.8711825890e-03
100,0.2478740,1.9195765220e-01,2.9823687601e-03
100,0.2488440,1.8790210220e-01,3.0984202716e-03
100,0.2497730,1.8402734930e-01,3.1977578865e-03
100,0.2506620,1.8007798560e-01,3.3488838592e-03
100,0.2515100,1.7636928610e-01,3.4835233105e-03
100,0.2523180,1.7266377960e-01,3.6405314973e-03
100,0.2530860,1.6905001730e-01,3.8611961902e-03
100,0.2538130,1.6547998980e-01,4.0455582084e-03
100,0.2545000,1.6200934280e-01,4.1855197439e-03
100,0.2551470,1.5868317600e-01,4.3239517548e-03
100,0.2557530,1.5546168250e-01,4.6196708711e-03
100,0.2563180,1.5244221030e-01,4.8285073061e-03
100,0.2568440,1.4937468480e-01,5.0846338202e-03
100,0.2573280,1.4664478140e-01,5.3542486099e-03
100,0.2577730,1.4399924140e-01,5.5127839019e-03
100,0.2581770,1.4147052480e-01,5.6749260653e-03
100,0.2585400,1.3918309370e-01,6.0086084206e-03
100,0.2588640,1.3712728330e-01,6.1560534499e-03
100,0.2591460,1.3509154180e-01,6.4409088901e-03
100,0.2593890,1.3353622080e-01,6.5818535975e-03
100,0.2595910,1.3214416450e-01,6.7721245089e-03
100,0.2597530,1.3114139250e-01,6.9998926487e-03
100,0.2598740,1.3032745050e-01,7.1252862329e-03
100,0.2599550,1.2971057810e-01,7.1928289002e-03
100,0.2599950,1.2938904620e-01,7.2119172653e-03
100,0.2600050,1.2928290760e-01,7.2243175868e-03
100,0.2600450,1.2895516190e-01,7.3305256522e-03
100,0.2601260,1.2830511490e-01,7.3735769667e-03
100,0.2602470,1.2734533170e-01,7.3990154659e-03
100,0.2604090,1.2620223110e-01,7.6207667268e-03
100,0.2606110,1.2470266740e-01,7.9118823396e-03
100,0.2608540,1.2260135780e-01,8.4826364962e-03
100,0.2611360,1.2057004460e-01,8.6959327300e-03
100,0.2614600,1.1779546350e-01,9.2859233657e-03
100,0.2618230,1.1451650420e-01,1.0080138542e-02
100,0.2622270,1.1101821320e-01,1.0726969611e-02
100,0.2626720,1.0618076770e-01,1.2447536589e-02
100,0.2631560,1.0158739330e-01,1.3391715140e-02
100,0.2636820,9.5135976900e-02,1.5191726117e-02
100,0.2642470,8.8419809900e-02,1.6841042241e-02
100,0.2648530,8.0445040800e-02,1.8119313189e-02
100,0.2655000,7.1750838600e-02,1.9302749945e-02
100,0.2661870,6.2668278900e-02,1.9739089426e-02
100,0.2669140,5.2814297500e-02,1.9400674443e-02
100,0.2676820,4.3314788000e-02,1.7805804823e-02
100,0.2684900,3.5188395800e-02,1.5826413387e-02
100,0.2693380,2.8169045700e-02,1.3352425610e-02
100,0.2702270,2.2108788300e-02,1.1014012571e-02
100,0.2711560,1.7720281900e-02,8.8504452226e-03
100,0.2721260,1.3943832100e-02,6.7718675761e-03
100,0.2731360,1.1010276400e-02,5.2077004343e-03
100,0.2741870,8.9774600000e-03,4.1332319222e-03
100,0.2752770,7.2576784000e-03,3.1709546876e-03
100,0.2764090,6.0218794000e-03,2.5272559610e-03
100,0.2775800,4.9569939000e-03,1.9847138185e-03
100,0.2787920,4.1981594000e-03,1.5998598314e-03
100,0.2800450,3.5634267000e-03,1.3037541203e-03
100,0.2813380,3.0361119000e-03,1.0844451310e-03
100,0.2826710,2.6345549000e-03,8.9099057087e-04
100,0.2840450,2.2729150000e-03,7.3754061297e-04
100,0.2854590,1.9778471000e-03,6.0972620685e-04
100,0.2869130,1.7347764000e-03,5.2495224355e-04
100,0.2884080,1.5260997000e-03,4.5203902548e-04
100,0.2899440,1.3495480000e-03,3.9027849351e-04
100,0.2915190,1.1970304000e-03,3.3450022702e-04
100,0.2931360,1.0728740000e-03,2.9470596791e-04
100,0.2947920,9.5964670000e-04,2.5183312308e-04
100,0.2964890,8.6399050000e-04,2.2121516135e-04
100,0.2982260,7.8051470000e-04,1.9544402008e-04
100,0.3000040,7.0796650000e-04,1.7660501685e-04
100,0.3018220,6.3842460000e-04,1.5264940522e-04
100,0.3036810,5.8381860000e-04,1.3801289032e-04
100,0.3055800,5.3255850000e-04,1.2181290317e-04
100,0.3075190,4.8687570000e-04,1.1220500902e-04
100,0.3094990,4.4434180000e-04,9.7456682545e-05
100,0.3115190,4.1019100000e-04,9.1647804769e-05
100,0.3135790,3.7753640000e-04,8.3349385571e-05
100,0.3156800,3.4796890000e-04,7.3214309618e-05
100,0.3178220,3.2305310000e-04,7.0544569461e-05
100,0.3200040,2.9805590000e-04,6.1969903786e-05
100,0.3222260,2.7604840000e-04,5.7304073655e-05
100,0.3244880,2.5632450000e-04,5.1948428270e-05
100,0.3267910,2.3851130000e-04,4.7724646382e-05
100,0.3291350,2.2212490000e-04,4.4941427436e-05
100,0.3315180,2.0779170000e-04,4.1244678579e-05
100,0.3339430,1.9387690000e-04,3.7987692038e-05
100,0.3364070,1.8163050000e-04,3.5985663392e-05
100,0.3389120,1.7021260000e-04,3.2693271498e-05
100,0.3414580,1.5857900000e-04,3.0164186695e-05
100,0.3440430,1.4948750000e-04,2.8345081474e-05
100,0.3466700,1.4037840000e-04,2.6794003311e-05
100,0.3493360,1.3202360000e-04,2.5064920567e-05
100,0.3520430,1.2408030000e-04,2.3072915982e-05
100,0.3547910,1.1712750000e-04,2.1640883618e-05
100,0.3575780,1.1001570000e-04,2.0199179526e-05
100,0.3604070,1.0432170000e-04,1.9242988570e-05
100,0.3632750,9.8358600000e-05,1.7909829872e-05
100,0.3661840,9.3075100000e-05,1.7113750611e-05
100,0.3691340,8.8271000000e-05,1.6051777441e-05
100,0.3721230,8.3481400000e-05,1.5223831779e-05
100,0.3751540,7.9170200000e-05,1.4257595588e-05
100,0.3782240,7.4928500000e-05,1.3439381971e-05
100,0.3813350,7.1165100000e-05,1.2632515268e-05
100,0.3844870,6.7534100000e-05,1.2119737505e-05
100,0.3876790,6.4251100000e-05,1.1368440913e-05
100,0.3909110,6.0991400000e-05,1.1112611126e-05
100,0.3941830,5.8130700000e-05,1.0455563950e-05
100,0.3974970,5.5284600000e-05,1.0083402344e-05
100,0.4008500,5.2609900000e-05,9.3500439566e-06
100,0.4042440,5.0139100000e-05,9.1046554679e-06
100,0.4076780,4.7772600000e-05,8.5366556238e-06
100,0.4111530,4.5438300000e-05,8.1947539994e-06
100,0.4146680,4.3348500000e-05,7.7975026611e-06
100,0.4182230,4.1380600000e-05,7.4760245880e-06
100,0.4218190,3.9445900000e-05,7.1791693942e-06
100,0.4254550,3.7651100000e-05,6.7641975718e-06
100,0.4291320,3.6001200000e-05,6.5782671396e-06
100,0.4328490,3.4394600000e-05,6.3411900177e-06
100,0.4366070,3.2858500000e-05,6.1146608859e-06
100,0.4404050,3.1418500000e-05,5.8851981912e-06
100,0.4442430,2.9929400000e-05,5.6342892755e-06
100,0.4481220,2.8529900000e-05,5.2899438551e-06
100,0.4520410,2.7484200000e-05,5.1846070594e-06
100,0.4560000,2.6189100000e-05,4.9070093937e-06
100,0.4600000,2.5037200000e-05,4.7920576123e-06
120,0.0600000,8.8507985359e-01,1.0249939654e-03
120,0.0640000,8.7180374942e-01,1.0843210259e-03
120,0.0679590,8.5822939120e-01,1.1150496568e-03
120,0.0718780,8.4433064583e-01,1.1459709088e-03
120,0.0757570,8.3031363310e-01,1.1635246140e-03
120,0.0795950,8.1615351678e-01,1.2459061751e-03
120,0.0833930,8.0194098553e-01,1.2608481693e-03
120,0.0871510,7.8770051794e-01,1.2930941181e-03
120,0.0908680,7.7334125000e-01,1.3519417414e-03
120,0.0945450,7.5916750463e-01,1.3933324571e-03
120,0.0981810,7.4491181192e-01,1.3752761980e-03
120,0.1017770,7.3060194618e-01,1.4814515589e-03
120,0.1053320,7.1645052951e-01,1.4802210703e-03
120,0.1088470,7.0246797917e-01,1.4705249846e-03
120,0.1123220,6.8853413773e-01,1.5380707802e-03
120,0.1157560,6.7482125347e-01,1.5489352365e-03
120,0.1191500,6.6111754456e-01,1.6437500987e-03
120,0.1225030,6.4755938600e-01,1.6000280464e-03
120,0.1258170,6.3422538194e-01,1.6031929189e-03
120,0.1290890,6.2070179398e-01,1.7028160988e-03
120,0.1323210,6.0751633912e-01,1.6829106480e-03
120,0.1355130,5.9446739931e-01,1.6501273191e-03
120,0.1386650,5.8128939294e-01,1.7560983547e-03
120,0.1417760,5.6845525694e-01,1.6656430501e-03
120,0.1448460,5.5583063426e-01,1.6849073085e-03
120,0.1478770,5.4326408970e-01,1.7178567167e-03
120,0.1508660,5.3104138600e-01,1.6892827569e-03
120,0.1538160,5.1892660012e-01,1.6763953202e-03
120,0.1567250,5.0706969039e-01,1.7516321433e-03
120,0.1595930,4.9542440509e-01,1.7269779724e-03
120,0.1624220,4.8414807350e-01,1.7585591508e-03
120,0.1652090,4.7294603993e-01,1.7655699838e-03
120,0.1679570,4.6213883565e-01,1.6757665280e-03
120,0.1706640,4.5148249884e-01,1.6923658960e-03
120,0.1733300,4.4107582292e-01,1.7125340125e-03
120,0.1759570,4.3097396007e-01,1.7462827840e-03
120,0.1785420,4.2099257986e-01,1.7108652624e-03
120,0.1810880,4.1131738600e-01,1.7303240016e-03
120,0.1835930,4.0192629340e-01,1.7205272272e-03
120,0.1860570,3.9275792130e-01,1.7627572586e-03
120,0.1884820,3.8384296238e-01,1.7024075236e-03
120,0.1908650,3.7512202431e-01,1.7380764470e-03
120,0.1932090,3.6659955324e-01,1.6552446371e-03
120,0.1955120,3.5820823553e-01,1.7162331872e-03
120,0.1977740,3.5017549306e-01,1.6951394419e-03
120,0.1999960,3.4222124942e-01,1.7012260553e-03
120,0.2021780,3.3462881308e-01,1.7123822877e-03
120,0.2043200,3.2714398843e-01,1.7328980517e-03
120,0.2064210,3.1980068576e-01,1.6984095955e-03
120,0.2084810,3.1270869329e-01,1.7413084830e-03
120,0.2105010,3.0580775289e-01,1.7280520584e-03
120,0.2124810,2.9906238368e-01,1.7186945884e-03
120,0.2144200,2.9246434028e-01,1.7795004894e-03
120,0.2163190,2.8600710243e-01,1.7898354932e-03
120,0.2181780,2.7976613310e-01,1.7815679239e-03
120,0.2199960,2.7364278125e-01,1.7837782861e-03
120,0.2217740,2.6752515394e-01,1.8187879340e-03
120,0.2235110,2.6165989757e-01,1.7881183157e-03
120,0.2252080,2.5599879340e-01,1.8501158240e-03
120,0.2268640,2.5028935127e-01,1.9001838909e-03
120,0.2284810,2.4484124306e-01,1.9130287813e-03
120,0.2300560,2.3939839178e-01,1.9138023650e-03
120,0.2315920,2.3409273727e-01,1.9122636405e-03
120,0.2330870,2.2881600405e-01,1.9314463990e-03
120,0.2345410,2.2369034549e-01,2.0594281168e-03
120,0.2359550,2.1856423553e-01,2.0566450290e-03
120,0.2373290,2.1356569850e-01,2.0227117165e-03
120,0.2386620,2.0871667824e-01,2.1025846811e-03
120,0.2399550,2.0394519387e-01,2.3092041408e-03
120,0.2412080,1.9912339236e-01,2.3444657188e-03
120,0.2424200,1.9443217130e-01,2.3076521244e-03
120,0.2435910,1.8975807407e-01,2.4085639980e-03
120,0.2447230,1.8522751852e-01,2.5512349004e-03
120,0.2458130,1.8072956829e-01,2.6927971350e-03
120,0.2468640,1.7617187731e-01,2.8174615387e-03
120,0.2478740,1.7160410243e-01,2.9149111084e-03
120,0.2488440,1.6695464005e-01,3.0857553195e-03
120,0.2497730,1.6269160706e-01,3.2013228187e-03
120,0.2506620,1.5829848206e-01,3.4571755073e-03
120,0.2515100,1.5364490104e-01,3.8668933578e-03
120,0.2523180,1.4963693750e-01,3.7274155505e-03
120,0.2530860,1.4539196296e-01,4.2773905962e-03
120,0.2538130,1.4093541956e-01,4.3375478657e-03
120,0.2545000,1.3682285590e-01,4.6969466762e-03
120,0.2551470,1.3248566146e-01,5.0991999846e-03
120,0.2557530,1.2844993576e-01,5.5182767378e-03
120,0.2563180,1.2439370023e-01,5.9657788871e-03
120,0.2568440,1.2076134375e-01,6.0923914685e-03
120,0.2573280,1.1676910301e-01,6.7649231528e-03
120,0.2577730,1.1333684201e-01,7.1090044787e-03
120,0.2581770,1.0905831019e-01,8.4346596669e-03
120,0.2585400,1.0605377199e-01,8.2699720589e-03
120,0.2588640,1.0275519213e-01,9.0566109359e-03
120,0.2591460,9.9841010995e-02,1.0347103983e-02
120,0.2593890,9.6412162616e-02,1.1052656966e-02
120,0.2595910,9.5437034144e-02,1.1282594505e-02
120,0.2597530,9.2707652778e-02,1.2264568121e-02
120,0.2598740,9.1274767361e-02,1.2533187169e-02
120,0.2599550,9.1290751736e-02,1.2093488650e-02
120,0.2599950,9.0594292824e-02,1.2324378754e-02
120,0.2600050,8.9655238426e-02,1.2134611159e-02
120,0.2600450,8.8960074653e-02,1.3274523428e-02
120,0.2601260,8.7507467593e-02,1.3671212003e-02
120,0.2602470,8.6476302083e-02,1.3506270532e-02
120,0.2604090,8.5088134259e-02,1.4350762982e-02
120,0.2606110,8.2458568866e-02,1.4505753310e-02
120,0.2608540,7.8507732639e-02,1.6035001906e-02
120,0.2611360,7.4695239583e-02,1.6459866364e-02
120,0.2614600,6.9452986690e-02,1.6933251078e-02
120,0.2618230,6.4460248264e-02,1.6887853388e-02
120,0.2622270,5.8525545139e-02,1.7774807107e-02
120,0.2626720,5.1599806713e-02,1.8045983844e-02
120,0.2631560,4.4349059028e-02,1.7402479802e-02
120,0.2636820,3.7985793981e-02,1.5833028659e-02
120,0.2642470,3.2683508681e-02,1.4699554174e-02
120,0.2648530,2.6156102431e-02,1.2678242186e-02
120,0.2655000,2.1310690972e-02,1.0653237886e-02
120,0.2661870,1.6847557292e-02,8.4500351118e-03
120,0.2669140,1.3596896991e-02,6.8933513801e-03
120,0.2676820,1.1127251157e-02,5.4992403657e-03
120,0.2684900,8.9305775463e-03,4.4331992094e-03
120,0.2693380,7.4061614583e-03,3.2356008247e-03
120,0.2702270,6.1239131944e-03,2.7810055224e-03
120,0.2711560,5.0251898148e-03,2.0334409440e-03
120,0.2721260,4.1405659722e-03,1.6722913368e-03
120,0.2731360,3.4980156250e-03,1.3202712853e-03
120,0.2741870,2.9382413194e-03,1.0447405998e-03
120,0.2752770,2.5470208333e-03,8.8742833205e-04
120,0.2764090,2.2198750000e-03,7.9651964016e-04
120,0.2775800,1.8844525463e-03,5.7012855485e-04
120,0.2787920,1.6537245370e-03,5.0870879785e-04
120,0.2800450,1.4358732639e-03,4.5671668774e-04
120,0.2813380,1.2513310185e-03,3.3518885702e-04
120,0.2826710,1.1315734954e-03,3.3452072091e-04
120,0.2840450,1.0009369213e-03,2.7132909319e-04
120,0.2854590,8.8332291667e-04,2.2972149656e-04
120,0.2869130,7.9347048611e-04,2.1018269581e-04
120,0.2884080,7.0456365741e-04,1.8408178202e-04
120,0.2899440,6.3965625000e-04,1.6448821828e-04
120,0.2915190,5.7434548611e-04,1.3922730645e-04
120,0.2931360,5.2389756944e-04,1.2952816173e-04
120,0.2947920,4.7305324074e-04,1.1667680776e-04
120,0.2964890,4.2618171296e-04,9.8366980117e-05
120,0.2982260,3.9141840278e-04,8.9428518489e-05
120,0.3000040,3.5532928241e-04,7.8769862833e-05
120,0.3018220,3.2655497685e-04,7.1129415137e-05
120,0.3036810,2.9788888889e-04,6.0018740465e-05
120,0.3055800,2.7509895833e-04,5.8967082990e-05
120,0.3075190,2.5599016204e-04,5.2867672510e-05
120,0.3094990,2.3309606481e-04,4.6191156292e-05
120,0.3115190,2.1809837963e-04,4.6175769486e-05
120,0.3135790,1.9989583333e-04,4.1889744911e-05
120,0.3156800,1.8676099537e-04,3.7724115031e-05
120,0.3178220,1.7375925926e-04,3.2833184251e-05
120,0.3200040,1.6152199074e-04,3.2875300699e-05
120,0.3222260,1.5022916667e-04,2.8681730127e-05
120,0.3244880,1.4021296296e-04,2.7537912668e-05
120,0.3267910,1.3099768519e-04,2.5268323743e-05
120,0.3291350,1.2288657407e-04,2.1781879249e-05
120,0.3315180,1.1447916667e-04,2.1067291648e-05
120,0.3339430,1.0709837963e-04,1.9878987270e-05
120,0.3364070,1.0091030093e-04,1.8612481082e-05
120,0.3389120,9.5060763889e-05,1.8292464097e-05
120,0.3414580,8.9074652778e-05,1.7003303182e-05
120,0.3440430,8.3498263889e-05,1.5326077716e-05
120,0.3466700,7.8791087963e-05,1.4030434681e-05
120,0.3493360,7.4305555556e-05,1.3226437415e-05
120,0.3520430,7.0162615741e-05,1.2133871413e-05
120,0.3547910,6.6256365741e-05,1.1319567507e-05
120,0.3575780,6.2596064815e-05,1.0735982281e-05
120,0.3604070,5.8690393519e-05,9.7393462614e-06
120,0.3632750,5.6534722222e-05,9.8167516433e-06
120,0.3661840,5.3342592593e-05,9.0864779050e-06
120,0.3691340,5.0279513889e-05,8.8294580612e-06
120,0.3721230,4.7881944444e-05,8.6431756910e-06
120,0.3751540,4.5539930556e-05,8.0761155177e-06
120,0.3782240,4.3311342593e-05,7.3792105658e-06
120,0.3813350,4.0954282407e-05,7.0360860855e-06
120,0.3844870,3.9035879630e-05,6.6890209024e-06
120,0.3876790,3.6921296296e-05,6.1209783730e-06
120,0.3909110,3.4978009259e-05,5.8027747813e-06
120,0.3941830,3.3263310185e-05,5.6893832133e-06
120,0.3974970,3.1901620370e-05,5.5550770193e-06
120,0.4008500,3.0409143519e-05,5.2711550480e-06
120,0.4042440,2.9064814815e-05,5.0391046274e-06
120,0.4076780,2.7655671296e-05,4.6246529603e-06
120,0.4111530,2.6385416667e-05,4.5544813866e-06
120,0.4146680,2.5420138889e-05,4.5550460737e-06
120,0.4182230,2.3758680556e-05,4.1102621521e-06
120,0.4218190,2.2990162037e-05,4.0196573884e-06
120,0.4254550,2.1944444444e-05,3.5930743162e-06
120,0.4291320,2.1146412037e-05,3.7708361309e-06
120,0.4328490,1.9982060185e-05,3.6258989395e-06
120,0.4366070,1.9313657407e-05,3.3585823167e-06
120,0.4404050,1.8217013889e-05,3.2015214796e-06
120,0.4442430,1.7528935185e-05,3.0083632480e-06
120,0.4481220,1.6612268519e-05,2.8301844093e-06
120,0.4520410,1.6000000000e-05,2.8164562176e-06
120,0.4560000,1.5386574074e-05,2.8305803165e-06
120,0.4600000,1.4612847222e-05,2.6191696813e-06
140,0.0600000,8.8401966800e-01,7.3613070595e-04
140,0.0640000,8.7027465525e-01,7.5864249298e-04
140,0.0679590,8.5628510933e-01,7.8508585208e-04
140,0.0718780,8.4203163156e-01,8.4244565427e-04
140,0.0757570,8.2750544461e-01,8.9768478003e-04
140,0.0795950,8.1295943222e-01,9.0720456880e-04
140,0.0833930,7.9817786006e-01,9.1799817246e-04
140,0.0871510,7.8337554920e-01,1.0161637420e-03
140,0.0908680,7.6858465780e-01,1.0698124170e-03
140,0.0945450,7.5385763411e-01,1.1239890509e-03
140,0.0981810,7.3911295918e-01,1.1722754243e-03
140,0.1017770,7.2447561042e-01,1.1248534912e-03
140,0.1053320,7.0982966108e-01,1.1739858391e-03
140,0.1088470,6.9532136152e-01,1.1957379353e-03
140,0.1123220,6.8083982799e-01,1.1661603674e-03
140,0.1157560,6.6642114468e-01,1.2524819988e-03
140,0.1191500,6.5216865087e-01,1.2215915409e-03
140,0.1225030,6.3809230248e-01,1.2357823150e-03
140,0.1258170,6.2406155503e-01,1.2519835417e-03
140,0.1290890,6.1036311844e-01,1.2757849037e-03
140,0.1323210,5.9664972413e-01,1.3030079693e-03
140,0.1355130,5.8326587318e-01,1.3025795169e-03
140,0.1386650,5.7004088812e-01,1.2745982597e-03
140,0.1417760,5.5699349235e-01,1.3052667263e-03
140,0.1448460,5.4413981050e-01,1.2954578113e-03
140,0.1478770,5.3156459548e-01,1.2719012146e-03
140,0.1508660,5.1914591217e-01,1.2617654918e-03
140,0.1538160,5.0705135204e-01,1.4135976514e-03
140,0.1567250,4.9525626239e-01,1.2701534943e-03
140,0.1595930,4.8356127077e-01,1.3133992103e-03
140,0.1624220,4.7221531961e-01,1.2789837789e-03
140,0.1652090,4.6120228061e-01,1.3012548262e-03
140,0.1679570,4.5024103499e-01,1.2448671164e-03
140,0.1706640,4.3965155904e-01,1.3288489447e-03
140,0.1733300,4.2933589504e-01,1.2842930188e-03
140,0.1759570,4.1927479592e-01,1.2873942652e-03
140,0.1785420,4.0943569060e-01,1.2581283916e-03
140,0.1810880,3.9978421392e-01,1.2434047968e-03
140,0.1835930,3.9043787099e-01,1.2515599987e-03
140,0.1860570,3.8127057106e-01,1.2529922557e-03
140,0.1884820,3.7240398797e-01,1.2971418705e-03
140,0.1908650,3.6373168841e-01,1.2069970360e-03
140,0.1932090,3.5527898469e-01,1.2739391024e-03
140,0.1955120,3.4707226968e-01,1.2061532083e-03
140,0.1977740,3.3907635313e-01,1.1939723990e-03
140,0.1999960,3.3123379993e-01,1.1979393636e-03
140,0.2021780,3.2357239978e-01,1.2014153022e-03
140,0.2043200,3.1607801312e-01,1.2116537969e-03
140,0.2064210,3.0887723724e-01,1.2181415310e-03
140,0.2084810,3.0181408601e-01,1.1955818568e-03
140,0.2105010,2.9490452915e-01,1.2412588224e-03
140,0.2124810,2.8822585897e-01,1.2449253601e-03
140,0.2144200,2.8157402879e-01,1.1805502181e-03
140,0.2163190,2.7519662354e-01,1.1982742926e-03
140,0.2181780,2.6878305248e-01,1.2335494185e-03
140,0.2199960,2.6272871429e-01,1.2438891407e-03
140,0.2217740,2.5664541582e-01,1.2508877969e-03
140,0.2235110,2.5076240561e-01,1.2396457483e-03
140,0.2252080,2.4498088557e-01,1.2881546574e-03
140,0.2268640,2.3934397996e-01,1.2688211006e-03
140,0.2284810,2.3378089978e-01,1.2577421649e-03
140,0.2300560,2.2826297413e-01,1.3397518570e-03
140,0.2315920,2.2288158601e-01,1.3515959543e-03
140,0.2330870,2.1756463593e-01,1.4318956861e-03
140,0.2345410,2.1227653863e-01,1.4008463618e-03
140,0.2359550,2.0724685131e-01,1.5158979126e-03
140,0.2373290,2.0206664249e-01,1.5001428333e-03
140,0.2386620,1.9698511042e-01,1.5391233133e-03
140,0.2399550,1.9197852004e-01,1.7029413276e-03
140,0.2412080,1.8708222923e-01,1.6809771982e-03
140,0.2424200,1.8207188739e-01,1.8003324744e-03
140,0.2435910,1.7726730430e-01,1.9547646614e-03
140,0.2447230,1.7227564322e-01,2.0302221545e-03
140,0.2458130,1.6741783783e-01,2.0651313087e-03
140,0.2468640,1.6251492201e-01,2.2458303360e-03
140,0.2478740,1.5762184657e-01,2.4190439184e-03
140,0.2488440,1.5274877041e-01,2.5746568016e-03
140,0.2497730,1.4795786297e-01,2.7650476318e-03
140,0.2506620,1.4290469461e-01,2.8854796713e-03
140,0.2515100,1.3796433783e-01,3.2782655351e-03
140,0.2523180,1.3300071501e-01,3.5703509132e-03
140,0.2530860,1.2806748360e-01,3.7770435952e-03
140,0.2538130,1.2278061152e-01,4.2910651415e-03
140,0.2545000,1.1804634257e-01,4.8981585029e-03
140,0.2551470,1.1258509548e-01,5.3323404866e-03
140,0.2557530,1.0747698870e-01,6.0614241934e-03
140,0.2563180,1.0237223724e-01,6.4902363901e-03
140,0.2568440,9.6737448615e-02,7.7409408872e-03
140,0.2573280,9.1402000729e-02,8.9937595416e-03
140,0.2577730,8.5509242711e-02,1.0834353467e-02
140,0.2581770,8.0116979592e-02,1.2122898203e-02
140,0.2585400,7.4395574344e-02,1.3053408525e-02
140,0.2588640,6.9699056487e-02,1.4405607838e-02
140,0.2591460,6.5168700073e-02,1.5481252025e-02
