L,rho,mean_density,std_density
40,0.2597530,1.6292892656e-01,2.3758420269e-02
40,0.2598740,1.6240368594e-01,2.3589094266e-02
40,0.2599550,1.6150722031e-01,2.4095640294e-02
40,0.2599950,1.6147176094e-01,2.3658620974e-02
40,0.2600050,1.6186978594e-01,2.3602696082e-02
40,0.2600450,1.6120086875e-01,2.4127681755e-02
40,0.2601260,1.6058730312e-01,2.4376785745e-02
40,0.2602470,1.5990262188e-01,2.4120718437e-02
40,0.2604090,1.5883410156e-01,2.5010732564e-02
40,0.2606110,1.5743907344e-01,2.5058522496e-02
40,0.2608540,1.5584594063e-01,2.5376626778e-02
40,0.2611360,1.5355071562e-01,2.6297434816e-02
40,0.2614600,1.5176089844e-01,2.6423939821e-02
40,0.2618230,1.4944770156e-01,2.6605926369e-02
40,0.2622270,1.4552247656e-01,2.8085562678e-02
40,0.2626720,1.4298037969e-01,2.7967166819e-02
40,0.2631560,1.3950532812e-01,2.9055225903e-02
40,0.2636820,1.3494335625e-01,3.0209130520e-02
40,0.2642470,1.3041543750e-01,3.1004602787e-02
40,0.2648530,1.2581002500e-01,3.1623864865e-02
40,0.2655000,1.2030172656e-01,3.2420029857e-02
40,0.2661870,1.1535024375e-01,3.2709394189e-02
40,0.2669140,1.0962274375e-01,3.3083137136e-02
40,0.2676820,1.0321917344e-01,3.3210297107e-02
40,0.2684900,9.6760942187e-02,3.3056589130e-02
40,0.2693380,9.0044525000e-02,3.2725670408e-02
40,0.2702270,8.4399887500e-02,3.2403836413e-02
40,0.2711560,7.8066035938e-02,3.1453571739e-02
40,0.2721260,7.1246787500e-02,2.9636689173e-02
40,0.2731360,6.4740851563e-02,2.8680073425e-02
40,0.2741870,5.8865754688e-02,2.7015784571e-02
40,0.2752770,5.2807520313e-02,2.5067534595e-02
40,0.2764090,4.7825259375e-02,2.3219424550e-02
40,0.2775800,4.2531700000e-02,2.1106457499e-02
40,0.2787920,3.7684210937e-02,1.8954689136e-02
40,0.2800450,3.3956823438e-02,1.7221723580e-02
40,0.2813380,2.9581345313e-02,1.4912803779e-02
40,0.2826710,2.6930657812e-02,1.3939098988e-02
40,0.2840450,2.3862350000e-02,1.2134198027e-02
40,0.2854590,2.1164593750e-02,1.0452734590e-02
40,0.2869130,1.8881971875e-02,9.2657907567e-03
40,0.2884080,1.6973576562e-02,8.1916337799e-03
40,0.2899440,1.5035917188e-02,6.9887325242e-03
40,0.2915190,1.3565731250e-02,6.2411741284e-03
40,0.2931360,1.2188195312e-02,5.5381003775e-03
40,0.2947920,1.0974778125e-02,4.7901471589e-03
40,0.2964890,9.9711968750e-03,4.2444424048e-03
40,0.2982260,8.9452500000e-03,3.6899129746e-03
40,0.3000040,8.1642171875e-03,3.2851658146e-03
40,0.3018220,7.4106859375e-03,2.9553221366e-03
40,0.3036810,6.7709578125e-03,2.6206151908e-03
40,0.3055800,6.1888921875e-03,2.2888026496e-03
40,0.3075190,5.6893328125e-03,2.0907229249e-03
40,0.3094990,5.2050203125e-03,1.8628201530e-03
40,0.3115190,4.8259609375e-03,1.7071696753e-03
40,0.3135790,4.4562468750e-03,1.5548424923e-03
40,0.3156800,4.0891656250e-03,1.3982582913e-03
40,0.3178220,3.7692968750e-03,1.2371063704e-03
40,0.3200040,3.5074890625e-03,1.1385039752e-03
40,0.3222260,3.2651812500e-03,1.0399424368e-03
40,0.3244880,3.0113546875e-03,9.3237120622e-04
40,0.3267910,2.8227031250e-03,8.5427840858e-04
40,0.3291350,2.6124531250e-03,7.7672665377e-04
40,0.3315180,2.4485984375e-03,7.2762556200e-04
40,0.3339430,2.2941484375e-03,6.6933069301e-04
40,0.3364070,2.1599937500e-03,6.4132773801e-04
40,0.3389120,2.0236937500e-03,5.8873012238e-04
40,0.3414580,1.8762921875e-03,5.2701627812e-04
40,0.3440430,1.7645609375e-03,4.9381928469e-04
40,0.3466700,1.6647750000e-03,4.5900386811e-04
40,0.3493360,1.5595328125e-03,4.2880011722e-04
40,0.3520430,1.4793125000e-03,4.0426945831e-04
40,0.3547910,1.3939609375e-03,3.8417478200e-04
40,0.3575780,1.3123921875e-03,3.4897025289e-04
40,0.3604070,1.2380812500e-03,3.2991488610e-04
40,0.3632750,1.1725890625e-03,3.0936940159e-04
40,0.3661840,1.1128078125e-03,2.9769403136e-04
40,0.3691340,1.0482140625e-03,2.7179298130e-04
40,0.3721230,9.9022656250e-04,2.5558834631e-04
40,0.3751540,9.4109687500e-04,2.4388938721e-04
40,0.3782240,8.9292812500e-04,2.2433129429e-04
40,0.3813350,8.4556406250e-04,2.1603551321e-04
40,0.3844870,8.0291406250e-04,2.0524953714e-04
40,0.3876790,7.6362500000e-04,1.9418274254e-04
40,0.3909110,7.2693125000e-04,1.8736599576e-04
40,0.3941830,6.9086562500e-04,1.7404707267e-04
40,0.3974970,6.5561875000e-04,1.6588214696e-04
40,0.4008500,6.2650156250e-04,1.5792235099e-04
40,0.4042440,5.9632343750e-04,1.5374458031e-04
40,0.4076780,5.6560468750e-04,1.4511093069e-04
40,0.4111530,5.3919218750e-04,1.3662338738e-04
40,0.4146680,5.1401093750e-04,1.2969712795e-04
40,0.4182230,4.9128906250e-04,1.2369898506e-04
40,0.4218190,4.6788437500e-04,1.2012539310e-04
40,0.4254550,4.4647812500e-04,1.1401586679e-04
40,0.4291320,4.2489687500e-04,1.0739661230e-04
40,0.4328490,4.0570781250e-04,1.0467711692e-04
40,0.4366070,3.8824843750e-04,9.9437339907e-05
40,0.4404050,3.7050312500e-04,9.3758295414e-05
40,0.4442430,3.5313437500e-04,9.1845339122e-05
40,0.4481220,3.3823281250e-04,8.6158834845e-05
40,0.4520410,3.2191562500e-04,8.3501954915e-05
40,0.4560000,3.0760468750e-04,8.1557326090e-05
40,0.4600000,2.9551406250e-04,7.7620423058e-05
60,0.0600000,8.9835282917e-01,2.3594964629e-03
60,0.0640000,8.8623175463e-01,2.4722710397e-03
60,0.0679590,8.7372657731e-01,2.5487783912e-03
60,0.0718780,8.6100467824e-01,2.6480841281e-03
60,0.0757570,8.4804993056e-01,2.7523610935e-03
60,0.0795950,8.3488870648e-01,2.8290296254e-03
60,0.0833930,8.2156088148e-01,2.9122812621e-03
60,0.0871510,8.0819053102e-01,3.0219727621e-03
60,0.0908680,7.9470247917e-01,3.0350980194e-03
60,0.0945450,7.8115650231e-01,3.1775857074e-03
60,0.0981810,7.6763900463e-01,3.2240237493e-03
60,0.1017770,7.5402014907e-01,3.2749062626e-03
60,0.1053320,7.4052088519e-01,3.3466933700e-03
60,0.1088470,7.2727077500e-01,3.3226663371e-03
60,0.1123220,7.1397726435e-01,3.3917500134e-03
60,0.1157560,7.0079721759e-01,3.4749703773e-03
60,0.1191500,6.8782315324e-01,3.5269819584e-03
60,0.1225030,6.7493017407e-01,3.5059818824e-03
60,0.1258170,6.6209460093e-01,3.5358820965e-03
60,0.1290890,6.4948572593e-01,3.5846933773e-03
60,0.1323210,6.3700491898e-01,3.6211045007e-03
60,0.1355130,6.2448818333e-01,3.6235481887e-03
60,0.1386650,6.1222551713e-01,3.6625303321e-03
60,0.1417760,6.0031492963e-01,3.6981199095e-03
60,0.1448460,5.8847935833e-01,3.6792879860e-03
60,0.1478770,5.7682034907e-01,3.6666036857e-03
60,0.1508660,5.6544274444e-01,3.6943487977e-03
60,0.1538160,5.5407160833e-01,3.7306789544e-03
60,0.1567250,5.4298347407e-01,3.7152743128e-03
60,0.1595930,5.3209240509e-01,3.7260624649e-03
60,0.1624220,5.2143677407e-01,3.6885028141e-03
60,0.1652090,5.1094680926e-01,3.7516537565e-03
60,0.1679570,5.0063846065e-01,3.7136256149e-03
60,0.1706640,4.9056489722e-01,3.6790841698e-03
60,0.1733300,4.8073787593e-01,3.7348273831e-03
60,0.1759570,4.7111252361e-01,3.7068037276e-03
60,0.1785420,4.6164148426e-01,3.7094787884e-03
60,0.1810880,4.5235071898e-01,3.6951468637e-03
60,0.1835930,4.4319919491e-01,3.7469886790e-03
60,0.1860570,4.3430041157e-01,3.7092998531e-03
60,0.1884820,4.2565707037e-01,3.7239413563e-03
60,0.1908650,4.1711767454e-01,3.6999342480e-03
60,0.1932090,4.0872091852e-01,3.7050905618e-03
60,0.1955120,4.0060266759e-01,3.7655014306e-03
60,0.1977740,3.9259312917e-01,3.7618197865e-03
60,0.1999960,3.8483233333e-01,3.7743350574e-03
60,0.2021780,3.7721710278e-01,3.7450300245e-03
60,0.2043200,3.6969368472e-01,3.8257725159e-03
60,0.2064210,3.6248365833e-01,3.8718947022e-03
60,0.2084810,3.5535024815e-01,3.8973146850e-03
60,0.2105010,3.4843347407e-01,3.9385970552e-03
60,0.2124810,3.4163188380e-01,3.9209194718e-03
60,0.2144200,3.3506010972e-01,3.9692143327e-03
60,0.2163190,3.2861515602e-01,4.0257443977e-03
60,0.2181780,3.2230700139e-01,4.0987400285e-03
60,0.2199960,3.1616555324e-01,4.0765390714e-03
60,0.2217740,3.1014000093e-01,4.2256508570e-03
60,0.2235110,3.0416673611e-01,4.2834786622e-03
60,0.2252080,2.9851697269e-01,4.2605826220e-03
60,0.2268640,2.9287867315e-01,4.3360613028e-03
60,0.2284810,2.8744779769e-01,4.4422245452e-03
60,0.2300560,2.8196657222e-01,4.4336668340e-03
60,0.2315920,2.7679071759e-01,4.5763390918e-03
60,0.2330870,2.7170849907e-01,4.6454785230e-03
60,0.2345410,2.6660759259e-01,4.7234369353e-03
60,0.2359550,2.6177918843e-01,4.8283116462e-03
60,0.2373290,2.5705965556e-01,4.8876156997e-03
60,0.2386620,2.5242562593e-01,5.0248693254e-03
60,0.2399550,2.4780750231e-01,5.1551272481e-03
60,0.2412080,2.4332312546e-01,5.2733776190e-03
60,0.2424200,2.3891448102e-01,5.3498448082e-03
60,0.2435910,2.3473562778e-01,5.5700850508e-03
60,0.2447230,2.3053251157e-01,5.6960164305e-03
60,0.2458130,2.2641125741e-01,5.8131662805e-03
60,0.2468640,2.2227155046e-01,5.9638539811e-03
60,0.2478740,2.1848119954e-01,6.1802611412e-03
60,0.2488440,2.1464084907e-01,6.3701494601e-03
60,0.2497730,2.1086340694e-01,6.5413662734e-03
60,0.2506620,2.0716318287e-01,6.6198852374e-03
60,0.2515100,2.0353182963e-01,6.7283663519e-03
60,0.2523180,1.9997481065e-01,7.0027439763e-03
60,0.2530860,1.9660253426e-01,7.0989883757e-03
60,0.2538130,1.9330591620e-01,7.3551590254e-03
60,0.2545000,1.9020114907e-01,7.7025022099e-03
60,0.2551470,1.8712726898e-01,8.0167765013e-03
60,0.2557530,1.8409716898e-01,8.2231932453e-03
60,0.2563180,1.8148916991e-01,8.5317008846e-03
60,0.2568440,1.7883380278e-01,8.9118605734e-03
60,0.2573280,1.7640291204e-01,9.1505393064e-03
60,0.2577730,1.7418733750e-01,9.2044149086e-03
60,0.2581770,1.7195538657e-01,9.6155045790e-03
60,0.2585400,1.7014124861e-01,9.6928040592e-03
60,0.2588640,1.6829917593e-01,1.0087589855e-02
60,0.2591460,1.6672181806e-01,1.0319609217e-02
60,0.2593890,1.6537763472e-01,1.0697977991e-02
60,0.2595910,1.6416913519e-01,1.0784732146e-02
60,0.2597530,1.6344015185e-01,1.0942535066e-02
60,0.2598740,1.6251615278e-01,1.1162626201e-02
60,0.2599550,1.6214440787e-01,1.1323962480e-02
60,0.2599950,1.6193420787e-01,1.1452922682e-02
60,0.2600050,1.6185999769e-01,1.1292852774e-02
60,0.2600450,1.6170989444e-01,1.1078372700e-02
60,0.2601260,1.6110719954e-01,1.1264320125e-02
60,0.2602470,1.6014685370e-01,1.1493674057e-02
60,0.2604090,1.5926511667e-01,1.1647834833e-02
60,0.2606110,1.5811218380e-01,1.2028064404e-02
60,0.2608540,1.5655459769e-01,1.2556901391e-02
60,0.2611360,1.5470661343e-01,1.2790768049e-02
60,0.2614600,1.5286042454e-01,1.2929121142e-02
60,0.2618230,1.5049258796e-01,1.3857760027e-02
60,0.2622270,1.4755028519e-01,1.4479842695e-02
60,0.2626720,1.4454787546e-01,1.5306553898e-02
60,0.2631560,1.4100557778e-01,1.6028027085e-02
60,0.2636820,1.3685722407e-01,1.7335606576e-02
60,0.2642470,1.3238809444e-01,1.8700929237e-02
60,0.2648530,1.2745188426e-01,2.0029655418e-02
60,0.2655000,1.2176002269e-01,2.1571292433e-02
60,0.2661870,1.1458546435e-01,2.3387218723e-02
60,0.2669140,1.0817196620e-01,2.4606947567e-02
60,0.2676820,1.0022279306e-01,2.5980133591e-02
60,0.2684900,9.1389763889e-02,2.6775481217e-02
60,0.2693380,8.2834575000e-02,2.7150069460e-02
60,0.2702270,7.4361367593e-02,2.6676739593e-02
60,0.2711560,6.5607300926e-02,2.5691193538e-02
60,0.2721260,5.7029659722e-02,2.4454111599e-02
60,0.2731360,4.8979325926e-02,2.2320957739e-02
60,0.2741870,4.1499535648e-02,2.0049431086e-02
60,0.2752770,3.5289344444e-02,1.7534883285e-02
60,0.2764090,2.9571095833e-02,1.5018723572e-02
60,0.2775800,2.5004565741e-02,1.2766847899e-02
60,0.2787920,2.1049489815e-02,1.0678547853e-02
60,0.2800450,1.7911005093e-02,9.0515327046e-03
60,0.2813380,1.5184170370e-02,7.4866845344e-03
60,0.2826710,1.3015842130e-02,6.2293238094e-03
60,0.2840450,1.1071072685e-02,5.0307459130e-03
60,0.2854590,9.5934870370e-03,4.3302920147e-03
60,0.2869130,8.2884305556e-03,3.5368140776e-03
60,0.2884080,7.2845777778e-03,3.0216176477e-03
60,0.2899440,6.3118435185e-03,2.5202633887e-03
60,0.2915190,5.5752171296e-03,2.1311980313e-03
60,0.2931360,4.9475305556e-03,1.8653873209e-03
60,0.2947920,4.4274115741e-03,1.6042228901e-03
60,0.2964890,3.9471199074e-03,1.3946125484e-03
60,0.2982260,3.5186162037e-03,1.2014617195e-03
60,0.3000040,3.1732476852e-03,1.0416341254e-03
60,0.3018220,2.8723550926e-03,9.2853176970e-04
60,0.3036810,2.5969578704e-03,8.0996369247e-04
60,0.3055800,2.3552643519e-03,7.2785319065e-04
60,0.3075190,2.1586412037e-03,6.4394687445e-04
60,0.3094990,1.9594550926e-03,5.7366539349e-04
60,0.3115190,1.7869458333e-03,5.0959042498e-04
60,0.3135790,1.6490712963e-03,4.6371206154e-04
60,0.3156800,1.5135125000e-03,4.2901417369e-04
60,0.3178220,1.3945333333e-03,3.8514639760e-04
60,0.3200040,1.2930074074e-03,3.4450989185e-04
60,0.3222260,1.1896287037e-03,3.1637308326e-04
60,0.3244880,1.1009250000e-03,2.8958414083e-04
60,0.3267910,1.0177800926e-03,2.6266859909e-04
60,0.3291350,9.4845925926e-04,2.3268845354e-04
60,0.3315180,8.8540231481e-04,2.2361864206e-04
60,0.3339430,8.2494861111e-04,2.0621160411e-04
60,0.3364070,7.7142037037e-04,1.8680227530e-04
60,0.3389120,7.2055370370e-04,1.7723269009e-04
60,0.3414580,6.7432037037e-04,1.6265502061e-04
60,0.3440430,6.3095787037e-04,1.4871534855e-04
60,0.3466700,5.9181296296e-04,1.3735781411e-04
60,0.3493360,5.5801435185e-04,1.3015671881e-04
60,0.3520430,5.2020509259e-04,1.1749332219e-04
60,0.3547910,4.9276064815e-04,1.0986983569e-04
60,0.3575780,4.6396296296e-04,1.0420535742e-04
60,0.3604070,4.3703425926e-04,9.8142784580e-05
60,0.3632750,4.1100509259e-04,9.1480452413e-05
60,0.3661840,3.8992268519e-04,8.5077432493e-05
60,0.3691340,3.6804629630e-04,8.1546480283e-05
60,0.3721230,3.4919120370e-04,7.6453006188e-05
60,0.3751540,3.2784953704e-04,7.0804075861e-05
60,0.3782240,3.1224259259e-04,6.7806818788e-05
60,0.3813350,2.9634861111e-04,6.3885193853e-05
60,0.3844870,2.8220185185e-04,6.1720313085e-05
60,0.3876790,2.6719074074e-04,5.7939319252e-05
60,0.3909110,2.5235787037e-04,5.4111738831e-05
60,0.3941830,2.4052407407e-04,5.2176523576e-05
60,0.3974970,2.2823935185e-04,4.9145056960e-05
60,0.4008500,2.1736250000e-04,4.6741890318e-05
60,0.4042440,2.0681666667e-04,4.4254871121e-05
60,0.4076780,1.9764675926e-04,4.2911909698e-05
60,0.4111530,1.8798564815e-04,4.1059411308e-05
60,0.4146680,1.7763842593e-04,3.7941071486e-05
60,0.4182230,1.7063935185e-04,3.7028403042e-05
60,0.4218190,1.6301481481e-04,3.5391268598e-05
60,0.4254550,1.5488148148e-04,3.3119595296e-05
60,0.4291320,1.4770000000e-04,3.1861483040e-05
60,0.4328490,1.4107592593e-04,3.0339668820e-05
60,0.4366070,1.3465000000e-04,2.9089874157e-05
60,0.4404050,1.2785925926e-04,2.7706223519e-05
60,0.4442430,1.2199074074e-04,2.6998283680e-05
60,0.4481220,1.1688148148e-04,2.5927201953e-05
60,0.4520410,1.1053425926e-04,2.4396292202e-05
60,0.4560000,1.0598611111e-04,2.4085356598e-05
60,0.4600000,1.0124351852e-04,2.2769464589e-05
80,0.0600000,8.8644948730e-01,1.8194865448e-03
80,0.0640000,8.7320017344e-01,1.9165298133e-03
80,0.0679590,8.5977088223e-01,2.0216857892e-03
80,0.0718780,8.4612308281e-01,2.1402905300e-03
80,0.0757570,8.3240350957e-01,2.2571458751e-03
80,0.0795950,8.1859494785e-01,2.3743880586e-03
80,0.0833930,8.0476507852e-01,2.4874702322e-03
80,0.0871510,7.9100217754e-01,2.5893544141e-03
80,0.0908680,7.7731820879e-01,2.7002680738e-03
80,0.0945450,7.6380490566e-01,2.7889524092e-03
80,0.0981810,7.5011769453e-01,2.9068450788e-03
80,0.1017770,7.3674322305e-01,3.0120228711e-03
80,0.1053320,7.2326707012e-01,3.0053296153e-03
80,0.1088470,7.1003330879e-01,2.9632909861e-03
80,0.1123220,6.9739296172e-01,2.8229690645e-03
80,0.1157560,6.8491749238e-01,2.7399225943e-03
80,0.1191500,6.7262402539e-01,2.5930649967e-03
80,0.1225030,6.6009226992e-01,2.5382156580e-03
80,0.1258170,6.4799401074e-01,2.5004060799e-03
80,0.1290890,6.3576971406e-01,2.4397043290e-03
80,0.1323210,6.2358368652e-01,2.4037528458e-03
80,0.1355130,6.1156346484e-01,2.4623936589e-03
80,0.1386650,5.9957713906e-01,2.4481583411e-03
80,0.1417760,5.8782410879e-01,2.4652440705e-03
80,0.1448460,5.7623878594e-01,2.4920198731e-03
80,0.1478770,5.6483620371e-01,2.5173158924e-03
80,0.1508660,5.5355489375e-01,2.5795832664e-03
80,0.1538160,5.4248475098e-01,2.6355069316e-03
80,0.1567250,5.3150028105e-01,2.6175946577e-03
80,0.1595930,5.2077064102e-01,2.6203793676e-03
80,0.1624220,5.1020225879e-01,2.6727745194e-03
80,0.1652090,4.9981351348e-01,2.7214692497e-03
80,0.1679570,4.8957918867e-01,2.7037723479e-03
80,0.1706640,4.7955225469e-01,2.6853421967e-03
80,0.1733300,4.6973843926e-01,2.7180321944e-03
80,0.1759570,4.6003975078e-01,2.7595194384e-03
80,0.1785420,4.5066089668e-01,2.7410474169e-03
80,0.1810880,4.4128472910e-01,2.7211001273e-03
80,0.1835930,4.3222917676e-01,2.7717687729e-03
80,0.1860570,4.2333040566e-01,2.7748861771e-03
80,0.1884820,4.1459916035e-01,2.7268958721e-03
80,0.1908650,4.0604529551e-01,2.7399929725e-03
80,0.1932090,3.9766574844e-01,2.7379454215e-03
80,0.1955120,3.8948110410e-01,2.7195551949e-03
80,0.1977740,3.8143700098e-01,2.7290538918e-03
80,0.1999960,3.7362321543e-01,2.7071776024e-03
80,0.2021780,3.6603575293e-01,2.7062881451e-03
80,0.2043200,3.5860163652e-01,2.6869123674e-03
80,0.2064210,3.5134045527e-01,2.6834423676e-03
80,0.2084810,3.4432035313e-01,2.6679492784e-03
80,0.2105010,3.3747425313e-01,2.6082168102e-03
80,0.2124810,3.3079795625e-01,2.6417339722e-03
80,0.2144200,3.2421473242e-01,2.6354205396e-03
80,0.2163190,3.1781485625e-01,2.6578153437e-03
80,0.2181780,3.1164754570e-01,2.6387095484e-03
80,0.2199960,3.0555781738e-01,2.6482063077e-03
80,0.2217740,2.9965143535e-01,2.6393877842e-03
80,0.2235110,2.9382224023e-01,2.6409825260e-03
80,0.2252080,2.8818735820e-01,2.6541103606e-03
80,0.2268640,2.8264553633e-01,2.6680677311e-03
80,0.2284810,2.7721265645e-01,2.6578230010e-03
80,0.2300560,2.7193740293e-01,2.6682776818e-03
80,0.2315920,2.6678085723e-01,2.7777372742e-03
80,0.2330870,2.6169849238e-01,2.7712249803e-03
80,0.2345410,2.5675539316e-01,2.7734203219e-03
80,0.2359550,2.5196653027e-01,2.8280209053e-03
80,0.2373290,2.4718811230e-01,2.8695824004e-03
80,0.2386620,2.4257634883e-01,2.9324355014e-03
80,0.2399550,2.3798334844e-01,3.0372478966e-03
80,0.2412080,2.3355313770e-01,3.0793441130e-03
80,0.2424200,2.2915883027e-01,3.1045635498e-03
80,0.2435910,2.2503276250e-01,3.2212909761e-03
80,0.2447230,2.2085033887e-01,3.2963204586e-03
80,0.2458130,2.1672356406e-01,3.3885594982e-03
80,0.2468640,2.1281779199e-01,3.4603373307e-03
80,0.2478740,2.0883878379e-01,3.5789747189e-03
80,0.2488440,2.0508999785e-01,3.6598527384e-03
80,0.2497730,2.0129333672e-01,3.7729025556e-03
80,0.2506620,1.9771530898e-01,3.9259782489e-03
80,0.2515100,1.9419963496e-01,4.1033747004e-03
80,0.2523180,1.9074920840e-01,4.2257229735e-03
80,0.2530860,1.8740231094e-01,4.3728789943e-03
80,0.2538130,1.8418453359e-01,4.5724518979e-03
80,0.2545000,1.8104685820e-01,4.7312708522e-03
80,0.2551470,1.7804946191e-01,4.8839631557e-03
80,0.2557530,1.7522672148e-01,5.0857812537e-03
80,0.2563180,1.7239675781e-01,5.2339645895e-03
80,0.2568440,1.6975570703e-01,5.4407163817e-03
80,0.2573280,1.6734122285e-01,5.6656659713e-03
80,0.2577730,1.6491745762e-01,5.8037085719e-03
80,0.2581770,1.6290692090e-01,6.0384187318e-03
80,0.2585400,1.6096136230e-01,6.1517771038e-03
80,0.2588640,1.5919823672e-01,6.2362910092e-03
80,0.2591460,1.5748993418e-01,6.5038776875e-03
80,0.2593890,1.5610099160e-01,6.5519235962e-03
80,0.2595910,1.5505981230e-01,6.7321019220e-03
80,0.2597530,1.5413969687e-01,6.8653871822e-03
80,0.2598740,1.5344704707e-01,6.8533131435e-03
80,0.2599550,1.5277122969e-01,6.9924607082e-03
80,0.2599950,1.5255633340e-01,7.0978522266e-03
80,0.2600050,1.5267198984e-01,7.0383829295e-03
80,0.2600450,1.5233586699e-01,7.1242010912e-03
80,0.2601260,1.5189674473e-01,7.0877194473e-03
80,0.2602470,1.5115059375e-01,7.1783127392e-03
80,0.2604090,1.5003701816e-01,7.3680734548e-03
80,0.2606110,1.4891994453e-01,7.4522123828e-03
80,0.2608540,1.4747703574e-01,7.7105496025e-03
80,0.2611360,1.4548512285e-01,7.9038759629e-03
80,0.2614600,1.4335816094e-01,8.1619034440e-03
80,0.2618230,1.4126426699e-01,8.5388511017e-03
80,0.2622270,1.3828481211e-01,9.3445478986e-03
80,0.2626720,1.3510205039e-01,9.8333468527e-03
80,0.2631560,1.3148472207e-01,1.0403738144e-02
80,0.2636820,1.2752115078e-01,1.1587801626e-02
80,0.2642470,1.2286019746e-01,1.2532670033e-02
80,0.2648530,1.1746979648e-01,1.3960501838e-02
80,0.2655000,1.1100061680e-01,1.5687967335e-02
80,0.2661870,1.0402084375e-01,1.7527288657e-02
80,0.2669140,9.5698922461e-02,1.9526985228e-02
80,0.2676820,8.7043849609e-02,2.0977865819e-02
80,0.2684900,7.7603393750e-02,2.1682165909e-02
80,0.2693380,6.7118041211e-02,2.1976023794e-02
80,0.2702270,5.6483492969e-02,2.1157969085e-02
80,0.2711560,4.6981780664e-02,1.9746772000e-02
80,0.2721260,3.8604452930e-02,1.7510707915e-02
80,0.2731360,3.1126530078e-02,1.4852368156e-02
80,0.2741870,2.5022730664e-02,1.2117679371e-02
80,0.2752770,2.0199554102e-02,1.0047036383e-02
80,0.2764090,1.6281150391e-02,7.8842423361e-03
80,0.2775800,1.3245130859e-02,6.2634967474e-03
80,0.2787920,1.0756459180e-02,5.0188630890e-03
80,0.2800450,8.9351847656e-03,3.9564638659e-03
80,0.2813380,7.4856679688e-03,3.1784156669e-03
80,0.2826710,6.3308453125e-03,2.6134721009e-03
80,0.2840450,5.3134482422e-03,2.0804299684e-03
80,0.2854590,4.5910214844e-03,1.7356170124e-03
80,0.2869130,3.9357306641e-03,1.4256207653e-03
80,0.2884080,3.4354572266e-03,1.1804496577e-03
80,0.2899440,3.0102980469e-03,1.0144820497e-03
80,0.2915190,2.6174382812e-03,8.4545575038e-04
80,0.2931360,2.3232339844e-03,7.3105597632e-04
80,0.2947920,2.0636042969e-03,6.3400970050e-04
80,0.2964890,1.8454587891e-03,5.5832745664e-04
80,0.2982260,1.6410460938e-03,4.7327941115e-04
80,0.3000040,1.4766302734e-03,4.1254686353e-04
80,0.3018220,1.3329595703e-03,3.6443327182e-04
80,0.3036810,1.2089128906e-03,3.2152271175e-04
80,0.3055800,1.0931578125e-03,2.8967081967e-04
80,0.3075190,9.9726250000e-04,2.5699873136e-04
80,0.3094990,9.0983359375e-04,2.3047819026e-04
80,0.3115190,8.3125527344e-04,2.0667956802e-04
80,0.3135790,7.6087695312e-04,1.8423508991e-04
80,0.3156800,6.9902773438e-04,1.6735627154e-04
80,0.3178220,6.4412480469e-04,1.5472606441e-04
80,0.3200040,5.9425742187e-04,1.3763295496e-04
80,0.3222260,5.4912089844e-04,1.2644006650e-04
80,0.3244880,5.1008164062e-04,1.1412299439e-04
80,0.3267910,4.7370507813e-04,1.0520666639e-04
80,0.3291350,4.3925800781e-04,9.7884992262e-05
80,0.3315180,4.0858925781e-04,8.8609275783e-05
80,0.3339430,3.7963808594e-04,8.2802528787e-05
80,0.3364070,3.5591796875e-04,7.5811570227e-05
80,0.3389120,3.3115683594e-04,7.0109713670e-05
80,0.3414580,3.0976855469e-04,6.4301570687e-05
80,0.3440430,2.9002656250e-04,5.9568089067e-05
80,0.3466700,2.7280156250e-04,5.6344362063e-05
80,0.3493360,2.5588027344e-04,5.1556832131e-05
80,0.3520430,2.3996562500e-04,4.8435565196e-05
80,0.3547910,2.2713359375e-04,4.6479496127e-05
80,0.3575780,2.1349394531e-04,4.1952037528e-05
80,0.3604070,2.0081738281e-04,3.9956601334e-05
80,0.3632750,1.8936503906e-04,3.7034199451e-05
80,0.3661840,1.7944863281e-04,3.6156102223e-05
80,0.3691340,1.6914316406e-04,3.3033686368e-05
80,0.3721230,1.5979355469e-04,3.0526188817e-05
80,0.3751540,1.5162246094e-04,2.9935609858e-05
80,0.3782240,1.4379296875e-04,2.7647359921e-05
80,0.3813350,1.3631171875e-04,2.6786564263e-05
80,0.3844870,1.2909882813e-04,2.4745567930e-05
80,0.3876790,1.2211445312e-04,2.3470459348e-05
80,0.3909110,1.1623378906e-04,2.2358143097e-05
80,0.3941830,1.1071445313e-04,2.1430888531e-05
80,0.3974970,1.0515761719e-04,2.0259181403e-05
80,0.4008500,1.0009882813e-04,1.9562377504e-05
80,0.4042440,9.5034375000e-05,1.8195533288e-05
80,0.4076780,9.0466796875e-05,1.7122439785e-05
80,0.4111530,8.6127929688e-05,1.6793694483e-05
80,0.4146680,8.2142773438e-05,1.5932956373e-05
80,0.4182230,7.8369531250e-05,1.5187769878e-05
80,0.4218190,7.4697460938e-05,1.4397807197e-05
80,0.4254550,7.1440429688e-05,1.3949879131e-05
80,0.4291320,6.7912304688e-05,1.3002225361e-05
80,0.4328490,6.4968359375e-05,1.2751200535e-05
80,0.4366070,6.1865429688e-05,1.2126427634e-05
80,0.4404050,5.9092968750e-05,1.1548877612e-05
