L,rho,n_samples,mean,std,second_moment,fourth_moment,binder_cumulant
240,0.16242200,1000,4.6867309491e-01,5.4331592732e-04,2.1965476479e-01,4.8248474788e-02,0.6666648766541565
240,0.16520900,1000,4.5743727669e-01,5.5705403559e-04,2.0924917211e-01,4.3785475476e-02,0.6666646915050675
240,0.16795700,1000,4.4649829854e-01,5.2713381943e-04,1.9936100819e-01,3.9745032945e-02,0.6666648101682469
240,0.17066400,1000,4.3578001476e-01,5.2249441971e-04,1.8990449399e-01,3.6063924027e-02,0.6666647516352806
240,0.17333000,1000,4.2531205794e-01,5.1784180032e-04,1.8089061452e-01,3.2721608265e-02,0.6666646919887189
240,0.17595700,1000,4.1518617527e-01,5.3380015039e-04,1.7237984480e-01,2.9715007194e-02,0.6666644646056334
240,0.17854200,1000,4.0525542028e-01,5.2487582949e-04,1.6423223089e-01,2.6972406481e-02,0.6666644320396328
240,0.18108800,1000,3.9556627756e-01,5.1421519008e-04,1.5647294410e-01,2.4483947571e-02,0.6666644156941007
240,0.18359300,1000,3.8612865350e-01,5.0003509480e-04,1.4909558684e-01,2.2229642998e-02,0.6666644326504425
240,0.18605700,1000,3.7698201367e-01,5.1744362629e-04,1.4211570611e-01,2.0197025979e-02,0.6666641571249516
240,0.18848200,1000,3.6799363332e-01,5.1460831234e-04,1.3541957872e-01,1.8338605599e-02,0.666664061976421
240,0.19086500,1000,3.5923196166e-01,5.0489466351e-04,1.2904785694e-01,1.6653480827e-02,0.6666640356483055
240,0.19320900,1000,3.5073042896e-01,5.1486596959e-04,1.2301209862e-01,1.5132106711e-02,0.666663796301376
240,0.19551200,1000,3.4243043164e-01,5.0346646968e-04,1.1725885374e-01,1.3749757538e-02,0.666663787620086
240,0.19777400,1000,3.3435200550e-01,5.1140669944e-04,1.1179152486e-01,1.2497461869e-02,0.6666635502902022
240,0.19999600,1000,3.2649934266e-01,5.1647970404e-04,1.0660208725e-01,1.1364118617e-02,0.66666333416392
240,0.20217800,1000,3.1881190148e-01,5.1157820831e-04,1.0164128997e-01,1.0331058140e-02,0.6666632364212163
240,0.20432000,1000,3.1132079376e-01,4.9058925224e-04,9.6920877067e-02,9.3937496135e-03,0.666663359399346
240,0.20642100,1000,3.0398523712e-01,5.0063799718e-04,9.2407274777e-02,8.5391969564e-03,0.6666630548621393
240,0.20848100,1000,2.9684599588e-01,5.1906722616e-04,8.8117814429e-02,7.7648440954e-03,0.6666625937473525
240,0.21050100,1000,2.8989549783e-01,5.0969802114e-04,8.4039659194e-02,7.0627515596e-03,0.6666625491413661
240,0.21248100,1000,2.8311706431e-01,4.9783384322e-04,8.0155519693e-02,6.4249867369e-03,0.6666625473038783
240,0.21442000,1000,2.7648755693e-01,4.9222337809e-04,7.6445611179e-02,5.8440054818e-03,0.6666624450074048
240,0.21631900,1000,2.6997143685e-01,5.2875295833e-04,7.2884856014e-02,5.3122836625e-03,0.6666615572834536
240,0.21817800,1000,2.6365703682e-01,5.1873700912e-04,6.9515301884e-02,4.8324519482e-03,0.6666615103189986
240,0.21999600,1000,2.5748072403e-01,4.9965377211e-04,6.6296572652e-02,4.3953016973e-03,0.6666616497208271
240,0.22177400,1000,2.5136505548e-01,5.2114707535e-04,6.3184662441e-02,3.9923701387e-03,0.6666609414035756
240,0.22351100,1000,2.4543276136e-01,5.3949610562e-04,6.0237531112e-02,3.6286302391e-03,0.6666602284343746
240,0.22520800,1000,2.3958972989e-01,5.2924060724e-04,5.7403518484e-02,3.2952281844e-03,0.6666601672415868
240,0.22686400,1000,2.3389995595e-01,5.4695142669e-04,5.4709488248e-02,2.9931935376e-03,0.6666593796171023
240,0.22848100,1000,2.2831548249e-01,5.4395455459e-04,5.2128255137e-02,2.7174166166e-03,0.6666591062586912
240,0.23005600,1000,2.2275614077e-01,5.5022155288e-04,4.9620600692e-02,2.4622640168e-03,0.6666585433467559
240,0.23159200,1000,2.1738037500e-01,5.6589024641e-04,4.7254547347e-02,2.2330527192e-03,0.6666576392841357
240,0.23308700,1000,2.1201556821e-01,5.7150865516e-04,4.4950927461e-02,2.0206445432e-03,0.6666569890132727
240,0.23454100,1000,2.0679292831e-01,6.0921876231e-04,4.2763685977e-02,1.8287962787e-03,0.6666551030282244
240,0.23595500,1000,2.0153672541e-01,6.0761638067e-04,4.0617420515e-02,1.6498347819e-03,0.6666545574227182
240,0.23732900,1000,1.9641609353e-01,6.4139365708e-04,3.8579692773e-02,1.4884561174e-03,0.6666524627624301
240,0.23866200,1000,1.9134034896e-01,6.7448263427e-04,3.6611583611e-02,1.3404746149e-03,0.6666501143994373
240,0.23995500,1000,1.8630944647e-01,6.7410050373e-04,3.4711663801e-02,1.2049626163e-03,0.6666492343776733
240,0.24120800,1000,1.8135324009e-01,6.9243567341e-04,3.2889476679e-02,1.0817806746e-03,0.6666472535869068
240,0.24242000,1000,1.7638686335e-01,7.9480633577e-04,3.1112956649e-02,9.6809468655e-04,0.6666395958027251
240,0.24359100,1000,1.7137131532e-01,7.9088304719e-04,2.9368752585e-02,8.6259699672e-04,0.6666383125461611
240,0.24472300,1000,1.6651795370e-01,8.3992992510e-04,2.7728933682e-02,7.6897190931e-04,0.6666327884972123
240,0.24581300,1000,1.6162683948e-01,8.7941794020e-04,2.6124007843e-02,6.8254452907e-04,0.6666272295259016
240,0.24686400,1000,1.5670409194e-01,9.3877023363e-04,2.4557052840e-02,6.0313528739e-04,0.6666188854455457
240,0.24787400,1000,1.5184617737e-01,1.0094470002e-03,2.3058279547e-02,5.3177813403e-04,0.6666078107027138
240,0.24884400,1000,1.4689560178e-01,1.1122889839e-03,2.1579553772e-02,4.6578383652e-04,0.6665902936317017
240,0.24977300,1000,1.4199589619e-01,1.1366847708e-03,2.0164125296e-02,4.0669595398e-04,0.6665814009926792
240,0.25066200,1000,1.3704957342e-01,1.2804015678e-03,1.8784223364e-02,3.5297011112e-04,0.6665504088050356
240,0.25151000,1000,1.3210027351e-01,1.4082013484e-03,1.7452463309e-02,3.0472648409e-04,0.6665156338927541
240,0.25231800,1000,1.2711031113e-01,1.5187575041e-03,1.6159335512e-02,2.6127295009e-04,0.6664766856312502
240,0.25308600,1000,1.2202722772e-01,1.6915418486e-03,1.4893502758e-02,2.2198626400e-04,0.6664114411828429
240,0.25381300,1000,1.1691595848e-01,1.8224314835e-03,1.3672659282e-02,1.8712298230e-04,0.6663432671961169
240,0.25450000,1000,1.1167671463e-01,2.0781357023e-03,1.2476002919e-02,1.5586515484e-04,0.6662072917683451
240,0.25514700,1000,1.0643818077e-01,2.2873402272e-03,1.1334313020e-02,1.2870223047e-04,0.6660554085594836
240,0.25575300,1000,1.0124305114e-01,2.5635242362e-03,1.0256720490e-02,1.0546743317e-04,0.66582028780916
240,0.25631800,1000,9.5926406901e-02,2.8602115242e-03,9.2100481701e-03,8.5122866510e-05,0.6654961027268805
240,0.25684400,1000,9.0240567202e-02,3.5544412859e-03,8.1559813877e-03,6.6924536710e-05,0.6646396867322395
240,0.25732800,1000,8.4969365017e-02,3.8948784389e-03,7.2349478994e-03,5.2772890486e-05,0.6639384614459243
240,0.25777300,1000,7.9148938802e-02,4.9873722717e-03,6.2894035218e-03,4.0133121399e-05,0.6618084399886912
240,0.25817700,1000,7.3666859520e-02,5.5475835792e-03,5.4575510994e-03,3.0410182138e-05,0.6596685021401172
240,0.25854000,1000,6.7345413339e-02,7.1782840005e-03,4.5868809312e-03,2.1861846571e-05,0.6536376687523062
240,0.25886400,1000,6.1402616392e-02,8.2957203552e-03,3.8390314570e-03,1.5619276798e-05,0.6467384866061334
240,0.25914600,1000,5.5518867188e-02,1.0204677070e-02,3.1863759124e-03,1.1200933179e-05,0.6322616433245789
240,0.25938900,1000,5.0438355107e-02,1.1242000636e-02,2.6702838616e-03,8.2047640468e-06,0.6164429415287749
240,0.25959100,1000,4.4991312066e-02,1.2137309950e-02,2.1713851399e-03,5.7378370535e-06,0.5943483626579192
240,0.25975300,1000,4.1648741970e-02,1.2063517892e-02,1.8800006432e-03,4.4573672247e-06,0.579620852693647
240,0.25987400,1000,3.9395286024e-02,1.1911234622e-02,1.6937241937e-03,3.6817912996e-06,0.5721884257189267
240,0.25995500,1000,3.6619328197e-02,1.2150714665e-02,1.4884674246e-03,2.9831402066e-06,0.5511784080132623
240,0.25999500,1000,3.6532131655e-02,1.2137994659e-02,1.4817802267e-03,2.9477271562e-06,0.5524944380407115
240,0.26000500,1000,3.5724269604e-02,1.1999046618e-02,1.4200565813e-03,2.7269767938e-06,0.5492363472001007
240,0.26004500,1000,3.5177190611e-02,1.2149016373e-02,1.3848857395e-03,2.6340884115e-06,0.5421942885900399
240,0.26012600,1000,3.3325655310e-02,1.1851006205e-02,1.2509052035e-03,2.2054960402e-06,0.5301748842415284
240,0.26024700,1000,3.1006622613e-02,1.1610126036e-02,1.0960708774e-03,1.7531120782e-06,0.5135803065005178
240,0.26040900,1000,2.8224382161e-02,1.1055948062e-02,9.1872750196e-04,1.2907021824e-06,0.490280374366007
240,0.26061100,1000,2.3555196108e-02,1.0257929557e-02,6.5996715737e-04,7.3010127324e-07,0.44125042805232306
240,0.26085400,1000,1.9915507161e-02,9.2464786652e-03,4.8203929584e-04,4.2762765853e-07,0.3865493291382185
240,0.26113600,1000,1.6569377749e-02,7.7335471992e-03,3.3429222351e-04,2.1066605387e-07,0.37162230953154995
240,0.26146000,1000,1.2131508174e-02,5.8834651201e-03,1.8175403724e-04,6.8317615528e-08,0.31064439320583936
240,0.26182300,1000,9.9109032841e-03,4.9838420994e-03,1.2303984730e-04,3.4476191330e-08,0.24088694461093052
240,0.26222700,1000,7.7927868200e-03,3.8051623790e-03,7.5192307892e-05,1.3237182172e-08,0.21958167023050545
240,0.26267200,1000,6.1110758825e-03,2.8297440956e-03,4.5344692637e-05,4.4338333736e-09,0.2812047666845936
240,0.26315600,1000,4.5780926649e-03,1.9258449315e-03,2.4664102270e-05,1.1900998088e-09,0.34787401508678983
240,0.26368200,1000,3.5925694444e-03,1.4641509866e-03,1.5048149587e-05,4.4017899333e-10,0.3520494560687961
240,0.26424700,1000,2.9262950666e-03,1.1020944445e-03,9.7766003689e-06,1.6475041276e-10,0.42544774934966356
240,0.26485300,1000,2.2754822772e-03,8.4488312023e-04,5.8909332532e-06,6.3598469227e-11,0.38911817547300076
240,0.26550000,1000,1.8440151186e-03,6.1810912626e-04,3.7820685908e-06,2.3511935726e-11,0.45209113226192055
240,0.26618700,1000,1.5182487703e-03,4.9658313262e-04,2.5514275412e-06,1.0250987604e-11,0.4750983048638525
240,0.26691400,1000,1.2297939091e-03,3.7642923837e-04,1.6539503315e-06,4.2621120340e-12,0.4806517413518485
240,0.26768200,1000,1.0264760561e-03,2.9136538788e-04,1.1384619893e-06,1.8076676298e-12,0.5350992398790355
240,0.26849000,1000,8.5973546007e-04,2.4091858358e-04,7.9712878345e-07,8.8471961970e-13,0.5358830591266335
240,0.26933800,1000,7.0729571759e-04,1.8313204781e-04,5.3377104171e-07,3.7979320310e-13,0.5556594827833441
240,0.27022700,1000,6.0685264757e-04,1.6395451010e-04,3.9512433616e-07,2.1544932877e-13,0.5400015881730744
240,0.27115600,1000,5.2159331597e-04,1.3754907637e-04,2.9096041593e-07,1.1472135223e-13,0.5482947013837774
240,0.27212600,1000,4.4207870370e-04,1.0679173067e-04,2.0682664953e-07,5.4953872262e-14,0.5717828548530615
240,0.27313600,1000,3.8420862269e-04,9.0979544489e-05,1.5588526598e-07,3.1113750616e-14,0.57320337642436
240,0.27418700,1000,3.3507378472e-04,7.6854553431e-05,1.1817515697e-07,1.7682681010e-14,0.5779397206237807
240,0.27527700,1000,2.8853797743e-04,6.4025431589e-05,8.7349321054e-08,9.3816623052e-15,0.5901362829655545
240,0.27640900,1000,2.5533000579e-04,5.6040096200e-05,6.8330763745e-08,5.7739793361e-15,0.5877872499500199
240,0.27758000,1000,2.2289706308e-04,5.0011812233e-05,5.2181780911e-08,3.4151780115e-15,0.5819249053027777
240,0.27879200,1000,1.9870146123e-04,4.1747998183e-05,4.1223423151e-08,2.0652478038e-15,0.5948994716035563
240,0.28004500,1000,1.7503045428e-04,3.4217487617e-05,3.1805325549e-08,1.1873386307e-15,0.6087506285435766
240,0.28133800,1000,1.5555584491e-04,3.1901821241e-05,2.5214329357e-08,7.7184417093e-16,0.5953183322682623
240,0.28267100,1000,1.3955801505e-04,2.7797950837e-05,2.0248392908e-08,4.8862791114e-16,0.6027390313349635
240,0.28404500,1000,1.2478804977e-04,2.3045101612e-05,1.6102602997e-08,2.9917057089e-16,0.6154033969171443
240,0.28545900,1000,1.1256213831e-04,2.0311472634e-05,1.3082378346e-08,1.9675830225e-16,0.6167886160470372
240,0.28691300,1000,1.0083817998e-04,1.8296615250e-05,1.0502769905e-08,1.2709481917e-16,0.6159401652173712
240,0.28840800,1000,9.2171440972e-05,1.6679618263e-05,8.7735059866e-09,8.8583699599e-17,0.6163932805325102
240,0.28994400,1000,8.3618489583e-05,1.5149149145e-05,7.2213190233e-09,6.0044603094e-17,0.6161870178111832
240,0.29151900,1000,7.5630208333e-05,1.3511990708e-05,5.9023197315e-09,4.0094157735e-17,0.616368397089581
240,0.29313600,1000,6.8873119213e-05,1.2432582868e-05,4.8979210978e-09,2.7651061020e-17,0.6157914930270693
240,0.29479200,1000,6.3128038194e-05,1.1526603795e-05,4.1178789387e-09,1.9977561387e-17,0.607288092521558
240,0.29648900,1000,5.6582103588e-05,9.4755881320e-06,3.2912314301e-09,1.2334668882e-17,0.6204321696614175
240,0.29822600,1000,5.2173611111e-05,9.0798649666e-06,2.8044472002e-09,8.9931061282e-18,0.6188517517723732
240,0.30000400,1000,4.8211516204e-05,8.6371029831e-06,2.3988752431e-09,6.8238998893e-18,0.6047279853933862
240,0.30182200,1000,4.4079788773e-05,7.0409404863e-06,1.9925530464e-09,4.4371836397e-18,0.627465615322649
240,0.30368100,1000,4.0783854167e-05,6.9778795431e-06,1.7119648728e-09,3.3407337261e-18,0.6200460986672898
240,0.30558000,1000,3.7592737269e-05,6.0424816040e-06,1.4496889677e-09,2.3498813893e-18,0.6272865895280967
240,0.30751900,1000,3.4847366898e-05,5.6581889385e-06,1.2463220667e-09,1.7450852313e-18,0.6255146613611158
240,0.30949900,1000,3.2161747685e-05,5.1580231918e-06,1.0609566122e-09,1.2591729886e-18,0.6271201661264554
240,0.31151900,1000,2.9856626157e-05,4.7764781163e-06,9.1421005396e-10,9.3289916544e-19,0.6279327334766933
240,0.31357900,1000,2.7471064815e-05,4.2184279294e-06,7.7243674112e-10,6.6084368029e-19,0.6308085450260307
240,0.31568000,1000,2.5804398148e-05,4.0092642525e-06,6.8192508943e-10,5.1578532029e-19,0.6302787742604246
240,0.31782200,1000,2.4023943866e-05,3.6770528625e-06,5.9065707590e-10,3.8719910907e-19,0.6300506466644443
240,0.32000400,1000,2.2524377894e-05,3.4675855195e-06,5.1935972468e-10,2.9911534335e-19,0.6303583497128347
240,0.32222600,1000,2.0668836806e-05,2.9930218855e-06,4.3615003672e-10,2.0806712239e-19,0.6354052763208726
240,0.32448800,1000,1.9619068287e-05,3.1139735364e-06,3.9459497481e-10,1.7382364958e-19,0.6278787175519782
240,0.32679100,1000,1.8332754630e-05,2.8006792620e-06,3.4392585283e-10,1.3131151830e-19,0.6299572306813097
240,0.32913500,1000,1.7100694444e-05,2.5937731398e-06,2.9915468192e-10,9.9597733701e-20,0.6290318764047165
240,0.33151800,1000,1.6058955440e-05,2.3656952786e-06,2.6348096745e-10,7.6243378239e-20,0.6339146265278153
240,0.33394300,1000,1.5108145255e-05,2.3257748514e-06,2.3365987247e-10,6.0666777153e-20,0.6296081697579137
240,0.33640700,1000,1.4095847801e-05,2.0116393015e-06,2.0273557121e-10,4.4816160964e-20,0.6365426242761745
240,0.33891200,1000,1.3256510417e-05,1.9473402795e-06,1.7952341046e-10,3.5476669310e-20,0.6330732240462256
240,0.34145800,1000,1.2557798032e-05,1.7865458174e-06,1.6088684563e-10,2.8227853658e-20,0.6364906980337393
240,0.34404300,1000,1.1780381944e-05,1.5910205752e-06,1.4130621388e-10,2.1555529176e-20,0.6401554629116994
240,0.34667000,1000,1.1096715856e-05,1.6047396139e-06,1.2570971684e-10,1.7340329246e-20,0.6342381643803878
240,0.34933600,1000,1.0548177083e-05,1.4759056901e-06,1.1344015909e-10,1.4001150281e-20,0.6373323580042272
240,0.35204300,1000,9.8212528935e-06,1.3156890379e-06,9.8186315006e-11,1.0390732330e-20,0.640728323443015
240,0.35479100,1000,9.4032841435e-06,1.3013729527e-06,9.0113630675e-11,8.8087840007e-21,0.6384122319013635
240,0.35757800,1000,8.8568431713e-06,1.1798320585e-06,7.9834282644e-11,6.8882573554e-21,0.6397456318812393
240,0.36040700,1000,8.4584056713e-06,1.1879065949e-06,7.2954337456e-11,5.7933061394e-21,0.6371701672019328
240,0.36327500,1000,7.9992042824e-06,1.0859680206e-06,6.5165416367e-11,4.5971272928e-21,0.6391464969046701
240,0.36618400,1000,7.5989583333e-06,1.1269325815e-06,5.9012874818e-11,3.8444987330e-21,0.6320193995883929
240,0.36913400,1000,7.1672453704e-06,9.8425556902e-07,5.2337196465e-11,2.9725467804e-21,0.6382683303316934
240,0.37212300,1000,6.7994791667e-06,9.3486568364e-07,4.7106016811e-11,2.4076165309e-21,0.6383293252647599
240,0.37515400,1000,6.4952980324e-06,9.2744969963e-07,4.3048199312e-11,2.0280021196e-21,0.635214833335555
240,0.37822400,1000,6.1260127315e-06,8.4395036154e-07,3.8239571947e-11,1.5906933169e-21,0.6373905171655725
240,0.38133500,1000,5.8823784722e-06,8.0795911562e-07,3.5254521625e-11,1.3495396639e-21,0.6380615297401817
240,0.38448700,1000,5.5528067130e-06,7.4733234269e-07,3.1391609516e-11,1.0659912031e-21,0.6394170403599038
240,0.38767900,1000,5.2837818287e-06,7.3375816185e-07,2.8456213052e-11,8.8215604902e-22,0.6368634575281524
240,0.39091100,1000,5.0782696759e-06,7.6009820010e-07,2.6365994426e-11,7.6836815699e-22,0.6315659231018065
240,0.39418300,1000,4.8242910880e-06,6.7723621568e-07,2.3731974744e-11,6.1362031821e-22,0.636829367952235
240,0.39749700,1000,4.5669849537e-06,6.3047839701e-07,2.1254457073e-11,4.9078585524e-22,0.6378647912563369
240,0.40085000,1000,4.3380353009e-06,5.8557823888e-07,1.9161109244e-11,3.9827741503e-22,0.6384044050712514
240,0.40424400,1000,4.1844618056e-06,5.8790043970e-07,1.7855001902e-11,3.4680352815e-22,0.6373877674400183
240,0.40767800,1000,3.9997106481e-06,6.0384834782e-07,1.6361953463e-11,2.9716117671e-22,0.6300010356180843
240,0.41115300,1000,3.8135127315e-06,5.4427329020e-07,1.4838816534e-11,2.4127223569e-22,0.6347522382696702
240,0.41466800,1000,3.6296296296e-06,4.8331105798e-07,1.3407567237e-11,1.9387063429e-22,0.6405066928622309
240,0.41822300,1000,3.4977575231e-06,4.9879602043e-07,1.2482856363e-11,1.7073544741e-22,0.6347632280212623
240,0.42181900,1000,3.3056278935e-06,4.7513616704e-07,1.1152704393e-11,1.3691543049e-22,0.633080528629312
240,0.42545500,1000,3.1851128472e-06,4.4582739893e-07,1.0343507157e-11,1.1645864625e-22,0.6371602624552193
240,0.42913200,1000,3.0497685185e-06,4.3347469286e-07,9.4888004256e-12,9.8442388816e-23,0.6355497400498139
240,0.43284900,1000,2.9236834491e-06,4.3364812707e-07,8.7357875578e-12,8.3991796090e-23,0.6331306032993339
240,0.43660700,1000,2.7664207176e-06,3.8411490447e-07,7.8004803023e-12,6.6194566610e-23,0.6373744509702892
240,0.44040500,1000,2.6648582176e-06,3.9379177679e-07,7.2563862114e-12,5.8109310069e-23,0.6321390521253303
240,0.44424300,1000,2.5794270833e-06,3.8979405194e-07,6.8052315418e-12,5.1116153571e-23,0.6320819464202163
240,0.44812200,1000,2.4414785880e-06,3.3595176454e-07,6.0735684200e-12,3.9963271422e-23,0.6388796842985562
240,0.45204100,1000,2.3276186343e-06,3.3462911534e-07,5.5296731748e-12,3.3481226956e-23,0.6350098175143933
240,0.45600000,1000,2.2319155093e-06,3.3066900281e-07,5.0906794879e-12,2.8560362900e-23,0.6326407685417652
240,0.46000000,1000,2.1623263889e-06,3.4013033605e-07,4.7912283689e-12,2.5560570573e-23,0.6288448027849437
280,0.06000000,1000,8.8312975743e-01,2.6693948893e-04,7.7991823964e-01,6.0827268259e-01,0.6666665449692624
280,0.06400000,1000,8.6933726344e-01,2.6919225398e-04,7.5574734999e-01,5.7115427587e-01,0.6666665389437096
280,0.06795900,1000,8.5520770732e-01,2.8297216846e-04,7.3138030265e-01,5.3491738112e-01,0.666666520835328
280,0.07187800,1000,8.4084480503e-01,3.0752417980e-04,7.0702008062e-01,4.9987766159e-01,0.6666664884964175
280,0.07575700,1000,8.2624651330e-01,3.1711994039e-04,6.8268340121e-01,4.6605690063e-01,0.6666664704486238
280,0.07959500,1000,8.1153032840e-01,3.1394133174e-04,6.5858157237e-01,4.3372994685e-01,0.6666664673248752
280,0.08339300,1000,7.9669089131e-01,3.2276302530e-04,6.3471648037e-01,4.0286527467e-01,0.6666664480458511
280,0.08715100,1000,7.8175602214e-01,3.3597718918e-04,6.1114259092e-01,3.7349554209e-01,0.6666664206484245
280,0.09086800,1000,7.6681011179e-01,3.4993050728e-04,5.8799786987e-01,3.4574178269e-01,0.6666663892754556
280,0.09454500,1000,7.5188123510e-01,3.4885404467e-04,5.6532551328e-01,3.1959321089e-01,0.6666663799161716
280,0.09818100,1000,7.3697568709e-01,3.5662399998e-04,5.4313329042e-01,2.9499404719e-01,0.6666663547590079
280,0.10177700,1000,7.2214896041e-01,3.5732120305e-04,5.2149924858e-01,2.7196173233e-01,0.6666663405643225
280,0.10533200,1000,7.0738832844e-01,3.6977169565e-04,5.0039838381e-01,2.5039881593e-01,0.6666663027010745
280,0.10884700,1000,6.9274434243e-01,3.6769866505e-04,4.7989485903e-01,2.3029933501e-01,0.666666291389902
280,0.11232200,1000,6.7822391878e-01,3.7889398251e-04,4.5998782742e-01,2.1158906522e-01,0.6666662510051323
280,0.11575600,1000,6.6382968991e-01,3.7197939174e-04,4.4066999544e-01,1.9419028852e-01,0.6666662484492001
280,0.11915000,1000,6.4957326216e-01,3.8718250900e-04,4.2194557268e-01,1.7803831906e-01,0.6666661934327891
280,0.12250300,1000,6.3544945809e-01,4.0048787636e-04,4.0379617402e-01,1.6305160895e-01,0.6666661375981433
280,0.12581700,1000,6.2139878412e-01,4.2776853268e-04,3.8613663171e-01,1.4910178070e-01,0.6666660354333662
280,0.12908900,1000,6.0744925797e-01,4.3242315857e-04,3.6899478781e-01,1.3615742916e-01,0.6666659916503275
280,0.13232100,1000,5.9355178576e-01,4.6746789081e-04,3.5230394069e-01,1.2411837426e-01,0.6666658404597798
280,0.13551300,1000,5.7981582885e-01,4.6584691624e-04,3.3618661219e-01,1.1302172976e-01,0.6666658068093106
280,0.13866500,1000,5.6630382161e-01,4.3855191156e-04,3.2070021051e-01,1.0284887153e-01,0.6666658677227588
280,0.14177600,1000,5.5305326553e-01,4.4671085064e-04,3.0586811387e-01,9.3555547002e-02,0.6666657975892226
280,0.14484600,1000,5.3999807157e-01,4.3637461017e-04,2.9159810753e-01,8.5029678184e-02,0.6666657968852163
280,0.14787700,1000,5.2717099977e-01,4.5768767189e-04,2.7790947227e-01,7.7233907379e-02,0.6666656627771997
280,0.15086600,1000,5.1461505599e-01,4.4778944349e-04,2.6482885616e-01,7.0134535247e-02,0.6666656581705627
280,0.15381600,1000,5.0224904136e-01,4.3684996796e-04,2.5225429020e-01,6.3632419278e-02,0.6666656590248424
280,0.15672500,1000,4.9020242283e-01,4.3909735473e-04,2.4029860796e-01,5.7743606135e-02,0.6666655978847684
280,0.15959300,1000,4.7838790311e-01,4.3797168065e-04,2.2885517747e-01,5.2374867650e-02,0.666665550370874
280,0.16242200,1000,4.6686396624e-01,4.2997346446e-04,2.1796214767e-01,4.7507658837e-02,0.6666655368764616
280,0.16520900,1000,4.5563042024e-01,4.2727501622e-04,2.0759926222e-01,4.3097605128e-02,0.6666654952741475
