L,rho,mean_density,std_density,second_moment,fourth_moment,Binder_cumulant
120,0.0000000,1.0000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,6.6666666667e-01
120,0.0154410,9.9080310012e-01,2.7809928343e-04,9.8169086054e-01,9.6371724935e-01,6.6666656163e-01
120,0.0302590,9.6670534954e-01,5.2106608600e-04,9.3451950433e-01,8.7332771889e-01,6.6666627929e-01
120,0.0444660,9.3215274074e-01,7.6539723285e-04,8.6890931790e-01,7.5500543881e-01,6.6666576774e-01
120,0.0580740,8.9070150926e-01,9.2527966465e-04,7.9335003474e-01,6.2940699396e-01,6.6666522809e-01
120,0.0710970,8.4533430382e-01,1.0847843028e-03,7.1459126197e-01,5.1064403525e-01,6.6666447101e-01
120,0.0835480,7.9803685590e-01,1.1441807505e-03,6.3686413253e-01,4.0559925850e-01,6.6666392568e-01
120,0.0954400,7.5053664988e-01,1.2454229118e-03,5.6330681390e-01,3.1731806150e-01,6.6666299532e-01
120,0.1067850,7.0394679282e-01,1.2459210501e-03,4.9554263945e-01,2.4556558419e-01,6.6666249030e-01
120,0.1175960,6.5935138368e-01,1.3389856537e-03,4.3474604004e-01,1.8900723750e-01,6.6666116738e-01
120,0.1278860,6.1888477257e-01,1.4225798478e-03,3.8302038545e-01,1.4670771681e-01,6.6665962046e-01
120,0.1376680,5.8099260185e-01,1.4370583341e-03,3.3755446854e-01,1.1394580787e-01,6.6665850867e-01
120,0.1469550,5.4438068287e-01,1.4050192202e-03,2.9635230196e-01,8.7827026389e-02,6.6665778719e-01
120,0.1557600,5.0915485185e-01,1.4303703693e-03,2.5924070912e-01,6.7207866838e-02,6.6665614390e-01
120,0.1640950,4.7608051447e-01,1.4488338836e-03,2.2665475538e-01,5.1374281263e-02,6.6665431808e-01
120,0.1719730,4.4529101794e-01,1.4283999326e-03,1.9828613098e-01,3.9319007285e-02,6.6665295311e-01
120,0.1794080,4.1712001447e-01,1.4161225165e-03,1.7399111187e-01,3.0274302240e-02,6.6665130387e-01
120,0.1864120,3.9110168229e-01,1.3890789414e-03,1.5296245543e-01,2.3398693466e-02,6.6664984587e-01
120,0.1929980,3.6727607523e-01,1.4054994175e-03,1.3489369087e-01,1.8197374268e-02,6.6664713098e-01
120,0.1991780,3.4545358796e-01,1.3840115347e-03,1.1934009692e-01,1.4242972695e-02,6.6664527554e-01
120,0.2049670,3.2532654630e-01,1.3438577462e-03,1.0583916768e-01,1.1202693711e-02,6.6664392367e-01
120,0.2103760,3.0670148437e-01,1.4825455016e-03,9.4067998459e-02,8.8496150512e-03,6.6663552428e-01
120,0.2154180,2.8959130382e-01,1.4260401732e-03,8.3865156838e-02,7.0340466762e-03,6.6663433768e-01
120,0.2201070,2.7378940162e-01,1.3894440837e-03,7.4962566995e-02,5.6199654282e-03,6.6663232260e-01
120,0.2244550,2.5891963426e-01,1.4614986122e-03,6.7041512983e-02,4.4951374105e-03,6.6662417479e-01
120,0.2284750,2.4525968403e-01,1.5514889434e-03,6.0154719727e-02,3.6191692159e-03,6.6661333923e-01
120,0.2321800,2.3239971586e-01,1.6302861009e-03,5.4012285763e-02,2.9179012597e-03,6.6660105336e-01
120,0.2355820,2.2044635069e-01,1.6273996021e-03,4.8599241964e-02,2.3624011091e-03,6.6659401434e-01
120,0.2386950,2.0906049942e-01,1.7740638384e-03,4.3709439721e-02,1.9110644580e-03,6.6657082213e-01
120,0.2415320,1.9830545718e-01,1.9311784340e-03,3.9328783796e-02,1.5473392135e-03,6.6654038525e-01
120,0.2441050,1.8806077373e-01,1.9797587812e-03,3.5370774060e-02,1.2516461466e-03,6.6651893195e-01
120,0.2464270,1.7823054977e-01,2.1889885019e-03,3.1770920541e-02,1.0099988716e-03,6.6646605748e-01
120,0.2485110,1.6879990220e-01,2.6118545142e-03,2.8500228766e-02,8.1303975509e-04,6.6634792126e-01
120,0.2503700,1.6002907176e-01,2.9391439234e-03,2.5617942375e-02,6.5716032727e-04,6.6621901367e-01
120,0.2520170,1.5149791551e-01,3.3549142594e-03,2.2962873853e-02,5.2832037656e-04,6.6601756529e-01
120,0.2534650,1.4319026215e-01,3.8389636418e-03,2.0518188817e-02,4.2219879573e-04,6.6571438273e-01
120,0.2547260,1.3525875174e-01,4.5765467708e-03,1.8315874702e-02,3.3697367097e-04,6.6517383649e-01
120,0.2558130,1.2788795486e-01,4.9477830141e-03,1.6379809555e-02,2.6986383337e-04,6.6472147716e-01
120,0.2567400,1.2136282523e-01,5.6242691465e-03,1.4760567752e-02,2.1969639965e-04,6.6387906728e-01
120,0.2575180,1.1466725463e-01,6.7114478825e-03,1.3193622817e-02,1.7633418142e-04,6.6233416344e-01
120,0.2581620,1.0885990972e-01,8.0800879850e-03,1.1915767767e-02,1.4477503733e-04,6.6011783963e-01
120,0.2586840,1.0366207523e-01,9.1390610300e-03,1.0829348278e-02,1.2039991054e-04,6.5778403418e-01
120,0.2590960,9.9470326389e-02,1.0073611743e-02,9.9958234855e-03,1.0338156632e-04,6.5510674875e-01
120,0.2594110,9.6425757523e-02,1.0166690848e-02,9.4012883167e-03,9.1771796209e-05,6.5389072801e-01
120,0.2596430,9.2847817708e-02,1.1763753424e-02,8.7591031478e-03,8.0640348449e-05,6.4964214429e-01
120,0.2598050,9.1186961227e-02,1.1809627792e-02,8.4545292064e-03,7.5426829550e-05,6.4825677514e-01
120,0.2599080,8.9467786458e-02,1.2284319384e-02,8.1553893165e-03,7.0593171892e-05,6.4620471120e-01
120,0.2599670,8.8826937500e-02,1.2905224735e-02,8.0567696511e-03,6.9159439976e-05,6.4485286208e-01
120,0.2599930,8.8482020255e-02,1.2608027756e-02,7.9880302722e-03,6.7918090384e-05,6.4519902242e-01
120,0.2600000,8.8981668403e-02,1.2955431493e-02,8.0855805169e-03,6.9840432472e-05,6.4390715058e-01
120,0.2600070,8.8995737847e-02,1.2596933944e-02,8.0789240998e-03,6.9566764167e-05,6.4471776497e-01
120,0.2600330,8.7936162037e-02,1.3631642646e-02,7.9185902750e-03,6.7363961109e-05,6.4189480832e-01
120,0.2600920,8.7459561921e-02,1.3346603556e-02,7.8273067979e-03,6.5721889185e-05,6.4242753312e-01
120,0.2601950,8.6585641782e-02,1.3936401303e-02,7.6912966442e-03,6.3816461744e-05,6.4040607769e-01
120,0.2603570,8.4538493634e-02,1.4200255658e-02,7.3484041667e-03,5.8703690653e-05,6.3762512244e-01
120,0.2605890,8.0385656250e-02,1.4833466521e-02,6.6818854598e-03,4.9283824613e-05,6.3205314499e-01
120,0.2609040,7.6640804977e-02,1.5425553812e-02,6.1117606979e-03,4.2016906435e-05,6.2505278156e-01
120,0.2613160,7.0321612269e-02,1.6546259415e-02,5.2189078527e-03,3.1826668798e-05,6.1049712080e-01
120,0.2618380,6.2595480324e-02,1.7280240583e-02,4.2168008716e-03,2.1908352990e-05,5.8930228265e-01
120,0.2624820,5.2705874421e-02,1.7422416084e-02,3.0814497807e-03,1.2854201737e-05,5.4875368515e-01
120,0.2632600,4.1093502315e-02,1.6284286097e-02,1.9538539062e-03,5.8450247994e-06,4.8963494718e-01
120,0.2641870,3.0980148727e-02,1.4262980074e-02,1.1632022157e-03,2.4251201386e-06,4.0255000501e-01
120,0.2652740,2.1250658565e-02,1.0451120798e-02,5.6081641538e-04,6.5889684180e-07,3.0167958776e-01
120,0.2665350,1.4197085069e-02,7.0183184947e-03,2.5081401896e-04,1.4623711754e-07,2.2512303807e-01
120,0.2679830,9.4566221065e-03,4.5863679581e-03,1.1046247271e-04,2.8201715211e-08,2.2958497061e-01
120,0.2696300,6.4967233796e-03,2.8399445837e-03,5.0272699910e-05,5.6187864276e-09,2.5893406469e-01
120,0.2714890,4.4867517361e-03,1.7706207649e-03,2.3266039035e-05,1.0079699596e-09,3.7930045140e-01
120,0.2735730,3.1422141204e-03,1.2056602949e-03,1.1327126325e-05,2.4364668529e-10,3.6700575043e-01
120,0.2758950,2.2406076389e-03,7.7998555965e-04,5.6287000647e-06,5.2628598575e-11,4.4628748879e-01
120,0.2784680,1.6452239583e-03,4.6877471792e-04,2.9265116092e-06,1.1995840902e-11,5.3311605491e-01
120,0.2813050,1.2450584491e-03,3.5865705953e-04,1.6788054280e-06,3.9906392886e-12,5.2802337565e-01
120,0.2844180,9.2711168981e-04,2.4440254005e-04,9.1926868697e-07,1.1467158156e-12,5.4767601883e-01
120,0.2878200,7.1263831019e-04,1.7316391892e-04,5.3783910396e-07,3.7482261036e-13,5.6808351837e-01
120,0.2915250,5.5703125000e-04,1.3415776254e-04,3.2828211873e-07,1.4070438157e-13,5.6479696879e-01
120,0.2955450,4.3951620370e-04,9.7093343784e-05,2.0260161073e-07,5.0593789902e-14,5.8914349194e-01
120,0.2998930,3.5255324074e-04,7.6930640357e-05,1.3021211098e-07,2.0828146235e-14,5.9052574247e-01
120,0.3045820,2.7940798611e-04,5.7440310325e-05,8.1368211953e-08,7.9726260211e-15,5.9860626207e-01
120,0.3096240,2.2802141204e-04,4.4328728480e-05,5.3958800516e-08,3.4230778215e-15,6.0810389769e-01
120,0.3150330,1.8691377315e-04,3.7704262076e-05,3.6358369971e-08,1.5917701224e-15,5.9862503116e-01
