sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC, seed
0, 4781998, 44555, 2235506, 2228368, 39169, 117200, 117200, 3563506368
5, 4784259, 40582, 2241395, 2234830, 35218, 116117, 116117, 521998894
15, 4783633, 44689, 2237583, 2231165, 39148, 115524, 115524, 3843022633
8, 4776764, 2236914, 42089, 36727, 2229280, 115877, 115877, 2999246648
10, 4783162, 54535, 2224634, 2217882, 49015, 118548, 118548, 1781944994
11, 4774149, 52819, 2222482, 2215891, 47235, 117861, 117861, 45910902
3, 4782620, 2235738, 42804, 37391, 2229083, 118802, 118802, 482168945
7, 4777773, 51227, 2228517, 2222765, 45924, 114670, 114670, 3285338816
4, 4778637, 106846, 2160095, 2153778, 101000, 128459, 128459, 2875601348
6, 4784992, 42957, 2234091, 2228086, 37484, 121187, 121187, 403812716
1, 4780998, 52191, 2225130, 2219208, 46621, 118924, 118924, 1783450977
2, 4778779, 51698, 2224252, 2218803, 46258, 118884, 118884, 3023289338
13, 4786115, 2237941, 44955, 39480, 2232065, 115837, 115837, 1494859515
9, 4788563, 54257, 2226598, 2221272, 48644, 118896, 118896, 4215319105
12, 4783762, 2237293, 44780, 39335, 2231824, 115265, 115265, 1281768413
14, 4781939, 2216127, 64487, 58934, 2209971, 116210, 116210, 2356336363
22, 4777919, 65829, 2208775, 2201630, 60123, 120781, 120781, 3361981658
19, 4785742, 2237126, 43780, 38379, 2230619, 117919, 117919, 4167160879
17, 4783025, 2228363, 52668, 47191, 2221957, 116423, 116423, 1013307309
18, 4774255, 2228040, 47890, 42483, 2221338, 117252, 117252, 3276777292
24, 4782307, 64495, 2215040, 2208394, 58956, 117711, 117711, 3027239880
25, 4783857, 40477, 2242295, 2236516, 34891, 114839, 114839, 3697730268
28, 4785105, 62981, 2215857, 2209654, 57357, 119628, 119628, 2051043139
21, 4779078, 2222064, 54777, 49516, 2214939, 118891, 118891, 4017876342
23, 4785237, 2182749, 89678, 84249, 2175951, 126305, 126305, 1331480162
29, 4784365, 77602, 2196455, 2190420, 71910, 123989, 123989, 4006429614
16, 4782712, 2231694, 49649, 44086, 2225743, 115770, 115770, 2205357804
20, 4788498, 2242307, 43755, 38306, 2236384, 113873, 113873, 2505904139
30, 4777591, 46768, 2230347, 2223918, 41256, 117651, 117651, 2723613893
31, 4783890, 2224606, 55270, 49595, 2218435, 117992, 117992, 3043034904
27, 4777277, 133039, 2142093, 2135809, 127586, 119375, 119375, 2215554534
26, 4781131, 2233107, 40505, 35093, 2226958, 122734, 122734, 830580845
35, 4789286, 36071, 2251367, 2244349, 30927, 113286, 113286, 267902516
46, 4781073, 49588, 2229873, 2222686, 44136, 117395, 117395, 4055538148
34, 4781280, 41027, 2236124, 2230672, 35537, 118960, 118960, 2369492739
41, 4789438, 2234900, 47443, 42108, 2228393, 118297, 118297, 1236778891
43, 4781291, 2227302, 53453, 48056, 2220050, 116215, 116215, 1408596429
32, 4788243, 2226607, 55479, 49847, 2221154, 117578, 117578, 727864827
40, 4783044, 40005, 2241783, 2236224, 34524, 115254, 115254, 1781327288
33, 4779323, 2217116, 61611, 55953, 2211267, 116688, 116688, 1971279602
38, 4784586, 51969, 2230370, 2224003, 46480, 115882, 115882, 6692044
44, 4789437, 2236062, 50963, 45689, 2230233, 113245, 113245, 634992205
36, 4780994, 44431, 2236900, 2231332, 39109, 114611, 114611, 1110720171
37, 4786442, 2227138, 47926, 42270, 2221536, 123786, 123786, 1078279674
42, 4785590, 2237017, 44444, 38901, 2231240, 116994, 116994, 3132628142
47, 4784844, 45344, 2238216, 2231780, 39858, 114823, 114823, 1701016041
48, 4783212, 55871, 2224516, 2218537, 50204, 117042, 117042, 2726111520
39, 4780532, 2226977, 51824, 46395, 2221266, 117035, 117035, 2372994486
45, 4785570, 2196022, 79203, 73806, 2189983, 123278, 123278, 2585517220
52, 4786286, 40006, 2247236, 2239172, 34694, 112589, 112589, 1950681342
53, 4785232, 46745, 2238079, 2230919, 41411, 114039, 114039, 4071496074
50, 4785997, 50665, 2232737, 2226927, 45180, 115244, 115244, 532354379
51, 4784931, 40782, 2242567, 2236308, 35680, 114797, 114797, 797664873
55, 4777842, 40148, 2240552, 2234551, 34511, 114040, 114040, 1560075565
56, 4778512, 50200, 2228428, 2221421, 44711, 116876, 116876, 1708591304
49, 4776625, 2231301, 49056, 43658, 2224778, 113916, 113916, 3560472221
60, 4785036, 45942, 2240721, 2232433, 40524, 112708, 112708, 615404641
59, 4786257, 2230783, 50904, 45348, 2223768, 117727, 117727, 4292172134
61, 4784064, 2245514, 40612, 35359, 2237409, 112585, 112585, 1069348980
63, 4786926, 48171, 2220408, 2213555, 42756, 131018, 131018, 4143833096
70, 4786948, 43516, 2241852, 2233320, 38220, 115020, 115020, 64117865
54, 4780709, 2220087, 56481, 50995, 2214066, 119540, 119540, 527320135
62, 4796625, 2246248, 44366, 38970, 2240225, 113408, 113408, 2195209825
65, 4779593, 58925, 2216207, 2209605, 53428, 120714, 120714, 2454690676
67, 4783130, 43657, 2240156, 2233280, 38305, 113866, 113866, 376122557
58, 4784982, 2230315, 47886, 42366, 2224579, 119918, 119918, 2392811589
57, 4771024, 2229345, 44937, 39302, 2223406, 117017, 117017, 4115311563
64, 4782156, 42614, 2237180, 2231231, 37231, 116950, 116950, 1128481532
72, 4780305, 46520, 2232892, 2226991, 41070, 116416, 116416, 1536428967
68, 4769759, 2220732, 51147, 45649, 2214249, 118991, 118991, 65999986
73, 4779502, 52015, 2228164, 2221847, 46428, 115524, 115524, 3712600268
69, 4773898, 2222730, 51569, 46065, 2216700, 118417, 118417, 1510177196
66, 4784423, 2230928, 49968, 44552, 2225147, 116914, 116914, 82334288
74, 4779877, 51272, 2227004, 2221108, 45639, 117427, 117427, 356390957
71, 4786198, 2231555, 52213, 46568, 2225744, 115059, 115059, 3199037330
79, 4783894, 47847, 2234714, 2228452, 42285, 115298, 115298, 777671200
