sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*, seed
13, 2948106, 2202, 1459068, 1455839, 745, 15126, 15126, 385572954
2, 2943576, 2338, 1456315, 1453564, 805, 15277, 15277, 387307638
3, 2950016, 2352, 1459031, 1456977, 820, 15418, 15418, 2745810201
0, 2942995, 2322, 1455083, 1452969, 837, 15892, 15892, 889502455
6, 2944880, 1456681, 2432, 878, 1454179, 15355, 15355, 3237098953
1, 2944835, 2276, 1457140, 1455179, 720, 14760, 14760, 4051186774
9, 2945861, 2269, 1457175, 1455456, 785, 15088, 15088, 3541657426
4, 2944283, 1456628, 2286, 768, 1454273, 15164, 15164, 2438625422
8, 2941730, 1455056, 2304, 826, 1453364, 15090, 15090, 1393643925
10, 2946402, 2411, 1456539, 1455068, 836, 15774, 15774, 2971627979
15, 2948457, 2246, 1458787, 1456840, 800, 14892, 14892, 130595281
20, 2946373, 2501, 1457138, 1454965, 911, 15429, 15429, 2066915515
18, 2948988, 2549, 1458567, 1456364, 950, 15279, 15279, 458335288
12, 2946791, 2363, 1457826, 1456007, 885, 14855, 14855, 1931698180
22, 2945036, 2417, 1456678, 1454237, 866, 15419, 15419, 1565572946
5, 2950246, 1459599, 2209, 720, 1456884, 15417, 15417, 2627362310
11, 2947000, 1458034, 2295, 773, 1455844, 15027, 15027, 137027343
16, 2944084, 1456458, 2314, 819, 1454721, 14886, 14886, 1795059229
19, 2943311, 1455855, 2374, 821, 1453801, 15230, 15230, 2348771339
21, 2941640, 2343, 1454324, 1452683, 802, 15744, 15744, 1080993125
24, 2943838, 1456422, 2329, 865, 1453814, 15204, 15204, 3409739191
7, 2947635, 1457398, 2383, 828, 1455792, 15617, 15617, 773121308
14, 2944227, 1456106, 2452, 881, 1454066, 15361, 15361, 1673696913
17, 2945099, 2233, 1457378, 1455056, 746, 14843, 14843, 1061251687
23, 2948246, 1458581, 2322, 860, 1456231, 15126, 15126, 4280906464
26, 2938396, 1453257, 2372, 901, 1451086, 15390, 15390, 953993141
27, 2950686, 1460140, 2091, 671, 1458182, 14801, 14801, 905113092
29, 2946274, 2390, 1456850, 1455088, 920, 15513, 15513, 268894615
28, 2943404, 2195, 1455722, 1453969, 736, 15391, 15391, 3914483686
31, 2946826, 2212, 1457895, 1455597, 728, 15197, 15197, 3635838846
25, 2941943, 1454742, 2526, 922, 1452789, 15482, 15482, 915013883
32, 2947717, 2180, 1458175, 1456320, 714, 15164, 15164, 189529951
34, 2944754, 1456624, 2308, 791, 1454195, 15418, 15418, 2084965491
38, 2944030, 2493, 1456020, 1454046, 949, 15261, 15261, 1923796101
36, 2942352, 1455491, 2285, 740, 1452940, 15448, 15448, 81749100
35, 2952765, 1460771, 2264, 802, 1458782, 15073, 15073, 1840244602
37, 2942161, 1455485, 2154, 692, 1453072, 15379, 15379, 2877868989
45, 2941627, 2228, 1455352, 1452926, 733, 15194, 15194, 3396661268
40, 2941576, 1455213, 2239, 772, 1453038, 15157, 15157, 1621664070
33, 2945756, 2294, 1457339, 1455350, 801, 14986, 14986, 751577505
30, 2948579, 1458639, 2297, 787, 1456922, 14967, 14967, 3732792440
41, 2946120, 1457130, 2427, 855, 1455234, 15237, 15237, 1192475673
44, 2951657, 2401, 1459938, 1458468, 888, 14981, 14981, 2818898188
43, 2947592, 1457869, 2175, 697, 1455983, 15434, 15434, 3975779933
46, 2937313, 1452269, 2377, 842, 1450447, 15689, 15689, 2470747816
48, 2943494, 2477, 1455899, 1453723, 939, 15228, 15228, 835943212
47, 2941124, 1453916, 2430, 872, 1452250, 15828, 15828, 24790812
50, 2946602, 2323, 1457815, 1456070, 772, 14811, 14811, 3368487140
53, 2946055, 2322, 1457886, 1455572, 779, 14748, 14748, 1889309307
51, 2946641, 2440, 1457495, 1455583, 875, 15124, 15124, 1264839325
55, 2942792, 2367, 1455231, 1452859, 749, 15793, 15793, 1232911285
