# d L W rho N_samples N_thermal mean_sweeps sweeps_std dis_mR dis_mAbsR dis_mR2 dis_mR3 dis_mAbsR3 dis_mR4 q_EA dis_mAbsR_sq dis_mR_p4 dis_mAbsR_p4 dis_mR2_sq chi_th_abs chi_dis_abs chi_tot_abs chi_tot_abs_sem_jk chi_th_R chi_dis_R chi_tot_R U4 U_EA U_EA_abs U22 acf_probe_warn_count acf_probe_warn_frac
3 80 80 0.1350000000 5000 128 3.2077284872 1.6520248157 0.0361253466 0.9485226154 0.8997367234 0.0323107547 0.8534989839 0.8096738660 0.8984893291 0.8997354406 0.8085459815 0.8096670085 0.8096692903 0.6567814240 20.6277730583 21.2845544834 0.9981091582 638.6658798294 459358.3556621663 459997.0215419958 0.6666058514 0.6661452027 0.6666077244 0.6666077355 0 0.0000000000
3 80 80 0.1357377049 5000 128 3.8019467368 1.9194329251 0.0333293077 0.9456934105 0.8943868025 0.0295500655 0.8459110622 0.8001068483 0.8935019725 0.8943854197 0.7992975879 0.8000995074 0.8001019500 0.7079845651 25.2892421879 25.9972267535 1.1503757171 453.0329395499 456904.2584515550 457357.2913911049 0.6665920367 0.6662692562 0.6665940647 0.6665940778 0 0.0000000000
3 80 80 0.1364754098 5000 128 2.7210259706 1.2780244654 0.0363115182 0.9426361482 0.8886316326 0.0321119864 0.8377841672 0.7899041881 0.8873919219 0.8886298991 0.7887821060 0.7898951138 0.7898981308 0.8875291413 34.2994910620 35.1870202035 2.7201384592 634.7318706983 453669.5785205627 454304.3103912610 0.6665661982 0.6661088921 0.6665687278 0.6665687551 0 0.0000000000
3 80 80 0.1372131148 5000 128 15.7467410921 6.3350652641 0.0337390718 0.9390178017 0.8818503865 0.0296074430 0.8282495098 0.7779844049 0.8804554870 0.8818484168 0.7767492516 0.7779741382 0.7779775532 1.0085291925 48.1202700880 49.1287992817 5.3389984903 714.1885475816 450210.3869765130 450924.5755240946 0.6665276596 0.6660012972 0.6665305706 0.6665305965 0 0.0000000000
3 80 80 0.1379508197 5000 128 7.5291783919 2.4807986126 0.0359599995 0.9354699047 0.8752250436 0.0312019394 0.8189677043 0.7664227354 0.8743675599 0.8752221826 0.7656724000 0.7664082543 0.7664130573 1.4648589149 60.5388916267 62.0037505421 6.2119212655 439.0316771530 447014.1124098231 447453.1440869760 0.6664909276 0.6661636180 0.6664950486 0.6664951390 0 0.0000000000
3 80 80 0.1386885246 5000 128 4.6085072857 1.5337665234 0.0288875562 0.9313826121 0.8676435087 0.0248363197 0.8084144539 0.7533585023 0.8662686587 0.8676403530 0.7521524337 0.7533427453 0.7533479821 1.6157383834 85.3928128701 87.0085512522 8.7908382919 703.9232136334 443102.2938956203 443806.2171092537 0.6664216967 0.6658977455 0.6664262472 0.6664263549 0 0.0000000000
3 80 80 0.1394262295 5000 128 7.9514452840 2.4837978144 0.0202903397 0.9267871612 0.8591663029 0.0173266146 0.7966790654 0.7389097901 0.8584846755 0.8591619318 0.7383018592 0.7388886056 0.7388956244 2.2379847467 116.4746938469 118.7126785945 10.3021340427 348.9932121976 439333.3645564064 439682.3577686040 0.6663311264 0.6660760162 0.6663372976 0.6663375232 0 0.0000000000
3 80 80 0.1401639344 5000 128 3.5013812840 1.1088587740 0.0256172243 0.9216303271 0.8497339820 0.0213657540 0.7837272037 0.7230875615 0.8482113450 0.8497290313 0.7217722453 0.7230637117 0.7230716211 2.5347581608 167.2045882464 169.7393464077 13.6523417864 779.5901726628 433948.2126404039 434727.8028130667 0.6661866794 0.6655965347 0.6661938001 0.6661940383 0 0.0000000000
3 80 80 0.1409016393 5000 128 5.2005853338 1.3805807333 0.0213752069 0.9157318851 0.8389814110 0.0178609554 0.7690136858 0.7051776797 0.8388138342 0.8389737307 0.7050132618 0.7051412365 0.7051532808 3.9323044482 209.3288169117 213.2611213598 16.1061101558 85.7992882637 429238.7505960221 429324.5498842858 0.6660567834 0.6660012336 0.6660679277 0.6660683377 0 0.0000000000
3 80 80 0.1416393443 5000 128 15.5194811537 4.2171684727 0.0250372790 0.9086092192 0.8262343213 0.0208498749 0.7518587980 0.6846101529 0.8244557889 0.8262256514 0.6831267324 0.6845699402 0.6845832437 4.4389518469 335.3283353461 339.7672871914 27.4825073838 910.6085640323 421800.4088713410 422711.0174353732 0.6657159785 0.6649996333 0.6657285987 0.6657291178 0 0.0000000000
3 80 80 0.1423770492 5000 128 23.7898818257 6.1212146458 0.0145603820 0.9003372470 0.8118879715 0.0121174022 0.7329607343 0.6623215628 0.8106146568 0.8118778425 0.6612643048 0.6622752548 0.6622905945 5.1860301713 650.5903066385 655.7763368098 89.7932497627 651.9371337648 414926.1578611626 415578.0949949273 0.6650689390 0.6645522206 0.6650839999 0.6650845994 0 0.0000000000
3 80 80 0.1431147541 5000 128 17.8611616854 4.5035322572 0.0157117101 0.8908213068 0.7954793722 0.0126877274 0.7115092538 0.6372316719 0.7944121441 0.7954496173 0.6363182387 0.6371173216 0.6371544422 15.2344768267 966.1525888096 981.3870656360 118.3921396961 546.4207979664 406612.6265468923 407159.0473448587 0.6643255749 0.6639055293 0.6643607026 0.6643662572 0 0.0000000000
3 80 80 0.1438524590 5000 128 3.7615142760 0.9343313915 0.0179291005 0.8790640261 0.7765357660 0.0144157273 0.6876648673 0.6100795908 0.7757841028 0.7765191429 0.6094635066 0.6100101688 0.6100331200 8.5110094742 1927.9774870964 1936.4884965731 233.4846957086 384.8515450619 397036.8768919887 397421.7284370507 0.6627574884 0.6624448801 0.6627814265 0.6627831767 0 0.0000000000
3 80 80 0.1445901639 5000 128 7.2816363641 1.8158555617 0.0173299000 0.8647668850 0.7532589033 0.0126549451 0.6585888789 0.5773797053 0.7519514650 0.7532246222 0.5763545321 0.5772533073 0.5772946472 17.5519393781 2766.2626935772 2783.8146329548 266.3198862445 669.4083926559 384845.3834830590 385514.7918757149 0.6608032265 0.6602270208 0.6608466130 0.6608531961 0 0.0000000000
3 80 80 0.1453278689 5000 128 30.1498787343 7.4858521407 0.0186637090 0.8468675918 0.7253369171 0.0129757996 0.6247246948 0.5401774779 0.7242474194 0.7252692465 0.5393056445 0.5400028227 0.5400620909 34.6473374935 4139.2785942635 4173.9259317565 323.3168610376 557.8228419084 370636.3317042890 371194.1545461973 0.6577561491 0.6572797246 0.6578029587 0.6578292556 0 0.0000000000
3 80 80 0.1460655738 5000 128 8.5786257543 2.1157085500 0.0232548938 0.8275009429 0.6964734465 0.0154723421 0.5906648200 0.5035131869 0.6954712363 0.6964055564 0.5026751325 0.5033140547 0.5033789534 34.7597394315 5963.6459335954 5998.4056730275 401.4657443432 513.1316398492 355804.3884475983 356317.5200874475 0.6539965193 0.6535761367 0.6540659207 0.6540887617 0 0.0000000000
3 80 80 0.1468032787 5000 128 5.4345410285 1.3301547552 0.0195682867 0.8017560333 0.6594008285 0.0132515424 0.5483859815 0.4593576179 0.6585019374 0.6593289855 0.4586453226 0.4591429250 0.4592129093 36.7835882408 8456.3192646482 8493.1028528878 457.2574443893 460.2322441318 336956.9379888296 337417.1702329614 0.6478475685 0.6474330489 0.6479354442 0.6479585049 0 0.0000000000
3 80 80 0.1475409836 5000 128 21.6263055898 5.2066492699 0.0204163082 0.7735731360 0.6192468319 0.0123111557 0.5033505056 0.4131398107 0.6185594756 0.6191097707 0.4125188411 0.4128439740 0.4129405040 70.1753418866 10595.5194987368 10665.6948406238 471.9718364336 351.9264409623 316489.0367675716 316840.9632085339 0.6408728784 0.6406152819 0.6409711243 0.6410461284 0 0.0000000000
3 80 80 0.1482786885 5000 128 27.3878523931 6.4321622169 0.0135228739 0.7382992719 0.5739227349 0.0082767893 0.4556609389 0.3664149429 0.5733090903 0.5737325441 0.3658399915 0.3660669941 0.3661828484 97.3776886090 14667.1253167860 14764.5030053937 538.4126878848 314.1860338518 293440.6257491860 293754.8117830378 0.6291954419 0.6289843171 0.6293019105 0.6294303169 0 0.0000000000
3 80 80 0.1490163934 5000 128 16.0281647358 3.7115243222 0.0169240901 0.6980596350 0.5230326975 0.0115422545 0.4031464403 0.3160305103 0.5218730855 0.5227388364 0.3151493071 0.3155358021 0.3157002461 150.4568651511 18151.2101735969 18301.6670387474 554.2022725214 593.7213588600 267052.3702450633 267646.0916039232 0.6149207846 0.6142860886 0.6150911870 0.6153232074 0 0.0000000000
3 80 80 0.1497540984 5000 128 20.4154866444 4.5102946348 0.0108437948 0.6565421304 0.4733371389 0.0057607762 0.3537290529 0.2699348187 0.4723335183 0.4731115176 0.2691787139 0.2695619209 0.2696868037 115.5181127747 21536.7416742388 21652.2597870156 557.0000423043 513.8537480950 241774.5563640114 242288.4101121064 0.5983974238 0.5978186496 0.5985696110 0.5987664145 0 0.0000000000
3 80 80 0.1504918033 5000 128 17.6763087908 3.7709750779 0.0119433892 0.6151594104 0.4252782077 0.0063914983 0.3074061114 0.2280173590 0.4243340417 0.4249606820 0.2272912207 0.2275328372 0.2276930234 162.5731832006 23828.2658879419 23990.8390711427 529.3898379117 483.4129941038 217185.9953588940 217669.4083529978 0.5797570868 0.5792291372 0.5800231742 0.5803548472 0 0.0000000000
3 80 80 0.1512295082 5000 128 6.5121169413 1.3024567799 0.0075765868 0.5693919153 0.3733938769 0.0038804646 0.2588793111 0.1853792257 0.3726546962 0.3731332130 0.1848494086 0.1850151475 0.1851353666 133.4599071910 25050.1426072313 25183.6025144232 475.3102278457 378.4605273242 190769.8132662409 191148.2737935651 0.5567942100 0.5563059411 0.5570464201 0.5573772298 0 0.0000000000
3 80 80 0.1519672131 5000 128 19.3468611076 3.7429657702 0.0070463927 0.5274186613 0.3284542876 0.0030667318 0.2188282494 0.1515812413 0.3276893676 0.3281563609 0.1510543003 0.1512039839 0.1513271138 152.5385170095 25592.7892772522 25745.3277942620 423.1372724442 391.6390396709 167751.5345913662 168143.1736310371 0.5316458925 0.5310925442 0.5319628507 0.5324310929 0 0.0000000000
3 80 80 0.1527049180 5000 128 11.4960198749 2.0996788895 0.0056430567 0.4780644557 0.2795279172 0.0022004394 0.1772585716 0.1177739417 0.2788609065 0.2791056052 0.1172537020 0.1173012120 0.1174586611 216.2237302877 25886.7104824441 26102.9342127314 381.3179732908 341.5094862726 142760.4799457912 143101.9894320639 0.4975676682 0.4973912567 0.4980688744 0.4989126784 0 0.0000000000
3 80 80 0.1534426230 5000 128 12.3642799482 2.0994508028 0.0052603585 0.4385974101 0.2411424421 0.0029904622 0.1455278011 0.0927059216 0.2405634791 0.2407823843 0.0923153912 0.0923523822 0.0924708559 184.3495826303 24788.3244601068 24972.6740427370 345.8355555418 296.4290790922 123154.3335423728 123450.7626214650 0.4685787566 0.4682671792 0.4690209011 0.4699262317 0 0.0000000000
3 80 80 0.1541803279 5000 128 13.3889608888 2.1692935299 0.0039561659 0.4008105441 0.2071062563 0.0019406555 0.1189601674 0.0726274841 0.2066923056 0.2067956079 0.0723583766 0.0723648396 0.0724512420 159.0520142202 23627.0160110596 23786.0680252798 317.0597957261 211.9427626624 105818.4470491081 106030.3898117705 0.4355918081 0.4354285133 0.4359420454 0.4369614343 0 0.0000000000
3 80 80 0.1549180328 5000 128 20.4434748998 3.1755269011 0.0066579032 0.3640210927 0.1755766016 0.0031798679 0.0953587555 0.0554858334 0.1751282886 0.1752348852 0.0551846047 0.0552090441 0.0553010777 174.9587802051 21874.4469986601 22049.4057788652 295.4686956550 229.5362324582 89642.9880123791 89872.5242448373 0.4000326992 0.4002309188 0.4006950890 0.4020304585 0 0.0000000000
3 80 80 0.1556557377 5000 128 25.8964741715 3.8829968198 0.0053096377 0.3328944020 0.1495005829 0.0021160026 0.0765865564 0.0424191147 0.1489986170 0.1491609013 0.0421715014 0.0421864567 0.0422639827 173.9169798099 19631.2158440887 19805.1328238988 277.8961060433 257.0065714664 76272.8574532544 76529.8640247207 0.3673630216 0.3668110400 0.3679640264 0.3696766532 0 0.0000000000
3 80 80 0.1563934426 5000 128 8.4114873304 1.2082355176 0.0054387796 0.3076475149 0.1293194006 0.0014534409 0.0627254392 0.0331696746 0.1289515499 0.1290167895 0.0329641844 0.0329694286 0.0330365237 154.9369076957 17597.3355638852 17752.2724715812 262.6352955334 188.3395671725 66008.0484207057 66196.3879878782 0.3388612828 0.3392031751 0.3397662736 0.3415152499 0 0.0000000000
3 80 80 0.1571311475 5000 128 12.7005990439 1.7652913544 0.0070567809 0.2788999179 0.1088861370 0.0014830649 0.0497228363 0.0249635952 0.1085436380 0.1085844651 0.0248182724 0.0248194340 0.0248679531 154.4559813740 15769.2420788202 15923.6980601943 247.8575383267 175.3594910001 55548.8459870447 55724.2054780448 0.2981558305 0.2978311714 0.2983262570 0.3008447805 0 0.0000000000
3 80 80 0.1578688525 5000 128 15.1723841519 2.0924874355 0.0036349762 0.2564134107 0.0932040963 0.0006725169 0.0400013888 0.0190251231 0.0928471953 0.0928975482 0.0188709099 0.0188731630 0.0189238706 156.9526389565 13900.6520567893 14057.6046957457 231.5195136222 182.7333081841 47530.9989317757 47713.7322399598 0.2699775424 0.2703173718 0.2710211456 0.2738627505 0 0.0000000000
3 80 80 0.1586065574 5000 128 20.0527613237 2.6861261481 0.0029675924 0.2355627371 0.0800362349 0.0002358111 0.0323729303 0.0145703851 0.0797288848 0.0797798193 0.0144561626 0.0144573613 0.0144954157 131.2848125751 12436.4882784049 12567.7730909801 212.0609433965 157.3632815208 40816.6800241846 40974.0433057053 0.2418127546 0.2419455677 0.2428504229 0.2457138731 0 0.0000000000
3 80 80 0.1593442623 5000 128 22.7594936615 3.0039249004 0.0043944367 0.2171199765 0.0688130777 0.0003238319 0.0261544585 0.0111168649 0.0685337099 0.0685660368 0.0110240614 0.0110247128 0.0110553646 126.4849740026 10969.5757178152 11096.0606918178 193.4563664607 143.0363154892 35079.3722077858 35222.4085232750 0.2174373629 0.2176305488 0.2183219178 0.2217666258 0 0.0000000000
3 80 80 0.1600819672 5000 128 8.8118749444 1.1219063289 0.0043334643 0.2007354103 0.0596582124 0.0005608656 0.0215332008 0.0087678463 0.0594176530 0.0594392951 0.0086985626 0.0086987905 0.0087217950 112.0856508018 9802.0301554219 9914.1158062236 183.6475850057 123.1663940432 30412.2235474192 30535.3899414624 0.1788335384 0.1787124290 0.1792888863 0.1831465524 0 0.0000000000
3 80 80 0.1608196721 5000 128 12.4919083885 1.5864035977 0.0013816230 0.1867118516 0.0521057868 -0.0000704438 0.0177787763 0.0068917779 0.0518475783 0.0518910461 0.0068318280 0.0068327798 0.0068525516 109.9472023602 8719.2220612061 8829.1692635662 171.2133923959 132.2027366832 26544.9827358139 26677.1854724971 0.1538680364 0.1528531182 0.1541539690 0.1586840111 0 0.0000000000
3 80 80 0.1615573770 5000 128 14.0335960127 1.7700159897 0.0021311423 0.1735346421 0.0452937259 -0.0000097172 0.0144959553 0.0052765524 0.0450605275 0.0450841648 0.0052224080 0.0052225461 0.0052406167 107.2952635837 7664.5851112226 7771.8803748063 151.4511505902 119.3975748138 23068.6646833325 23188.0622581463 0.1426603611 0.1426522668 0.1435283856 0.1484992194 0 0.0000000000
3 80 80 0.1622950820 5000 128 21.8187451321 2.6465846156 0.0025507090 0.1619574524 0.0397604821 0.0002232466 0.0120621838 0.0041951994 0.0395503926 0.0395779877 0.0041520369 0.0041523389 0.0041666882 93.4371108723 6834.0589136372 6927.4960245095 141.7763905566 107.5657899488 20246.4698995973 20354.0356895461 0.1154384228 0.1152137713 0.1163828826 0.1214500390 0 0.0000000000
3 80 80 0.1630327869 5000 128 19.0522714453 2.2775133864 0.0029592645 0.1515510011 0.0350171804 0.0003052639 0.0100108897 0.0032838360 0.0348129238 0.0348384675 0.0032486290 0.0032487828 0.0032605116 91.5010015260 6077.8299105117 6169.3309120378 126.8531501607 104.5793439507 17819.7332967064 17924.3126406572 0.1073157819 0.1064931871 0.1077607346 0.1136563188 0 0.0000000000
3 80 80 0.1637704918 5000 128 33.2141755949 3.9969855972 0.0027966549 0.1437664983 0.0314042441 0.0001998556 0.0085139355 0.0026555016 0.0312096259 0.0312293417 0.0026238549 0.0026239284 0.0026345581 89.5500471169 5406.9942435683 5496.5442906852 114.7237779221 99.6445037333 15975.3239758222 16074.9684795555 0.1024707230 0.1020721551 0.1031804569 0.1095493977 0 0.0000000000
3 80 80 0.1645081967 5000 128 17.2902867748 2.0118031582 0.0037086593 0.1348982581 0.0279117344 0.0002578447 0.0072251179 0.0021671203 0.0277392991 0.0277566476 0.0021416189 0.0021416954 0.0021502322 79.4044518799 4894.2630612664 4973.6675131463 108.2353044723 88.2868570945 14195.4790269880 14283.7658840825 0.0727686431 0.0722521202 0.0733783695 0.0799944072 0 0.0000000000
3 80 80 0.1652459016 5000 128 36.0909053232 4.2271698014 0.0036968527 0.1282424804 0.0251872785 0.0002141475 0.0061977272 0.0017654265 0.0250340234 0.0250453756 0.0017435790 0.0017435983 0.0017508890 72.6542840028 4402.8118235522 4475.4661075550 97.0557967223 78.4666086880 12810.4226373590 12888.8892460469 0.0723889738 0.0726171519 0.0734473987 0.0800274528 0 0.0000000000
3 80 80 0.1659836066 5000 128 10.4335048672 1.2101297181 0.0030250487 0.1216130109 0.0226971087 0.0000406715 0.0052995333 0.0014337794 0.0225355242 0.0225502755 0.0014140301 0.0014140641 0.0014206368 75.1786226723 3973.4021272759 4048.5807499482 87.8958675407 82.7312592424 11533.5031274897 11616.2343867320 0.0722734284 0.0718843758 0.0730759874 0.0807773076 0 0.0000000000
3 80 80 0.1667213115 5000 128 29.3570035974 3.3205784080 0.0034762037 0.1157835794 0.0206407361 0.0001524527 0.0046031758 0.0011884158 0.0204935836 0.0205038802 0.0011707746 0.0011707884 0.0011766598 70.0701802546 3634.1979969962 3704.2681772507 79.9408207948 75.3420532571 10486.5278017181 10561.8698549752 0.0701844491 0.0707849823 0.0717070295 0.0793823194 0 0.0000000000
3 80 80 0.1674590164 5000 128 19.7212132621 2.2224542447 0.0022365977 0.1105433991 0.0188245844 0.0000966966 0.0040216093 0.0009962746 0.0186813219 0.0186936222 0.0009816250 0.0009816460 0.0009865235 67.0526169069 3314.5749140663 3381.6275309733 73.7424753897 73.3503575860 9562.2756175021 9635.6259750881 0.0628545428 0.0624182699 0.0636316252 0.0720268853 0 0.0000000000
3 80 80 0.1681967213 5000 128 20.0460701292 2.2503053654 0.0021783500 0.1044133800 0.0168616133 0.0000656191 0.0034228726 0.0008083580 0.0167229530 0.0167382305 0.0007953466 0.0007953776 0.0007997045 63.1719986847 2988.0712238280 3051.2432225127 67.5739862773 70.9941042515 8559.7223805132 8630.7164847647 0.0522708443 0.0519980575 0.0536909579 0.0624163730 0 0.0000000000
3 80 80 0.1689344262 5000 128 14.8567132432 1.6467977437 0.0028051203 0.1005716875 0.0156336607 0.0000981478 0.0030347721 0.0006816804 0.0155058443 0.0155163604 0.0006702653 0.0006702824 0.0006740890 60.0577502868 2765.6683846380 2825.7261349248 60.5815694996 65.4419922736 7934.9634996653 8000.4054919388 0.0703099121 0.0707456245 0.0719809896 0.0806632581 0 0.0000000000
3 80 80 0.1696721311 5000 128 30.5224277298 3.3932353119 0.0025968428 0.0962032416 0.0143512785 0.0000794627 0.0026846427 0.0005838173 0.0142271535 0.0142369065 0.0005738019 0.0005738105 0.0005771493 58.5584872486 2550.7035095739 2609.2619968225 57.3517502652 63.5520147927 7280.8498750844 7344.4018898771 0.0551246887 0.0550589504 0.0563391290 0.0659164471 0 0.0000000000
3 80 80 0.1704098361 5000 128 16.2457442142 1.8017977557 0.0019936832 0.0915096918 0.0129816246 0.0000897125 0.0023120456 0.0004788187 0.0128637571 0.0128732683 0.0004701247 0.0004701337 0.0004730288 55.4784326450 2303.6132362429 2359.0916688879 51.9261464481 60.3481700730 6584.2085423393 6644.5567124124 0.0529088215 0.0529865089 0.0543671869 0.0643610912 0 0.0000000000
3 80 80 0.1711475410 5000 128 15.5848661524 1.7108654919 0.0024603859 0.0876989024 0.0120167311 0.0000790070 0.0020838637 0.0004236246 0.0119067533 0.0119153093 0.0004159802 0.0004159859 0.0004185398 51.9279839951 2162.7964359002 2214.7244198954 50.9048722032 56.3086596203 6093.1582753447 6149.4669349650 0.0221163025 0.0219417402 0.0233324909 0.0338538610 0 0.0000000000
3 80 80 0.1718852459 5000 128 14.6105421738 1.6274732245 0.0024094523 0.0840649831 0.0110331361 0.0001063001 0.0018300083 0.0003546421 0.0109222023 0.0109301337 0.0003475512 0.0003475561 0.0003499229 52.7372182933 1977.9647151696 2030.7019334629 45.8669144849 56.7980965843 5589.1951926169 5645.9932892013 0.0288841326 0.0288704844 0.0302658145 0.0418066882 0 0.0000000000
3 80 80 0.1726229508 5000 128 16.4272678709 1.8022732257 0.0016908944 0.0807607479 0.0101237072 0.0000759406 0.0016013352 0.0002969050 0.0100134775 0.0100238997 0.0002905988 0.0002906127 0.0002927106 51.1014177621 1792.8198902253 1843.9213079874 42.1788527554 56.4376222692 5125.4365918827 5181.8742141519 0.0343560191 0.0339431124 0.0359046898 0.0479977273 0 0.0000000000
3 80 80 0.1733606557 5000 128 18.8255143552 2.0512879509 0.0012064896 0.0773519341 0.0093622579 0.0000201867 0.0014400894 0.0002607951 0.0092608469 0.0092694386 0.0002555360 0.0002555410 0.0002572950 47.5235035682 1682.4918417434 1730.0153453115 40.5984086421 51.9224516422 4740.8083353035 4792.7307869456 0.0082161471 0.0068167042 0.0086376821 0.0215268602 0 0.0000000000
3 80 80 0.1740983607 5000 128 20.0361266408 2.1500787832 0.0014070583 0.0748995071 0.0087626067 0.0000409304 0.0012977894 0.0002255508 0.0086632248 0.0086718697 0.0002205527 0.0002205588 0.0002222229 46.4573325689 1567.7099768879 1614.1673094568 37.1538616888 50.8835046981 4434.5574555545 4485.4409602526 0.0208334955 0.0204379162 0.0223630804 0.0352807099 0 0.0000000000
3 80 80 0.1748360656 5000 128 21.8366097637 2.3192983375 0.0012682599 0.0720772266 0.0081351543 0.0000447849 0.0011621913 0.0001946079 0.0080442254 0.0080522584 0.0001903420 0.0001903452 0.0001917672 42.4426688854 1462.8514904116 1505.2941592970 34.4379662975 46.5555940731 4117.8198386027 4164.3754326758 0.0198160317 0.0195061666 0.0214450704 0.0341236953 0 0.0000000000
3 80 80 0.1755737705 5000 128 11.4337821714 1.2090416127 0.0013450226 0.0698327407 0.0076350432 0.0000206997 0.0010620332 0.0001741144 0.0075464821 0.0075534661 0.0001701226 0.0001701263 0.0001714548 41.7674407823 1370.5494762615 1412.3169170437 33.2324771032 45.3432662416 3862.8725777743 3908.2158440158 0.0043875088 0.0042469432 0.0060659180 0.0195951257 0 0.0000000000
3 80 80 0.1763114754 5000 128 22.8600087293 2.3981907529 0.0011628922 0.0672574277 0.0071071521 0.0000102422 0.0009511734 0.0001491268 0.0070192185 0.0070272884 0.0001455089 0.0001455126 0.0001467176 40.8902499680 1281.9081084828 1322.7983584508 30.1281453795 45.0220325745 3593.1474683348 3638.1695009093 0.0158907810 0.0155568186 0.0177913262 0.0317894409 0 0.0000000000
3 80 80 0.1770491803 5000 128 19.2523369328 2.0104617428 0.0011188532 0.0654440081 0.0067387249 0.0000095380 0.0008818642 0.0001352040 0.0066534427 0.0066612498 0.0001319131 0.0001319162 0.0001330103 39.6672882461 1217.7057563750 1257.3730446212 28.7558038227 43.6644804136 3405.9217447746 3449.5862251882 0.0075406620 0.0067153272 0.0090189932 0.0236432151 0 0.0000000000
3 80 80 0.1777868852 5000 128 40.0009723436 4.1594900252 0.0012240030 0.0639946326 0.0064097337 0.0000080012 0.0008156890 0.0001220278 0.0063285407 0.0063350758 0.0001190315 0.0001190341 0.0001200320 38.2248280739 1146.7585437656 1184.9833718395 27.5233784679 41.5708053341 3239.4457551690 3281.0165605031 0.0099486932 0.0093195482 0.0113413239 0.0261418581 0 0.0000000000
3 80 80 0.1785245902 5000 128 28.4394404190 2.9219091423 0.0012558813 0.0622349003 0.0060424207 0.0000056404 0.0007421258 0.0001067743 0.0059657308 0.0059714630 0.0001040406 0.0001040422 0.0001049538 36.3303630554 1074.3194533828 1110.6498164382 25.2682003717 39.2652256628 3053.6466444166 3092.9118700794 0.0251820307 0.0255623081 0.0274163745 0.0418029815 0 0.0000000000
3 80 80 0.1792622951 5000 128 17.4515716393 1.7747674211 0.0015002493 0.0596358059 0.0056035697 0.0000145350 0.0006698081 0.0000938836 0.0055294043 0.0055354745 0.0000914767 0.0000914784 0.0000922802 34.8647592933 1013.2710938665 1048.1358531598 24.0616009749 37.9726711381 2829.9026246074 2867.8752957455 0.0033583650 0.0026849901 0.0048521273 0.0203794045 0 0.0000000000
3 80 80 0.1800000000 5000 128 21.6799818551 2.2243774978 0.0012841098 0.0577487626 0.0052714321 0.0000039351 0.0006120602 0.0000836343 0.0051974980 0.0052037998 0.0000813456 0.0000813473 0.0000821103 34.6277418995 956.8666865424 991.4944284418 23.0574052761 37.8543030297 2660.2746971147 2698.1290001443 -0.0032425030 -0.0037472624 -0.0013380342 0.0150381771 0 0.0000000000
3 80 80 0.1820000000 5000 128 27.7761031566 2.7808043109 0.0015786739 0.0534329644 0.0044737088 0.0000139806 0.0004750066 0.0000592459 0.0044060906 0.0044118774 0.0000574371 0.0000574384 0.0000580415 31.6576708407 797.0794059884 828.7370768291 19.0391679530 34.6205332802 2254.6423551198 2289.2628884000 0.0132622210 0.0138004847 0.0163640337 0.0333212144 0 0.0000000000
3 80 80 0.1840000000 5000 128 11.8587653030 1.1845341788 0.0013365906 0.0496681339 0.0038556852 0.0000076435 0.0003793198 0.0000438404 0.0037926115 0.0037980543 0.0000423767 0.0000423779 0.0000428652 29.5069952262 681.5389722291 711.0459674552 16.2900049400 32.2937385097 1940.9023976780 1973.1961361877 0.0170078884 0.0179600412 0.0207438013 0.0388743545 0 0.0000000000
3 80 80 0.1860000000 5000 128 18.2267446900 1.7959338034 0.0014778762 0.0461777428 0.0033290607 0.0000073206 0.0003013508 0.0000316341 0.0032710388 0.0032764084 0.0000305007 0.0000305017 0.0000308789 26.9579818828 585.7405059519 612.6984878347 13.0703317952 29.7071905068 1673.6535993939 1703.3607899007 0.0485390017 0.0497951473 0.0528772846 0.0712530563 0 0.0000000000
3 80 80 0.1880000000 5000 128 29.5931404040 2.8324077109 0.0015986709 0.0432462900 0.0029411231 0.0000101398 0.0002527376 0.0000253064 0.0028889345 0.0028938339 0.0000244055 0.0000244062 0.0000247060 24.2120452493 524.0792676733 548.2913129226 12.0343438263 26.7205547709 1477.8259119398 1504.5464667107 0.0248249145 0.0252546972 0.0285235104 0.0479615915 0 0.0000000000
3 80 80 0.1900000000 5000 128 34.9583644676 3.3407595936 0.0013101568 0.0409681075 0.0026212464 0.0000110602 0.0002117858 0.0000199563 0.0025727703 0.0025771805 0.0000192243 0.0000192249 0.0000194686 22.5617531607 460.1828454548 482.7445986155 10.6367244676 24.8197543939 1316.3795387656 1341.1992931596 0.0318475241 0.0318852731 0.0351622233 0.0555074160 0 0.0000000000
3 80 80 0.1920000000 5000 128 48.4054705512 4.6533569621 0.0016398757 0.0384180009 0.0023143059 0.0000137662 0.0001767554 0.0000157674 0.0022689706 0.0022731453 0.0000151469 0.0000151475 0.0000153542 21.0742107361 408.1676996752 429.2419104113 9.5342889814 23.2116503650 1160.3361019718 1183.5477523368 0.0187116148 0.0192787052 0.0228424684 0.0444281704 0 0.0000000000
3 80 80 0.1940000000 5000 128 41.8087635394 3.9312620373 0.0013983810 0.0361657641 0.0020450843 0.0000116784 0.0001462314 0.0000122101 0.0020024746 0.0020062989 0.0000116979 0.0000116984 0.0000118690 19.8581602303 357.5482222217 377.4063824520 8.3359198740 21.8161882507 1024.2657896835 1046.0819779342 0.0268561101 0.0275825556 0.0312487263 0.0540485041 0 0.0000000000
