# d L W rho N_samples N_thermal mean_sweeps sweeps_std dis_mR dis_mAbsR dis_mR2 dis_mR3 dis_mAbsR3 dis_mR4 q_EA dis_mAbsR_sq dis_mR_p4 dis_mAbsR_p4 dis_mR2_sq chi_th_abs chi_dis_abs chi_tot_abs chi_tot_abs_sem_jk chi_th_R chi_dis_R chi_tot_R U4 U_EA U_EA_abs U22 acf_probe_warn_count acf_probe_warn_frac
2 900 900 0.0983606557 5000 128 17.8529116232 15.1371773756 -0.0013441537 0.8947470872 0.8374334708 -0.0033794925 0.7956233421 0.7617372388 0.8350439902 0.8371080532 0.7592815833 0.7609817149 0.7612140124 263.5882656970 29593.9195803801 29857.5078460763 1281.1244539618 1935.4792810167 676384.1685961154 678319.6478771322 0.6379377026 0.6370365438 0.6380155398 0.6381863980 0 0.0000000000
2 900 900 0.0996721311 5000 128 20.4922754598 14.5920496825 -0.0123538609 0.8463134484 0.7695635236 -0.0099665331 0.7168903058 0.6761492109 0.7671965394 0.7690665381 0.6736061401 0.6749542140 0.6753050159 402.5582508456 42784.2689948804 43186.8272457259 1378.1609477603 1917.2571824197 621305.5764198950 623222.8336023148 0.6194319352 0.6185202300 0.6196133847 0.6199070872 0 0.0000000000
2 900 900 0.1009836066 5000 128 36.5513529436 20.0867463966 -0.0078963567 0.7840278112 0.6848068219 -0.0048753733 0.6205935070 0.5730430289 0.6828141646 0.6840274892 0.5706659131 0.5715663719 0.5720162650 631.2595630662 56155.5831798670 56786.8427429313 1343.1252273139 1614.0524496955 553028.9678431443 554643.0202928399 0.5926855450 0.5920042549 0.5928088746 0.5934153607 0 0.0000000000
2 900 900 0.1022950820 5000 128 38.7604967796 17.3591181046 -0.0041452886 0.7151164977 0.5955022013 -0.0017160852 0.5226764022 0.4711369081 0.5927386959 0.5947940665 0.4685437205 0.4697606343 0.4701918290 573.5891960650 67555.9935679148 68129.5827639801 1223.7020158314 2238.4394028012 480104.4251081572 482342.8645109584 0.5571474698 0.5554687401 0.5573890942 0.5580358117 0 0.0000000000
2 900 900 0.1036065574 5000 128 23.9712938610 9.0224766150 -0.0028981771 0.6437625430 0.5035050950 0.0030090063 0.4229865006 0.3687311458 0.5012255848 0.5024082397 0.3663937510 0.3667841702 0.3673830188 888.4528307970 71262.2026110489 72150.6554418463 1032.5302969971 1846.4032499951 405985.9201711398 407832.3234211348 0.5151796630 0.5138611372 0.5156315773 0.5169522266 0 0.0000000000
2 900 900 0.1049180328 5000 128 43.0737522076 13.7903895045 0.0061598627 0.5762209452 0.4199983875 0.0086196311 0.3352792428 0.2808439611 0.4183424572 0.4189931457 0.2790551077 0.2792618683 0.2797774151 814.2458724122 70439.6801512017 71253.9260236151 897.8418000501 1341.3036044508 338826.6557416446 340167.9593460953 0.4693006094 0.4684980827 0.4697550420 0.4713160178 0 0.0000000000
2 900 900 0.1062295082 5000 128 33.3896783553 9.1427571608 0.0044059063 0.5068545439 0.3395091360 0.0081719181 0.2541267642 0.2020953299 0.3380626247 0.3385951818 0.2007323243 0.2008479836 0.2012510317 740.3028670083 66171.8590870075 66912.1619540158 827.1623748701 1171.6741669540 273815.0022437910 274986.6764107450 0.4155705500 0.4145339168 0.4160378838 0.4180121340 0 0.0000000000
2 900 900 0.1075409836 5000 128 18.6774522073 4.4186347453 0.0042853512 0.4477783788 0.2738304021 0.0060083852 0.1910299904 0.1434645830 0.2724262825 0.2727341535 0.1420934121 0.1421317196 0.1425691349 887.9613411256 58505.2283575276 59393.1896986534 777.9950039117 1137.3368509580 220650.4138197209 221787.7506706788 0.3622358290 0.3618031149 0.3630714700 0.3662164961 0 0.0000000000
2 900 900 0.1088524590 5000 128 77.1763915639 16.1454635892 0.0022254528 0.3945547041 0.2204515164 0.0030823703 0.1434594482 0.1018029873 0.2194169639 0.2196365787 0.1009081655 0.1009339076 0.1012165507 660.0994951289 51810.1629809046 52470.2624760334 750.6009088021 837.9874887216 177723.7291319812 178561.7166207028 0.3017465557 0.3013419729 0.3025605775 0.3057688482 0 0.0000000000
2 900 900 0.1101639344 5000 128 36.7573968910 6.8118153515 0.0035142227 0.3482150155 0.1759382698 0.0028074179 0.1049709538 0.0689677102 0.1748994140 0.1751094988 0.0682428259 0.0682591800 0.0684955353 671.3044602060 43623.1994723422 44294.5039325475 683.5200431968 841.4731914747 141658.5220124333 142499.9952039080 0.2573162542 0.2563663406 0.2579718149 0.2624009040 0 0.0000000000
2 900 900 0.1114754098 5000 128 45.9792076337 7.8214015499 0.0040780939 0.3078960548 0.1407009915 0.0022776772 0.0773319137 0.0474843714 0.1397788382 0.1399559785 0.0469164349 0.0469304952 0.0471134198 603.4605157876 36576.3582961191 37179.8188119064 640.5099764027 746.9441027870 113207.3879938917 113954.3320966787 0.2004693391 0.1995745371 0.2013601572 0.2067153355 0 0.0000000000
2 900 900 0.1127868852 5000 128 44.8653471994 7.2115768528 0.0087707716 0.2752583874 0.1134112086 0.0032235765 0.0570315208 0.0324396685 0.1126101506 0.1127563104 0.0320246620 0.0320322236 0.0321679899 530.4675468826 29961.1957558170 30491.6633026998 573.0719145430 648.8569494737 91151.9116058259 91800.7685552996 0.1592958430 0.1582013577 0.1601840474 0.1663366453 0 0.0000000000
2 900 900 0.1140983607 5000 128 29.0534379872 4.3567501663 0.0033907276 0.2467896094 0.0924504616 0.0012698593 0.0423239539 0.0218777549 0.0917285233 0.0918279279 0.0215424278 0.0215445665 0.0216554520 504.2523124128 25047.4814501139 25551.7337625267 472.8123121194 584.7700256302 74290.7912925112 74875.5613181414 0.1467754771 0.1465765202 0.1483386566 0.1554452077 0 0.0000000000
2 900 900 0.1154098361 5000 128 41.1014462432 5.9147834775 0.0004829078 0.2236464064 0.0761737583 0.0005925171 0.0318295287 0.0151147656 0.0755456110 0.0756320692 0.0148729662 0.0148745743 0.0149550976 438.7681586983 20747.6268394160 21186.3949981141 407.9585887406 508.7993333940 61191.7560061523 61700.5553395463 0.1317008153 0.1313239274 0.1332151251 0.1408732741 0 0.0000000000
2 900 900 0.1167213115 5000 128 63.5624458633 8.7239246469 0.0008986730 0.2047778741 0.0640061658 0.0007820423 0.0247017355 0.0108811518 0.0634396993 0.0635162673 0.0107016247 0.0107023304 0.0107616658 396.8178028189 17481.6545898291 17878.4723926481 354.2666142435 458.8378961143 51385.5022736145 51844.3401697288 0.1146601997 0.1136479956 0.1157253704 0.1243821194 0 0.0000000000
2 900 900 0.1180327869 5000 128 24.7106018629 3.2408154363 0.0009917140 0.1847415282 0.0523692859 0.0007444461 0.0183840925 0.0073827960 0.0518488699 0.0519149381 0.0072418060 0.0072424064 0.0072898491 368.0217101760 14406.2597444831 14774.2814546592 296.3824979594 421.5369798360 41996.7879467820 42418.3249266180 0.1026821448 0.1020605693 0.1042703412 0.1139790683 0 0.0000000000
2 900 900 0.1193442623 5000 128 37.1347584295 4.6522348781 -0.0007511427 0.1685553953 0.0436914134 0.0004244583 0.0140759411 0.0052254097 0.0432450710 0.0433033784 0.0051241766 0.0051245645 0.0051580313 314.3083089809 12062.8902708887 12377.1985798698 258.3340707147 361.5372927298 35028.0505200027 35389.5878127326 0.0875545631 0.0866660355 0.0890550220 0.0993199693 0 0.0000000000
2 900 900 0.1206557377 5000 128 23.5520173017 2.8479348904 0.0003377286 0.1538035149 0.0366282491 0.0002232261 0.0108686930 0.0037222010 0.0362087962 0.0362572132 0.0036310263 0.0036313337 0.0036616468 300.5390774447 10207.3705442038 10507.9096216485 220.3135745740 339.7568470844 29329.0325467139 29668.7893937983 0.0752033603 0.0768336563 0.0792195970 0.0902482941 0 0.0000000000
2 900 900 0.1219672131 5000 128 62.7713299094 7.3698453573 -0.0011733658 0.1447551630 0.0322285366 0.0000898594 0.0089586532 0.0028869215 0.0318599818 0.0318973303 0.0028203452 0.0028204619 0.0028425584 268.2770781189 8864.0511894576 9132.3282675765 196.6838829635 298.5293681670 25805.4700451817 26103.9994133487 0.0735274536 0.0738315959 0.0759609666 0.0877644949 0 0.0000000000
2 900 900 0.1232786885 5000 128 50.2989428947 5.7133809987 -0.0013953424 0.1331671679 0.0274594888 0.0000702602 0.0070979801 0.0021318452 0.0271136683 0.0271556494 0.0020801532 0.0020802833 0.0020974312 246.1098697435 7631.9454078937 7878.0552776372 171.7882068483 280.1146216923 21960.4942434590 22240.6088651513 0.0575691054 0.0568136325 0.0596687957 0.0727825957 0 0.0000000000
2 900 900 0.1245901639 5000 128 33.3469946403 3.6683499517 -0.0008035706 0.1243181207 0.0238006553 0.0001885417 0.0056911359 0.0015779251 0.0234904709 0.0235223314 0.0015340836 0.0015341496 0.0015487099 225.4423400951 6534.5423584655 6759.9846985606 144.9588492394 251.2493234346 19026.7583998858 19278.0077233204 0.0714884770 0.0732889750 0.0757579481 0.0886798375 0 0.0000000000
2 900 900 0.1259016393 5000 128 56.3005518591 6.0261644115 -0.0001752651 0.1156622479 0.0207609942 0.0000964908 0.0046616732 0.0012149468 0.0204652558 0.0204974006 0.0011815780 0.0011816376 0.0011927517 213.5108144147 5766.9124986889 5980.4233131036 129.0282262171 239.5481370817 16576.8323221475 16816.3804592292 0.0604071211 0.0596126385 0.0625125663 0.0775719708 0 0.0000000000
2 900 900 0.1272131148 5000 128 37.9598230768 3.9310297366 -0.0004088257 0.1079632473 0.0179981004 0.0001136316 0.0037623980 0.0009158098 0.0177305568 0.0177565978 0.0008888007 0.0008888368 0.0008978185 195.6170524037 4941.4333983799 5137.0504507835 112.6393659350 216.7102650139 14361.6156512765 14578.3259162904 0.0576099708 0.0575932715 0.0603172306 0.0761233758 0 0.0000000000
2 900 900 0.1285245902 5000 128 42.6564155233 4.2600659913 0.0001259302 0.1005767762 0.0157010726 0.0001384259 0.0030656066 0.0006950492 0.0154550323 0.0154788373 0.0006729981 0.0006730245 0.0006803704 180.0106387803 4344.1509808678 4524.1616196481 97.3303919227 199.2926908621 12518.5632864549 12717.8559773170 0.0601996037 0.0608114953 0.0636613851 0.0800473069 0 0.0000000000
2 900 900 0.1298360656 5000 128 53.5427842548 5.1283775260 0.0008251394 0.0944973246 0.0138785150 0.0001077378 0.0025585281 0.0005493012 0.0136468750 0.0136719437 0.0005309134 0.0005309439 0.0005370673 167.3227883311 3841.1814575733 4008.5042459045 87.5526900637 187.6283889074 11053.4172937998 11241.0456827072 0.0493879196 0.0497541267 0.0531812271 0.0705598343 0 0.0000000000
2 900 900 0.1311475410 5000 128 60.0214153124 5.7313737549 0.0004731378 0.0878926087 0.0119910575 0.0001102494 0.0020631176 0.0004151152 0.0117788880 0.0118006542 0.0004004006 0.0004004221 0.0004053241 154.2266444562 3301.1902862536 3455.4169307097 77.1855857477 171.8572848563 9540.7179611374 9712.5752459937 0.0376514065 0.0380225639 0.0415164778 0.0603498830 0 0.0000000000
2 900 900 0.1324590164 5000 128 42.3194773800 3.9467097895 0.0003905740 0.0829880116 0.0107642292 0.0000986249 0.0017704153 0.0003433636 0.0105627928 0.0105848204 0.0003311626 0.0003311823 0.0003352429 145.3210741003 2995.2264017276 3140.5474758280 73.0840992969 163.1634186940 8555.7386430842 8718.9020617782 0.0122042944 0.0106213096 0.0146765695 0.0355660974 0 0.0000000000
2 900 900 0.1337704918 5000 128 85.8575760265 7.7400787665 -0.0001521160 0.0776450634 0.0093954986 0.0000154748 0.0014430064 0.0002610778 0.0092135801 0.0092313018 0.0002511262 0.0002511391 0.0002544493 132.9994225142 2594.0622000782 2727.0616225923 63.1776390109 147.3540233030 7462.9811055639 7610.3351288669 0.0141541919 0.0139161168 0.0176480183 0.0391838963 0 0.0000000000
2 900 900 0.1350819672 5000 128 69.8793703388 6.2575940026 -0.0008336543 0.0734292909 0.0084852932 0.0000217488 0.0012462483 0.0002149244 0.0083191553 0.0083349423 0.0002067503 0.0002067593 0.0002094846 121.7842144127 2383.8960314544 2505.6802458671 57.2366825798 134.5716919991 6737.9528324217 6872.5245244208 0.0049822307 0.0042129478 0.0079382769 0.0301666230 0 0.0000000000
2 900 900 0.1363934426 5000 128 40.9950052509 3.6062871605 -0.0007416955 0.0698514380 0.0076866639 0.0000042794 0.0010761765 0.0001780424 0.0075321392 0.0075471067 0.0001711080 0.0001711159 0.0001734231 113.0412863281 2160.9854913137 2274.0267776418 53.3422665376 125.1649412766 6100.5871931551 6225.7521344318 -0.0044456372 -0.0053385898 -0.0014012307 0.0216145482 0 0.0000000000
2 900 900 0.1377049180 5000 128 90.0536457807 7.7984146367 -0.0008478494 0.0652588549 0.0066669264 0.0000066850 0.0008672191 0.0001333893 0.0065221384 0.0065367259 0.0001277906 0.0001277972 0.0001296614 105.4624131328 1845.1863062684 1950.6487194012 45.8754438486 117.2783391023 5282.3498057420 5399.6281448443 -0.0003420589 -0.0013774331 0.0030361510 0.0276149358 0 0.0000000000
2 900 900 0.1390163934 5000 128 73.2829039547 6.2066744489 -0.0011758971 0.0620637578 0.0059781244 0.0000066034 0.0007299701 0.0001049580 0.0058400986 0.0058537028 0.0001000395 0.0001000459 0.0001016819 100.7815269637 1621.4521231909 1722.2336501546 39.4787645482 111.8009010549 4729.3598650055 4841.1607660604 0.0210409386 0.0222900445 0.0267669892 0.0515980530 0 0.0000000000
2 900 900 0.1403278689 5000 128 30.7140469753 2.5585106986 -0.0007846666 0.0591330698 0.0054380152 0.0000092408 0.0006331054 0.0000865335 0.0053076280 0.0053208649 0.0000823550 0.0000823602 0.0000837505 94.8917490337 1477.5574193900 1572.4491684237 35.4689890372 105.6136022606 4298.6799981318 4404.2936003925 0.0246013868 0.0255321040 0.0303124376 0.0559705333 0 0.0000000000
2 900 900 0.1416393443 5000 128 65.0930181539 5.3277002600 -0.0009908383 0.0562342803 0.0049509367 -0.0000064914 0.0005529007 0.0000725866 0.0048286548 0.0048411927 0.0000689901 0.0000689942 0.0000701897 88.8926413610 1359.9077138191 1448.8003551801 32.8794257532 99.0483199598 3910.4151737980 4009.4634937578 0.0129009635 0.0136907406 0.0187346470 0.0454969462 0 0.0000000000
2 900 900 0.1429508197 5000 128 69.8306288155 5.5657630797 -0.0006824788 0.0540477702 0.0045662241 0.0000085131 0.0004887119 0.0000614133 0.0044530112 0.0044641657 0.0000583791 0.0000583827 0.0000593923 82.6673108798 1249.8334193778 1332.5007302577 30.0539795260 91.7024357005 3606.5617969648 3698.2642326654 0.0181917111 0.0186403215 0.0234773906 0.0505010456 0 0.0000000000
2 900 900 0.1442622951 5000 128 137.6564745670 10.9702311852 -0.0001791888 0.0512339514 0.0041024596 0.0000104554 0.0004155344 0.0000493609 0.0039956301 0.0040069861 0.0000467988 0.0000468023 0.0000476542 77.3335650259 1119.4753171327 1196.8088821585 26.7522038397 86.5319213696 3236.4343515211 3322.9662728907 0.0223734067 0.0228911754 0.0283493369 0.0561756645 0 0.0000000000
2 900 900 0.1455737705 5000 128 123.3076932442 9.5362680742 -0.0002414964 0.0487350377 0.0037386136 0.0000062802 0.0003650114 0.0000420802 0.0036399358 0.0036510393 0.0000399122 0.0000399152 0.0000406363 70.9351788583 1033.5076671199 1104.4428459782 25.5561662696 79.9289727766 2948.3007899999 3028.2297627765 -0.0035420872 -0.0041463876 0.0018779194 0.0308918480 0 0.0000000000
2 900 900 0.1468852459 5000 128 50.6237015979 3.9132564687 -0.0003673768 0.0470146126 0.0034869588 0.0000017274 0.0003303965 0.0000370444 0.0033911594 0.0034015330 0.0000351102 0.0000351128 0.0000357561 69.1949302411 964.8389243062 1034.0338545473 24.2513358401 77.5975429702 2746.7297669521 2824.3273099223 -0.0155656865 -0.0176890054 -0.0115668072 0.0197548582 0 0.0000000000
2 900 900 0.1481967213 5000 128 103.5663806521 7.9868045218 -0.0005300352 0.0448733815 0.0031479061 0.0000006474 0.0002800489 0.0000292537 0.0030595113 0.0030688508 0.0000276247 0.0000276268 0.0000281686 64.0348203576 854.7366506686 918.7714710262 20.6395841530 71.5997816549 2477.9766295774 2549.5764112322 0.0159538641 0.0162780552 0.0221812262 0.0524551230 0 0.0000000000
2 900 900 0.1495081967 5000 128 63.4210916047 4.8543978979 -0.0005322284 0.0432315730 0.0029316743 -0.0000078299 0.0002537522 0.0000260004 0.0028481429 0.0028568762 0.0000245480 0.0000245499 0.0000250327 60.5865039615 800.2049029056 860.7914068671 20.1469900190 67.6604349069 2306.7663399277 2374.4267748346 -0.0083866035 -0.0087208769 -0.0026417616 0.0291448326 0 0.0000000000
2 900 900 0.1508196721 5000 128 81.5689336081 6.1587126427 0.0001370742 0.0415503413 0.0027024063 0.0000000145 0.0002239618 0.0000218625 0.0026235564 0.0026319916 0.0000206060 0.0000206076 0.0000210253 57.0358584362 733.5042398186 790.5400982548 18.0669045967 63.8683855511 2125.0654890237 2188.9338745748 0.0021224096 0.0020910703 0.0083981165 0.0403366831 0 0.0000000000
2 900 900 0.1521311475 5000 128 109.1480536818 8.0593245194 0.0001566013 0.0398765697 0.0024943921 0.0000008181 0.0001981758 0.0000185051 0.0024214285 0.0024292672 0.0000174438 0.0000174452 0.0000177978 52.7511946545 679.6923675333 732.4435621878 16.5075394864 59.1005437591 1961.3372096871 2020.4377534461 0.0086178820 0.0083110157 0.0146176543 0.0465111625 0 0.0000000000
2 900 900 0.1534426230 5000 128 102.2667594656 7.4688307178 -0.0005892663 0.0386617504 0.0023313918 -0.0000054561 0.0001788917 0.0000161882 0.0022614906 0.0022689370 0.0000152258 0.0000152272 0.0000155470 50.5884170831 627.1069055679 677.6953226510 15.5331271803 56.6200123452 1831.5261125908 1888.1461249361 0.0072337631 0.0076367993 0.0140547439 0.0465545788 0 0.0000000000
2 900 900 0.1547540984 5000 128 92.3147383737 6.7042706661 -0.0001083029 0.0375001984 0.0021941449 0.0000017201 0.0001621650 0.0000140141 0.0021283430 0.0021352890 0.0000131588 0.0000131600 0.0000134443 47.6732604838 590.5095586701 638.1828191539 13.9347495184 53.2995233077 1723.9483471181 1777.2478704257 0.0296833704 0.0316954313 0.0378985457 0.0691378057 0 0.0000000000
2 900 900 0.1560655738 5000 128 93.1462017318 6.7058357018 -0.0002026317 0.0362855627 0.0020680331 -0.0000004504 0.0001495909 0.0000126969 0.0020058651 0.0020126348 0.0000119456 0.0000119466 0.0000121964 44.8726161985 563.7540946206 608.6267108191 13.5877060348 50.3560463968 1624.7174754041 1675.0735218009 0.0103995050 0.0103485604 0.0169089565 0.0494068497 0 0.0000000000
2 900 900 0.1573770492 5000 128 65.5657711255 4.6929069326 -0.0000431774 0.0349995731 0.0019377321 -0.0000009087 0.0001376026 0.0000115881 0.0018779990 0.0018846050 0.0000109016 0.0000109026 0.0000111305 43.0329010381 534.3042718074 577.3371728455 13.6365613333 48.3837909977 1521.1776695071 1569.5614605048 -0.0287364377 -0.0303369132 -0.0232153822 0.0118849389 0 0.0000000000
2 900 900 0.1586885246 5000 128 70.9487626912 5.0145146431 -0.0001392397 0.0339618088 0.0018074745 0.0000005026 0.0001227774 0.0000098522 0.0017509161 0.0017570491 0.0000092493 0.0000092502 0.0000094503 40.8445720415 488.9521299452 529.7967019867 12.2395493381 45.8122717108 1418.2263342975 1464.0386060083 -0.0052305828 -0.0056765456 0.0012402699 0.0357739935 0 0.0000000000
2 900 900 0.1600000000 5000 128 135.5086007047 9.5828779241 -0.0001088020 0.0327420683 0.0016795672 -0.0000009724 0.0001095631 0.0000084221 0.0016274842 0.0016330952 0.0000079082 0.0000079090 0.0000080798 37.6423177264 454.4522260583 492.0945437847 11.2046253510 42.1871801289 1318.2526321076 1360.4398122364 0.0048136391 0.0047655795 0.0115021127 0.0452656317 0 0.0000000000
2 900 900 0.1632407407 5000 128 117.9768285150 7.9973782705 0.0000142958 0.0305392387 0.0014609875 0.0000000069 0.0000886583 0.0000063082 0.0014144445 0.0014196245 0.0000059073 0.0000059079 0.0000060411 33.5040851162 394.4532818072 427.9573669233 9.4777274760 37.6998504445 1145.6998829726 1183.3997334170 0.0148688706 0.0157729547 0.0228455914 0.0565840960 0 0.0000000000
2 900 900 0.1664814815 5000 128 92.2458763333 6.2376903088 -0.0002748189 0.0281098087 0.0012387864 -0.0000000856 0.0000694396 0.0000045877 0.0011974642 0.0012021157 0.0000042878 0.0000042883 0.0000043879 29.7033109060 333.6830087963 363.3863197024 8.2535560592 33.4710216270 969.8848129530 1003.3558345800 0.0034888910 0.0032476897 0.0108392394 0.0468876007 0 0.0000000000
2 900 900 0.1697222222 5000 128 151.7988105464 10.2870310966 -0.0001438576 0.0264181478 0.0010882824 -0.0000003351 0.0000570301 0.0000035324 0.0010528418 0.0010567594 0.0000033048 0.0000033051 0.0000033807 25.5336790633 290.6610778882 316.1947569515 7.2839087541 28.7069175431 852.7850896340 881.4920071771 0.0058144352 0.0062128491 0.0134690225 0.0485145146 0 0.0000000000
2 900 900 0.1729629630 5000 128 114.3100934604 7.5832332730 -0.0005192971 0.0247506268 0.0009487318 -0.0000018811 0.0000460070 0.0000026240 0.0009165262 0.0009199422 0.0000024434 0.0000024437 0.0000025037 23.3195675084 248.9524457184 272.2720132268 6.0895867647 26.0865304584 742.1678070199 768.2543374783 0.0282305713 0.0304201136 0.0375039480 0.0727976356 0 0.0000000000
2 900 900 0.1762037037 5000 128 94.1722364593 6.2194707825 -0.0001996156 0.0230412649 0.0008320691 -0.0000001756 0.0000381438 0.0000020552 0.0008030453 0.0008063915 0.0000019109 0.0000019111 0.0000019590 20.7988855461 223.1481675971 243.9470531432 5.4335934997 23.5092850026 650.4344007458 673.9436857484 0.0104946331 0.0122837424 0.0203469191 0.0568117430 0 0.0000000000
2 900 900 0.1794444444 5000 128 122.2620627774 7.8684012277 -0.0002030531 0.0219462717 0.0007506930 -0.0000001004 0.0000325639 0.0000016599 0.0007251039 0.0007279880 0.0000015470 0.0000015472 0.0000015847 18.3910480681 199.5428505012 217.9338985693 4.8609658088 20.7271890284 587.3007758652 608.0279648936 0.0181876776 0.0192264097 0.0268744123 0.0626746930 0 0.0000000000
2 900 900 0.1826851852 5000 128 153.8794931909 9.9251319577 0.0000047879 0.0203435286 0.0006499582 0.0000001814 0.0000264332 0.0000012685 0.0006271254 0.0006298481 0.0000011808 0.0000011810 0.0000012101 16.2891315995 174.9510554897 191.2401870892 4.3531700674 18.4945636968 507.9715226414 526.4660863382 -0.0008860229 -0.0008297991 0.0076889325 0.0451960926 0 0.0000000000
2 900 900 0.1859259259 5000 128 90.9381630933 5.8996091339 -0.0004680096 0.0193485549 0.0005833715 -0.0000007695 0.0000223712 0.0000010122 0.0005617176 0.0005642293 0.0000009377 0.0000009378 0.0000009626 15.5051414539 153.7888376252 169.2939790791 3.8416598164 17.5396263263 454.8138637520 472.3534900783 0.0085560003 0.0093531516 0.0180252482 0.0571951390 0 0.0000000000
2 900 900 0.1891666667 5000 128 134.4003725308 8.7151311896 -0.0002807071 0.0185304497 0.0005420251 -0.0000005585 0.0000203459 0.0000009097 0.0005227237 0.0005249738 0.0000008483 0.0000008484 0.0000008688 13.8115837508 147.0929253886 160.9045091395 3.8472928964 15.6341704969 423.3423426001 438.9765130969 -0.0320957628 -0.0348923960 -0.0261606286 0.0142953320 0 0.0000000000
2 900 900 0.1924074074 5000 128 156.6153933090 10.0050718798 -0.0002625578 0.0176850776 0.0004931321 -0.0000004048 0.0000176325 0.0000007481 0.0004755424 0.0004775236 0.0000006974 0.0000006975 0.0000007143 12.6428367052 133.4569389221 146.0997756273 3.4362359468 14.2475983950 385.1335346226 399.3811330176 -0.0254098801 -0.0279446205 -0.0195533601 0.0208973755 0 0.0000000000
2 900 900 0.1956481481 5000 128 77.7938465600 5.0353237619 -0.0002477265 0.0170313815 0.0004580420 -0.0000005648 0.0000157244 0.0000006371 0.0004409522 0.0004430132 0.0000005911 0.0000005912 0.0000006064 12.1732828702 123.8856585798 136.0589414500 3.0988845990 13.8427240015 357.1215533075 370.9642773090 -0.0121517154 -0.0133133530 -0.0040401744 0.0365206224 0 0.0000000000
2 900 900 0.1988888889 5000 128 125.1425245786 8.0774070490 -0.0002071386 0.0164276744 0.0004228585 -0.0000002451 0.0000139121 0.0000005419 0.0004073685 0.0004091191 0.0000005034 0.0000005034 0.0000005162 11.1289513822 112.7929706896 123.9219220718 2.8721807801 12.5468768071 329.9337651102 342.4806419174 -0.0101958624 -0.0110684743 -0.0025601475 0.0376869201 0 0.0000000000
2 900 900 0.2021296296 5000 128 95.1233500605 6.0071176968 -0.0001424914 0.0157242596 0.0003895545 -0.0000001163 0.0000122917 0.0000004567 0.0003746735 0.0003764616 0.0000004227 0.0000004227 0.0000004340 10.6052433409 104.6595362561 115.2647795970 2.5884129807 12.0536040633 303.4691255012 315.5227295645 -0.0030751586 -0.0036095853 0.0057628806 0.0466970097 0 0.0000000000
2 900 900 0.2053703704 5000 128 110.0462061783 7.3122546871 -0.0001719541 0.0152344679 0.0003624900 -0.0000003195 0.0000109794 0.0000003936 0.0003485186 0.0003501818 0.0000003639 0.0000003639 0.0000003738 9.9697188051 95.6551198115 105.6248386166 2.4286161274 11.3168792044 282.2761101955 293.5929893999 0.0014092884 0.0014569675 0.0107783362 0.0517422837 0 0.0000000000
2 900 900 0.2086111111 5000 128 89.8187108551 5.9463216306 0.0000748574 0.0145745833 0.0003331516 0.0000001034 0.0000097103 0.0000003334 0.0003196082 0.0003212446 0.0000003070 0.0000003071 0.0000003158 9.6447219086 88.1491352218 97.7938571304 2.1967926970 10.9701884505 258.8780971903 269.8482856408 -0.0013772581 -0.0018569178 0.0081610624 0.0514916634 0 0.0000000000
2 900 900 0.2118518519 5000 128 130.3472125533 8.8148636836 -0.0002068096 0.0140940099 0.0003141805 -0.0000002372 0.0000089293 0.0000002980 0.0003014862 0.0003030413 0.0000002747 0.0000002747 0.0000002824 9.0227331383 84.5641744925 93.5869076308 2.0708428594 10.2823523550 244.1692157399 254.4515680949 -0.0064254911 -0.0072300573 0.0029162516 0.0461988539 0 0.0000000000
2 900 900 0.2150925926 5000 128 166.5114053357 11.3039432452 -0.0000319822 0.0136988489 0.0002968537 0.0000000180 0.0000081800 0.0000002637 0.0002846237 0.0002861412 0.0000002423 0.0000002424 0.0000002495 8.6771110297 79.7710568607 88.4481678904 1.9123382720 9.9063517350 230.5443408174 240.4506925524 0.0026195208 0.0028687047 0.0132478859 0.0564146406 0 0.0000000000
2 900 900 0.2183333333 5000 128 184.4464655289 12.6035213570 0.0001038593 0.0132624476 0.0002786829 0.0000001238 0.0000075002 0.0000002388 0.0002667586 0.0002682876 0.0000002193 0.0000002193 0.0000002258 8.4202211522 74.8399909319 83.2602120841 1.9071467082 9.6586733212 216.0657399379 225.7244132591 -0.0247162998 -0.0272626127 -0.0157737849 0.0309139121 0 0.0000000000
2 900 900 0.2215740741 5000 128 69.7894228508 4.8094109752 0.0001756708 0.0130524732 0.0002709583 0.0000002319 0.0000072210 0.0000002272 0.0002588762 0.0002604292 0.0000002080 0.0000002080 0.0000002144 8.5285732926 72.9503581248 81.4789314174 1.8505227637 9.7864897181 209.6647604403 219.4512501584 -0.0314802283 -0.0345129316 -0.0224145360 0.0266211903 0 0.0000000000
2 900 900 0.2248148148 5000 128 87.3284625539 6.1788571665 0.0001166121 0.0127934223 0.0002582486 0.0000000420 0.0000066722 0.0000002038 0.0002464080 0.0002479559 0.0000001860 0.0000001860 0.0000001919 8.3371298325 68.2702062799 76.6073361123 1.7433795411 9.5909348915 199.5794269368 209.1703618283 -0.0186983072 -0.0210053442 -0.0085166429 0.0407473045 0 0.0000000000
2 900 900 0.2280555556 5000 128 76.0982115164 5.5528394276 0.0000514887 0.0125025720 0.0002454638 0.0000001563 0.0000061646 0.0000001829 0.0002336666 0.0002351799 0.0000001660 0.0000001660 0.0000001716 8.3299655133 63.8810985582 72.2110640715 1.6322376838 9.5557198481 189.2677857448 198.8235055929 -0.0120962066 -0.0132136214 -0.0004629643 0.0505099678 0 0.0000000000
