# d L W rho N_samples N_thermal mean_sweeps sweeps_std dis_mR dis_mAbsR dis_mR2 dis_mR3 dis_mAbsR3 dis_mR4 q_EA dis_mAbsR_sq dis_mR_p4 dis_mAbsR_p4 dis_mR2_sq chi_th_abs chi_dis_abs chi_tot_abs chi_tot_abs_sem_jk chi_th_R chi_dis_R chi_tot_R U4 U_EA U_EA_abs U22 acf_probe_warn_count acf_probe_warn_frac
2 500 500 0.0970491803 5000 128 19.2152798366 117.2847732512 0.0211153695 0.9757226400 0.9541059592 0.0203832182 0.9339196059 0.9147681116 0.9463100949 0.9540848022 0.9071356869 0.9146779517 0.9147056670 5.2892612347 512.5329974577 517.8222586929 94.7168271061 1948.9660757331 236466.0590278088 238415.0251035418 0.6650372254 0.6623365514 0.6650553850 0.6650600909 0 0.0000000000
2 500 500 0.0983606557 5000 128 21.5164655470 90.3838351403 0.0186375443 0.9672619593 0.9405585930 0.0182395745 0.9164875073 0.8941465535 0.9348492248 0.9404848854 0.8886403484 0.8939090461 0.8939803449 18.4268989618 1222.2968936742 1240.7237926368 159.7000569228 1427.3420473004 233625.4666941779 235052.8087414783 0.6630885730 0.6610609334 0.6631252682 0.6631511999 0 0.0000000000
2 500 500 0.0996721311 5000 128 18.4043911083 66.0283785076 0.0103298608 0.9550506052 0.9216395128 0.0098300594 0.8926675400 0.8664095743 0.9149138301 0.9214138676 0.8598913439 0.8659349215 0.8660638643 56.4112976576 2323.0522971904 2379.4635948489 223.7789887239 1681.4206732814 228701.7810204127 230383.2016936941 0.6599992956 0.6575777810 0.6600191064 0.6601349608 0 0.0000000000
2 500 500 0.1009836066 5000 128 16.0799666153 53.7387537026 0.0132744966 0.9362241331 0.8932749909 0.0118571751 0.8579986997 0.8271314261 0.8876470238 0.8928681032 0.8215444856 0.8261170548 0.8264073879 101.7219151564 4088.1189767737 4189.8408919309 285.9474147428 1406.9917612767 221867.7028926697 223274.6946539464 0.6544722623 0.6524404489 0.6545814026 0.6547747236 0 0.0000000000
2 500 500 0.1022950820 5000 128 16.1945467389 34.7786815846 0.0099348355 0.9115197504 0.8564296928 0.0089242811 0.8133926593 0.7769961287 0.8527076110 0.8559299177 0.7730933061 0.7758529430 0.7761907094 124.9437715149 6265.4156008268 6390.3593723418 332.9601387162 930.5204450680 213152.2275082882 214082.7479533562 0.6468866247 0.6455863995 0.6469942791 0.6472526553 0 0.0000000000
2 500 500 0.1036065574 5000 128 14.7662245211 27.3968819426 0.0206456999 0.8777457962 0.8084821479 0.0182029968 0.7571219343 0.7151900345 0.8036841950 0.8077392570 0.7103187883 0.7136641430 0.7141178338 185.7227315700 9325.3935388765 9511.1162704474 383.0007151281 1199.4882307422 200814.4875110698 202013.9757418120 0.6352802091 0.6334263937 0.6353886019 0.6358269907 0 0.0000000000
2 500 500 0.1049180328 5000 128 14.6756062640 16.4946487591 0.0244569851 0.8324924784 0.7464784199 0.0209329069 0.6863098473 0.6391672318 0.7411815445 0.7455317089 0.6338462466 0.6371462187 0.6377563424 236.6777356554 13121.9955984370 13358.6733340929 414.1484177064 1324.2188450669 185145.8500945769 186470.0689396438 0.6176520791 0.6153962853 0.6178924525 0.6184960689 0 0.0000000000
2 500 500 0.1062295082 5000 128 32.5567942625 21.7294488323 0.0222878739 0.7852768817 0.6821717227 0.0183933269 0.6137187946 0.5620702989 0.6790377119 0.6812071883 0.5587657869 0.5601689658 0.5607528305 241.1336071014 16136.8518406007 16377.9854477017 401.6411339941 783.5027020922 169635.2406406258 170418.7433427180 0.5973924120 0.5960563709 0.5976172581 0.5983361068 0 0.0000000000
2 500 500 0.1075409836 5000 128 48.8208893444 30.0356432613 0.0172040563 0.7307004263 0.6095536303 0.0135432846 0.5327495864 0.4769590757 0.6050129124 0.6079868205 0.4723992915 0.4741321882 0.4750029820 391.7024428276 18515.9268705460 18907.6293133734 374.1542814737 1135.1794727866 151179.2332047569 152314.4126775435 0.5721061760 0.5698115998 0.5724471013 0.5738610444 0 0.0000000000
2 500 500 0.1088524590 5000 128 39.2453404971 18.8833074930 0.0129949785 0.6742295801 0.5382273575 0.0074740985 0.4561556002 0.3986544855 0.5352804180 0.5368062318 0.3953684733 0.3961502290 0.3969369816 355.2814372272 20555.1762873395 20910.4577245669 339.0064896751 736.7348968146 133777.8871216004 134514.6220184151 0.5412840273 0.5400421143 0.5417488550 0.5432602911 0 0.0000000000
2 500 500 0.1101639344 5000 128 39.6385697156 15.9489376500 0.0033841020 0.6140653400 0.4638505862 0.0001594216 0.3780196771 0.3203926896 0.4607966683 0.4623406326 0.3172411688 0.3180018983 0.3187534784 377.4884025109 21316.0977098832 21693.5861123949 293.8076013828 763.4794668651 115196.3040465610 115959.7835134261 0.5036304589 0.5019767412 0.5041111629 0.5061700127 0 0.0000000000
2 500 500 0.1114754098 5000 128 89.8248329738 32.2271901471 0.0073021937 0.5562572366 0.3945397595 0.0030070185 0.3071573459 0.2511607462 0.3913937354 0.3928437738 0.2481557618 0.2486107688 0.2494212508 423.9964374765 20855.4151161464 21279.4115536232 261.4065530638 786.5060181379 97835.1033525085 98621.6093706465 0.4621651262 0.4600228676 0.4630189828 0.4658900765 0 0.0000000000
2 500 500 0.1127868852 5000 128 52.8306875223 17.3712762541 0.0055933818 0.5077322857 0.3377661225 0.0012506651 0.2505803862 0.1971180178 0.3357116433 0.3363232409 0.1949428863 0.1950765490 0.1957267345 360.7203966195 19632.7917367361 19993.5121333558 241.2241428108 513.6197766040 83920.0893565681 84433.7091331720 0.4240657686 0.4234282905 0.4251294633 0.4281307834 0 0.0000000000
2 500 500 0.1140983607 5000 128 120.0121457828 36.1287246216 0.0055646487 0.4553682399 0.2811005222 -0.0009889576 0.1968842636 0.1477643268 0.2786678326 0.2795380035 0.1456118421 0.1458039407 0.1464388311 390.6296609503 18044.4424034437 18435.0720643942 229.8683761890 608.1724067966 69659.2168089302 70267.3892157269 0.3766599377 0.3749687061 0.3780345089 0.3822515077 0 0.0000000000
2 500 500 0.1154098361 5000 128 46.5356883504 12.8634460153 0.0070815168 0.4179951237 0.2421996539 0.0013367708 0.1612340741 0.1159925730 0.2400865526 0.2407500402 0.1142410946 0.1143560293 0.1148905277 362.4034167677 16507.5291923389 16869.9326091065 223.2772486081 528.2753253252 60009.1011724087 60537.3764977339 0.3408839440 0.3393591417 0.3423344762 0.3471462047 0 0.0000000000
2 500 500 0.1167213115 5000 128 70.2222290606 18.0975275720 0.0108470027 0.3778471332 0.2017272682 0.0023175805 0.1253971625 0.0850944422 0.1995646694 0.2002812582 0.0834402857 0.0835802256 0.0840837059 361.5024937799 14378.2005356652 14739.7030294451 211.1294432822 540.6497001773 49861.7529810708 50402.4026812481 0.3029711938 0.3016273652 0.3054529639 0.3112503750 0 0.0000000000
2 500 500 0.1180327869 5000 128 45.9617963567 11.1671238994 0.0070787910 0.3421311525 0.1691252666 0.0025657336 0.0985304867 0.0632075407 0.1670876196 0.1676988326 0.0619611432 0.0620468940 0.0624303704 356.6085209691 12661.2767590657 13017.8852800346 199.3716492894 509.4117602379 41759.3775782126 42268.7893384504 0.2634018058 0.2602080122 0.2645744518 0.2724586724 0 0.0000000000
2 500 500 0.1193442623 5000 128 86.0099541637 19.6799643146 0.0074946479 0.3148252510 0.1446302975 0.0008624935 0.0790867246 0.0479395027 0.1431822256 0.1434749348 0.0470893069 0.0471042508 0.0473812426 288.8406771623 11089.9990454871 11378.8397226495 183.3393019146 362.0179752880 35781.5139719478 36143.5319472359 0.2360697453 0.2343631536 0.2372419962 0.2449657862 0 0.0000000000
2 500 500 0.1206557377 5000 128 32.7797355654 7.0355192007 0.0077930720 0.2871860983 0.1218824710 0.0018066051 0.0623353262 0.0356568745 0.1205312101 0.1208073662 0.0349101870 0.0349221803 0.0351627794 268.7762160065 9582.8777768802 9851.6539928866 169.1727631119 337.8152334095 30117.6195275533 30455.4347609628 0.1999087571 0.1990011599 0.2023850907 0.2109955723 0 0.0000000000
2 500 500 0.1219672131 5000 128 72.0272743297 15.4222276754 0.0057530806 0.2658547920 0.1053055615 0.0014349320 0.0504467608 0.0271045700 0.1041342806 0.1043204572 0.0265152956 0.0265209304 0.0267138678 246.2760822827 8410.4216961185 8656.6977784011 151.3962125039 292.8202338238 26025.2956658507 26318.1158996746 0.1852607278 0.1849433850 0.1876773971 0.1970048903 0 0.0000000000
2 500 500 0.1232786885 5000 128 30.0374808000 6.1078874449 0.0049169305 0.2414885981 0.0877720433 0.0007770334 0.0390009093 0.0196466124 0.0866460044 0.0868329219 0.0191667555 0.0191710426 0.0193279100 234.7803455144 7129.0447221684 7363.8250676828 138.5712215688 281.5097348156 21655.4570378995 21936.9667727150 0.1499313389 0.1489986148 0.1524688926 0.1637209381 0 0.0000000000
2 500 500 0.1245901639 5000 128 66.2137417408 12.9962851290 0.0058930828 0.2240492689 0.0756839423 0.0003685079 0.0314710493 0.0149347366 0.0746576978 0.0748436104 0.0145700466 0.0145751864 0.0146946778 210.0829752927 6161.3838810095 6371.4668563021 125.3633755157 256.5611239327 18655.7423516648 18912.3034755975 0.1309018609 0.1286542902 0.1326719286 0.1448716183 0 0.0000000000
2 500 500 0.1259016393 5000 128 24.6978940179 4.7299558470 0.0025130968 0.2071085117 0.0657165278 0.0001446022 0.0257902797 0.0115837750 0.0648209620 0.0649537093 0.0112743983 0.0112767635 0.0113790249 190.7046207945 5514.9434127582 5705.6480335528 113.7879281423 223.8914276492 16203.6615976846 16427.5530253338 0.1059132890 0.1055806782 0.1090459556 0.1217167975 0 0.0000000000
2 500 500 0.1272131148 5000 128 63.9200651334 11.7259628395 0.0003876177 0.1934012978 0.0572062917 0.0003773813 0.0209949092 0.0088493187 0.0563218350 0.0564737648 0.0085945969 0.0085971646 0.0086811702 183.1317320989 4767.4256952321 4950.5574273310 100.7218200088 221.1141746195 14080.4211917206 14301.5353663400 0.0986343861 0.0968691744 0.1014536083 0.1157614954 0 0.0000000000
2 500 500 0.1285245902 5000 128 61.4273323730 10.7844378233 0.0013440992 0.1814764521 0.0503420564 0.0002377876 0.0173623327 0.0068882954 0.0495535307 0.0496697501 0.0066806225 0.0066819179 0.0067507107 168.0765945260 4184.0118522248 4352.0884467508 89.3357006855 197.1314459973 12387.9310125456 12585.0624585429 0.0939991523 0.0931270052 0.0971908898 0.1120953379 0 0.0000000000
2 500 500 0.1298360656 5000 128 54.4137527277 9.4035851856 0.0017206927 0.1691724710 0.0440896702 0.0001281102 0.0143747464 0.0054153744 0.0433558604 0.0434656595 0.0052477853 0.0052489507 0.0053042452 156.0026771414 3711.5836330781 3867.5863102196 81.5126514042 183.4524384248 10838.2249156199 11021.6773540447 0.0713896270 0.0694082809 0.0738982743 0.0904456933 0 0.0000000000
2 500 500 0.1311475410 5000 128 39.0481433688 6.5107585939 0.0014421476 0.1583251765 0.0387960754 0.0002819028 0.0119409117 0.0042679525 0.0380843513 0.0381929980 0.0041222345 0.0041230740 0.0041714189 150.7693332361 3281.5341264087 3432.3034596448 74.2076403815 177.9310206177 9520.5678722147 9698.4988928324 0.0548021304 0.0526328627 0.0578232609 0.0761808422 0 0.0000000000
2 500 500 0.1324590164 5000 128 81.2281780540 13.5251825781 0.0024306922 0.1493937237 0.0346282697 0.0003848972 0.0101159306 0.0034431948 0.0339838542 0.0340681523 0.0033188803 0.0033193384 0.0033605214 140.0293397724 2937.4169064260 3077.4462461984 67.6888649497 161.1038609917 8494.4864858164 8655.5903468081 0.0428527476 0.0420892000 0.0466922725 0.0658344897 0 0.0000000000
2 500 500 0.1337704918 5000 128 44.2101660847 7.2293788476 0.0007253276 0.1408728256 0.0308641811 0.0001533657 0.0085325712 0.0027493729 0.0302855764 0.0303628998 0.0026474441 0.0026477158 0.0026815101 125.3203416599 2629.4366920471 2754.7570337071 60.6342960908 144.6511752573 7571.2625790282 7715.9137542855 0.0379383970 0.0378697664 0.0426657081 0.0616849849 0 0.0000000000
2 500 500 0.1350819672 5000 128 88.0024814201 14.1659816082 0.0027185157 0.1333757616 0.0275894051 0.0003323911 0.0072166068 0.0022040489 0.0270459641 0.0271094221 0.0021186876 0.0021189705 0.0021474156 119.9957588141 2330.0820688670 2450.0778276811 54.4421186875 135.8602582154 6759.6434330220 6895.5036912374 0.0348044802 0.0345256451 0.0389120318 0.0596052831 0 0.0000000000
2 500 500 0.1363934426 5000 128 58.4880087189 9.0885368234 0.0036136968 0.1260918504 0.0246578975 0.0002613638 0.0060764118 0.0017473220 0.0241311667 0.0242003750 0.0016761639 0.0016764226 0.0017001909 114.3806186016 2075.3050752264 2189.6856938280 48.2809222029 131.6826962362 6029.5269810638 6161.2096773000 0.0420571579 0.0405141322 0.0458469387 0.0678960291 0 0.0000000000
2 500 500 0.1377049180 5000 128 72.2913254390 11.0278466132 0.0037225104 0.1182496369 0.0219004011 0.0002365454 0.0051503058 0.0014222201 0.0214188185 0.0214793588 0.0013630636 0.0013632518 0.0013828757 105.2605795275 1874.0955339416 1979.3561134691 45.1498154050 120.3956358371 5351.2403651285 5471.6360009657 0.0115802265 0.0096154578 0.0150544988 0.0389239685 0 0.0000000000
2 500 500 0.1390163934 5000 128 80.6154692359 12.3415435471 0.0024340997 0.1126480532 0.0197852799 0.0000347455 0.0044066099 0.0011493458 0.0193381187 0.0193918495 0.0010989530 0.0010990954 0.0011158541 98.3575992810 1675.5664081840 1773.9240074650 39.8374834201 111.7903037485 4833.0484647795 4944.8387685280 0.0213101725 0.0204436962 0.0257381945 0.0498290010 0 0.0000000000
2 500 500 0.1403278689 5000 128 84.4313591581 12.7834732231 0.0013366749 0.1074415806 0.0181346617 0.0000031441 0.0038867090 0.0009738049 0.0177140222 0.0177681751 0.0009307129 0.0009308434 0.0009451342 91.6216489542 1556.1204560448 1647.7421049990 36.6961519516 105.1598541924 4428.0588870598 4533.2187412523 0.0129667130 0.0113100420 0.0171896535 0.0420268877 0 0.0000000000
2 500 500 0.1416393443 5000 128 78.2161731567 11.6910513469 0.0022892904 0.1020119932 0.0163904639 0.0000871563 0.0033345881 0.0007908698 0.0159968753 0.0160423119 0.0007537324 0.0007538102 0.0007661501 87.0380139399 1408.9662727138 1496.0042866537 32.6871490423 98.3971645112 3997.9086002346 4096.3057647458 0.0187012577 0.0181940914 0.0236469895 0.0493730320 0 0.0000000000
2 500 500 0.1429508197 5000 128 95.5306772116 14.1844552138 0.0017187670 0.0977995717 0.0149513685 0.0000582598 0.0028913832 0.0006545367 0.0145809721 0.0146271528 0.0006223870 0.0006224702 0.0006331667 81.0539324528 1265.5991505160 1346.6530829688 29.9390086630 92.5991106328 3644.5044867201 3737.1035973529 0.0239976764 0.0241876692 0.0302099787 0.0558631907 0 0.0000000000
2 500 500 0.1442622951 5000 128 80.9688363345 11.8176193428 0.0024067694 0.0947166800 0.0139501072 0.0000622217 0.0025874434 0.0005605986 0.0136118816 0.0136500098 0.0005329032 0.0005329559 0.0005421563 75.0243624897 1169.6900770775 1244.7144395672 27.2955560951 84.5564080010 3401.5222637311 3486.0786717322 0.0397690872 0.0412823569 0.0465365249 0.0713582870 0 0.0000000000
2 500 500 0.1455737705 5000 128 113.1614128395 16.2551766131 0.0013301433 0.0910891624 0.0128987691 0.0000411967 0.0023173039 0.0004908199 0.0125798612 0.0126143894 0.0004666164 0.0004666604 0.0004747136 71.0949373307 1079.2884659908 1150.3834033215 26.5133817773 79.7269756427 3144.5229837403 3224.2499593830 0.0166584730 0.0171505489 0.0224313527 0.0489269358 0 0.0000000000
2 500 500 0.1468852459 5000 128 62.5393235188 8.8661933929 0.0015317462 0.0872585042 0.0118502457 0.0000519236 0.0020381659 0.0004111749 0.0115492690 0.0115841649 0.0003908932 0.0003909329 0.0003976892 66.5202016622 992.5295843683 1059.0497860305 23.8139758015 75.2441860308 2886.7306784501 2961.9748644809 0.0239981112 0.0231499300 0.0289278974 0.0560090729 0 0.0000000000
2 500 500 0.1481967213 5000 128 66.0635509376 9.3208571115 0.0017357349 0.0835761157 0.0107780201 0.0000072376 0.0017427201 0.0003273568 0.0104946716 0.0105263910 0.0003094690 0.0003095002 0.0003154448 62.9072883521 885.3559615359 948.2632498880 20.0835254742 70.8371354944 2622.9146995613 2693.7518350557 0.0606614544 0.0633913129 0.0689334885 0.0948426047 0 0.0000000000
2 500 500 0.1495081967 5000 128 40.3086869812 5.6840800918 0.0019453323 0.0799484358 0.0099268192 0.0000214249 0.0015594694 0.0002872961 0.0096520477 0.0096831295 0.0002717615 0.0002717904 0.0002769606 60.9224204699 822.8442853678 883.7667058376 19.7577959841 68.6928701844 2412.0658547168 2480.7587249012 0.0281746126 0.0276385041 0.0337681371 0.0631361036 0 0.0000000000
2 500 500 0.1508196721 5000 128 89.1100341966 12.2631095474 0.0013909872 0.0763782742 0.0090302222 0.0000051916 0.0013462653 0.0002351775 0.0087775231 0.0088057920 0.0002218971 0.0002219213 0.0002263421 56.1075449051 743.0378203382 799.1453652433 17.7111006860 63.1747929703 2193.8970527003 2257.0718456706 0.0386587293 0.0399665803 0.0460164161 0.0747752174 0 0.0000000000
2 500 500 0.1521311475 5000 128 87.9979154159 11.9538092853 0.0007685043 0.0741294081 0.0085098195 0.0000329687 0.0012326191 0.0002088124 0.0082719807 0.0082993774 0.0001969829 0.0001970072 0.0002009430 52.6105227782 701.0520600695 753.6625828477 16.5522431698 59.4596978047 2067.8475205652 2127.3072183698 0.0388430869 0.0404041693 0.0466118793 0.0750654469 0 0.0000000000
2 500 500 0.1534426230 5000 128 84.8115502914 11.3676233369 0.0000853837 0.0714560661 0.0079580569 0.0000120356 0.0011192736 0.0001840008 0.0077327168 0.0077593919 0.0001737287 0.0001737474 0.0001771635 49.6662600226 663.3556191227 713.0218791453 15.6303735184 56.3350160109 1933.1773853661 1989.5124013769 0.0315339311 0.0315299557 0.0380736822 0.0675215194 0 0.0000000000
2 500 500 0.1547540984 5000 128 178.7724233141 23.8521796116 0.0004117910 0.0684384303 0.0073700153 0.0000083087 0.0010080964 0.0001620153 0.0071619143 0.0071860090 0.0001528304 0.0001528461 0.0001558988 46.0015891783 625.5475618695 671.5491510479 15.1317690833 52.0252611094 1790.4361824206 1842.4614435301 0.0057445359 0.0068148474 0.0133626304 0.0432803927 0 0.0000000000
2 500 500 0.1560655738 5000 128 108.7870038520 14.1957843549 -0.0000689091 0.0657744229 0.0067535579 -0.0000121958 0.0008797874 0.0001351902 0.0065525315 0.0065761966 0.0001272554 0.0001272704 0.0001299066 44.3403176704 562.4804752122 606.8207928826 13.8767723771 50.2566069812 1638.1316760353 1688.3882830164 0.0119957039 0.0120458797 0.0190281615 0.0506100818 0 0.0000000000
2 500 500 0.1573770492 5000 128 96.1651491181 12.4974713550 0.0006165038 0.0635172081 0.0063033288 0.0000069429 0.0007989630 0.0001202546 0.0061111239 0.0061340181 0.0001133775 0.0001133908 0.0001156749 42.3276571129 524.8956038240 567.2232609369 13.4719194351 48.0512226253 1527.6859493034 1575.7371719287 -0.0088827439 -0.0119604937 -0.0045384743 0.0295389167 0 0.0000000000
2 500 500 0.1586885246 5000 128 122.0988330177 15.5129724608 0.0009296095 0.0614052501 0.0058969970 0.0000116777 0.0007184865 0.0001030896 0.0057191224 0.0057406824 0.0000971203 0.0000971320 0.0000991166 39.0786466471 492.5194114048 531.5980580519 12.0776656249 44.4686475647 1429.5645529092 1474.0332004739 0.0118293375 0.0102400928 0.0175417876 0.0499128093 0 0.0000000000
2 500 500 0.1600000000 5000 128 126.3679050971 15.6155164266 0.0008090955 0.0590516807 0.0055046043 0.0000151376 0.0006532147 0.0000913506 0.0053340494 0.0053538669 0.0000859404 0.0000859503 0.0000877486 37.6843538665 466.6914797656 504.3758336321 11.5151353619 42.6387396937 1333.3486846926 1375.9874243863 -0.0049351588 -0.0068439427 0.0004815938 0.0346900604 0 0.0000000000
2 500 500 0.1632407407 5000 128 89.6984347907 10.9056451198 0.0006174765 0.0551957891 0.0047805575 0.0000197917 0.0005247175 0.0000673663 0.0046283797 0.0046471716 0.0000631348 0.0000631430 0.0000645488 33.3464848699 400.1491180605 433.4956029305 9.4890715921 38.0444588534 1156.9996082830 1195.0440671364 0.0174287484 0.0175970243 0.0254003738 0.0585226476 0 0.0000000000
2 500 500 0.1664814815 5000 128 87.3480255248 10.7433836370 0.0009725619 0.0510309875 0.0040757540 0.0000247774 0.0004153766 0.0000500832 0.0039419619 0.0039573455 0.0000468997 0.0000469056 0.0000479622 29.6021209210 338.2959517165 367.8980726374 8.5403682427 33.4480229726 985.2540016116 1018.7020245841 -0.0049741687 -0.0060610628 0.0016204272 0.0375865357 0 0.0000000000
2 500 500 0.1697222222 5000 128 138.8690867450 16.5972509302 0.0009359595 0.0476207615 0.0035440995 0.0000139029 0.0003354516 0.0000374076 0.0034270866 0.0034407604 0.0000349738 0.0000349784 0.0000357877 25.8347886735 293.2558659160 319.0906545894 7.2415991201 29.2532473868 856.5526343189 885.8058817056 0.0072810027 0.0074057862 0.0151506519 0.0502682526 0 0.0000000000
2 500 500 0.1729629630 5000 128 109.0384217311 12.9747388780 0.0008454750 0.0443210159 0.0030807903 0.0000179646 0.0002712561 0.0000280593 0.0029759412 0.0029882108 0.0000261713 0.0000261747 0.0000268023 23.1448750912 255.9645806236 279.1094557148 6.2141573037 26.2122680184 743.8065935653 770.0188615836 0.0145591920 0.0149554991 0.0229006010 0.0587045786 0 0.0000000000
2 500 500 0.1762037037 5000 128 108.2517920766 12.6512846442 0.0009787805 0.0416324732 0.0027100884 0.0000141404 0.0002233665 0.0000215447 0.0026168901 0.0026278391 0.0000200604 0.0000200631 0.0000205562 20.5623268308 223.6440658084 244.2063926392 5.3291793937 23.2995729351 653.9830231372 677.2825960723 0.0221930277 0.0235579927 0.0315472944 0.0670579392 0 0.0000000000
2 500 500 0.1794444444 5000 128 124.6371083414 14.3956979237 0.0008985778 0.0394306985 0.0024200303 0.0000067163 0.0001874677 0.0000169331 0.0023368142 0.0023468015 0.0000157628 0.0000157649 0.0000161535 18.3072195655 198.0053664352 216.3125860007 4.6251256421 20.8040401869 584.0016820300 604.8057222168 0.0362323130 0.0378059337 0.0458484073 0.0805991369 0 0.0000000000
2 500 500 0.1826851852 5000 128 123.9942466869 14.2228595555 0.0007623658 0.0373715597 0.0021609894 0.0000029629 0.0001580633 0.0000136002 0.0020860210 0.0020948604 0.0000126566 0.0000126583 0.0000129714 16.5322487847 174.5567361637 191.0889849484 4.2733601082 18.7420912893 521.3599616628 540.1020529521 0.0292257705 0.0304745250 0.0385080967 0.0741047772 0 0.0000000000
2 500 500 0.1859259259 5000 128 122.8780142281 13.9567805631 0.0009494528 0.0351147615 0.0019326973 0.0000027686 0.0001348621 0.0000110407 0.0018637290 0.0018718127 0.0000102672 0.0000102687 0.0000105254 15.2211257438 159.6915692542 174.9126949980 3.8633749370 17.2420658350 465.7068820502 482.9489478853 0.0147498911 0.0147035800 0.0230593691 0.0607347009 0 0.0000000000
2 500 500 0.1891666667 5000 128 161.1438750189 18.4357107864 0.0011939413 0.0333708686 0.0017397090 0.0000055882 0.0001151443 0.0000089780 0.0016778130 0.0016849562 0.0000083475 0.0000083486 0.0000085581 13.6882059191 142.8353298838 156.5235358028 3.5287003039 15.4740143849 419.0968654447 434.5708798296 0.0112064181 0.0115707248 0.0197968091 0.0574566013 0 0.0000000000
2 500 500 0.1924074074 5000 128 163.0936211047 18.4111893612 0.0011494427 0.0319223255 0.0016064059 0.0000054930 0.0001036812 0.0000079540 0.0015496324 0.0015563506 0.0000074142 0.0000074152 0.0000075945 12.5138427933 134.3289232729 146.8427660663 3.4787043560 14.1933785970 387.0777994833 401.2711780803 -0.0274358106 -0.0291714799 -0.0204342176 0.0189982926 0 0.0000000000
2 500 500 0.1956481481 5000 128 138.0849671090 15.7726261091 0.0008194740 0.0304009058 0.0014522405 0.0000040853 0.0000888388 0.0000064608 0.0013989335 0.0014051836 0.0000060027 0.0000060035 0.0000061557 11.7642148525 120.2421344947 132.0063493472 3.1188782051 13.3267345279 349.5654993599 362.8922338878 -0.0211426013 -0.0224251588 -0.0134907709 0.0270734351 0 0.0000000000
2 500 500 0.1988888889 5000 128 145.3728232667 16.7921259681 0.0008758026 0.0296313162 0.0013858864 0.0000042445 0.0000833314 0.0000059897 0.0013364740 0.0013423763 0.0000055893 0.0000055900 0.0000057231 10.8775215412 116.0903592949 126.9678808361 3.0887300518 12.3531034324 333.9267443683 346.2798478006 -0.0395183231 -0.0430801204 -0.0340545077 0.0067575445 0 0.0000000000
2 500 500 0.2021296296 5000 128 96.7580027767 11.3482628300 0.0007714924 0.0282038921 0.0012715712 0.0000057562 0.0000740845 0.0000051429 0.0012235696 0.0012294843 0.0000047857 0.0000047864 0.0000049049 10.5217218289 108.5061921170 119.0279139459 2.8634244722 12.0003934828 305.7436032259 317.7439967087 -0.0602408465 -0.0655390458 -0.0554605483 -0.0111863109 0 0.0000000000
2 500 500 0.2053703704 5000 128 178.4993218095 21.3365977201 0.0007161924 0.0273346868 0.0011932840 0.0000060583 0.0000669886 0.0000044548 0.0011492260 0.0011546369 0.0000041471 0.0000041477 0.0000042499 9.6617782774 101.8629458414 111.5247241189 2.6069510323 11.0145039140 287.1782624703 298.1927663843 -0.0428540004 -0.0466810896 -0.0370339986 0.0051208292 0 0.0000000000
2 500 500 0.2086111111 5000 128 148.7464483407 18.0240232799 0.0011004545 0.0264877748 0.0011032037 0.0000063856 0.0000589713 0.0000037504 0.0010606407 0.0010656720 0.0000034761 0.0000034766 0.0000035676 9.3829323200 91.0174457615 100.4003780814 2.3830165063 10.6407567454 264.8574252967 275.4981820422 -0.0271896246 -0.0299973134 -0.0204467255 0.0228769152 0 0.0000000000
2 500 500 0.2118518519 5000 128 137.4636725857 16.5114205732 0.0013671825 0.0255669868 0.0010348795 0.0000063125 0.0000538669 0.0000033352 0.0009937319 0.0009988319 0.0000030861 0.0000030866 0.0000031692 9.0119073874 86.2902755123 95.3021828997 2.2594609980 10.2869143171 247.9656746795 258.2525889965 -0.0380664650 -0.0417333078 -0.0312854206 0.0136050851 0 0.0000000000
2 500 500 0.2150925926 5000 128 109.7563936796 13.3525281168 0.0013389308 0.0243794627 0.0009419701 0.0000048898 0.0000468467 0.0000027763 0.0009013442 0.0009065245 0.0000025514 0.0000025519 0.0000026265 8.8614084169 78.0415678695 86.9029762863 2.0658853406 10.1564849689 224.8878572753 235.0443422443 -0.0429634350 -0.0468257332 -0.0350995067 0.0133227163 0 0.0000000000
2 500 500 0.2183333333 5000 128 86.1058198056 10.5084782264 0.0012939619 0.0238570207 0.0009079500 0.0000054767 0.0000443891 0.0000025958 0.0008682908 0.0008737335 0.0000023868 0.0000023872 0.0000024565 8.5541289013 76.1440216429 84.6981505442 2.0372567168 9.9148002903 216.6541248568 226.5689251471 -0.0496105345 -0.0552513681 -0.0423616848 0.0067101548 0 0.0000000000
2 500 500 0.2215740741 5000 128 133.4420208930 16.8629878016 0.0011531174 0.0234566021 0.0008712673 0.0000043824 0.0000415763 0.0000023661 0.0008329149 0.0008378844 0.0000021714 0.0000021718 0.0000022363 8.3457197158 71.9180547583 80.2637744741 1.9091428673 9.5880954531 207.8963042415 217.4843996947 -0.0390060911 -0.0433079415 -0.0311736169 0.0179947264 0 0.0000000000
2 500 500 0.2248148148 5000 128 75.3882153195 9.7062797945 0.0010947680 0.0230193229 0.0008314462 0.0000032912 0.0000384591 0.0000021189 0.0007930595 0.0007980719 0.0000019335 0.0000019339 0.0000019953 8.3435883376 67.0456632815 75.3892516191 1.7748682537 9.5966811431 197.9652474033 207.5619285464 -0.0216825897 -0.0247277450 -0.0121247811 0.0378935035 0 0.0000000000
