rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.080000	0.993329	0.987691	0.031427	0.976510	0.993592	0.988214	0.031436	0.977544
0.081000	0.993973	0.987983	0.000162	0.976111	0.994250	0.988533	0.000161	0.977197
0.082000	0.993586	0.987214	0.000172	0.974591	0.993876	0.987790	0.000171	0.975729
0.083000	0.991188	0.984423	0.044371	0.971030	0.991491	0.985025	0.044385	0.972218
0.084000	0.991570	0.984210	0.031591	0.969689	0.991889	0.984843	0.031601	0.970937
0.085000	0.990340	0.981986	0.034831	0.965922	0.990673	0.982647	0.034843	0.967223
0.086000	0.988965	0.979528	0.038427	0.961777	0.989314	0.980219	0.038441	0.963134
0.087000	0.984188	0.973099	0.066875	0.953113	0.984552	0.973818	0.066900	0.954523
0.088000	0.976690	0.962155	0.090725	0.938274	0.977068	0.962899	0.090760	0.939727
0.089000	0.962498	0.941330	0.122177	0.910899	0.962888	0.942093	0.122227	0.912378
0.090000	0.939592	0.906333	0.153294	0.862212	0.939990	0.907100	0.153359	0.863672
0.091000	0.915770	0.869448	0.175536	0.809854	0.916175	0.870217	0.175614	0.811286
0.092000	0.855677	0.787294	0.234758	0.708324	0.856072	0.788021	0.234866	0.709633
0.093000	0.790765	0.699755	0.272846	0.603118	0.791148	0.700431	0.272978	0.604284
0.094000	0.738654	0.628481	0.287873	0.518105	0.739027	0.629114	0.288017	0.519149
0.095000	0.648840	0.506600	0.292587	0.372831	0.649181	0.507133	0.292741	0.373615
0.096000	0.585078	0.434838	0.304174	0.303683	0.585399	0.435316	0.304341	0.304351
0.097000	0.489392	0.324517	0.291570	0.194928	0.489672	0.324889	0.291736	0.195375
0.098000	0.421248	0.249563	0.268539	0.129247	0.421500	0.249862	0.268699	0.129556
0.099000	0.380921	0.208154	0.251103	0.093817	0.381158	0.208412	0.251259	0.094050
0.100000	0.345072	0.169830	0.225289	0.064234	0.345295	0.170049	0.225435	0.064400
0.101000	0.289482	0.124445	0.201606	0.037708	0.289678	0.124613	0.201743	0.037810
0.102000	0.260616	0.102276	0.185353	0.026358	0.260799	0.102420	0.185483	0.026433
0.103000	0.219351	0.072390	0.155805	0.013364	0.219511	0.072496	0.155918	0.013404
0.104000	0.202353	0.061793	0.144383	0.010283	0.202507	0.061887	0.144492	0.010315
0.105000	0.179091	0.050111	0.134304	0.007229	0.179232	0.050190	0.134410	0.007251
0.106000	0.157189	0.038522	0.117530	0.004379	0.157318	0.038585	0.117626	0.004394
0.107000	0.147081	0.033356	0.108272	0.003092	0.147207	0.033413	0.108364	0.003103
0.108000	0.135899	0.028446	0.099890	0.002295	0.136020	0.028497	0.099979	0.002303
0.109000	0.119473	0.022294	0.089554	0.001433	0.119584	0.022335	0.089637	0.001438
0.110000	0.108992	0.018573	0.081818	0.000975	0.109097	0.018609	0.081896	0.000979
0.111000	0.100313	0.015772	0.075558	0.000763	0.100413	0.015803	0.075634	0.000766
0.112000	0.092607	0.013481	0.070035	0.000541	0.092703	0.013509	0.070108	0.000543
0.113000	0.084967	0.011197	0.063071	0.000355	0.085058	0.011221	0.063139	0.000356
0.114000	0.080215	0.010010	0.059794	0.000280	0.080304	0.010032	0.059860	0.000281
0.115000	0.072384	0.008057	0.053077	0.000184	0.072467	0.008075	0.053138	0.000185
0.116000	0.068660	0.007348	0.051316	0.000152	0.068743	0.007365	0.051378	0.000153
0.117000	0.064125	0.006574	0.049614	0.000135	0.064205	0.006590	0.049675	0.000136
0.118000	0.061757	0.005821	0.044802	0.000095	0.061837	0.005836	0.044859	0.000096
0.119000	0.056688	0.005084	0.043248	0.000079	0.056764	0.005098	0.043306	0.000079
0.120000	0.050544	0.003998	0.037988	0.000049	0.050613	0.004009	0.038040	0.000049
0.121000	0.048033	0.003596	0.035895	0.000038	0.048102	0.003606	0.035948	0.000038
0.122000	0.045246	0.003280	0.035114	0.000036	0.045314	0.003290	0.035166	0.000036
0.123000	0.043803	0.003041	0.033493	0.000029	0.043871	0.003050	0.033545	0.000029
0.124000	0.040293	0.002567	0.030711	0.000020	0.040359	0.002575	0.030760	0.000020
0.125000	0.037838	0.002219	0.028051	0.000015	0.037899	0.002226	0.028097	0.000015
0.126000	0.038119	0.002250	0.028226	0.000015	0.038185	0.002258	0.028275	0.000015
0.127000	0.036060	0.002064	0.027627	0.000013	0.036124	0.002071	0.027675	0.000013
0.128000	0.033165	0.001706	0.024625	0.000008	0.033226	0.001713	0.024670	0.000009
0.129000	0.033285	0.001723	0.024796	0.000008	0.033348	0.001729	0.024844	0.000009
0.130000	0.031223	0.001505	0.023030	0.000006	0.031284	0.001511	0.023075	0.000006
