rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.080000	0.994322	0.988676	0.000120	0.977480	0.994585	0.989199	0.000119	0.978515
0.081000	0.992964	0.986964	0.031416	0.975073	0.993240	0.987513	0.031424	0.976158
0.082000	0.993570	0.987182	0.000144	0.974527	0.993860	0.987757	0.000143	0.975665
0.083000	0.993167	0.986381	0.000193	0.972948	0.993471	0.986985	0.000192	0.974140
0.084000	0.992088	0.984391	0.012389	0.969461	0.992406	0.985024	0.012393	0.970707
0.085000	0.985332	0.975471	0.067769	0.957997	0.985664	0.976129	0.067792	0.959288
0.086000	0.985413	0.974479	0.058657	0.954948	0.985760	0.975166	0.058678	0.956295
0.087000	0.979967	0.965637	0.072809	0.941682	0.980329	0.966351	0.072836	0.943074
0.088000	0.955290	0.929271	0.129200	0.892519	0.955659	0.929989	0.129250	0.893899
0.089000	0.915932	0.874540	0.188703	0.825637	0.916302	0.875248	0.188780	0.826975
0.090000	0.882301	0.829023	0.224871	0.768201	0.882674	0.829724	0.224966	0.769500
0.091000	0.845613	0.768433	0.231025	0.678959	0.845986	0.769113	0.231127	0.680159
0.092000	0.758861	0.652186	0.276253	0.541228	0.759212	0.652789	0.276381	0.542229
0.093000	0.671331	0.542964	0.303774	0.419577	0.671655	0.543488	0.303921	0.420387
0.094000	0.610548	0.462583	0.299691	0.328963	0.610855	0.463049	0.299841	0.329626
0.095000	0.516876	0.352787	0.292619	0.217610	0.517147	0.353157	0.292773	0.218067
0.096000	0.442639	0.268440	0.269278	0.142246	0.442881	0.268734	0.269426	0.142558
0.097000	0.378582	0.202591	0.243447	0.088014	0.378798	0.202823	0.243587	0.088216
0.098000	0.338052	0.163091	0.220933	0.058756	0.338254	0.163285	0.221065	0.058896
0.099000	0.289122	0.122960	0.198414	0.037137	0.289302	0.123113	0.198538	0.037229
0.100000	0.251184	0.097106	0.184425	0.025027	0.251347	0.097232	0.184545	0.025092
0.101000	0.222529	0.075631	0.161591	0.015156	0.222680	0.075733	0.161700	0.015197
0.102000	0.196837	0.059521	0.144138	0.009303	0.196975	0.059604	0.144239	0.009329
0.103000	0.177612	0.049207	0.132896	0.007089	0.177741	0.049279	0.132993	0.007110
0.104000	0.158794	0.038765	0.116403	0.004073	0.158914	0.038824	0.116492	0.004086
0.105000	0.140529	0.030931	0.105750	0.002911	0.140640	0.030980	0.105834	0.002921
0.106000	0.127601	0.025042	0.093596	0.001791	0.127706	0.025083	0.093673	0.001796
0.107000	0.114572	0.019717	0.081179	0.001024	0.114670	0.019751	0.081248	0.001028
0.108000	0.101247	0.016206	0.077166	0.000802	0.101337	0.016234	0.077235	0.000805
0.109000	0.094574	0.014177	0.072339	0.000624	0.094661	0.014203	0.072405	0.000627
0.110000	0.084522	0.011362	0.064948	0.000398	0.084603	0.011384	0.065011	0.000400
0.111000	0.084564	0.010882	0.061080	0.000321	0.084648	0.010904	0.061141	0.000322
0.112000	0.071795	0.007971	0.053073	0.000186	0.071870	0.007988	0.053128	0.000187
0.113000	0.073214	0.008076	0.052114	0.000176	0.073293	0.008093	0.052170	0.000176
0.114000	0.064445	0.006279	0.046106	0.000108	0.064517	0.006293	0.046158	0.000108
0.115000	0.057956	0.005331	0.044406	0.000088	0.058023	0.005343	0.044458	0.000089
0.116000	0.052904	0.004347	0.039346	0.000057	0.052968	0.004358	0.039394	0.000057
0.117000	0.048306	0.003689	0.036819	0.000040	0.048366	0.003698	0.036865	0.000040
0.118000	0.046715	0.003377	0.034561	0.000033	0.046775	0.003385	0.034605	0.000033
0.119000	0.045827	0.003270	0.034199	0.000033	0.045889	0.003278	0.034245	0.000033
0.120000	0.041743	0.002708	0.031067	0.000021	0.041801	0.002715	0.031110	0.000021
0.121000	0.038224	0.002337	0.029600	0.000016	0.038278	0.002344	0.029643	0.000016
0.122000	0.035458	0.001984	0.026966	0.000012	0.035511	0.001990	0.027006	0.000012
0.123000	0.033956	0.001885	0.027048	0.000011	0.034008	0.001890	0.027090	0.000011
0.124000	0.030512	0.001454	0.022878	0.000006	0.030561	0.001459	0.022915	0.000006
0.125000	0.030631	0.001448	0.022588	0.000006	0.030682	0.001453	0.022626	0.000006
0.126000	0.028527	0.001281	0.021609	0.000005	0.028575	0.001285	0.021646	0.000005
0.127000	0.027297	0.001166	0.020515	0.000004	0.027345	0.001170	0.020551	0.000004
0.128000	0.024812	0.000978	0.019027	0.000003	0.024858	0.000981	0.019062	0.000003
0.129000	0.023451	0.000866	0.017774	0.000002	0.023496	0.000869	0.017808	0.000002
0.130000	0.023191	0.000858	0.017880	0.000002	0.023236	0.000861	0.017916	0.000002
