rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.080000	0.994323	0.988679	0.000134	0.977486	0.994587	0.989202	0.000133	0.978522
0.081000	0.992973	0.986982	0.031414	0.975110	0.993249	0.987531	0.031422	0.976195
0.082000	0.992581	0.986204	0.031404	0.973572	0.992871	0.986780	0.031413	0.974709
0.083000	0.991176	0.984398	0.044368	0.970981	0.991479	0.985001	0.044382	0.972172
0.084000	0.991527	0.984152	0.032046	0.969661	0.991845	0.984784	0.032056	0.970906
0.085000	0.990508	0.982298	0.034534	0.966429	0.990841	0.982960	0.034545	0.967730
0.086000	0.987756	0.977837	0.046637	0.959240	0.988105	0.978527	0.046653	0.960595
0.087000	0.981244	0.968763	0.076957	0.947181	0.981607	0.969479	0.076986	0.948581
0.088000	0.972639	0.954707	0.093173	0.926650	0.973015	0.955446	0.093209	0.928084
0.089000	0.951140	0.922805	0.134675	0.882894	0.951524	0.923551	0.134730	0.884323
0.090000	0.915459	0.872346	0.185153	0.818388	0.915846	0.873084	0.185231	0.819773
0.091000	0.881624	0.825426	0.219465	0.759862	0.882014	0.826156	0.219562	0.761207
0.092000	0.803984	0.717942	0.267493	0.624524	0.804355	0.718606	0.267617	0.625680
0.093000	0.739666	0.630544	0.288856	0.520141	0.740023	0.631152	0.288996	0.521145
0.094000	0.647023	0.515445	0.311138	0.393460	0.647350	0.515966	0.311294	0.394255
0.095000	0.565710	0.410773	0.301239	0.276727	0.566008	0.411205	0.301397	0.277310
0.096000	0.498401	0.332927	0.290730	0.201866	0.498674	0.333293	0.290889	0.202308
0.097000	0.434567	0.263512	0.273248	0.139717	0.434815	0.263814	0.273404	0.140037
0.098000	0.375606	0.200325	0.243403	0.085201	0.375830	0.200564	0.243549	0.085405
0.099000	0.327339	0.155917	0.220831	0.056820	0.327542	0.156111	0.220968	0.056961
0.100000	0.280647	0.116746	0.194894	0.032845	0.280828	0.116897	0.195020	0.032930
0.101000	0.243397	0.091178	0.178705	0.022432	0.243561	0.091301	0.178826	0.022492
0.102000	0.217120	0.072243	0.158436	0.014156	0.217273	0.072345	0.158547	0.014196
0.103000	0.205912	0.065388	0.151618	0.011547	0.206062	0.065483	0.151729	0.011581
0.104000	0.176958	0.048277	0.130241	0.006364	0.177093	0.048350	0.130340	0.006384
0.105000	0.154872	0.037295	0.115370	0.004025	0.154994	0.037354	0.115461	0.004037
0.106000	0.144664	0.032360	0.106924	0.002908	0.144783	0.032414	0.107012	0.002918
0.107000	0.128400	0.025915	0.097098	0.001969	0.128510	0.025959	0.097182	0.001976
0.108000	0.120203	0.022269	0.088432	0.001407	0.120309	0.022308	0.088510	0.001412
0.109000	0.103448	0.016953	0.079068	0.000885	0.103543	0.016984	0.079141	0.000889
0.110000	0.100994	0.015828	0.075022	0.000707	0.101092	0.015859	0.075094	0.000710
0.111000	0.089929	0.012394	0.065629	0.000417	0.090019	0.012419	0.065694	0.000419
0.112000	0.083013	0.010721	0.061888	0.000329	0.083100	0.010744	0.061952	0.000331
0.113000	0.075017	0.008836	0.056639	0.000228	0.075097	0.008854	0.056700	0.000229
0.114000	0.068909	0.007260	0.050119	0.000152	0.068987	0.007277	0.050175	0.000153
0.115000	0.063166	0.006440	0.049494	0.000136	0.063239	0.006455	0.049551	0.000137
0.116000	0.062216	0.006124	0.047466	0.000116	0.062291	0.006138	0.047522	0.000116
0.117000	0.056624	0.004894	0.041081	0.000068	0.056695	0.004906	0.041132	0.000069
0.118000	0.050319	0.003972	0.037948	0.000047	0.050384	0.003982	0.037997	0.000047
0.119000	0.049033	0.003709	0.036121	0.000039	0.049099	0.003719	0.036170	0.000039
0.120000	0.045371	0.003221	0.034101	0.000030	0.045434	0.003230	0.034149	0.000030
0.121000	0.042349	0.002895	0.033197	0.000026	0.042410	0.002904	0.033245	0.000026
0.122000	0.040814	0.002587	0.030356	0.000019	0.040874	0.002595	0.030400	0.000019
0.123000	0.037521	0.002187	0.027922	0.000014	0.037579	0.002194	0.027964	0.000014
0.124000	0.036573	0.002084	0.027322	0.000012	0.036631	0.002091	0.027366	0.000012
0.125000	0.033883	0.001826	0.026046	0.000010	0.033939	0.001832	0.026089	0.000010
0.126000	0.032220	0.001618	0.024090	0.000007	0.032275	0.001624	0.024132	0.000007
0.127000	0.030694	0.001505	0.023726	0.000007	0.030748	0.001510	0.023768	0.000007
0.128000	0.029367	0.001352	0.022127	0.000005	0.029420	0.001357	0.022167	0.000005
0.129000	0.027491	0.001154	0.019963	0.000004	0.027543	0.001159	0.020000	0.000004
0.130000	0.027232	0.001136	0.019858	0.000004	0.027286	0.001140	0.019897	0.000004
