rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.080000	0.990347	0.984725	0.062754	0.973577	0.990610	0.985248	0.062770	0.974612
0.081000	0.991984	0.986003	0.044406	0.974151	0.992260	0.986553	0.044418	0.975238
0.082000	0.991612	0.985264	0.044389	0.972691	0.991901	0.985839	0.044402	0.973826
0.083000	0.992193	0.985432	0.031392	0.972048	0.992495	0.986033	0.031402	0.973235
0.084000	0.991754	0.984561	0.031377	0.970331	0.992074	0.985196	0.031387	0.971582
0.085000	0.990264	0.982590	0.044353	0.967427	0.990597	0.983251	0.044368	0.968729
0.086000	0.988648	0.980387	0.054425	0.964124	0.988997	0.981079	0.054444	0.965485
0.087000	0.989150	0.980385	0.044350	0.963110	0.989514	0.981107	0.044366	0.964530
0.088000	0.989460	0.979225	0.013952	0.959498	0.989842	0.979983	0.013957	0.960984
0.089000	0.983816	0.972501	0.067880	0.951473	0.984215	0.973290	0.067907	0.953017
0.090000	0.981585	0.968705	0.072084	0.945014	0.981999	0.969522	0.072114	0.946609
0.091000	0.978111	0.960584	0.062320	0.930757	0.978543	0.961434	0.062349	0.932404
0.092000	0.964579	0.941745	0.106457	0.906026	0.965025	0.942616	0.106506	0.907703
0.093000	0.947637	0.913613	0.124887	0.864445	0.948095	0.914496	0.124947	0.866117
0.094000	0.918458	0.872489	0.170069	0.811308	0.918921	0.873369	0.170154	0.812945
0.095000	0.870823	0.808240	0.223398	0.732019	0.871281	0.809090	0.223515	0.733559
0.096000	0.823346	0.743280	0.255697	0.652271	0.823797	0.744094	0.255835	0.653700
0.097000	0.769891	0.668205	0.274725	0.559056	0.770332	0.668971	0.274881	0.560337
0.098000	0.722531	0.606071	0.289861	0.486780	0.722963	0.606794	0.290033	0.487943
0.099000	0.646365	0.511029	0.305356	0.382213	0.646765	0.511664	0.305546	0.383163
0.100000	0.570312	0.416416	0.301928	0.282253	0.570681	0.416956	0.302124	0.282985
0.101000	0.509948	0.340929	0.284398	0.205154	0.510293	0.341389	0.284589	0.205707
0.102000	0.447068	0.274353	0.272917	0.144467	0.447382	0.274739	0.273109	0.144873
0.103000	0.403796	0.232292	0.263137	0.113015	0.404092	0.232632	0.263329	0.113345
0.104000	0.355052	0.181557	0.235573	0.073676	0.355323	0.181833	0.235752	0.073901
0.105000	0.330156	0.155988	0.216761	0.053760	0.330416	0.156235	0.216933	0.053930
0.106000	0.287429	0.123414	0.201986	0.037016	0.287666	0.123617	0.202150	0.037138
0.107000	0.267106	0.104384	0.181766	0.026556	0.267334	0.104563	0.181922	0.026647
0.108000	0.232555	0.081554	0.165748	0.017482	0.232763	0.081699	0.165894	0.017545
0.109000	0.216542	0.070480	0.153590	0.012937	0.216743	0.070611	0.153732	0.012985
0.110000	0.197960	0.060372	0.145548	0.010270	0.198152	0.060489	0.145689	0.010310
0.111000	0.170300	0.045077	0.126788	0.005722	0.170470	0.045168	0.126915	0.005745
0.112000	0.166151	0.042412	0.121679	0.004752	0.166323	0.042500	0.121804	0.004771
0.113000	0.153482	0.036513	0.113826	0.003603	0.153648	0.036592	0.113948	0.003619
0.114000	0.141552	0.030266	0.101140	0.002626	0.141710	0.030334	0.101253	0.002638
0.115000	0.127860	0.025282	0.094519	0.001775	0.128009	0.025341	0.094627	0.001783
0.116000	0.122428	0.022853	0.088684	0.001577	0.122574	0.022908	0.088789	0.001584
0.117000	0.112799	0.019829	0.084295	0.001177	0.112940	0.019879	0.084399	0.001183
0.118000	0.107283	0.017893	0.079898	0.000901	0.107421	0.017939	0.080000	0.000906
0.119000	0.100111	0.015610	0.074751	0.000714	0.100244	0.015651	0.074850	0.000717
0.120000	0.089413	0.012700	0.068599	0.000480	0.089536	0.012735	0.068693	0.000483
0.121000	0.085544	0.011172	0.062080	0.000337	0.085668	0.011204	0.062170	0.000339
0.122000	0.079615	0.009973	0.060285	0.000295	0.079733	0.010002	0.060374	0.000297
0.123000	0.074853	0.008913	0.057535	0.000239	0.074967	0.008941	0.057624	0.000241
0.124000	0.073141	0.008390	0.055143	0.000200	0.073258	0.008417	0.055232	0.000202
0.125000	0.068051	0.007078	0.049463	0.000134	0.068163	0.007101	0.049544	0.000135
0.126000	0.066242	0.006830	0.049416	0.000139	0.066356	0.006853	0.049500	0.000140
0.127000	0.063280	0.006298	0.047888	0.000118	0.063391	0.006320	0.047974	0.000119
0.128000	0.057879	0.005224	0.043294	0.000082	0.057986	0.005243	0.043370	0.000082
0.129000	0.053097	0.004375	0.039438	0.000055	0.053197	0.004391	0.039513	0.000055
0.130000	0.053686	0.004454	0.039645	0.000055	0.053793	0.004472	0.039723	0.000056
