rho	mean_imb	mean_sq_imb	std_imb	fourth_moment_imb	lcc_mean_imb	lcc_mean_sq_imb	lcc_std_imb	lcc_fourth_moment_imb
0.080000	0.993344	0.987720	0.031424	0.976567	0.993606	0.988242	0.031433	0.977599
0.081000	0.991996	0.986027	0.044406	0.974198	0.992271	0.986575	0.044418	0.975281
0.082000	0.989614	0.983268	0.062709	0.970698	0.989902	0.983841	0.062728	0.971832
0.083000	0.991201	0.984449	0.044371	0.971082	0.991505	0.985052	0.044385	0.972272
0.084000	0.991753	0.984559	0.031377	0.970327	0.992071	0.985191	0.031387	0.971573
0.085000	0.991232	0.983525	0.031378	0.968295	0.991565	0.984187	0.031389	0.969599
0.086000	0.988874	0.980117	0.047385	0.963293	0.989222	0.980808	0.047401	0.964651
0.087000	0.988400	0.978972	0.045142	0.960588	0.988764	0.979694	0.045159	0.962006
0.088000	0.984084	0.973140	0.068685	0.953538	0.984465	0.973893	0.068711	0.955014
0.089000	0.977374	0.963718	0.091970	0.939946	0.977770	0.964499	0.092007	0.941469
0.090000	0.971230	0.952103	0.093890	0.922397	0.971641	0.952909	0.093930	0.923960
0.091000	0.961563	0.935782	0.105730	0.896138	0.961989	0.936611	0.105776	0.897726
0.092000	0.936007	0.898815	0.150686	0.847758	0.936440	0.899646	0.150756	0.849326
0.093000	0.911438	0.863320	0.180559	0.802039	0.911879	0.864156	0.180646	0.803594
0.094000	0.855281	0.789839	0.241522	0.714726	0.855712	0.790635	0.241643	0.716169
0.095000	0.804517	0.718221	0.266407	0.623000	0.804942	0.718979	0.266548	0.624315
0.096000	0.734548	0.624274	0.291055	0.511314	0.734951	0.624959	0.291214	0.512435
0.097000	0.644219	0.510365	0.308783	0.385998	0.644587	0.510949	0.308960	0.386882
0.098000	0.589465	0.438116	0.301075	0.302265	0.589817	0.438639	0.301255	0.302987
0.099000	0.530831	0.371094	0.298851	0.239731	0.531162	0.371557	0.299038	0.240329
0.100000	0.470070	0.296669	0.275143	0.162856	0.470374	0.297054	0.275322	0.163280
0.101000	0.414563	0.238876	0.258870	0.115216	0.414843	0.239199	0.259044	0.115527
0.102000	0.370238	0.198388	0.247613	0.088241	0.370498	0.198666	0.247786	0.088489
0.103000	0.321252	0.153226	0.223660	0.056562	0.321486	0.153451	0.223824	0.056729
0.104000	0.292855	0.126683	0.202283	0.039112	0.293078	0.126875	0.202435	0.039230
0.105000	0.259129	0.101834	0.186241	0.026587	0.259334	0.101995	0.186389	0.026671
0.106000	0.222340	0.075613	0.161795	0.015440	0.222522	0.075737	0.161928	0.015490
0.107000	0.206548	0.066206	0.153441	0.012017	0.206724	0.066319	0.153572	0.012058
0.108000	0.183291	0.051705	0.134569	0.007785	0.183454	0.051796	0.134688	0.007813
0.109000	0.171157	0.044726	0.124222	0.005507	0.171316	0.044809	0.124337	0.005528
0.110000	0.156719	0.038825	0.119431	0.004161	0.156869	0.038899	0.119545	0.004177
0.111000	0.142382	0.031550	0.106197	0.002776	0.142524	0.031614	0.106304	0.002787
0.112000	0.131129	0.026222	0.095011	0.001861	0.131264	0.026276	0.095108	0.001869
0.113000	0.117101	0.021408	0.087722	0.001357	0.117226	0.021454	0.087817	0.001362
0.114000	0.114296	0.019737	0.081693	0.001052	0.114423	0.019781	0.081784	0.001056
0.115000	0.099251	0.015257	0.073528	0.000686	0.099367	0.015293	0.073613	0.000689
0.116000	0.099577	0.015204	0.072721	0.000647	0.099696	0.015240	0.072808	0.000650
0.117000	0.094851	0.013855	0.069704	0.000525	0.094969	0.013890	0.069791	0.000528
0.118000	0.082266	0.010675	0.062507	0.000360	0.082371	0.010702	0.062588	0.000362
0.119000	0.078967	0.009671	0.058611	0.000268	0.079073	0.009697	0.058689	0.000269
0.120000	0.074008	0.008499	0.054974	0.000213	0.074110	0.008523	0.055050	0.000214
0.121000	0.071310	0.007842	0.052502	0.000171	0.071415	0.007865	0.052578	0.000172
0.122000	0.063900	0.006301	0.047089	0.000110	0.063996	0.006320	0.047159	0.000111
0.123000	0.062901	0.006092	0.046215	0.000107	0.063000	0.006111	0.046287	0.000108
0.124000	0.057024	0.005150	0.043568	0.000075	0.057116	0.005167	0.043638	0.000076
0.125000	0.051311	0.004060	0.037772	0.000049	0.051396	0.004073	0.037833	0.000050
0.126000	0.050746	0.003962	0.037235	0.000043	0.050833	0.003975	0.037298	0.000044
0.127000	0.047850	0.003581	0.035935	0.000036	0.047935	0.003594	0.035998	0.000036
0.128000	0.046174	0.003299	0.034163	0.000031	0.046258	0.003311	0.034226	0.000031
0.129000	0.044451	0.003091	0.033390	0.000028	0.044535	0.003102	0.033453	0.000028
0.130000	0.041047	0.002714	0.032081	0.000024	0.041128	0.002725	0.032145	0.000025
