sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*, seed
2, 645868, 127141, 135339, 125630, 117644, 70057, 70057, 2857561353
11, 647068, 129199, 133919, 124327, 119345, 70139, 70139, 950814228
6, 646084, 125903, 135693, 126121, 116481, 70943, 70943, 2157823818
1, 646945, 127159, 137010, 127226, 117446, 69052, 69052, 3722011515
7, 645101, 131766, 128534, 118904, 121965, 71966, 71966, 1208121995
5, 647140, 129354, 133146, 123436, 119706, 70749, 70749, 3221244701
10, 646108, 131996, 129928, 120048, 122206, 70965, 70965, 2209079898
8, 644721, 132670, 129932, 120013, 122940, 69583, 69583, 3594023885
4, 645252, 128838, 130623, 120680, 119249, 72931, 72931, 137580379
9, 647280, 127169, 133525, 123923, 117757, 72453, 72453, 3652946399
3, 644724, 129887, 132846, 123030, 120127, 69417, 69417, 3214616694
0, 646772, 132580, 130095, 120675, 122640, 70391, 70391, 3857995072
12, 647967, 123282, 135396, 125661, 113906, 74861, 74861, 4239829718
13, 645113, 127973, 131617, 121780, 118299, 72722, 72722, 1714170570
14, 644895, 134995, 126738, 116900, 125036, 70613, 70613, 614112808
18, 646590, 133511, 129968, 120488, 123993, 69315, 69315, 401017165
19, 646795, 127870, 136812, 126859, 118200, 68527, 68527, 4076243534
15, 646514, 132702, 125198, 115519, 122959, 75068, 75068, 1664720609
16, 646649, 134286, 127464, 117845, 124522, 71266, 71266, 2643389825
17, 647918, 132628, 132603, 123029, 123180, 68239, 68239, 4113069826
21, 646478, 138374, 126545, 116996, 128467, 68048, 68048, 1112315157
20, 647068, 125541, 136885, 127290, 115794, 70779, 70779, 4036818119
22, 645646, 131388, 134787, 124807, 121716, 66474, 66474, 2152952940
23, 646755, 125098, 138831, 128775, 115771, 69140, 69140, 4062378340
24, 646542, 134528, 128965, 119288, 124655, 69553, 69553, 2612670134
26, 646696, 132364, 130072, 120363, 122685, 70606, 70606, 2590320375
28, 645878, 131295, 129580, 119845, 121510, 71824, 71824, 1837032431
25, 645486, 130533, 128849, 119133, 120619, 73176, 73176, 194268671
27, 645753, 126841, 135211, 125518, 117261, 70461, 70461, 2082478388
31, 644835, 128561, 132556, 122852, 118836, 71015, 71015, 2571367358
29, 645044, 130955, 130327, 120678, 121132, 70976, 70976, 2578788986
32, 646126, 132641, 127661, 118005, 122953, 72433, 72433, 658256522
30, 647737, 134687, 126498, 117097, 124725, 72365, 72365, 2746140343
33, 643474, 127731, 130551, 120682, 118070, 73220, 73220, 3636660750
34, 645641, 125572, 131339, 121512, 115926, 75646, 75646, 1704843591
35, 646464, 131915, 129134, 119494, 122111, 71905, 71905, 3254207732
37, 646911, 130703, 131940, 122085, 120917, 70633, 70633, 311002884
36, 647061, 131566, 130860, 121176, 122063, 70698, 70698, 1365583699
38, 644861, 128354, 133942, 124131, 118468, 69983, 69983, 198918476
39, 644810, 132791, 125149, 115582, 123138, 74075, 74075, 1735260633
40, 647158, 130710, 131868, 122326, 120952, 70651, 70651, 235012587
42, 647013, 133052, 129850, 120274, 123177, 70330, 70330, 1453086893
41, 646286, 128710, 133640, 123855, 119195, 70443, 70443, 2648162332
43, 645158, 128543, 132483, 122820, 118572, 71370, 71370, 929055305
44, 648181, 130629, 132809, 123075, 121212, 70228, 70228, 1529865722
