sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*
0, 2583048, 514559, 529972, 491111, 475822, 285792, 285792
1, 2583616, 526161, 523303, 484147, 487155, 281425, 281425
2, 2588253, 521685, 529210, 490061, 482689, 282304, 282304
3, 2588245, 530584, 521065, 482646, 491718, 281116, 281116
4, 2580953, 534762, 510375, 471786, 495070, 284480, 284480
5, 2585579, 521237, 535079, 496123, 482838, 275151, 275151
6, 2582134, 530779, 520468, 482004, 491991, 278446, 278446
7, 2583276, 534568, 511686, 472996, 495128, 284449, 284449
8, 2578335, 506295, 535229, 495778, 467527, 286753, 286753
9, 2584430, 527535, 517987, 479613, 488353, 285471, 285471
10, 2585866, 517241, 524688, 485701, 478700, 289768, 289768
11, 2584855, 514882, 519176, 479927, 475948, 297461, 297461
12, 2586501, 520022, 524401, 485953, 481665, 287230, 287230
13, 2585923, 524270, 525194, 486500, 485503, 282228, 282228
14, 2580849, 511871, 531894, 492852, 472882, 285675, 285675
15, 2585381, 512427, 536388, 497328, 474030, 282604, 282604
16, 2586225, 524992, 519894, 480857, 486658, 286912, 286912
17, 2586996, 522328, 528104, 489611, 483869, 281542, 281542
18, 2584685, 532310, 517006, 478712, 492977, 281840, 281840
19, 2582398, 508007, 532929, 493704, 469536, 289111, 289111
20, 2582775, 530061, 516333, 477322, 490819, 284120, 284120
21, 2587068, 526985, 513470, 475305, 488254, 291527, 291527
22, 2584267, 515826, 530380, 491503, 477148, 284705, 284705
23, 2581572, 528328, 521446, 482438, 488892, 280234, 280234
24, 2582384, 518000, 531109, 492169, 479608, 280749, 280749
25, 2587823, 518925, 523348, 485267, 480679, 289802, 289802
26, 2578883, 516568, 527933, 488712, 478074, 283798, 283798
27, 2586112, 533985, 509873, 471691, 495067, 287748, 287748
28, 2583797, 525480, 519735, 480920, 486902, 285380, 285380
29, 2584856, 520290, 525151, 486231, 481706, 285739, 285739
30, 2585316, 529396, 515136, 476653, 490445, 286843, 286843
31, 2586328, 523519, 521444, 482722, 484757, 286943, 286943
32, 2585339, 528495, 518458, 480333, 489659, 284197, 284197
33, 2580197, 520182, 527398, 488047, 480974, 281798, 281798
34, 2583083, 521136, 530779, 492172, 482496, 278250, 278250
35, 2579484, 520911, 519542, 480198, 481835, 288499, 288499
36, 2585522, 513084, 529093, 490456, 474395, 289247, 289247
37, 2583514, 527093, 520896, 482108, 487677, 282870, 282870
38, 2581400, 521998, 523896, 484864, 482906, 283868, 283868
39, 2584357, 529028, 515630, 477643, 490036, 286010, 286010
40, 2582669, 520336, 530320, 491242, 481457, 279657, 279657
41, 2584497, 523592, 519550, 481379, 484618, 287679, 287679
42, 2579589, 526438, 524425, 485097, 487243, 278193, 278193
43, 2584095, 518761, 528604, 490232, 479916, 283291, 283291
44, 2589156, 515981, 535370, 496783, 477440, 281791, 281791
45, 2584889, 529780, 515871, 477495, 491007, 285368, 285368
46, 2586911, 517455, 534975, 496057, 478902, 279761, 279761
47, 2586614, 537089, 513656, 475142, 498249, 281239, 281239
48, 2580753, 516782, 528466, 489314, 477957, 284117, 284117
49, 2582624, 529296, 515524, 476668, 490336, 285400, 285400
50, 2589466, 528072, 516051, 477343, 489546, 289227, 289227
51, 2587454, 526229, 521724, 483317, 487908, 284138, 284138
52, 2585162, 522054, 523306, 484579, 482961, 286131, 286131
53, 2589535, 521591, 520895, 482758, 483201, 290545, 290545
54, 2585175, 525116, 518122, 479689, 486368, 287940, 287940
55, 2584456, 529397, 519208, 480559, 490306, 282493, 282493
56, 2586404, 512279, 530431, 491692, 474082, 288960, 288960
57, 2582164, 524444, 519275, 480709, 485348, 286194, 286194
58, 2585294, 517492, 527448, 488313, 478887, 286577, 286577
59, 2582892, 527260, 517124, 478591, 488091, 285913, 285913
60, 2585409, 527576, 521219, 482732, 488436, 282723, 282723
61, 2583282, 521872, 520305, 481649, 483158, 288149, 288149
62, 2584958, 533148, 509438, 470819, 494061, 288746, 288746
63, 2588981, 522544, 521614, 483189, 483856, 288889, 288889
64, 2587596, 522512, 525978, 487036, 484186, 283942, 283942
65, 2586770, 529720, 522023, 483418, 491039, 280285, 280285
66, 2582896, 535445, 512747, 474383, 496175, 282073, 282073
67, 2581602, 524917, 526348, 487317, 485784, 278618, 278618
68, 2585730, 533764, 512532, 474306, 494290, 285419, 285419
69, 2584754, 518953, 534425, 495102, 480158, 278058, 278058
70, 2584718, 531490, 519930, 481753, 492063, 279741, 279741
71, 2583471, 511791, 527244, 488120, 473094, 291611, 291611
72, 2586234, 510939, 530654, 491764, 472797, 290040, 290040
73, 2582469, 520692, 524387, 485170, 482018, 285101, 285101
74, 2585080, 527899, 518318, 479677, 488804, 285191, 285191
75, 2586834, 524079, 522692, 483969, 485502, 285296, 285296
76, 2579857, 505950, 532001, 492730, 467352, 290912, 290912
77, 2584794, 513605, 528099, 489702, 475368, 289010, 289010
78, 2583367, 531347, 511584, 472728, 491754, 287977, 287977
79, 2586340, 520666, 523914, 485177, 482041, 287271, 287271
80, 2581887, 520590, 523754, 484901, 481842, 285400, 285400
81, 2586336, 533848, 506816, 468320, 494456, 291448, 291448
82, 2585165, 525744, 524528, 485420, 486769, 281352, 281352
83, 2582291, 527820, 518020, 479589, 488756, 284053, 284053
84, 2583514, 516855, 530481, 491330, 478028, 283410, 283410
85, 2581796, 529702, 512899, 474895, 490690, 286805, 286805
86, 2587003, 522685, 526100, 487660, 484064, 283247, 283247
87, 2581924, 520376, 521224, 482597, 481351, 288188, 288188
88, 2585158, 526841, 519338, 480928, 488159, 284946, 284946
89, 2584483, 506233, 540973, 501873, 468080, 283662, 283662
90, 2585005, 522473, 530726, 491621, 483551, 278317, 278317
91, 2581415, 518238, 524797, 485870, 479374, 286568, 286568
92, 2586466, 536657, 505476, 467314, 497539, 289740, 289740
93, 2581942, 533878, 512145, 473809, 494682, 283714, 283714
94, 2580486, 528173, 513284, 474725, 489190, 287557, 287557
95, 2583445, 527594, 516776, 478036, 488959, 286040, 286040
96, 2582759, 531179, 514311, 475819, 492204, 284623, 284623
97, 2586397, 525349, 524046, 485406, 486508, 282544, 282544
98, 2587418, 514416, 531840, 492943, 476065, 286077, 286077
99, 2584385, 524479, 524896, 486095, 485639, 281638, 281638
100, 2586939, 523058, 520453, 482142, 484772, 288257, 288257
101, 2588941, 528748, 522209, 483276, 489846, 282431, 282431
102, 2583737, 520710, 527406, 488057, 482236, 282664, 282664
103, 2586803, 530929, 516061, 477675, 492008, 285065, 285065
104, 2584017, 515738, 530088, 491000, 476937, 285127, 285127
105, 2585024, 532016, 518923, 480482, 492857, 280373, 280373
106, 2586220, 527193, 513057, 474649, 488509, 291406, 291406
107, 2588240, 526305, 521406, 483069, 488084, 284688, 284688
108, 2585353, 527086, 515400, 477072, 488513, 288641, 288641
109, 2588314, 517601, 535223, 496701, 478663, 280063, 280063
110, 2589585, 513039, 529786, 491081, 474887, 290396, 290396
111, 2584970, 513097, 529013, 490000, 474564, 289148, 289148
112, 2589391, 523276, 531693, 492992, 484432, 278499, 278499
113, 2583915, 517136, 522354, 483341, 478286, 291399, 291399
114, 2583781, 518622, 529806, 490974, 479597, 282391, 282391
115, 2589774, 528088, 520975, 482389, 489726, 284298, 284298
116, 2585639, 521525, 522695, 483990, 483057, 287186, 287186
117, 2588319, 525497, 519464, 481006, 486902, 287725, 287725
118, 2583432, 510887, 528829, 489817, 472635, 290632, 290632
119, 2584137, 531975, 511979, 473605, 493200, 286689, 286689
120, 2579150, 515070, 524734, 485213, 476309, 288912, 288912
121, 2585820, 525845, 525221, 486772, 487186, 280398, 280398
122, 2584041, 519883, 527418, 488181, 481051, 283754, 283754
123, 2587711, 518428, 534021, 495072, 480082, 280054, 280054
124, 2587297, 529784, 516572, 478077, 490916, 285974, 285974
125, 2580142, 519490, 514423, 475709, 480038, 295241, 295241
126, 2580268, 524386, 520277, 481378, 484959, 284634, 284634
127, 2586959, 527854, 524025, 485300, 489122, 280329, 280329
128, 2579725, 517532, 532514, 493223, 478368, 279044, 279044
129, 2591549, 536268, 513722, 475215, 498034, 284155, 284155
130, 2584888, 524910, 521855, 482902, 485421, 284900, 284900
131, 2584970, 516526, 526070, 487402, 477632, 288670, 288670
132, 2585293, 526525, 514452, 476186, 487702, 290214, 290214
133, 2584304, 512849, 530881, 491928, 474792, 286927, 286927
134, 2584717, 530880, 520910, 482135, 491690, 279551, 279551
135, 2589949, 533623, 513462, 475529, 494721, 286307, 286307
136, 2583470, 531601, 509916, 471564, 492097, 289146, 289146
137, 2584821, 517848, 529141, 489751, 479441, 284320, 284320
138, 2586489, 530047, 521650, 483343, 491285, 280082, 280082
139, 2583308, 527941, 520167, 481439, 489017, 282372, 282372
140, 2585526, 523834, 526225, 487263, 485100, 281552, 281552
141, 2586821, 532161, 507576, 469251, 493369, 292232, 292232
142, 2587247, 518589, 529083, 490139, 480208, 284614, 284614
143, 2587592, 533489, 516960, 478716, 494743, 281842, 281842
144, 2586715, 519155, 529930, 491140, 480588, 282951, 282951
145, 2584420, 526854, 524908, 486485, 487921, 279126, 279126
146, 2584835, 512896, 531361, 492402, 474370, 286903, 286903
