sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC, seed
7, 891516, 430, 441539, 441343, 358, 3923, 3923, 1858708400
11, 891450, 316, 441921, 441746, 247, 3610, 3610, 3183097406
0, 891361, 441182, 278, 221, 441044, 4318, 4318, 2848329061
2, 890526, 429, 440778, 440688, 373, 4129, 4129, 1750160338
10, 891091, 441638, 304, 240, 441265, 3822, 3822, 2260215366
9, 890861, 440889, 297, 231, 440780, 4332, 4332, 2216450015
1, 891300, 273, 441789, 441660, 234, 3672, 3672, 3208328279
3, 890574, 440854, 318, 260, 440748, 4197, 4197, 2955025223
6, 890189, 440560, 375, 310, 440474, 4235, 4235, 2401926828
8, 891569, 441087, 339, 279, 440938, 4463, 4463, 995621630
4, 890026, 440579, 216, 157, 440338, 4368, 4368, 2487972958
5, 891034, 49127, 388281, 388185, 49053, 8194, 8194, 2896177242
17, 890210, 755, 439728, 439500, 679, 4774, 4774, 1052701922
13, 890223, 2169, 438710, 438582, 2086, 4338, 4338, 1883476690
16, 891470, 632, 441399, 441157, 546, 3868, 3868, 4178974384
22, 890191, 445, 440559, 440253, 376, 4279, 4279, 1883228829
20, 890599, 363, 441031, 440878, 283, 4022, 4022, 2283302975
12, 890803, 440942, 421, 350, 440872, 4109, 4109, 2383558287
15, 889815, 440129, 373, 312, 439865, 4568, 4568, 239338082
21, 890790, 580, 440362, 440197, 507, 4572, 4572, 1771138529
19, 891189, 676, 440792, 440696, 613, 4206, 4206, 536117034
14, 891152, 440715, 603, 526, 440586, 4361, 4361, 3092076156
18, 889564, 440407, 408, 330, 440327, 4046, 4046, 47129688
27, 891105, 610, 440901, 440658, 540, 4198, 4198, 2832140771
28, 891020, 584, 441122, 440902, 504, 3954, 3954, 797728361
23, 891054, 440613, 712, 617, 440514, 4299, 4299, 2492336498
24, 891495, 408, 441345, 441221, 349, 4086, 4086, 1540350116
25, 892088, 441704, 471, 401, 441584, 3964, 3964, 1270046615
30, 890614, 441004, 402, 334, 440590, 4142, 4142, 3901270662
29, 888965, 439703, 347, 271, 439532, 4556, 4556, 2638854525
31, 889966, 440470, 353, 283, 440202, 4329, 4329, 2066630204
