sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*, seed
6, 865662, 2240, 422171, 421295, 1744, 9106, 9106, 4168084459
0, 865733, 5246, 420650, 419983, 4778, 7538, 7538, 1452831193
5, 865802, 54923, 361687, 361012, 54364, 16908, 16908, 3696747771
4, 864641, 235602, 184640, 184069, 235040, 12645, 12645, 3105877653
2, 866142, 403342, 19224, 18772, 402734, 11035, 11035, 1517948548
8, 866424, 348118, 60168, 59689, 347509, 25470, 25470, 86466422
9, 864904, 315271, 104442, 103938, 314611, 13321, 13321, 4248782877
10, 864526, 409584, 14183, 13712, 408841, 9103, 9103, 880145783
1, 865289, 92861, 312813, 312261, 92376, 27489, 27489, 822403828
11, 864422, 229168, 186589, 186071, 228598, 16998, 16998, 2992579151
7, 865284, 379849, 42576, 42076, 379151, 10816, 10816, 4096320112
3, 864696, 255495, 152449, 151978, 254870, 24952, 24952, 1759618771
14, 864414, 26146, 396453, 395726, 25621, 10234, 10234, 1397174504
17, 865101, 62646, 360124, 359281, 62128, 10461, 10461, 975359207
12, 864776, 231997, 182109, 181535, 231509, 18813, 18813, 4218995924
23, 865468, 21568, 398968, 398300, 21054, 12789, 12789, 2451927878
13, 865278, 273041, 144242, 143780, 272505, 15855, 15855, 1336914894
16, 865497, 137386, 276242, 275753, 136830, 19643, 19643, 2339786676
19, 865132, 218231, 197318, 196785, 217678, 17560, 17560, 4019496251
21, 864346, 88573, 329703, 329141, 88059, 14435, 14435, 1823835244
20, 865663, 263789, 2825, 2315, 263250, 166742, 166742, 2001699108
15, 865123, 87148, 4364, 3872, 86615, 341562, 341562, 2722590771
18, 866311, 252976, 160388, 159870, 252495, 20291, 20291, 3910586074
22, 864737, 417006, 7361, 6865, 416175, 8665, 8665, 40802631
24, 865690, 11092, 413720, 413074, 10626, 8589, 8589, 3862846843
27, 863882, 49796, 367067, 366447, 49312, 15630, 15630, 688119967
26, 864868, 334364, 78634, 78116, 333636, 20059, 20059, 2157622813
29, 865451, 329257, 92023, 91485, 328556, 12065, 12065, 2395365713
28, 864863, 332168, 87300, 86836, 331627, 13466, 13466, 3281046724
30, 863153, 52975, 366769, 366196, 52419, 12397, 12397, 1948746298
25, 865051, 375993, 41163, 40681, 375466, 15874, 15874, 3988220066
34, 864161, 141954, 276105, 275466, 141440, 14598, 14598, 2020962026
31, 865561, 261692, 145950, 145339, 261102, 25739, 25739, 2684287772
36, 865820, 422898, 1429, 984, 422045, 9232, 9232, 1395953733
35, 865625, 108110, 303780, 303117, 107618, 21500, 21500, 1023345619
33, 865921, 370869, 51130, 50691, 370343, 11444, 11444, 1228406792
37, 863696, 184285, 235777, 235199, 183703, 12366, 12366, 2917580765
