sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC, size_A_determined, size_B_determined, seed
1, 3904103, 765950, 893114, 857918, 732887, 327117, 327117, 1463170,1727639,3904579433
10, 3898358, 843347, 813923, 779758, 808780, 326275, 326275, 1625399,1563496,4128027332
2, 3909742, 814767, 848479, 814548, 781130, 325409, 325409, 1564978,1635299,1727685185
14, 3907354, 896051, 783461, 749516, 861542, 308392, 308392, 1732674,1496677,928693003
5, 3908396, 836594, 829517, 796161, 802764, 321680, 321680, 1609948,1594107,3688150403
4, 3907820, 865008, 806521, 772478, 830289, 316762, 316762, 1666272,1543431,2334296655
3, 3903748, 855300, 805000, 771174, 819844, 326215, 326215, 1648551,1543968,639728989
15, 3903080, 848703, 811287, 777850, 814772, 325234, 325234, 1636283,1556052,1227107901
6, 3905480, 831364, 835300, 801742, 797986, 319544, 319544, 1600724,1606731,4144049179
16, 3909776, 780693, 882867, 848179, 747363, 325337, 325337, 1494016,1705582,2807596550
18, 3910634, 839544, 827422, 794125, 805675, 321934, 321934, 1612348,1585248,1785218565
21, 3903020, 905679, 756519, 723676, 870324, 323411, 323411, 1753368,1446954,4240259970
17, 3905725, 824907, 840674, 806477, 790143, 321762, 321762, 1584759,1620062,958790440
24, 3897969, 829747, 823277, 788611, 795316, 330509, 330509, 1595580,1580303,1129905625
29, 3899331, 820902, 841204, 806146, 787155, 321962, 321962, 1577451,1615558,1345201986
30, 3897600, 833967, 830497, 796516, 799660, 318480, 318480, 1603061,1594935,227581199
12, 3900963, 848590, 816974, 783318, 813345, 319368, 319368, 1631829,1569156,601452566
13, 3907286, 827374, 846033, 811066, 793733, 314540, 314540, 1593288,1629849,1605428317
8, 3905631, 859309, 810070, 777120, 824376, 317378, 317378, 1653971,1555932,3631615939
0, 3903438, 786768, 867805, 832940, 753193, 331366, 331366, 1507691,1676112,2803794019
7, 3906973, 813836, 852980, 819221, 779532, 320702, 320702, 1557165,1643394,1033974412
11, 3903749, 766831, 904993, 870036, 734191, 313849, 313849, 1465425,1747224,1241747224
9, 3908719, 824324, 834873, 800717, 791103, 328851, 328851, 1583238,1608422,1152943207
31, 3905218, 876169, 780075, 747181, 841827, 329983, 329983, 1689048,1493586,1952088725
32, 3899646, 839826, 817799, 783449, 804912, 326830, 326830, 1612920,1571682,782463863
34, 3905479, 867099, 806947, 772607, 832750, 313038, 313038, 1672886,1545310,2419498675
35, 3905536, 820712, 847251, 813729, 786690, 318577, 318577, 1576858,1631846,4165937294
36, 3904634, 844790, 808080, 774726, 809630, 333704, 333704, 1623016,1554324,98463700
19, 3914423, 847941, 818541, 784144, 813819, 324989, 324989, 1631828,1570057,1261487632
20, 3901609, 795603, 863121, 828521, 761770, 326297, 326297, 1520940,1665553,2592360782
38, 3902138, 798870, 869482, 834427, 765131, 317114, 317114, 1526491,1672580,1897300414
22, 3907151, 786783, 881867, 847623, 754416, 318231, 318231, 1510489,1702149,4232659194
23, 3908472, 839454, 833020, 798679, 805103, 316108, 316108, 1611122,1601272,2176693856
39, 3899000, 821831, 846028, 812154, 787085, 315951, 315951, 1578904,1631258,426898345
40, 3901368, 833470, 837455, 803306, 798937, 314100, 314100, 1603565,1611653,374280999
25, 3900165, 865323, 795458, 762501, 830155, 323364, 323364, 1667714,1523490,3073920149
26, 3904100, 792140, 853432, 819148, 759076, 340152, 340152, 1517005,1644408,1454733167
27, 3902952, 858341, 799572, 766160, 823623, 327628, 327628, 1653171,1532126,2046985641
28, 3901791, 792054, 878628, 843618, 758355, 314568, 314568, 1518616,1694653,218125402
43, 3906628, 788987, 881412, 846714, 755629, 316943, 316943, 1513428,1699873,3777018764
45, 3904390, 771857, 895879, 861058, 738090, 318753, 318753, 1475444,1733582,1571263353
46, 3922710, 899935, 769950, 738002, 866259, 324282, 324282, 1744241,1478093,4071030049
47, 3903451, 840132, 824764, 790766, 806091, 320849, 320849, 1615675,1584098,3792472147
49, 3906463, 805524, 860346, 825898, 771531, 321582, 321582, 1543603,1660473,447699063
50, 3905490, 862969, 798512, 765036, 828481, 325246, 325246, 1665017,1534665,1487587711
53, 3913198, 849139, 820402, 786704, 814299, 321327, 321327, 1634590,1573761,1971796129
51, 3905254, 822186, 832266, 798433, 787899, 332235, 332235, 1581530,1600476,194752629
33, 3904901, 840113, 827507, 793376, 806001, 318952, 318952, 1617755,1590500,639587645
54, 3906844, 861984, 799220, 765408, 827040, 326596, 326596, 1663327,1533070,1674998738
52, 3904935, 788396, 876715, 842319, 755161, 321172, 321172, 1508354,1692360,350193427
37, 3907702, 857319, 809198, 775165, 823238, 321391, 321391, 1653838,1555420,3362921815
55, 3905708, 870964, 806202, 772817, 837163, 309281, 309281, 1679827,1550038,1643677201
56, 3910006, 798623, 876971, 842545, 765007, 313430, 313430, 1529934,1693503,1154262833
57, 3902553, 829656, 840658, 805677, 795508, 315527, 315527, 1597138,1620056,4076239264
58, 3897647, 856672, 812121, 777711, 821589, 314777, 314777, 1649165,1560953,1959023945
41, 3914472, 814381, 863149, 829419, 781041, 313241, 313241, 1565003,1660891,2046497755
59, 3908766, 806204, 864078, 830055, 772429, 318000, 318000, 1547401,1665308,1708660315
